"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"RP11-552F3.10",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRPL38",10,7,3,0,2,0,0,1,1,2,0,0,1,0,2,4,3,2,0,0,2,0,1,0,0,4,4,0,4,2,2,7,12,4,1
"FBF1",9,2,0,0,0,1,0,0,5,4,0,0,0,2,2,0,6,1,0,0,2,0,1,0,0,0,0,1,0,0,3,9,2,6,0
"ACOX1",58,23,0,8,3,0,1,0,19,3,1,0,0,0,1,9,4,3,2,2,3,0,2,0,3,6,0,4,7,3,4,10,33,23,6
"EVPL",1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,1,0
"SRP68",69,43,10,10,8,4,7,1,32,15,1,4,2,4,7,24,22,20,1,4,26,1,3,2,4,15,7,3,37,20,20,52,46,54,9
"ZACN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GALR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"EXOC7",78,67,13,10,14,2,4,4,49,18,1,2,3,2,6,45,45,34,0,9,24,4,8,2,1,13,2,3,23,7,11,62,29,74,8
"FOXJ1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
"RP11-449J21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF157",0,3,3,0,2,1,0,0,0,1,0,0,0,0,0,0,12,3,0,0,9,0,3,0,0,1,0,0,0,1,2,2,18,5,0
"UBALD2",83,17,9,8,19,0,1,1,9,2,4,1,0,1,2,23,27,22,0,13,28,4,6,1,9,6,3,13,19,9,33,42,66,80,2
"QRICH2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"PRPSAP1",75,59,3,16,8,2,0,3,29,2,3,2,0,8,2,16,24,14,1,7,15,1,2,0,0,7,4,0,23,10,28,32,39,79,7
"SPHK1",81,111,0,7,0,1,0,3,33,0,0,0,0,21,0,1,1,1,2,0,1,0,0,0,1,4,0,1,2,0,3,2,5,104,1
"UBE2O",12,10,2,1,2,0,0,0,4,1,0,0,1,1,0,5,5,3,2,2,5,1,1,0,0,1,0,1,5,3,2,7,10,10,2
"RHBDF2",104,21,12,11,5,1,1,0,3,0,1,1,0,2,0,92,9,15,0,11,7,0,0,0,6,2,2,7,42,3,1,5,47,39,0
"CYGB",0,140,1,1,0,0,1,0,46,1,0,0,2,0,0,8,2,0,0,1,1,0,1,0,0,24,1,0,2,0,1,0,1,6,1
"PRCD",0,11,0,1,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,4,0,1,0,0,0,3,0,0,1,0,1,0,2,7,0
"RP11-666A8.8",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ST6GALNAC2",0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,3,0
"ST6GALNAC1",5,2,1,1,0,0,0,0,1,4,0,0,0,1,0,3,3,1,0,0,6,0,1,1,0,0,0,2,2,0,1,3,399,44,0
"RP11-318A15.2",3,1,2,2,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,1,1,1,13,1,0
"MXRA7",20,75,0,1,3,1,0,1,80,2,1,0,0,0,1,5,4,7,5,3,2,0,2,1,0,11,0,0,0,0,3,4,5,98,15
"RP11-318A15.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JMJD6",60,35,14,7,13,5,3,2,18,11,3,2,0,2,3,23,17,23,0,5,16,4,4,3,6,9,1,1,18,11,8,52,31,35,7
"METTL23",119,61,15,12,23,8,6,2,33,6,10,4,2,1,8,64,50,48,1,19,49,3,15,6,3,20,1,3,67,11,20,78,111,67,11
"SRSF2",524,268,81,88,97,20,25,10,161,76,21,10,5,8,38,274,199,186,5,81,227,20,37,18,22,60,27,23,503,148,118,358,630,358,44
"MFSD11",55,35,9,8,10,2,2,1,21,7,2,1,1,0,2,24,29,7,2,8,21,0,4,2,1,5,1,1,15,4,4,52,31,50,6
"CTD-2246P4.1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGAT5B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SEC14L1",133,29,0,15,8,0,3,1,20,9,2,2,1,5,7,23,19,9,0,4,14,0,3,1,2,8,7,10,88,9,8,75,35,309,6
"SEPT9",156,54,85,33,34,11,37,7,26,82,9,3,3,8,19,188,187,115,3,44,166,12,18,10,11,20,5,8,130,39,38,225,199,193,12
"RP11-936I5.1",0,0,2,1,0,0,1,0,0,2,1,2,0,0,0,2,5,6,0,1,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"RP11-13K12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FLJ45079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNRC6C",12,59,13,1,6,2,3,1,51,10,1,1,1,2,1,17,46,21,1,5,56,2,3,3,2,5,0,1,4,5,6,40,23,42,4
"TMC6",142,4,42,14,42,4,13,2,1,18,4,4,5,2,7,90,88,72,0,16,78,6,12,3,5,6,8,6,47,17,33,137,33,54,5
"TMC8",42,2,25,9,22,1,11,0,3,21,1,1,1,1,2,66,58,37,0,8,49,4,8,4,5,0,3,2,19,10,18,93,53,8,1
"C17orf99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"SYNGR2",817,39,6,66,43,6,4,2,11,20,3,4,0,7,17,241,39,33,2,38,38,2,5,1,18,16,3,20,136,20,15,173,907,189,25
"TK1",108,5,0,18,2,0,2,0,1,0,0,1,0,0,2,2,0,5,0,0,1,0,4,0,0,4,9,1,233,70,62,2,158,13,4
"AFMID",34,22,0,5,2,0,0,0,8,2,1,0,0,0,0,19,0,0,1,3,1,1,0,1,0,3,0,4,16,2,2,5,48,14,3
"BIRC5",88,7,0,10,2,0,2,0,1,2,0,0,0,0,1,4,3,1,0,2,3,0,0,0,0,0,5,0,155,73,120,8,249,7,2
"RP11-219G17.4",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC061992.2",4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0
"SOCS3",187,315,14,54,3,2,5,3,219,1,4,0,1,7,8,31,43,14,2,2,56,3,2,1,10,45,6,31,2,2,4,124,34,511,15
"RP11-806H10.4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PGS1",31,26,4,7,4,1,0,0,8,4,1,1,0,0,1,13,10,8,0,5,7,1,0,0,1,3,1,1,13,1,1,17,25,57,4
"DNAH17",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2357A8.3",2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"CYTH1",109,14,7,15,16,1,3,1,9,23,6,3,1,0,2,41,60,25,1,6,61,2,3,1,3,2,1,5,35,15,7,48,30,77,2
"USP36",35,17,4,3,5,1,0,1,13,3,1,1,2,1,3,7,21,7,0,6,20,0,1,1,3,4,2,1,1,5,4,9,42,35,3
"TIMP2",428,522,1,19,3,1,1,9,384,1,0,0,2,24,2,6,2,2,15,2,3,0,2,0,0,32,0,12,3,1,2,3,19,163,34
"CEP295NL",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2373H9.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LGALS3BP",500,844,17,25,2,1,4,25,602,10,1,2,2,0,0,17,23,10,7,4,28,3,1,1,0,102,3,5,5,3,2,33,655,32,23
"CANT1",49,24,5,6,6,0,1,0,14,7,0,1,0,2,0,11,8,9,2,0,6,0,0,1,5,4,0,0,7,2,14,23,115,43,6
"C1QTNF1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"C1QTNF1",2,30,0,1,0,0,0,0,26,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,18,29,97
"ENGASE",25,6,0,6,2,0,1,1,2,0,0,0,0,1,0,15,2,4,1,0,6,0,1,0,0,2,0,2,6,0,0,8,94,16,1
"RBFOX3",1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CBX2",6,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,18,0
"CBX8",11,3,1,1,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,5,1,0,1,23,3,1
"RP11-353N14.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBX4",29,9,2,3,4,1,1,0,7,1,0,0,0,0,2,3,4,5,0,1,7,0,0,0,2,0,1,3,6,1,2,12,27,13,2
"RP11-353N14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TBC1D16",14,39,0,1,0,1,1,1,19,0,0,0,0,0,1,5,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,52,14,2
"CCDC40",2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,0
"GAA",275,44,3,14,2,0,2,7,44,2,0,0,0,5,3,7,2,5,0,3,3,0,0,0,0,13,1,3,2,2,4,8,8,30,1
"EIF4A3",276,148,9,44,20,1,4,2,84,19,3,1,1,2,13,59,57,25,1,17,42,2,5,1,15,28,4,18,130,32,53,81,246,105,15
"RP11-334C17.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CARD14",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
"RP11-334C17.5",21,0,2,1,1,1,0,0,0,2,1,0,0,0,0,2,8,2,0,0,6,0,0,1,0,0,0,1,0,0,0,4,4,1,0
"SGSH",31,18,2,5,1,0,0,0,13,4,0,0,0,0,0,1,4,1,0,2,4,0,0,0,0,2,0,0,4,2,2,13,20,31,0
"SLC26A11",27,13,1,1,3,1,1,0,13,1,0,0,0,4,0,0,5,6,0,2,6,0,0,0,0,5,0,0,0,0,0,15,9,19,3
"RNF213",333,120,94,44,106,17,31,5,55,44,7,13,6,5,21,97,167,150,3,24,117,10,23,10,11,20,8,21,10,36,59,310,208,207,7
"CTD-2047H16.4",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"ENDOV",28,23,2,8,3,1,0,2,15,3,0,0,0,2,5,11,11,9,2,6,9,0,1,1,3,9,3,0,7,1,5,11,27,42,4
"CTD-2526A2.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPTX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RPTOR",19,3,3,0,1,1,0,0,4,0,0,0,0,0,0,3,5,4,3,1,6,1,1,0,0,0,0,0,1,3,1,7,7,7,1
"RP11-28G8.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2561B21.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP6",59,25,6,7,11,2,3,0,21,15,3,0,1,1,5,18,20,14,4,3,12,0,13,1,1,6,2,0,18,13,13,34,30,43,5
"CTD-2561B21.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2561B21.11",1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAIAP2-AS1",10,4,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,17,0
"BAIAP2",63,15,1,3,0,0,0,2,22,1,0,0,0,2,0,1,2,1,0,0,2,0,0,0,6,0,0,2,4,0,1,1,69,39,0
"AATK",1,1,0,0,0,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,7,1
"CEP131",19,9,2,0,0,0,0,0,9,1,1,0,0,0,1,4,3,1,0,1,2,1,1,0,0,1,0,0,11,2,9,5,10,16,1
"ENTHD2",25,8,0,8,7,0,0,0,3,4,0,1,0,0,0,11,6,6,0,3,6,0,1,2,1,4,1,3,2,3,2,15,17,21,2
"C17orf89",178,144,16,19,28,13,5,5,69,36,6,5,1,3,8,111,66,41,6,22,41,4,10,3,3,32,6,12,99,42,21,96,365,119,24
"SLC38A10",89,58,11,4,11,1,5,0,59,8,0,2,1,4,14,28,28,13,1,5,23,0,2,2,4,13,9,4,14,8,10,47,61,57,3
"RP11-455O6.8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LINC00482",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1
"TMEM105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
"RP11-1055B8.9",3,3,0,2,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0
"RP11-1055B8.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-1055B8.4",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"BAHCC1",4,12,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,26,4
"RP13-766D20.4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTG1",5888,3285,464,1041,938,101,214,56,1633,622,175,135,38,69,307,1876,1568,1152,72,352,1223,62,274,58,161,956,153,245,3972,1004,1443,2775,5153,3763,557
"FSCN2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAAP100",17,19,1,4,4,0,2,0,11,0,0,0,0,1,2,12,4,5,0,5,1,0,2,1,1,5,0,0,6,3,0,13,19,21,1
"NPLOC4",48,43,3,7,2,0,0,1,16,5,0,0,0,2,0,13,10,11,0,2,11,0,1,0,2,10,0,0,9,4,7,15,56,46,3
"TSPAN10",8,4,0,0,0,0,2,2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0
"PDE6G",29,0,0,2,0,0,0,0,0,1,1,0,1,1,5,0,1,0,0,0,0,1,3,1,0,0,0,3,1,0,1,1,0,0,0
"OXLD1",84,49,10,7,11,2,8,1,17,14,3,3,1,2,5,26,30,20,1,6,27,1,6,4,2,11,4,4,34,11,10,57,134,66,7
"CCDC137",56,30,8,7,12,0,2,0,18,13,2,2,0,2,4,33,25,16,0,8,18,1,3,1,1,5,2,3,42,19,7,46,64,41,2
"ARL16",48,53,8,8,5,2,4,1,36,4,4,0,0,4,4,25,8,9,1,4,14,3,1,2,1,17,3,1,19,8,6,25,50,66,6
"HGS",50,39,3,7,7,0,7,2,19,8,1,0,0,2,4,22,10,14,0,8,23,0,1,0,0,8,3,5,12,4,7,15,84,56,3
"RP13-1032I1.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,1,0
"RP13-1032I1.7",3,2,1,0,1,2,1,1,2,2,1,0,0,0,0,6,5,4,1,4,3,0,0,0,0,0,0,0,6,1,2,5,19,10,2
"MRPL12",232,94,12,33,27,0,3,0,47,11,2,2,0,4,8,46,31,33,6,11,18,0,9,3,2,17,12,9,92,42,19,61,472,131,18
"SLC25A10",9,4,0,3,0,0,1,0,1,0,0,0,0,0,0,3,2,1,0,0,6,0,1,0,0,1,0,0,10,6,7,1,87,3,0
"GCGR",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM195B",182,172,25,24,39,5,10,8,93,29,6,1,0,5,13,51,44,49,9,15,38,1,11,1,4,45,2,11,58,22,45,82,47,170,31
"PPP1R27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"P4HB",777,616,35,84,58,4,11,12,285,48,16,3,5,13,43,61,100,80,7,29,82,8,17,5,16,87,34,20,87,48,58,168,675,320,24
"RP11-498C9.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
"RP11-498C9.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0
"ARHGDIA",473,225,41,87,90,21,15,5,118,38,8,13,5,9,22,142,127,129,4,28,110,5,16,6,12,45,12,21,171,51,102,229,355,253,34
"RP11-498C9.15",4,4,1,0,0,0,0,0,5,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,1,0,0,0,4,1,3,2,16,3,0
"ALYREF",16,6,0,5,1,0,1,0,3,2,0,0,0,0,1,2,4,6,1,1,3,0,1,2,0,1,2,1,18,4,3,4,60,16,2
"ANAPC11",557,309,38,75,58,5,12,7,170,48,5,6,2,25,36,108,89,65,17,17,58,3,13,1,13,101,11,21,177,61,108,161,518,320,71
"NPB",1,6,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PCYT2",29,12,4,4,11,1,3,1,7,6,0,1,0,1,2,13,9,12,1,3,14,0,3,0,0,5,0,1,9,9,10,15,98,12,3
"SIRT7",62,26,13,2,19,6,2,1,10,19,1,4,1,0,7,47,26,33,0,11,30,2,4,2,3,11,0,2,22,11,13,63,119,31,4
"MAFG",32,13,0,3,1,0,1,0,16,3,0,0,0,0,1,3,7,0,1,2,3,0,0,0,1,2,0,4,2,2,0,5,44,22,1
"MAFG-AS1",0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,20,1,1
"PYCR1",7,53,1,2,4,0,0,0,28,1,1,0,0,1,3,6,1,1,0,2,1,0,0,1,1,4,5,0,7,18,3,3,258,15,0
"RP11-498C9.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MYADML2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"NOTUM",1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
"ASPSCR1",57,32,5,10,11,4,1,4,21,11,2,1,0,1,2,26,12,15,3,4,14,0,2,2,0,6,2,4,18,8,11,30,98,40,1
"STRA13",162,76,12,27,22,3,7,4,46,29,7,1,1,5,7,25,37,29,2,5,28,1,10,2,3,16,1,4,87,51,45,49,498,121,19
"LRRC45",18,16,2,5,8,1,0,1,8,0,1,1,0,0,1,7,8,6,2,1,5,0,1,0,1,2,2,0,15,10,12,11,40,10,3
"RAC3",7,11,0,0,0,0,0,0,9,1,0,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,20,1,0
"DCXR",230,74,29,40,39,4,4,4,26,32,11,1,7,2,27,83,65,45,3,12,49,0,11,2,5,14,7,9,63,33,61,73,304,65,14
"RP13-650J16.1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0
"RFNG",13,16,0,2,0,0,0,0,15,0,0,0,0,0,1,4,1,3,2,1,0,0,0,0,0,2,0,2,2,0,2,4,20,12,0
"GPS1",120,61,15,19,20,2,3,3,33,12,1,0,1,3,7,31,24,24,5,1,13,2,3,1,2,11,4,7,39,10,16,57,112,66,7
"DUS1L",39,6,4,10,3,1,1,0,10,2,0,0,1,1,4,12,12,8,0,2,5,0,0,0,1,4,4,2,8,10,7,11,157,23,1
"FASN",19,21,0,2,2,0,0,0,5,10,1,0,0,0,1,4,4,5,1,0,5,1,1,0,1,2,0,1,6,5,4,10,151,20,1
"CCDC57",65,12,6,21,16,4,3,1,3,30,2,3,1,0,8,63,28,15,0,12,23,2,6,2,7,2,2,5,16,13,11,68,53,8,3
"RP11-1376P16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP13-516M14.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC16A3",878,120,4,76,18,2,3,0,12,5,15,2,1,0,36,40,23,14,0,4,13,0,32,2,5,12,4,30,6,8,44,43,174,94,0
"CSNK1D",119,51,13,22,14,2,9,2,39,22,3,2,2,2,12,50,36,27,2,11,16,3,7,3,8,13,1,9,25,11,18,69,98,82,8
"RP13-516M14.4",15,3,3,6,1,3,1,0,0,1,2,0,2,0,2,8,14,9,0,0,13,0,2,1,4,0,0,2,3,2,2,8,3,2,0
"RP13-516M14.1",4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,5,3,0
"CD7",54,26,59,3,299,12,15,0,11,98,102,15,34,0,2,5,304,266,0,2,273,29,242,16,5,4,2,1,8,44,191,1007,33,17,3
"SECTM1",74,7,0,7,0,0,0,0,8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,4,10,7,0
"TEX19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
"RP13-20L14.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OGFOD3",99,48,5,10,4,0,1,1,37,3,1,3,1,3,6,14,13,9,2,0,6,0,1,0,2,8,4,3,4,3,10,26,51,40,8
"HEXDC",57,12,3,9,5,2,1,0,6,1,1,1,0,0,2,19,12,11,0,1,9,0,2,1,0,1,1,3,10,2,1,20,41,14,3
"C17orf62",196,92,19,33,37,1,12,1,41,30,2,3,0,2,5,130,58,54,0,32,43,2,11,0,7,18,5,10,86,20,29,118,67,88,11
"RP13-20L14.6",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"NARF",113,74,7,14,15,4,6,0,20,20,2,6,0,11,12,33,25,20,7,8,24,1,11,2,1,15,4,5,44,15,16,63,95,117,10
"FOXK2",20,15,0,2,4,1,1,1,6,1,0,0,1,0,0,5,2,5,0,1,4,0,0,0,3,2,1,1,1,2,4,8,43,28,1
"RP13-638C3.4",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
"WDR45B",91,62,10,15,9,1,3,3,40,7,4,1,2,5,4,30,26,17,5,7,22,1,6,5,2,20,0,3,22,8,14,46,165,106,13
"RAB40B",14,19,0,1,2,2,0,1,8,1,0,0,0,1,2,1,4,2,0,0,0,0,1,0,2,5,2,0,1,0,1,5,97,27,7
"RP11-388C12.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FN3KRP",52,37,4,5,14,0,8,3,35,5,1,1,1,0,2,31,22,15,5,4,26,0,5,1,2,14,4,1,18,10,10,38,56,35,6
"FN3K",11,5,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,0,0,1,0,0,0,25,9,1
"TBCD",46,21,13,8,13,4,4,2,15,3,2,0,0,4,5,11,12,31,1,2,9,3,2,0,0,7,0,1,8,4,16,12,27,152,7
"RP11-497H17.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0
"B3GNTL1",25,4,3,2,0,0,0,0,6,0,0,0,0,0,3,3,10,3,0,1,0,0,0,1,0,0,0,1,2,1,2,14,10,1,1
"METRNL",99,13,0,11,3,1,0,0,12,1,0,0,0,2,3,6,1,5,2,0,0,0,0,0,1,5,1,10,1,0,2,5,83,14,0
"AC144831.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
