"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"HSD17B1",1,31,0,1,0,0,0,0,0,0,0,0,0,1,0,31,1
"RP11-400F19.6",2,29,0,2,0,0,0,1,1,0,0,4,0,0,0,44,4
"COASY",13,163,0,2,2,0,1,0,4,2,1,6,5,1,4,355,8
"MLX",32,243,2,2,2,2,4,1,5,4,1,23,8,8,12,398,38
"PSMC3IP",3,36,0,0,0,0,0,0,1,0,0,8,0,0,1,39,4
"FAM134C",11,123,1,2,0,1,5,1,1,1,1,10,2,2,2,266,13
"TUBG1",10,119,0,0,0,0,0,0,2,0,0,19,2,1,4,151,25
"TUBG2",2,86,0,0,0,0,0,1,0,1,0,7,1,0,1,76,2
"PLEKHH3",2,56,0,0,0,0,0,0,2,0,0,9,0,0,0,95,4
"CCR10",2,14,0,0,0,0,0,0,1,0,0,18,7,0,0,4,1
"CTD-3193K9.4",0,11,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0
"CNTNAP1",1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
"EZH1",4,48,0,1,1,0,3,0,2,0,0,9,0,1,2,100,11
"CTD-3193K9.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RAMP2-AS1",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6
"RAMP2",3,121,0,0,0,0,0,0,0,0,0,1,1,0,0,12,1020
"VPS25",21,505,0,0,4,1,3,2,7,3,1,34,10,5,4,540,24
"WNK4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"COA3",56,589,0,3,6,2,6,1,10,1,0,70,11,7,9,826,57
"CNTD1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"BECN1",42,191,1,1,4,1,5,1,3,0,0,25,5,3,4,371,30
"PSME3",20,172,0,1,1,0,1,0,1,1,0,15,2,7,4,261,14
"AOC2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1
"AOC3",2,38,0,0,0,0,0,0,7,0,0,14,0,0,0,5,20
"G6PC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AARSD1",0,50,2,0,0,0,2,0,1,1,0,4,2,3,1,44,11
"PTGES3L",0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"RUNDC1",3,46,0,0,0,0,2,1,1,2,0,3,4,3,3,168,7
"RPL27",1002,14239,35,146,128,79,413,78,291,255,23,816,241,367,350,13815,1288
"IFI35",32,246,0,0,3,1,4,2,6,1,0,21,12,13,5,414,8
"VAT1",53,574,0,0,7,0,1,0,11,0,0,2,2,2,2,268,91
"RND2",1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
"BRCA1",2,25,1,0,0,0,1,0,0,0,0,3,2,1,1,94,2
"RP11-242D8.1",1,78,0,1,0,0,0,2,0,3,0,3,1,0,1,203,10
"NBR1",12,212,0,1,4,0,2,3,4,2,1,22,2,5,7,428,17
"TMEM106A",21,79,0,0,1,0,0,0,0,0,0,0,1,3,0,48,4
"LINC00910",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0
"ARL4D",2,142,0,0,0,1,4,1,1,0,0,1,2,2,1,230,1
"DHX8",7,65,0,0,0,0,1,0,1,3,0,4,2,0,2,115,13
"ETV4",1,28,0,0,0,0,0,0,0,0,0,0,2,0,0,176,0
"MEOX1",0,8,0,0,0,0,0,0,0,1,0,0,0,0,5,1,26
"DUSP3",33,264,0,2,1,0,2,0,6,0,0,14,0,8,0,198,24
"C17orf105",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-905N1.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPP3",0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,38,2
"MPP2",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PYY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NAGS",1,16,0,0,0,0,0,0,1,0,0,0,1,0,0,36,1
"TMEM101",16,262,0,1,1,2,3,1,5,3,0,18,8,2,2,380,35
"LSM12",19,237,0,2,4,0,6,1,2,1,0,16,2,4,4,311,22
"G6PC3",14,263,1,1,2,0,0,0,4,0,0,11,5,3,0,137,26
"HDAC5",8,163,1,1,1,0,1,0,7,0,0,19,6,1,3,129,45
"C17orf53",0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,9,1
"ASB16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASB16-AS1",3,32,0,0,1,1,1,0,3,2,0,0,1,0,1,42,4
"TMUB2",16,170,0,3,1,1,3,1,2,5,1,7,1,5,3,211,15
"ATXN7L3",4,52,0,0,0,0,1,0,1,0,0,2,0,1,0,128,7
"UBTF",14,269,0,2,1,1,4,0,3,4,1,13,4,5,1,336,32
"RP5-882C2.2",0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,33,2
"SLC4A1",0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
"RUNDC3A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RUNDC3A",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SLC25A39",60,471,0,11,3,3,8,1,8,8,1,49,12,4,5,823,79
"GRN",931,1779,0,37,18,2,4,1,21,3,1,105,39,96,13,1563,233
"FAM171A2",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGA2B",0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,3,1
"GPATCH8",10,227,2,1,1,3,6,3,9,5,4,14,5,4,7,294,22
"FZD2",5,24,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
"MEIOC",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"CCDC43",11,110,0,3,0,0,1,0,4,2,0,5,2,0,6,166,15
"DBF4B",1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,34,5
"GJC1",0,30,0,0,0,0,1,0,3,0,0,52,0,0,0,2,10
"HIGD1B",0,1,0,0,0,0,0,0,0,0,0,147,0,0,1,4,0
"EFTUD2",12,104,0,2,0,0,0,0,2,3,0,12,3,2,2,184,19
"AC015936.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KIF18B",2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,47,2
"CTD-2534I21.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1QL1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DCAKD",1,46,0,0,0,0,0,0,0,0,0,5,1,0,0,41,6
"NMT1",23,337,0,2,5,3,10,0,8,7,1,26,12,10,2,438,31
"PLCD3",1,104,0,0,0,0,1,0,4,1,0,0,0,0,0,95,3
"ACBD4",5,30,0,0,0,2,0,0,0,1,0,3,1,0,3,73,3
"AC142472.6",1,11,0,0,0,1,0,0,0,0,0,1,0,0,0,19,1
"HEXIM1",22,198,1,2,7,1,11,3,8,5,0,21,1,11,8,332,22
"AC002117.1",1,14,0,0,0,0,1,0,0,1,0,2,0,1,0,30,0
"HEXIM2",2,24,0,0,1,0,0,1,0,0,0,3,0,0,1,123,3
"RP13-890H12.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"CTD-2020K17.1",3,24,0,0,0,0,4,0,0,1,1,0,1,4,4,5,0
"FMNL1",38,22,3,3,3,1,4,1,0,4,0,2,2,10,11,12,0
"CTD-2020K17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"CTD-2020K17.4",0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,73,0
"MAP3K14-AS1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"MAP3K14",3,23,1,0,0,1,0,1,0,1,0,1,2,2,1,40,3
"ARHGAP27",6,32,0,2,2,0,0,0,0,2,0,1,1,0,5,517,21
"PLEKHM1",5,50,0,0,0,0,0,0,1,1,1,6,2,0,1,167,10
"RP11-798G7.8",1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0
"RP11-798G7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-798G7.6",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"CRHR1",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"MAPT",1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
"KANSL1",16,104,0,1,3,0,4,3,4,1,0,5,0,5,3,242,33
"RP11-669E14.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KANSL1-AS1",23,110,4,2,4,1,5,1,0,4,3,12,4,4,3,237,7
"ARL17B",4,41,0,0,1,2,0,0,3,0,0,0,0,0,0,25,2
"LRRC37A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LRRC37A2",2,9,0,0,0,0,0,2,0,1,0,3,0,0,0,16,1
"ARL17A",7,60,0,0,0,0,3,0,3,0,0,5,1,1,4,119,8
"FAM215B",3,152,0,1,6,2,9,1,10,2,2,8,3,3,10,157,31
"NSF",18,62,1,0,1,1,1,0,0,2,0,5,2,1,4,163,13
"WNT3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"WNT9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-63A1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GOSR2",10,159,0,1,3,0,3,0,0,0,1,10,5,2,1,112,26
"CDC27",22,175,0,2,1,0,3,2,4,0,1,17,2,0,2,157,24
"MYL4",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"ITGB3",6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
"THCAT158",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"EFCAB13",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
"NPEPPS",23,350,0,2,6,1,5,2,6,1,1,17,6,5,3,680,43
"RP11-580I16.2",0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"KPNB1",55,668,0,2,2,1,5,2,18,7,0,44,8,23,13,843,78
"TBKBP1",1,15,0,0,0,0,2,0,0,0,0,1,0,0,1,6,8
"TBX21",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"OSBPL7",3,35,0,0,1,0,2,0,0,0,0,3,1,0,0,73,3
"MRPL10",17,218,1,1,5,1,2,1,5,1,0,14,4,1,4,251,11
"LRRC46",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"SCRN2",9,122,0,1,1,0,2,2,3,2,0,10,7,0,1,146,15
"SP6",0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,66,3
"SP2",6,41,0,0,1,0,3,0,1,3,0,2,2,2,2,59,4
"SP2-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"PNPO",8,26,0,0,0,1,0,0,0,0,2,0,3,1,1,139,1
"RP11-6N17.6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRR15L",7,34,0,0,2,0,1,0,1,0,0,2,1,0,2,1036,2
"CDK5RAP3",28,322,0,4,2,0,10,0,6,2,0,22,11,4,5,856,43
"COPZ2",4,817,0,0,0,0,0,0,1,0,0,26,0,0,0,36,6
"NFE2L1",5,315,0,1,0,0,1,1,7,2,0,20,5,1,1,328,55
"CBX1",25,463,0,5,3,0,0,0,9,3,0,21,4,6,6,297,37
"SNX11",6,41,0,1,0,1,1,0,1,0,0,2,2,2,2,83,5
"SKAP1",0,6,1,0,6,0,13,3,0,5,4,0,0,0,27,160,2
"THRA1/BTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HOXB2",6,462,0,0,6,0,8,0,9,3,0,14,4,4,10,72,31
"HOXB-AS1",4,137,0,0,3,0,3,0,0,0,1,26,0,0,7,67,6
"HOXB3",0,134,0,0,1,0,0,0,0,0,0,5,2,0,1,144,14
"HOXB-AS3",0,67,0,0,0,0,0,0,12,0,0,1,0,0,0,42,0
"HOXB4",1,61,0,0,1,0,0,0,2,0,0,2,0,0,1,63,5
"HOXB5",5,47,0,0,0,0,0,0,2,0,0,2,0,0,0,249,10
"HOXB6",2,76,0,0,3,0,0,0,9,1,0,4,2,0,0,326,12
"HOXB7",7,154,0,0,0,0,0,0,1,0,0,18,0,0,0,433,44
"HOXB8",1,11,0,0,0,0,1,0,0,0,0,1,1,0,0,162,2
"HOXB9",0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,171,3
"RP11-357H14.17",2,7,0,0,0,0,0,0,0,0,0,1,7,1,2,452,0
"CTD-2377D24.6",2,7,0,0,0,0,1,0,0,0,0,0,1,0,0,164,0
"PRAC1",5,20,0,0,1,0,1,0,2,1,0,1,1,1,0,1349,3
"PRAC2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0
"HOXB13",1,3,0,0,0,0,0,0,0,0,0,2,0,2,0,189,1
"TTLL6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0
"CALCOCO2",16,241,1,2,7,2,7,3,6,0,0,30,4,15,10,343,30
"ATP5G1",92,1001,1,2,12,4,19,2,20,4,0,122,55,13,23,1481,111
"UBE2Z",27,256,1,2,0,0,1,0,2,1,0,17,3,5,7,373,27
"SNF8",46,657,1,5,4,0,4,1,9,1,2,51,15,16,10,552,48
"GIP",0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNGT2",7,2,0,2,0,0,3,1,0,0,1,1,0,6,0,1,5
"ABI3",36,8,1,2,1,3,10,2,0,2,0,3,0,11,5,2,52
"PHOSPHO1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF652",8,96,0,0,1,0,2,0,2,2,0,3,1,2,1,212,12
"RP11-1079K10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PHB",68,633,2,4,7,2,14,1,14,7,0,59,11,6,21,1129,88
"RP11-1079K10.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NGFR",0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"NXPH3",0,47,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0
"SPOP",28,441,0,1,2,3,5,1,22,4,1,26,5,3,5,236,47
"SLC35B1",20,281,1,0,1,2,5,0,1,1,0,23,21,7,3,265,29
"FAM117A",0,12,1,0,1,0,0,0,1,0,1,2,2,0,2,28,3
"KAT7",5,66,1,0,2,0,2,1,0,1,1,12,1,2,1,117,10
"RP11-304F15.3",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0
"RP11-304F15.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLX4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DLX3",0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ITGA3",5,98,0,0,0,0,1,1,3,0,0,29,1,1,4,1185,28
"RP5-875H18.9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PDK2",4,112,0,1,1,0,2,1,5,2,0,8,3,1,5,100,9
"SAMD14",0,14,0,0,0,0,0,0,1,0,0,7,0,0,0,3,10
"PPP1R9B",13,104,0,1,2,0,3,0,2,0,0,7,1,2,3,145,35
"RP11-893F2.13",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGCA",0,20,0,0,0,0,0,0,18,0,0,4,0,0,0,1,0
"COL1A1",151,130237,4,15,20,9,42,6,55,30,8,3319,82,34,30,1834,160
"RP11-893F2.6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM92",0,28,0,0,1,0,0,0,0,0,0,2,1,0,0,152,3
"TMEM92-AS1",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"XYLT2",1,62,0,0,0,0,0,0,0,0,0,6,0,2,0,80,7
"MRPL27",64,735,0,0,5,1,8,0,18,2,0,60,16,8,14,786,60
"EME1",0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0
"LRRC59",42,800,0,1,1,2,1,0,5,3,0,76,19,8,5,432,48
"RP1-117B12.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSF2",8,50,0,0,1,0,0,0,0,0,0,2,1,1,1,181,5
"RP11-94C24.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RSAD1",3,84,0,0,1,0,3,3,3,0,0,9,2,1,3,69,9
"MYCBPAP",0,9,0,0,0,0,0,0,1,0,0,2,0,0,0,16,3
"EPN3",0,8,0,0,0,0,0,0,1,1,0,2,0,0,0,113,0
"SPATA20",20,238,0,2,1,0,1,0,4,1,1,11,7,0,1,287,29
"CACNA1G",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCC3",35,84,0,3,1,0,1,1,0,1,0,5,4,3,3,1941,7
"ANKRD40",10,111,0,0,0,0,1,0,1,1,0,4,2,0,0,115,26
"RP11-294J22.6",3,80,0,0,0,0,1,0,1,1,0,6,1,0,0,56,10
"LUC7L3",43,753,3,6,10,3,20,5,11,5,7,47,12,15,18,1042,120
"TOB1",21,186,0,1,3,2,12,0,1,20,0,25,4,9,14,1359,14
"RP11-700H6.1",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,13,0
"RP11-700H6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPAG9",33,440,0,3,0,1,2,0,5,2,0,20,1,9,0,271,82
"NME1",46,788,2,9,9,2,4,2,4,3,1,100,46,9,15,864,112
"NME1-NME2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NME2",6,120,0,0,0,0,1,0,2,0,1,9,1,1,2,152,9
"MBTD1",2,36,0,1,0,0,0,0,0,0,0,2,0,1,1,92,6
"UTP18",30,114,0,4,0,1,3,1,1,4,1,2,1,9,4,178,20
"RP11-1018N14.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"RP11-1018N14.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TOM1L1",2,33,0,0,0,0,0,0,0,0,0,2,1,0,0,217,1
"COX11",9,189,0,1,7,4,5,1,4,0,3,11,4,0,7,178,16
"RP11-257O5.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"STXBP4",2,36,0,0,2,0,0,0,0,0,0,1,0,0,0,48,4
"HLF",0,12,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0
"RP11-515O17.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-515O17.3",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"MMD",42,260,0,2,0,1,2,0,5,0,1,7,0,4,3,66,11
"TMEM100",0,41,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"PCTP",14,52,0,2,3,0,1,0,1,1,0,3,1,2,2,76,4
"ANKFN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NOG",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf67",0,19,0,0,1,0,0,0,0,1,0,1,0,0,1,25,2
"DGKE",0,21,0,0,0,0,0,1,0,1,0,1,1,1,3,69,15
"TRIM25",9,46,1,1,2,1,1,0,1,2,0,0,0,4,1,149,15
"RP11-670E13.6",9,14,0,2,1,1,0,0,0,0,0,1,6,15,0,80,8
"COIL",14,132,0,0,3,0,1,0,3,2,0,16,0,1,2,185,12
"SCPEP1",77,298,0,5,2,3,2,1,13,0,1,29,11,20,3,80,9
"RP11-166P13.3",1,14,0,1,1,0,0,0,0,0,0,2,3,0,0,72,2
"AKAP1",6,51,0,1,1,0,2,1,14,1,0,3,3,2,2,470,8
"RP11-166P13.4",2,11,0,0,0,0,0,0,1,0,0,0,2,2,0,18,1
"MSI2",11,158,0,0,4,1,4,1,2,1,2,9,13,4,9,768,23
"MRPS23",19,289,0,1,5,1,2,0,6,0,0,18,5,6,4,484,27
"CUEDC1",10,82,0,0,0,0,0,0,1,0,0,1,0,2,0,281,4
"RP11-343K8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"VEZF1",13,156,0,0,1,0,1,1,3,2,0,7,0,3,3,285,21
"RP11-159D12.5",1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0
"RP11-159D12.2",0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,69,2
"SRSF1",40,437,0,2,2,1,10,3,14,3,0,23,14,12,11,548,56
"DYNLL2",15,132,0,0,3,1,1,0,4,2,0,6,1,3,4,476,16
"RP11-506H21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MKS1",2,25,0,0,0,0,0,0,0,0,0,2,0,0,0,60,3
"LPO",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MPO",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BZRAP1",0,19,0,0,0,0,0,0,1,2,0,0,0,1,0,19,0
"BZRAP1-AS1",2,7,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0
"RP5-1171I10.5",36,2,1,2,4,3,7,2,0,5,0,0,6,26,7,7,0
"SUPT4H1",90,818,1,9,16,1,14,2,14,7,2,67,17,22,24,608,63
"RNF43",0,10,0,0,1,0,2,0,0,0,0,0,3,0,0,472,3
"MTMR4",10,37,0,0,0,0,2,0,1,0,0,7,2,0,6,103,10
"SEPT4-AS1",0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1
"SEPT4",1,84,0,0,0,0,0,0,2,0,0,93,0,0,0,4,2
"TEX14",0,18,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"RAD51C",8,106,0,0,1,2,1,1,2,1,0,7,3,2,7,86,11
"TRIM37",2,58,0,0,0,0,0,0,1,0,0,6,0,1,1,90,11
"AC099850.1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SKA2",11,227,0,0,5,0,1,0,5,3,0,28,7,2,12,228,26
"PRR11",2,8,0,0,0,0,0,0,0,0,0,2,0,1,0,62,1
"SMG8",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"GDPD1",1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
"YPEL2",8,128,1,3,0,0,7,1,5,4,0,27,2,3,6,234,50
"DHX40",6,107,0,0,2,1,3,0,2,1,0,7,1,1,0,259,18
"RP11-758H9.2",14,31,0,0,4,0,2,1,0,4,1,3,2,6,3,62,7
"CLTC",100,651,0,8,2,0,4,0,2,0,0,57,4,23,4,870,102
"PTRH2",10,143,0,0,0,0,0,1,1,0,0,28,4,0,0,162,14
"VMP1",245,3735,4,27,29,6,29,4,24,18,3,219,20,126,36,2898,188
"TUBD1",1,37,0,0,1,2,2,0,3,1,0,6,1,0,1,37,6
"RPS6KB1",11,104,0,0,0,1,2,0,1,1,0,6,4,2,0,143,19
"RNFT1",26,75,0,2,0,0,0,0,3,2,1,12,0,6,4,36,5
"RP11-178C3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"HEATR6",2,41,0,0,0,1,0,0,0,0,0,4,0,0,2,29,1
"CTD-2319I12.2",8,6,0,2,0,0,0,0,0,0,0,0,0,5,0,5,1
"USP32",9,74,0,0,0,1,0,0,2,0,0,7,1,1,2,75,11
"C17orf64",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"APPBP2",12,179,0,1,2,0,3,0,4,2,0,9,1,4,0,152,24
"RP11-15E18.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"PPM1D",6,57,0,0,1,0,1,0,1,0,0,7,1,1,1,42,9
"BCAS3",2,66,0,0,0,0,1,0,4,0,0,11,1,1,5,74,4
"RP11-136H19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-332H18.5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBX2-AS1",1,51,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0
"TBX2",0,67,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0
"C17orf82",1,9,0,0,0,0,0,0,0,1,0,9,0,0,0,30,0
"NACA2",8,172,1,6,5,1,6,0,6,3,1,9,3,2,2,206,22
"BRIP1",0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,24,0
"INTS2",7,25,0,1,0,1,0,0,0,1,1,2,0,0,1,68,5
"MED13",20,206,0,1,1,1,3,0,3,2,0,11,2,9,2,248,23
"METTL2A",5,60,0,0,2,0,0,1,2,0,0,3,4,0,1,78,3
"TLK2",7,71,0,1,1,0,2,1,3,0,0,11,2,1,3,127,13
"CTD-3035K23.7",0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRC2",5,1496,0,1,0,0,0,0,0,0,0,29,1,0,0,33,0
"MARCH10",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"TANC2",21,148,0,1,0,0,1,1,0,1,0,1,1,2,0,89,21
"CYB561",0,166,0,0,1,0,1,1,1,1,1,4,1,0,1,328,7
"ACE",10,52,0,0,1,0,1,0,0,1,0,1,0,1,1,201,48
"KCNH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DCAF7",34,241,2,4,4,1,8,1,5,1,1,31,4,9,3,387,30
"TACO1",9,110,0,0,0,0,2,0,2,0,0,10,1,0,4,126,8
"MAP3K3",4,75,1,0,1,0,0,0,2,0,0,4,1,3,0,29,35
"LIMD2",30,222,3,7,6,6,19,5,1,13,6,30,13,28,33,38,14
"STRADA",3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1
"CCDC47",39,300,0,3,2,1,1,2,3,4,0,24,8,5,4,442,39
"DDX42",23,258,0,2,3,0,3,0,3,0,0,16,2,6,3,331,22
"FTSJ3",1,69,0,0,0,0,4,0,0,0,0,7,2,1,2,125,8
"PSMC5",56,690,2,6,8,2,10,0,14,8,1,75,14,5,29,713,87
"SMARCD2",15,116,0,0,1,0,0,0,1,0,0,7,5,2,2,457,19
"CD79B",3,10,0,0,1,14,4,0,0,4,0,3,35,1,12,10,14
"PRR29-AS1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PRR29",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
"ICAM2",10,12,0,2,0,1,7,1,0,5,3,6,28,2,11,46,210
"ERN1",8,76,3,1,1,0,13,0,0,5,2,2,14,4,2,69,10
"SNHG25",46,381,2,5,0,2,10,1,14,6,3,32,16,16,11,1008,40
"TEX2",11,42,0,0,1,0,0,0,1,0,0,4,0,2,0,111,5
"PECAM1",55,22,1,2,0,0,0,0,0,0,1,3,14,29,0,21,627
"MILR1",24,19,0,0,1,1,0,0,0,0,0,0,0,5,0,4,0
"POLG2",3,34,1,0,0,1,1,1,0,0,0,1,3,1,1,58,4
"DDX5",305,3012,10,45,49,28,132,28,68,67,15,306,54,116,101,1677,463
"CEP95",6,66,0,0,0,0,1,1,1,2,0,10,0,0,1,120,3
"SMURF2",11,190,0,0,1,1,1,0,6,1,2,2,1,1,0,241,32
"LRRC37A3",1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1
"RP11-927P21.1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
"RP11-927P21.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-583F2.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNA13",69,95,1,10,3,0,3,1,1,1,0,8,4,22,5,131,19
