"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"AUNIP",0,1,0,0,0,0,0,0,0,0,0,0,0,10,0
"PAQR7",2,28,0,0,2,0,0,1,0,0,4,0,0,54,2
"STMN1",124,290,0,1,16,7,7,31,0,1,38,2,7,719,126
"PAFAH2",7,15,0,0,5,0,0,0,0,0,1,0,1,168,1
"EXTL1",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC30A2",0,2,0,0,0,0,0,0,0,0,0,0,0,25,0
"TRIM63",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"PDIK1L",3,4,0,0,0,0,1,0,0,0,0,2,0,71,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
"RP11-96L14.7",0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"ZNF593",55,213,0,1,11,4,1,10,0,0,16,5,3,700,13
"CNKSR1",0,1,0,0,0,0,0,1,0,0,1,0,0,161,1
"CEP85",1,8,0,0,0,0,0,0,0,0,2,1,0,40,1
"SH3BGRL3",1848,2233,22,145,228,334,186,57,58,4,167,208,215,5841,288
"UBXN11",21,32,1,1,2,6,2,0,1,0,1,3,4,197,4
"CD52",587,39,26,44,338,432,242,0,96,8,2,68,260,49,5
"AIM1L",0,2,0,0,0,0,0,0,0,0,0,0,0,134,0
"ZNF683",0,1,0,0,0,0,30,0,0,0,0,0,0,0,0
"DHDDS",17,60,0,1,5,1,0,3,0,0,8,0,3,94,7
"RP3-476K8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HMGN2",310,1137,7,22,41,38,27,29,9,3,79,23,53,1725,54
"RPS6KA1",19,11,0,2,4,6,2,0,1,0,2,2,5,247,3
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARID1A",38,105,0,5,6,4,1,5,0,1,9,3,6,299,16
"PIGV",7,37,0,0,0,1,0,0,0,0,3,0,0,61,1
"ZDHHC18",6,25,0,0,1,0,0,0,1,0,3,0,1,90,3
"SFN",4,32,0,0,1,1,0,3,0,0,3,0,2,1340,3
"GPN2",11,46,1,0,1,1,1,2,0,0,6,1,2,84,5
"GPATCH3",5,26,0,1,2,1,1,0,1,0,5,0,2,43,2
"NUDC",86,362,0,5,22,12,5,21,5,1,64,4,19,884,38
"NR0B2",0,0,0,1,0,0,0,0,0,0,0,0,0,14,0
"KDF1",1,1,0,0,0,0,0,0,0,0,0,0,0,98,0
"TRNP1",0,9,0,0,0,0,0,0,0,0,4,1,0,122,1
"FAM46B",0,13,0,0,0,0,0,0,0,0,2,0,0,17,0
"SLC9A1",9,35,0,0,6,0,0,2,1,0,8,1,2,260,11
"WDTC1",9,38,0,0,2,0,1,1,0,0,3,0,2,198,4
"TMEM222",13,94,0,0,3,2,1,5,2,0,6,0,0,167,6
"SYTL1",3,8,1,1,1,9,3,1,4,0,0,0,5,383,1
"MAP3K6",4,36,0,0,1,2,1,2,2,1,8,0,3,121,9
"FCN3",1,0,0,0,0,0,0,0,0,0,0,0,0,2,6
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"GPR3",0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"WASF2",60,266,0,2,3,8,4,13,2,0,29,4,9,437,65
"RP1-159A19.4",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"AHDC1",3,66,0,0,0,0,0,1,0,0,14,1,1,105,7
"FGR",73,2,0,8,1,0,0,0,0,1,0,10,0,5,0
"RP11-288L9.1",0,0,0,0,1,0,0,1,0,0,0,0,0,6,0
"IFI6",494,968,4,3,48,39,9,158,8,2,97,12,35,7990,27
"FAM76A",14,51,0,0,2,0,1,3,0,0,12,0,1,137,2
"STX12",72,193,0,3,3,3,0,12,0,0,27,4,2,159,20
"PPP1R8",21,97,0,0,2,2,0,1,1,0,5,0,2,160,6
"THEMIS2",74,37,0,6,1,3,1,2,0,1,2,10,3,21,5
"RPA2",37,134,0,0,11,7,4,7,1,2,15,2,11,198,4
"SMPDL3B",0,1,0,0,0,0,0,0,0,0,0,0,0,63,0
"XKR8",2,27,0,2,2,1,0,2,1,1,2,0,1,28,3
"EYA3",5,43,0,0,1,1,1,0,0,0,2,2,1,89,3
"PTAFR",42,2,0,2,1,0,0,0,0,0,0,4,0,76,1
"DNAJC8",100,295,2,3,11,13,4,32,0,2,41,3,25,435,29
"ATPIF1",163,642,3,5,37,31,12,24,10,3,68,15,31,2990,74
"RP5-1092A3.4",0,5,0,0,1,0,0,0,0,0,1,0,2,27,0
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SESN2",17,26,0,0,0,0,0,1,0,0,2,1,1,25,2
"MED18",2,13,0,1,0,0,0,3,0,0,1,0,1,28,1
"PHACTR4",20,64,0,1,2,6,1,4,0,0,6,2,2,223,18
"RCC1",16,67,0,0,1,2,0,2,0,0,5,0,3,144,12
"TRNAU1AP",10,76,1,1,2,9,1,1,0,0,13,1,7,172,14
"SNHG12",23,41,0,3,7,3,3,1,1,1,11,2,1,129,4
"TAF12",59,210,1,4,12,12,3,10,4,0,12,3,5,212,18
"RAB42",15,12,0,0,0,0,0,0,0,0,2,0,0,1,0
"RP11-442N24--B.1",1,4,0,0,0,0,0,0,0,0,1,0,0,6,0
"RNU11",5,1,0,1,1,0,0,0,0,0,0,1,1,3,0
"GMEB1",4,24,1,1,1,0,0,2,0,0,2,0,1,30,4
"YTHDF2",57,232,1,2,6,2,1,4,1,0,19,1,2,349,24
"OPRD1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPB41",5,14,0,2,1,1,1,1,3,0,0,0,2,75,1
"TMEM200B",0,24,0,0,0,0,0,0,0,0,5,0,0,0,1
"SRSF4",52,230,3,4,8,12,7,17,4,0,39,7,9,466,28
"MECR",5,58,1,1,1,0,0,4,1,0,8,0,1,123,2
"PTPRU",0,45,0,0,0,1,0,1,0,0,2,0,0,128,3
"MATN1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",2,3,0,0,1,0,0,0,0,0,0,0,1,18,0
"LAPTM5",1177,23,4,66,152,111,46,2,22,5,2,89,116,52,24
"RP5-1125N11.2",0,2,0,0,0,0,0,0,0,0,0,0,0,9,0
"SDC3",34,52,0,0,0,0,0,3,0,0,0,0,0,67,3
"PUM1",46,142,0,2,8,1,3,4,1,0,16,6,2,513,16
"NKAIN1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRNP40",31,89,0,1,1,7,6,9,1,0,16,3,12,170,13
"ZCCHC17",32,115,0,1,9,7,8,6,2,0,14,2,8,203,15
"FABP3",164,18,0,0,0,0,0,2,0,0,1,0,0,6,2
"SERINC2",29,91,0,2,1,0,0,0,0,0,1,1,0,844,4
"LINC01226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TINAGL1",10,17,0,0,45,0,0,9,0,0,80,0,1,723,28
"HCRTR1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEF1",27,171,0,2,28,7,6,8,2,0,26,3,12,326,16
"COL16A1",5,537,0,1,1,0,0,5,1,0,18,0,0,283,2
"ADGRB2",1,21,0,0,0,0,0,0,0,0,0,0,0,17,0
"SPOCD1",2,115,0,0,0,0,0,0,0,0,4,0,1,26,2
"RP11-84A19.2",1,5,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-84A19.4",0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"PTP4A2",79,250,1,5,5,9,9,3,5,1,29,9,4,764,23
"KHDRBS1",94,426,1,4,18,17,9,19,3,1,58,8,19,760,39
"RP11-277A4.4",1,4,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM39B",5,46,0,0,1,3,0,1,1,0,6,0,2,45,9
"KPNA6",22,156,0,0,4,5,3,4,1,0,20,1,3,312,21
"TXLNA",7,88,0,2,2,1,0,5,0,0,5,0,2,109,9
"CCDC28B",1,108,0,2,2,1,1,4,1,0,30,0,0,29,11
"RP4-622L5.7",0,1,0,0,0,0,0,0,0,0,1,0,0,4,0
"IQCC",0,2,0,0,0,0,0,1,0,0,0,0,0,18,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM234",9,48,0,1,2,1,0,3,0,0,5,1,2,81,14
"EIF3I",102,523,1,10,15,18,5,37,4,0,62,5,25,983,54
"FAM167B",1,17,0,0,1,0,0,1,0,0,1,0,0,30,135
"LCK",1,15,3,0,0,31,21,0,14,0,0,0,59,191,2
"HDAC1",27,114,1,0,9,11,5,6,2,0,13,2,11,764,53
"MARCKSL1",30,695,0,4,3,4,3,18,1,2,62,22,3,3247,237
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"FAM229A",2,18,0,0,1,0,1,0,0,1,1,0,0,62,2
"BSDC1",13,115,2,1,3,6,0,3,1,0,19,1,4,437,7
"ZBTB8B",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZBTB8A",2,53,0,0,0,0,0,1,0,0,2,0,1,33,4
"ZBTB8OS",66,151,0,0,9,7,5,8,2,0,17,3,11,428,14
"RBBP4",59,214,0,3,12,13,9,11,3,1,32,3,17,463,24
"SYNC",11,82,0,0,2,7,0,7,2,0,5,1,6,80,5
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"KIAA1522",4,24,0,0,5,0,0,0,0,0,0,0,1,488,5
"YARS",9,74,1,1,5,3,0,6,1,0,6,3,3,142,2
"S100PBP",15,68,0,0,0,3,3,4,0,1,4,1,5,146,11
"FNDC5",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"HPCA",0,2,0,0,0,0,0,0,0,0,1,0,0,7,1
"TMEM54",14,123,0,0,1,0,0,8,0,0,11,1,0,1596,16
"RNF19B",24,32,0,0,0,1,0,3,0,0,2,8,2,172,6
"AK2",58,265,0,4,7,6,2,17,1,1,26,5,9,521,30
"AZIN2",3,25,0,0,1,1,1,1,1,0,0,0,1,16,1
"TRIM62",0,6,0,0,0,0,0,0,0,0,0,0,2,8,1
"ZNF362",8,35,0,1,4,3,1,0,0,0,2,0,0,52,6
"PHC2",59,128,0,2,1,1,1,3,1,0,13,6,1,269,18
"RP11-415J8.5",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"ZSCAN20",0,2,0,0,1,0,0,0,0,0,0,0,0,5,1
"CSMD2",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",35,93,1,7,6,5,1,6,2,0,18,2,3,193,15
"GJB5",0,1,0,0,0,0,0,0,0,0,0,0,0,86,0
"GJB4",0,1,0,0,0,0,0,0,0,0,0,0,0,142,0
"GJB3",0,6,0,0,0,0,0,0,0,0,1,0,0,200,0
"GJA4",0,0,0,0,0,1,0,0,0,0,87,0,0,6,43
"DLGAP3",3,0,0,0,0,0,0,0,0,0,1,2,0,9,0
"RP11-244H3.4",2,3,0,0,0,0,0,0,1,0,0,0,0,12,0
"ZMYM6NB",0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZMYM6",10,22,0,0,2,2,0,1,0,0,2,0,0,83,1
"ZMYM1",2,21,0,0,1,0,0,0,0,0,2,0,1,38,2
"SFPQ",115,332,0,5,13,23,14,16,5,3,43,15,10,942,48
"ZMYM4",7,59,0,0,0,0,1,3,0,0,3,0,3,142,6
"KIAA0319L",6,55,0,0,3,5,2,2,2,1,4,2,1,202,7
"NCDN",3,24,0,0,0,0,0,1,0,0,6,0,1,44,2
"RP4-728D4.2",2,2,0,0,0,0,0,0,0,0,1,0,0,2,0
"TFAP2E",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"PSMB2",97,340,3,6,19,9,10,18,4,0,49,5,15,948,38
"C1orf216",4,66,0,0,3,2,0,5,0,0,4,1,2,24,2
"CLSPN",5,13,0,1,1,1,0,0,0,0,11,0,1,39,1
"AGO4",13,18,0,2,0,2,0,1,0,1,2,1,0,48,5
"AGO1",18,46,0,0,2,1,1,1,0,0,2,1,1,104,9
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AGO3",15,69,0,2,4,3,0,4,0,0,9,3,1,214,9
"TEKT2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",19,77,1,0,3,3,1,11,1,1,9,2,5,199,9
"COL8A2",7,85,0,0,0,0,0,2,0,0,0,0,0,1,0
"TRAPPC3",49,287,2,3,12,7,3,17,2,0,27,3,12,454,17
"MAP7D1",39,175,0,5,3,4,0,11,1,0,22,7,3,200,12
"THRAP3",39,229,3,3,12,9,1,9,2,0,28,5,5,445,24
"SH3D21",7,6,0,0,2,0,0,0,0,0,0,0,0,53,0
"EVA1B",13,249,0,1,0,0,0,4,1,0,37,0,1,84,23
"RP11-268J15.5",2,16,0,1,0,0,0,0,0,0,0,0,0,168,1
"STK40",14,37,0,0,0,0,0,2,0,0,3,1,1,70,2
"LSM10",109,203,0,7,11,9,8,4,3,3,23,5,15,236,11
"OSCP1",0,32,0,0,0,0,0,1,0,0,1,0,0,51,0
"MRPS15",65,275,0,5,5,7,5,9,1,0,34,4,11,509,28
"CSF3R",39,0,0,2,0,0,0,0,0,0,0,8,0,6,0
"GRIK3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LINC01137",5,36,0,0,0,0,0,1,0,0,3,0,0,48,3
"ZC3H12A",9,95,0,0,9,3,1,2,2,0,8,0,9,193,6
"MEAF6",93,324,4,2,21,19,6,19,5,1,26,4,22,456,19
"SNIP1",2,21,0,2,2,2,0,0,0,0,3,1,2,49,3
"DNALI1",0,38,0,0,0,0,0,1,0,0,8,0,0,1,0
"GNL2",19,74,1,0,2,4,1,5,1,0,6,0,3,145,10
"RSPO1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",5,32,0,0,3,1,0,1,0,0,5,0,4,71,2
"CDCA8",2,2,0,0,0,0,0,0,0,0,1,0,0,91,0
"EPHA10",1,1,0,0,0,0,0,0,0,0,0,0,0,63,0
"MANEAL",1,1,0,0,0,1,0,0,0,0,0,0,0,41,1
"YRDC",4,17,0,1,0,0,0,1,0,0,4,0,0,62,1
"C1orf122",48,493,0,0,9,6,1,12,3,0,57,4,4,344,25
"MTF1",2,27,0,0,0,0,0,4,0,0,3,2,0,60,2
"INPP5B",4,16,0,0,1,0,0,1,0,0,3,1,3,39,1
"RP11-109P14.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF3A3",20,122,0,1,5,6,3,8,0,0,10,3,7,196,24
"FHL3",31,301,0,1,10,1,0,17,0,0,31,6,2,10,19
"UTP11L",24,128,2,0,5,1,0,9,0,0,23,3,3,156,13
"POU3F1",0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"RRAGC",49,116,0,3,1,2,0,5,0,0,10,6,1,120,4
"RP5-864K19.4",7,7,0,0,0,0,0,0,0,0,0,0,0,4,0
"MYCBP",18,33,0,1,4,3,2,3,0,0,8,2,3,198,5
"RP5-864K19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RHBDL2",0,12,0,0,0,0,0,0,0,0,6,0,1,292,0
"AKIRIN1",29,157,2,4,2,10,2,4,4,2,21,0,8,223,5
"NDUFS5",301,1889,9,7,40,70,19,80,9,3,190,19,57,2870,115
"MACF1",30,361,0,2,5,11,1,15,1,5,44,5,4,553,60
"BMP8A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-69E11.4",0,9,0,0,0,1,0,0,0,0,0,0,0,21,0
"PABPC4",93,193,0,1,4,6,5,4,1,0,15,3,5,388,21
"HEYL",0,20,0,0,0,0,0,0,0,0,47,0,0,12,0
"PPIE",25,123,0,2,9,9,2,3,3,1,7,2,6,325,7
"BMP8B",0,14,1,0,0,0,0,0,0,0,6,0,0,25,1
"OXCT2",1,2,0,0,0,0,1,0,0,0,1,0,0,4,0
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TRIT1",3,30,1,1,2,0,0,0,0,0,6,0,1,109,3
"MYCL",1,15,0,0,0,0,0,0,0,0,0,0,0,60,0
"RP1-118J21.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD2A",6,3,0,0,0,0,1,0,0,0,1,0,0,79,1
"CAP1",325,694,3,28,43,43,18,45,4,1,138,27,45,1204,59
"PPT1",337,143,1,13,19,12,5,5,2,0,28,21,15,285,15
"RLF",18,45,0,0,1,3,1,0,1,0,2,0,1,62,4
"RP1-39G22.7",0,18,1,1,1,1,0,1,0,0,2,0,0,57,1
"ZMPSTE24",42,165,0,2,6,7,1,9,1,0,20,1,6,304,16
"COL9A2",3,20,0,0,2,1,0,0,0,0,0,0,3,10,0
"SMAP2",53,26,2,11,2,6,1,2,6,0,13,10,11,101,9
"ZFP69B",1,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZFP69",0,3,0,0,0,0,0,1,0,0,1,0,0,2,0
"RP11-656D10.3",0,2,0,0,0,0,0,0,0,0,0,0,0,7,0
"EXO5",1,11,0,0,0,0,0,0,0,0,1,0,0,18,3
"ZNF684",0,7,0,0,0,2,0,0,0,0,1,0,0,4,0
"RIMS3",0,2,0,0,1,0,0,0,0,0,0,0,0,13,0
"NFYC-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
"NFYC",31,87,0,2,6,5,2,8,0,1,11,6,3,176,14
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"CITED4",0,6,0,1,0,0,0,1,1,1,1,1,0,104,4
"CTPS1",4,40,0,1,0,2,1,3,0,0,5,0,1,38,5
"SLFNL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLFNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SCMH1",3,55,0,0,1,1,1,2,0,0,4,1,2,63,2
"RP11-399E6.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"RP11-399E6.4",0,1,0,0,0,0,0,0,0,0,1,0,0,4,0
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"HIVEP3",5,28,0,0,0,1,2,0,0,0,3,1,4,73,3
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"GUCA2A",1,2,0,0,0,0,0,0,0,0,0,1,0,31,0
"FOXJ3",10,53,0,1,2,2,1,3,1,0,3,3,0,159,11
"RIMKLA",1,0,0,0,0,0,0,2,0,0,0,0,0,68,1
"ZMYND12",1,3,0,0,0,0,0,0,0,0,0,0,0,8,0
"PPCS",61,200,0,2,5,7,7,7,0,1,11,5,14,615,10
"CCDC30",0,8,0,0,0,1,0,0,0,0,1,0,1,46,1
"PPIH",30,109,0,1,8,5,2,4,1,1,14,2,8,249,9
"YBX1",1129,2294,7,71,99,88,30,99,23,3,260,64,86,3520,198
"CLDN19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3H1",8,387,1,1,0,1,0,4,0,0,37,1,1,62,17
"C1orf50",16,59,0,1,0,3,0,3,0,0,5,2,2,113,5
"SVBP",69,124,1,2,2,7,3,6,0,0,18,6,5,241,13
"ERMAP",7,23,0,0,0,0,0,0,0,0,2,1,0,30,0
"RP11-342M1.3",5,2,0,0,0,0,0,0,0,0,0,0,0,13,0
"ZNF691",9,19,0,0,1,1,1,2,0,0,0,1,3,35,4
"SLC2A1",27,121,0,1,1,1,0,3,0,1,9,4,0,3028,10
"SLC2A1-AS1",0,4,0,0,0,0,0,0,0,0,0,0,0,116,0
"FAM183A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"EBNA1BP2",26,154,0,4,10,2,3,10,0,0,23,2,6,427,13
"CFAP57",0,3,0,0,0,0,0,0,0,0,0,0,0,5,0
"TMEM125",0,11,0,0,0,1,0,0,0,0,3,0,0,557,2
"C1orf210",1,0,0,0,1,0,0,0,0,0,0,0,0,192,0
"TIE1",1,1,0,0,2,0,0,1,0,0,1,0,0,3,77
"RP1-92O14.3",1,3,0,0,0,0,0,0,0,0,0,0,0,29,0
"CDC20",1,5,0,0,0,0,0,0,0,0,1,0,0,215,3
"ELOVL1",39,127,1,4,5,8,2,8,0,1,15,2,3,777,21
"MED8",21,128,0,3,7,4,0,1,1,0,11,0,2,132,8
"SZT2",5,18,0,0,2,0,0,1,0,0,0,0,1,86,4
"SZT2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HYI",15,111,0,1,5,0,1,5,0,0,5,1,1,192,4
"HYI-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PTPRF",7,116,0,1,0,1,0,4,0,1,3,1,1,1395,3
"KDM4A",2,22,0,1,2,2,0,1,0,0,2,0,1,104,3
"KDM4A-AS1",0,8,0,0,0,0,0,0,0,0,1,0,0,6,0
"ST3GAL3",1,36,0,0,4,0,0,1,0,0,4,0,1,5,3
"ARTN",1,1,0,0,0,0,0,0,0,0,1,0,0,11,0
"RP11-7O11.3",1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"IPO13",7,31,0,0,0,0,0,1,2,0,4,0,0,56,7
"DPH2",0,22,1,0,0,1,0,1,0,0,2,0,1,78,4
"ATP6V0B",590,661,1,19,45,14,4,27,4,0,87,26,17,1387,54
"B4GALT2",0,125,0,0,1,0,0,2,0,0,2,0,0,112,5
"CCDC24",2,11,0,0,0,0,0,0,0,0,3,0,0,98,1
"SLC6A9",0,9,0,0,0,0,0,2,0,0,1,0,0,15,0
"RP5-1198O20.4",0,22,0,0,0,0,0,1,0,0,0,0,0,12,0
"DMAP1",7,69,1,1,4,4,2,5,1,1,10,0,3,108,8
"ERI3",23,207,0,2,0,3,3,6,4,0,22,1,3,255,14
"RNF220",22,46,0,0,1,0,0,0,0,0,10,0,3,235,8
"TMEM53",25,32,0,0,3,0,0,0,0,0,3,0,3,177,5
"C1orf228",6,3,0,0,20,6,2,0,0,0,0,0,1,18,0
"KIF2C",0,1,0,0,1,0,0,0,0,0,1,0,0,58,2
"RP11-269F19.2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RPS8",2086,14415,53,215,525,571,175,453,174,32,942,232,584,25641,870
"BEST4",0,2,0,0,0,0,0,1,0,0,0,0,1,53,2
"PLK3",30,224,0,1,12,13,2,0,2,0,8,5,13,306,13
"TCTEX1D4",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"BTBD19",1,52,0,0,0,0,0,0,0,0,5,1,0,23,3
"PTCH2",17,10,0,6,1,1,1,0,0,0,2,3,1,8,1
"EIF2B3",14,55,0,1,5,0,0,1,0,2,14,0,2,60,6
"HECTD3",8,31,0,0,2,0,0,0,0,0,1,0,2,122,6
"UROD",29,178,0,1,6,5,0,10,2,0,20,2,3,215,21
"ZSWIM5",0,1,0,0,0,0,0,0,0,0,1,0,0,57,1
"LINC01144",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HPDL",0,1,0,0,0,0,0,0,1,0,0,1,0,55,1
"MUTYH",6,17,0,0,1,2,1,0,0,0,4,0,3,116,0
"TOE1",3,14,0,0,0,0,1,1,0,0,2,0,1,47,1
"TESK2",5,9,0,1,0,0,0,1,0,0,1,0,0,20,0
"CCDC163P",2,1,0,0,0,1,0,0,0,0,1,0,0,11,1
"MMACHC",4,6,0,0,0,1,1,2,0,0,1,1,0,34,3
"PRDX1",872,1265,1,11,82,44,10,88,4,1,175,34,50,4337,195
"AKR1A1",214,428,3,6,14,5,6,9,2,0,39,8,13,728,28
"NASP",28,180,0,0,5,10,5,2,1,0,32,2,7,410,38
"CCDC17",0,2,0,0,0,0,0,0,0,0,0,0,0,7,0
"GPBP1L1",54,105,0,0,2,5,3,9,1,0,11,1,8,457,12
"TMEM69",25,59,1,2,1,4,2,5,1,0,4,4,5,140,8
"IPP",0,14,0,0,0,0,2,1,0,0,2,0,0,36,1
"MAST2",6,28,0,0,0,2,0,1,0,0,3,0,1,197,4
"PIK3R3",2,3,0,0,0,0,1,0,0,0,0,1,1,34,17
"RP4-533D7.5",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"TSPAN1",17,53,0,0,3,4,1,2,0,0,6,3,1,4407,4
"POMGNT1",8,77,0,0,3,3,0,2,0,0,10,1,0,127,8
"LURAP1",1,13,0,0,0,0,0,3,0,0,2,0,0,3,0
"RAD54L",0,3,0,0,0,0,0,0,0,0,0,0,0,28,1
"LRRC41",11,162,1,0,4,4,3,4,1,0,21,0,5,236,6
"UQCRH",327,1325,4,26,103,50,22,45,11,5,151,19,71,4957,117
"NSUN4",9,25,0,0,0,1,0,2,0,0,2,1,0,87,4
"FAAH",2,2,0,1,0,0,0,3,1,0,0,0,0,94,1
"DMBX1",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"MKNK1",41,59,0,3,2,10,1,1,0,1,7,3,8,198,5
"MOB3C",5,20,0,0,2,3,0,0,0,0,2,1,4,49,3
"ATPAF1",17,61,0,1,3,5,2,4,1,0,10,1,3,137,3
"EFCAB14",36,107,2,3,14,4,4,6,2,0,8,1,4,345,49
"CYP4B1",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"CYP4X1",0,1,0,0,0,0,0,0,0,0,7,0,0,16,0
"CYP4A22-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,18,0
"LINC00853",3,3,0,0,0,0,0,0,0,0,1,0,0,63,1
"PDZK1IP1",10,47,0,0,1,1,0,0,1,0,6,0,1,3288,1
"TAL1",0,0,0,0,5,0,0,0,0,0,0,0,0,1,6
"RP1-18D14.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"STIL",1,3,0,0,0,0,0,0,1,0,3,0,0,44,1
"CMPK1",82,293,2,1,8,20,4,17,6,1,38,7,13,1186,18
"LINC01389",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FOXD2-AS1",2,0,0,0,0,0,0,0,0,0,2,0,0,21,0
"FOXD2",1,0,0,0,0,0,0,0,0,0,1,0,0,46,0
"TRABD2B",0,10,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC5A9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1024N4.4",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPATA6",6,13,0,1,0,0,0,0,0,0,6,0,0,73,1
"BEND5",0,23,0,0,0,0,0,4,0,0,0,0,0,0,0
"ELAVL4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTA2",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"FAF1",9,33,0,0,1,1,0,0,0,0,4,0,3,127,5
"CDKN2C",3,38,0,0,4,3,2,2,0,0,6,0,2,72,1
"LINC01562",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RNF11",36,300,0,4,10,5,2,14,2,0,29,1,3,253,22
"RP11-296A18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TTC39A",0,2,0,0,0,0,0,0,0,0,0,0,0,45,2
"TTC39A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EPS15",39,94,0,1,3,8,2,1,1,1,9,2,2,170,17
"RP11-191G24.1",0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
"OSBPL9",18,153,0,1,4,3,0,5,0,0,18,0,1,159,9
"NRDC",31,126,0,3,8,3,1,6,2,0,14,0,2,300,13
"RP4-657D16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
