"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL22+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"TAS2R4",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MGAM",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLEC5A",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV6-2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV7-2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV9",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV5-4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV7-9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV12-3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRBV20-1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRBV24-1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTRNR2L6",2,1,1,0,0,0,16,1,0,0,0,1,3,0,0,1,1,0,0,0,33,0,1,0,1,7,1
"TRBV28",0,0,0,0,0,0,1,0,0,0,0,0,6,12,0,0,4,0,0,0,0,0,0,0,0,0,0
"TRBC1",1,127,2,29,19,0,21,97,15,0,0,2,1133,635,0,0,121,26,53,71,9,0,0,2,101,3,0
"PRSS2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRSS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
"TRBC2",1,68,3,28,23,0,23,133,10,0,1,26,961,508,4,23,202,29,17,130,13,1,9,0,92,5,0
"TRBV30",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPHB6",0,0,0,0,0,0,12,1,1,0,0,1,8,0,0,2,3,0,0,1,1,1,0,1,2,1,0
"GSTK1",26,25,39,6,5,26,209,28,4,7,21,52,378,124,7,12,56,17,8,19,452,13,15,4,24,123,7
"TMEM139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"CASP2",0,0,0,0,0,1,7,1,0,1,1,2,9,2,1,3,0,0,0,0,14,1,0,0,0,2,0
"AC093673.5",2,0,3,0,0,0,7,1,1,0,1,3,6,7,2,0,3,0,1,1,12,2,0,1,0,13,1
"ZYX",5,0,4,1,1,1,45,5,0,1,4,4,30,11,12,3,3,1,1,3,45,2,0,4,1,59,3
"EPHA1",0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0
"EPHA1-AS1",0,1,0,0,0,0,3,1,0,0,0,0,8,3,0,0,3,0,0,0,2,0,0,0,0,2,0
"TCAF2",1,0,0,0,1,1,1,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,4,6,0
"TCAF1",2,0,0,0,0,5,62,1,0,0,0,2,10,2,4,0,0,1,1,0,21,3,3,0,1,23,0
"ARHGEF35",0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,1,0,0,0,58,0,0,0,1,3,0
"RP4-545C24.1",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR2A1-AS1",0,0,0,0,0,0,9,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,4,0
"ARHGEF5",0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,1,0,0,0,40,0,0,1,0,1,0
"TPK1",0,0,1,0,0,3,3,0,0,0,0,4,5,1,0,2,5,1,0,0,10,0,0,0,2,4,0
"AC006007.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNTNAP2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
"RP5-1136G13.2",0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,3,0
"CUL1",2,3,6,0,0,3,39,5,0,0,2,7,27,13,5,2,3,0,1,4,37,1,1,1,0,23,1
"EZH2",0,2,3,0,1,0,11,3,0,1,4,2,19,3,1,7,1,1,1,2,20,2,0,0,0,8,0
"GHET1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"PDIA4",14,4,9,3,1,9,129,8,0,5,3,6,47,17,6,5,8,1,2,8,175,3,77,2,10,46,2
"ZNF786",0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ZNF425",0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"ZNF398",0,1,0,0,1,0,4,0,0,0,0,0,3,1,0,0,3,0,0,0,5,0,0,0,0,0,0
"ZNF282",1,1,0,0,1,0,4,0,0,0,0,0,3,2,1,0,0,1,0,2,16,0,0,0,1,6,0
"ZNF212",0,2,0,0,0,0,10,1,0,1,0,0,3,2,0,1,0,0,0,0,7,2,1,0,0,1,0
"ZNF783",0,0,2,0,0,0,7,0,0,0,1,2,3,2,0,1,2,0,0,0,7,0,2,0,1,2,0
"RP11-143I21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ZNF777",0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ZNF746",0,0,0,0,0,0,3,1,0,1,2,1,5,2,0,1,0,0,0,0,7,0,0,0,0,3,0
"KRBA1",0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ZNF467",0,0,5,0,0,0,21,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,23,0
"SSPO",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF862",0,0,0,0,0,1,5,1,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,6,0
"ATP6V0E2-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP6V0E2",0,4,1,0,1,5,8,4,1,0,2,1,35,12,2,3,8,2,0,3,7,0,0,0,2,3,3
"ACTR3C",0,0,0,0,0,1,2,0,0,0,0,0,4,2,0,0,0,0,0,0,7,0,1,0,0,0,0
"LRRC61",0,0,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0
"ZBED6CL",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"RARRES2",3,3,1,1,0,108,1311,0,0,1,3,1,13,7,61,3,1,0,1,1,562,47,1,0,0,84,17
"REPIN1",5,0,3,0,0,5,18,3,0,0,1,9,11,3,1,5,0,0,0,2,147,2,3,0,2,15,0
"ZNF775",0,0,0,0,0,5,4,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,2,0
"RP11-511P7.5",0,0,0,0,0,1,10,0,0,0,1,5,6,3,0,14,2,0,0,1,7,0,4,0,0,2,0
"LINC00996",7,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,6,0,2,0,5,0,0,0,0
"GIMAP8",3,0,0,0,0,1,1,0,0,8,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,42,0
"GIMAP7",3,7,0,4,6,0,1,5,1,24,0,0,66,19,0,0,24,4,2,2,6,0,0,0,4,179,0
"GIMAP4",5,3,2,0,0,0,3,4,0,18,0,1,40,18,0,0,11,1,3,1,1,0,0,2,2,223,0
"GIMAP6",0,0,0,0,0,0,0,1,0,9,1,0,13,2,0,0,2,0,3,2,1,0,0,0,0,88,0
"GIMAP2",2,1,2,0,0,2,15,0,0,1,0,0,9,4,0,1,6,1,0,2,4,0,1,0,1,12,0
"GIMAP1",3,2,0,1,0,0,2,0,0,6,1,1,29,6,0,0,4,0,0,4,1,0,1,0,1,96,0
"GIMAP5",1,2,0,0,0,0,0,0,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,10,0
"TMEM176B",161,0,62,1,0,249,1886,4,0,6,11,1,8,3,113,0,1,0,1,2,465,26,1,20,1,64,1
"TMEM176A",60,0,18,0,0,33,468,0,0,2,3,0,1,2,28,2,0,1,0,1,181,10,0,5,0,32,0
"AOC1",6,1,0,0,0,1,2,0,0,1,0,0,4,0,0,0,0,0,0,0,164,2,1,0,0,0,0
"KCNH2",0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"NOS3",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,27,0
"ATG9B",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ABCB8",2,1,2,2,0,3,18,0,2,0,1,1,15,4,2,1,2,1,2,0,21,0,0,0,2,5,1
"ASIC3",0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CDK5",1,1,5,0,0,1,9,2,0,2,1,2,6,0,0,1,0,0,0,0,21,0,1,1,0,5,0
"SLC4A2",4,0,4,0,0,6,27,2,0,1,4,1,7,4,1,1,1,0,1,1,28,0,1,0,1,14,2
"FASTK",5,10,4,0,0,7,60,9,3,0,7,5,26,18,4,5,6,2,1,5,98,1,8,0,2,19,2
"TMUB1",5,6,5,1,0,3,18,10,0,2,2,11,58,25,2,10,6,2,2,5,86,0,4,0,2,10,1
"AGAP3",9,0,5,1,0,0,11,1,0,1,4,1,1,2,0,0,1,0,0,1,8,1,0,0,0,11,0
"ABCF2",0,1,4,0,0,3,12,2,0,1,2,4,16,7,0,4,1,1,1,1,25,1,2,1,0,7,0
"CHPF2",1,0,1,1,0,1,25,0,0,1,0,1,19,3,2,1,3,0,0,1,20,2,8,0,2,10,1
"SMARCD3",1,0,0,0,0,0,30,1,1,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,9,2
"RP4-548D19.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"NUB1",1,4,2,0,0,10,53,3,3,5,2,5,42,15,3,9,6,0,3,4,41,3,5,0,2,38,1
"WDR86",0,0,0,0,0,13,1,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"CRYGN",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RHEB",33,5,26,4,0,75,185,15,2,10,33,22,114,40,14,25,21,5,4,11,234,20,11,3,9,146,18
"PRKAG2",3,0,8,0,0,6,17,3,0,0,3,3,19,7,3,3,7,4,2,5,38,3,7,2,1,8,5
"PRKAG2-AS1",2,1,2,0,0,0,39,1,0,0,0,0,5,2,1,3,1,1,0,0,47,1,0,2,0,3,0
"GALNT11",4,5,3,3,0,5,65,5,0,1,1,4,21,23,1,0,4,10,2,4,19,2,1,0,0,22,0
"RP5-981O7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KMT2C",8,3,9,2,0,4,51,4,0,3,2,13,41,21,0,7,8,1,2,1,68,2,6,0,5,33,5
"LINC01003",2,0,4,0,0,1,15,1,0,1,0,0,4,3,0,1,1,0,0,0,18,0,0,0,1,8,0
"XRCC2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3B",0,1,0,0,0,0,5,0,0,1,0,1,2,2,0,0,0,0,2,2,4,0,0,0,1,5,0
"DPP6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PAXIP1-AS2",0,0,0,0,0,0,7,1,0,0,0,2,1,0,1,0,0,0,1,0,1,1,0,0,0,2,0
"PAXIP1",0,0,2,1,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,8,1,0,0,0,3,0
"RP11-5C23.1",0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"RP11-5C23.2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAXIP1-AS1",1,0,0,0,0,1,18,2,1,0,0,2,8,2,0,1,2,2,1,0,26,1,2,0,0,9,0
"AC099552.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"AC144652.1",0,1,4,0,0,1,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0
"INSIG1",135,19,361,4,2,6,89,39,2,11,21,20,201,89,3,28,15,16,12,25,61,3,6,12,10,169,5
"AC009403.2",0,0,1,0,0,1,5,2,0,0,1,2,5,3,0,1,2,0,0,0,17,0,4,0,2,1,0
"RBM33",3,7,8,3,0,4,32,7,0,1,1,9,31,21,0,5,8,2,2,1,43,1,8,1,4,19,1
"SHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"AC021218.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"LINC01006",0,0,0,0,0,2,5,0,0,0,2,3,1,0,0,0,0,0,0,0,16,1,0,0,0,3,0
"RNF32",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"AC005534.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LMBR1",0,0,1,0,1,1,19,0,0,3,0,0,4,5,0,1,2,0,0,1,18,0,2,0,0,16,0
"NOM1",1,2,1,1,0,2,25,5,1,0,2,18,38,16,1,5,3,6,1,3,33,2,3,0,2,10,1
"MNX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"MNX1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MNX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"UBE3C",1,2,3,0,1,3,6,2,0,3,1,1,11,3,1,1,0,0,1,3,25,1,3,0,2,15,0
"DNAJB6",29,26,61,12,4,30,176,43,4,15,23,57,255,102,12,34,51,6,8,15,310,20,12,9,23,165,12
"PTPRN2",0,0,0,0,1,0,38,2,0,8,3,2,20,8,0,3,3,0,0,3,17,1,4,1,2,46,0
"AC011899.9",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-452C13.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCAPG2",1,0,0,0,0,2,4,1,0,0,1,0,3,4,0,0,2,0,0,0,5,0,0,0,0,0,0
"ESYT2",1,2,6,1,1,3,26,2,1,0,3,2,24,15,1,2,6,0,2,5,45,1,0,1,0,29,3
"WDR60",1,1,1,0,0,9,44,2,0,1,0,2,16,6,7,2,4,2,2,2,39,5,1,0,0,20,1
"VIPR2",0,1,0,2,0,0,23,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"PLCXD1",0,0,7,0,0,3,1,1,0,0,0,1,6,1,1,1,0,0,0,0,14,1,1,1,0,6,0
"GTPBP6",3,2,6,0,0,4,27,5,0,0,5,8,24,15,4,8,5,0,2,4,68,5,4,0,1,28,0
"LINC00685",0,3,0,0,0,7,25,4,0,1,3,1,13,11,1,3,3,0,2,3,16,0,0,0,1,2,0
"PPP2R3B",1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,2,1,1,1,0
"RP13-465B17.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-465B17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-309M23.1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRLF2",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"CSF2RA",22,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0
"IL3RA",6,0,6,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,104,0
"SLC25A6",124,34,317,13,7,44,1074,67,8,44,54,241,693,278,89,132,111,25,17,47,3073,51,118,44,69,323,39
"LINC00106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASMTL-AS1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASMTL",6,0,10,2,0,8,48,1,0,2,3,4,29,4,2,3,9,1,0,1,27,3,1,0,3,19,1
"P2RY8",0,4,4,0,0,0,0,0,0,0,0,12,82,18,0,8,9,0,2,2,0,0,8,0,3,6,0
"AKAP17A",6,2,8,3,2,0,35,5,1,1,6,14,61,15,2,12,14,1,1,8,54,1,12,1,5,28,2
"ASMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"DHRSX",4,1,6,0,0,3,32,3,0,2,3,5,12,6,2,2,3,2,0,2,32,1,2,0,1,14,0
"ZBED1",6,0,5,0,0,2,24,1,0,1,2,2,9,2,3,3,2,0,1,0,27,1,3,0,2,11,3
"LINC00102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD99",61,40,30,16,8,87,805,47,5,34,31,46,414,209,30,20,57,18,16,40,360,36,16,3,24,262,22
"XG",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GYG2",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ARSD",3,0,6,0,0,2,20,1,0,2,1,1,3,0,1,0,2,1,0,0,82,3,0,1,0,15,1
"ARSD-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ARSE",0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
"LINC01546",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MXRA5",1,0,0,0,0,0,165,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,1,0,0,3,0
"PRKX",4,5,8,3,0,5,6,17,1,3,20,23,128,47,0,10,25,8,7,14,71,0,2,0,5,6,0
"RP11-706O15.1",2,3,2,3,0,0,7,2,0,0,3,4,19,6,2,6,2,4,0,3,10,2,1,0,0,1,1
"RP11-706O15.3",1,0,0,0,0,0,2,2,0,1,0,0,3,1,0,1,1,0,1,1,6,0,0,0,0,0,0
"RP11-733O18.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLGN4X",0,0,0,0,0,26,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-1M18.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PUDP",1,0,1,0,0,4,11,0,0,1,0,3,4,0,0,2,1,1,0,0,25,0,1,0,0,5,0
"STS",0,0,1,0,0,1,12,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,1,0,0,2,0
"PNPLA4",2,1,5,0,0,0,12,1,0,1,0,1,6,2,0,2,0,0,1,0,74,0,2,0,0,5,0
"ANOS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"TBL1X",1,0,3,0,0,0,25,2,0,2,0,2,13,11,2,1,2,0,2,0,9,1,1,0,1,2,2
"GPR143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"SHROOM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
"WWC3",1,0,1,0,0,0,7,0,0,4,0,0,6,3,0,2,1,0,0,0,5,1,1,0,0,14,0
"CLCN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MID1",0,0,0,0,0,3,9,0,0,2,0,0,0,0,1,1,0,0,0,0,30,0,0,0,0,18,0
"HCCS",1,0,9,0,0,2,16,2,0,0,3,2,5,7,1,1,2,1,2,1,36,0,1,3,1,18,1
"ARHGAP6",1,0,1,0,0,1,61,0,0,1,1,0,0,0,7,0,0,0,0,0,0,4,0,0,0,2,1
"MSL3",4,2,3,1,0,3,11,6,0,1,0,5,41,4,0,3,9,2,1,1,17,2,5,3,5,19,1
"FRMPD4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRPS2",4,0,4,0,0,2,64,5,0,3,3,5,22,7,2,1,6,1,2,2,112,1,3,0,1,13,0
"TLR7",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"TLR8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMSB4X",6222,1882,6718,897,371,701,9920,3866,487,673,1809,4012,27702,11556,583,2648,4281,868,1153,2692,9113,648,678,813,1755,8149,341
"FAM9C",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-791M20.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGFL6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEANC",1,0,0,0,0,0,2,0,0,0,1,1,3,1,0,0,0,0,0,0,1,0,3,0,0,2,0
"RAB9A",15,1,13,1,1,12,51,6,0,1,13,6,47,21,2,2,8,0,2,3,66,1,7,2,6,7,0
"TRAPPC2",3,1,3,0,0,2,19,5,1,0,2,7,16,8,2,4,0,0,1,2,28,3,6,0,1,3,0
"OFD1",3,8,10,2,1,14,65,21,3,2,15,48,116,42,4,23,31,8,6,12,111,4,20,1,5,39,2
"GPM6B",0,2,1,0,1,374,16,2,1,0,3,4,14,5,5,4,2,0,1,0,5,0,2,0,5,2,0
"GEMIN8",1,1,0,0,0,8,18,2,0,1,0,1,4,1,0,0,0,0,0,2,24,0,2,0,0,3,0
"GLRA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"FANCB",0,0,0,0,0,0,4,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,1,0,0,2,0
"MOSPD2",4,1,1,0,0,4,11,3,0,0,0,2,5,0,2,0,2,0,0,0,5,0,0,0,1,6,0
"ASB9",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,27,0
"ASB11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PIGA",4,0,1,0,0,1,8,0,0,2,7,1,12,3,1,0,2,0,1,0,7,0,0,0,1,5,4
"FIGF",0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PIR",2,0,0,0,0,5,19,0,0,2,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,40,0
"BMX",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"ACE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"TMEM27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"CA5B",1,1,0,1,1,0,10,1,0,0,0,3,16,3,0,2,4,2,1,1,5,0,2,0,1,7,1
"INE2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZRSR2",3,2,0,0,0,1,20,5,2,0,1,8,18,9,2,5,8,2,1,0,21,2,0,0,1,16,4
"AP1S2",15,2,41,1,0,109,88,4,1,3,22,14,54,19,5,8,8,1,2,6,8,1,3,12,3,59,3
"RP11-431J24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CTPS2",0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,15,0,1,0,0,7,1
"SYAP1",20,27,66,4,6,5,97,61,2,1,105,34,272,138,9,42,57,15,12,32,194,7,12,3,17,57,0
"TXLNG",1,4,1,4,1,7,31,8,1,0,3,12,81,35,2,12,18,2,0,3,54,0,1,0,5,22,0
"RBBP7",3,7,9,4,0,15,152,18,0,3,11,12,61,31,7,12,12,2,1,6,93,11,9,1,4,48,4
"REPS2",3,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,1,0
"NHS",0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0
"SCML1",4,0,7,0,0,2,37,0,0,3,2,3,14,3,5,4,9,0,1,1,49,1,1,1,0,44,3
"RAI2",0,0,0,0,0,0,58,0,0,2,0,0,1,0,7,0,0,0,0,0,3,0,1,0,1,12,1
"BEND2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCML2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDKL5",0,0,3,0,0,3,13,0,0,0,1,0,4,1,3,0,0,0,0,0,3,5,0,0,0,2,0
"PPEF1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PHKA2",0,1,0,0,0,0,8,1,0,0,2,1,6,3,0,0,0,1,0,0,10,1,1,0,1,3,0
"PDHA1",5,3,9,0,0,9,48,1,0,1,6,5,30,18,2,3,1,3,1,4,154,4,6,1,3,23,2
