"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"MFGE8",4,123,0,0,0,0,0,0,10,1,14,0,4,2,0,0,17,3,75,1,0,0,0,2,1,24,7
"RP11-326A19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ABHD2",36,6,1,0,1,0,0,6,1,4,4,2,11,3,1,4,4,2,3,6,1,0,1,0,4,175,3
"FANCI",4,0,0,1,1,0,0,0,3,0,1,0,5,0,0,1,1,0,1,3,0,0,1,2,1,38,0
"POLG",3,3,1,0,2,3,2,3,3,2,6,2,17,5,0,4,5,0,2,1,1,0,0,0,6,42,7
"RP11-217B1.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MIR9-3HG",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHCG",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0
"TICRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KIF7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX11A",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0
"WDR93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MESP1",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0
"MESP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANPEP",8,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,11,0,0,0,0,92,0
"AP3S2",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,18,3
"ARPIN",12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,29,2
"ZNF710",4,0,0,0,0,0,0,1,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,19,0
"RP11-617F23.1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"IDH2",52,15,8,12,27,15,5,19,18,31,13,6,102,29,1,15,30,5,29,97,5,4,9,21,47,630,22
"SEMA4B",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,1,52,1
"CIB1",97,24,15,32,33,23,13,65,33,60,36,35,260,47,6,55,44,19,24,31,26,3,7,19,120,580,18
"GDPGP1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
"RP11-697E2.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NGRN",0,0,1,0,0,1,3,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,1,23,2
"ZNF774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"IQGAP1",60,7,16,5,27,13,7,34,29,22,33,13,100,39,3,18,37,29,14,9,12,2,8,16,68,180,25
"CRTC3",11,8,1,1,6,2,3,19,5,5,4,2,42,5,3,11,11,5,8,6,6,0,2,2,21,36,2
"CTD-3065B20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CRTC3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-387D10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BLM",1,0,1,0,5,0,0,10,5,4,5,1,27,3,0,3,2,3,1,6,0,0,1,3,5,3,0
"FURIN",15,7,1,0,8,0,1,26,13,20,20,0,111,9,0,12,16,5,8,2,4,0,5,5,38,52,8
"FES",10,3,0,1,0,0,0,0,10,1,22,0,20,1,0,2,13,2,2,2,0,0,1,3,3,2,7
"MAN2A2",4,2,0,1,0,0,0,0,0,2,2,1,9,0,0,2,1,0,0,0,0,0,2,1,3,20,3
"HDDC3",8,0,2,0,2,0,0,2,0,4,2,0,9,1,0,0,2,1,2,6,1,0,1,0,5,78,2
"UNC45A",3,2,2,0,0,2,0,0,2,6,1,2,21,1,2,3,3,2,4,4,2,0,1,0,9,63,5
"RCCD1",0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,1,0,0,0,0,21,0
"PRC1",2,0,2,1,0,0,0,0,0,0,0,2,5,1,0,1,1,0,3,0,0,0,0,5,0,28,0
"PRC1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"VPS33B",0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,16,0
"AC068831.10",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"AC068831.16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SV2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CRAT37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"RP11-692C24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"SLCO3A1",4,6,0,0,0,0,0,2,3,2,1,0,7,0,0,2,1,1,7,7,6,0,0,1,3,45,2
"RP11-386M24.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM174B",2,3,0,0,1,0,2,3,1,4,3,0,7,0,0,1,0,0,0,0,0,0,2,0,10,14,2
"CTD-2313J17.6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0
"RP11-437B10.1",0,1,0,0,0,1,0,3,0,0,0,0,1,3,0,0,1,0,0,1,1,0,0,0,2,14,2
"CHD2",15,10,4,0,5,4,3,19,8,7,12,10,42,15,6,13,9,4,3,12,2,0,5,2,26,182,9
"RGMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"LINC01579",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
"RP11-76E17.3",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"MCTP2",0,8,0,0,0,1,0,0,11,0,4,0,2,0,0,0,13,2,0,0,1,1,0,1,0,32,0
"RP11-255M2.3",3,1,0,0,1,1,0,0,1,4,3,5,15,2,1,1,3,0,1,3,0,0,1,0,3,68,1
"LINC01197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1
"LINC00924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"NR2F2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"NR2F2",0,13,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,26,0,0,0,0,0,0,114,11
"RP11-522B15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2147F2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
"LINC00923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ARRDC4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,49,0
"RP11-35O15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"IGF1R",0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,39,1
"RP11-6O2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SYNM",0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,0,0,0,1,2,0
"TTC23",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"LRRC28",4,2,0,2,0,0,1,1,1,2,1,1,4,1,0,2,1,0,0,2,0,2,1,0,3,60,2
"RP11-20G13.3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEF2A",19,3,1,5,0,0,1,2,2,1,2,9,3,0,1,1,2,1,1,5,2,3,1,0,5,34,20
"LYSMD4",0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,9,0
"CTD-2054N24.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS17",1,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,6,0
"CTD-3076O17.2",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"SPATA41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-526I2.5",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1
"LINS1",2,0,0,0,0,3,1,3,1,3,0,0,17,2,1,0,1,2,0,2,1,1,1,1,4,19,1
"ASB7",1,1,0,0,0,0,0,1,1,1,0,0,4,0,0,1,1,1,0,2,0,0,0,0,1,22,2
"RP11-66B24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALDH1A3",0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-66B24.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0
"LRRK1",12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0
"RP11-505E24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CHSY1",10,11,0,0,0,1,0,0,4,0,0,0,4,2,0,1,0,0,7,0,1,0,0,1,2,19,8
"VIMP",120,41,3,3,12,5,3,21,25,21,48,4,88,18,0,9,24,5,33,152,16,0,1,7,25,553,16
"SNRPA1",16,4,2,4,5,1,0,8,5,7,5,4,37,7,1,10,10,2,6,17,2,0,2,5,18,333,10
"RP11-299G20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PCSK6",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"TM2D3",7,5,2,0,6,0,2,15,7,14,7,2,49,10,1,9,11,4,9,10,2,1,5,3,29,89,8
"TARSL2",2,3,1,0,3,0,1,10,3,7,8,2,22,6,0,5,7,2,1,12,0,1,0,1,6,38,0
"RP11-89K11.1",0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0
"AC140725.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"POLR3K",10,2,2,0,0,2,0,3,0,1,2,0,9,2,1,3,3,0,2,7,0,2,1,2,6,114,9
"SNRNP25",26,2,0,4,5,2,2,1,3,3,7,3,20,3,3,3,7,0,0,27,0,0,1,7,15,184,7
"RHBDF1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,39,3
"MPG",15,33,0,2,8,3,0,8,15,14,24,11,43,8,6,4,33,11,23,27,6,2,1,5,28,262,10
"NPRL3",2,3,0,0,0,1,0,3,3,0,2,1,12,2,0,5,2,0,4,3,0,1,0,0,8,65,1
"HBA2",2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0
"HBA1",0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,0
"HBQ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LA16c-OS12.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LUC7L",7,1,2,4,4,1,0,5,4,5,0,3,19,4,0,3,6,3,6,9,2,0,0,1,13,101,3
"FAM234A",6,7,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,0,5,1,0,0,0,0,1,165,5
"AC004754.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RGS11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ARHGDIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDIA2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AXIN1",2,0,0,0,2,1,1,1,2,0,0,2,4,0,0,0,2,1,1,0,1,2,0,0,1,77,3
"MRPL28",14,15,1,6,7,1,0,8,3,8,5,7,46,4,1,5,11,2,9,31,7,0,2,1,16,240,5
"TMEM8A",8,5,0,1,2,0,0,3,2,0,1,2,7,0,3,3,3,1,1,3,1,0,0,0,3,87,6
"NME4",18,28,0,3,2,0,0,2,0,3,1,3,6,4,0,1,0,1,33,7,1,0,0,0,3,344,13
"DECR2",2,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,1,3,0,0,0,0,0,98,2
"RAB11FIP3",1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,23,0
"LINC00235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CAPN15",2,0,0,1,0,0,1,0,3,2,2,0,4,2,0,1,3,0,0,3,0,0,1,0,3,97,4
"PIGQ",2,3,0,0,0,0,0,2,2,3,2,1,9,0,0,0,2,0,2,2,0,0,1,0,2,39,4
"NHLRC4",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"RAB40C",1,2,0,0,0,0,0,1,0,2,1,3,4,0,0,0,0,0,0,2,0,0,0,0,1,62,1
"WFIKKN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C16orf13",28,18,3,3,13,3,1,12,14,20,16,12,69,9,2,20,17,3,15,20,8,2,4,8,29,679,11
"FAM195A",12,3,0,1,3,0,2,1,1,2,5,6,12,5,1,3,6,0,2,13,5,1,0,3,9,458,2
"MSLN",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,0
"AL022341.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WDR90",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,16,1
"LA16c-349E10.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RHOT2",12,2,3,4,2,5,1,8,4,5,5,6,30,4,0,3,4,3,3,3,0,2,0,3,18,134,2
"RHBDL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"STUB1",36,27,7,6,15,4,2,23,13,13,11,6,69,8,3,13,19,5,16,34,8,4,3,4,33,466,14
"JMJD8",7,6,0,1,0,0,0,3,2,1,3,0,5,0,0,1,3,0,2,4,1,0,1,0,5,67,5
"WDR24",2,3,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,1,3,1,0,0,0,2,15,0
"FBXL16",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"METRN",4,3,1,0,2,0,0,0,3,0,1,1,10,1,0,2,4,2,5,1,0,0,0,1,2,51,5
"FAM173A",30,13,2,4,4,5,1,5,12,2,15,8,12,8,2,3,14,1,14,22,3,2,1,1,11,154,7
"CCDC78",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"HAGHL",17,0,2,0,3,1,2,0,2,2,4,5,2,2,3,1,6,1,0,0,0,0,0,0,1,30,0
"NARFL",7,0,1,0,2,1,0,3,1,2,3,2,10,2,0,2,3,0,3,4,0,0,0,0,3,46,2
"RPUSD1",4,0,1,0,2,1,1,3,0,4,3,1,12,2,1,2,5,1,1,9,2,0,0,1,7,126,3
"CHTF18",0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,1,3,0,18,1
"LA16c-360A4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LMF1",1,2,0,0,0,0,1,0,1,0,1,0,2,1,0,1,2,0,1,3,0,0,0,0,1,12,5
"RP11-161M6.2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-616M22.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACNA1H",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0
"TPSG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TPSB2",1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,15,0
"TPSAB1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0
"RP11-616M22.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UBE2I",49,28,6,11,13,6,6,19,24,23,21,21,91,24,7,25,30,12,21,35,11,7,5,8,60,860,16
"LA16c-358B7.3",0,1,0,0,0,0,0,1,2,2,0,1,4,1,0,0,0,0,0,2,0,0,0,0,3,7,0
"BAIAP3",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TSR3",12,8,0,0,1,1,0,4,4,1,6,4,23,5,0,3,4,0,8,18,0,0,0,2,4,170,6
"GNPTG",13,2,0,3,2,2,1,4,0,5,1,3,19,2,1,2,2,0,2,2,1,1,0,3,5,34,2
"UNKL",2,1,0,0,1,1,0,1,5,2,0,1,9,3,0,1,0,1,4,8,0,0,0,0,6,23,1
"LA16c-312E8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C16orf91",3,0,2,1,4,3,0,0,4,6,6,1,18,7,0,1,3,1,4,4,1,1,0,1,4,155,4
"CLCN7",17,5,0,0,3,1,0,2,1,1,1,0,5,2,0,0,4,1,3,0,0,0,0,0,2,101,1
"LA16c-390E6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TELO2",5,2,1,0,1,1,0,0,0,2,0,0,8,0,1,2,1,0,4,2,0,0,0,2,4,59,3
"IFT140",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0
"LA16c-385E7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM204",3,36,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,24,0,0,0,0,0,0,0,29
"CRAMP1",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,15,2
"LA16c-431H6.6",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0
"HN1L",6,4,0,0,1,0,0,3,0,0,0,0,4,2,0,1,0,1,3,1,0,0,3,1,2,130,2
"MAPK8IP3",2,2,0,0,0,1,0,1,0,1,0,0,5,0,1,0,0,1,0,1,0,0,0,0,4,45,2
"LA16c-329F2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NME3",22,36,1,2,10,1,2,12,14,10,16,3,54,7,1,12,11,5,7,10,3,1,0,2,35,226,18
"MRPS34",29,21,4,10,9,7,0,17,8,14,13,5,52,6,1,10,14,3,14,56,3,0,2,4,31,688,9
"EME2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"SPSB3",10,15,5,2,6,6,2,15,5,8,7,4,58,7,0,4,14,3,9,12,1,1,2,4,19,141,13
"NUBP2",13,9,1,2,1,2,0,7,6,10,6,4,27,9,0,4,7,0,11,17,1,1,2,2,23,207,13
"HAGH",10,5,2,1,5,4,0,6,5,9,7,3,17,7,1,8,11,0,2,6,1,1,3,2,7,119,8
"FAHD1",3,3,2,0,1,0,0,0,1,1,2,1,3,0,0,1,0,0,2,0,0,0,0,0,3,100,2
"MSRB1",9,1,0,0,1,0,1,1,1,1,0,1,10,0,0,2,4,0,1,4,1,0,0,1,2,191,7
"NDUFB10",68,26,3,13,14,5,0,23,15,30,18,11,107,19,3,22,19,5,29,62,5,1,2,12,54,995,25
"RPS2",1513,739,276,361,418,308,150,1116,745,789,819,1087,4368,852,388,1469,1073,322,477,2316,335,211,85,171,2168,43134,634
"SNHG9",4,6,4,0,3,1,1,10,5,5,2,3,16,4,1,10,3,2,1,17,1,0,1,0,13,80,6
"RNF151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC005363.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
"TBL3",4,0,1,1,1,0,0,2,2,1,0,1,5,0,2,2,1,0,1,1,1,1,0,0,4,97,2
"NOXO1",2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,27,0
"GFER",18,7,1,1,3,4,1,9,3,6,3,5,27,6,2,10,9,3,5,12,0,0,0,3,16,127,3
"SYNGR3",1,0,0,0,0,3,0,0,0,1,2,0,3,0,0,0,1,0,0,1,0,1,1,0,0,1,0
"ZNF598",7,0,0,0,1,1,2,1,0,0,1,1,3,0,0,3,2,0,1,1,0,0,0,0,3,116,9
"NPW",2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,58,0
"SLC9A3R2",1,18,0,0,0,0,0,0,3,0,1,0,0,2,0,0,2,1,14,0,0,0,0,1,0,38,207
"NTHL1",7,4,0,0,0,0,0,1,2,2,2,2,5,1,0,1,4,0,8,5,0,0,0,1,2,120,5
"TSC2",5,2,1,0,2,3,0,1,3,0,3,1,19,0,1,2,3,1,4,7,1,0,1,2,3,65,6
"PKD1",3,8,0,0,0,0,0,1,1,0,2,0,2,0,1,0,1,1,2,2,0,0,0,0,3,45,2
"RP11-304L19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RAB26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"SNHG19",1,7,1,0,0,1,0,2,3,1,0,1,8,0,0,1,2,0,1,9,0,0,0,0,3,83,2
"TRAF7",10,6,1,1,2,0,0,3,4,0,3,2,7,2,1,1,3,0,7,10,1,3,2,1,9,144,5
"MLST8",14,6,1,1,0,1,0,3,1,1,2,2,7,2,0,0,2,2,2,7,1,0,0,0,6,155,5
"BRICD5",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"PGP",22,8,1,1,1,1,0,5,4,3,3,2,19,10,1,1,2,0,6,9,1,0,3,6,9,144,3
"E4F1",1,2,1,0,1,1,0,2,2,0,1,2,6,1,0,0,3,0,2,1,0,0,0,0,3,40,1
"DNASE1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ECI1",5,7,0,0,2,1,0,4,0,3,3,1,16,2,0,1,3,0,5,7,0,1,1,2,3,158,1
"RP11-304L19.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RNPS1",18,28,8,5,17,11,4,29,24,20,18,21,116,28,9,21,31,9,15,33,5,4,5,10,47,571,19
"AC009065.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-304L19.13",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ABCA3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CCNF",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
"RP11-715J22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"C16orf59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,14,0
"TBC1D24",1,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,28,1
"ATP6V0C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AMDHD2",33,2,1,0,3,0,0,2,1,2,3,4,11,4,0,2,1,0,2,5,6,1,0,1,6,55,0
"PDPK1",6,1,1,0,2,3,3,3,1,1,1,2,13,0,1,4,8,2,7,7,0,1,0,1,8,177,7
"RP11-20I23.13",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"RP11-20I23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"RP11-20I23.6",2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,4,0
"RP11-20I23.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CTD-3126B10.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCTD5",7,2,0,2,1,1,0,2,3,2,6,1,7,3,0,1,2,2,1,3,1,2,0,1,4,118,9
