"","Anti-inflammatory macro/mono","CAFs","CXCL13+ CD8 Tcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"SLC13A3",0,0,0,0,0,0,0,0,0,4,0
"TP53RK",1,7,1,3,1,1,0,0,3,1038,4
"RP1-28H20.3",0,0,0,0,0,0,0,0,0,16,0
"SLC2A10",0,4,0,0,0,0,0,0,0,31,0
"EYA2",0,1,0,0,0,0,0,0,0,0,0
"ZMYND8",2,3,0,1,0,1,0,0,1,1505,1
"RP4-569M23.5",0,0,0,0,0,0,0,0,0,13,0
"RP4-569M23.2",0,0,0,0,0,0,0,0,0,7,0
"RP1-148H17.1",0,0,0,0,0,0,0,0,0,2,0
"NCOA3",0,1,1,1,0,2,0,0,0,423,0
"SULF2",1,11,1,0,0,0,0,0,1,1327,2
"PREX1",2,0,0,1,2,1,0,1,3,5,2
"RP5-906C1.1",0,0,0,1,0,0,0,0,0,0,0
"ARFGEF2",1,1,0,0,0,2,0,1,1,409,0
"CSE1L",1,0,0,0,0,2,0,0,0,1542,0
"STAU1",3,9,3,4,5,2,0,1,2,3393,4
"DDX27",6,5,2,2,0,4,2,0,5,1341,0
"ZNFX1",2,2,0,2,0,0,0,0,2,592,4
"ZFAS1",39,15,1,19,18,22,4,3,11,39084,19
"B4GALT5",6,8,0,2,0,2,0,7,2,2440,4
"SLC9A8",1,1,0,1,1,0,0,2,0,158,0
"SPATA2",1,0,0,0,1,0,0,0,3,475,0
"RNF114",6,5,2,5,6,1,0,1,9,2528,1
"SNAI1",4,1,0,0,0,0,0,1,0,64,2
"UBE2V1",1,0,1,0,0,0,0,0,0,122,0
"TMEM189",2,9,1,2,1,0,0,3,3,1153,5
"RP11-112L6.3",0,0,0,0,0,0,0,0,0,1,0
"LINC01273",0,0,0,0,0,0,0,0,0,22,0
"CEBPB-AS1",0,0,0,0,0,0,0,0,0,9,0
"CEBPB",57,119,5,5,4,4,2,17,1,3926,1
"LINC01272",18,0,0,0,0,0,0,13,0,35,0
"LINC01270",0,0,0,0,0,0,0,0,0,2,0
"PTPN1",6,5,0,7,1,4,0,6,4,638,2
"FAM65C",2,2,0,0,0,0,0,1,0,4,0
"PARD6B",0,1,0,0,2,0,0,1,0,872,0
"BCAS4",0,0,1,2,0,1,1,0,1,105,0
"ADNP",1,3,1,2,3,2,0,0,1,1195,0
"ADNP-AS1",0,0,0,0,0,0,0,0,0,41,0
"DPM1",4,7,1,4,1,0,3,2,1,1834,4
"MOCS3",0,0,0,0,0,0,0,0,2,60,0
"NFATC2",0,3,0,3,1,1,0,0,1,138,1
"ATP9A",0,3,0,1,0,0,0,0,1,1252,0
"SALL4",0,0,0,0,0,0,0,0,0,99,0
"ZFP64",0,0,0,1,0,0,0,0,0,295,0
"TSHZ2",0,6,0,4,1,3,0,0,3,827,2
"RP11-15M15.1",0,0,0,0,0,0,0,0,0,1,0
"RP4-678D15.1",0,0,0,0,0,0,0,0,0,1,0
"RP4-669H2.1",0,0,0,0,0,0,0,0,0,2,0
"RP4-724E16.2",0,0,0,0,0,0,0,0,0,3,0
"ZNF217",1,1,1,0,1,0,0,0,0,1002,2
"BCAS1",0,0,0,0,0,0,0,1,2,723,0
"PFDN4",3,12,1,3,2,2,0,2,4,3362,4
"DOK5",0,0,0,0,0,0,0,0,0,0,3
"CBLN4",0,0,0,0,0,0,0,0,0,1,0
"FAM210B",4,4,1,2,1,1,0,0,2,2502,2
"AURKA",4,0,1,0,0,0,0,0,0,513,0
"CSTF1",0,1,1,1,0,1,0,0,0,360,0
"CASS4",0,0,0,0,0,0,0,1,0,0,0
"RTFDC1",13,12,1,9,3,2,1,2,5,1986,5
"FAM209A",0,0,0,0,0,0,0,0,0,4,0
"FAM209B",0,0,0,0,0,0,0,0,0,2,0
"TFAP2C",0,0,0,0,0,0,0,0,0,189,0
"BMP7",0,3,0,0,0,0,0,0,0,968,1
"RP4-813D12.3",0,0,0,0,0,0,0,0,0,7,0
"RAE1",1,0,0,3,1,2,0,0,0,484,0
"MTRNR2L3",0,0,0,0,0,0,0,0,0,12,0
"RP4-800J21.3",0,0,0,0,0,0,0,0,0,13,0
"RBM38",3,0,1,5,6,1,1,0,3,1696,3
"PCK1",0,0,0,1,0,0,0,0,0,232,0
"RP4-718J7.4",0,0,0,0,0,0,0,0,0,4,0
"ZBP1",1,0,2,0,3,1,0,0,1,49,0
"PMEPA1",2,12,2,5,3,3,0,1,5,3169,10
"NKILA",0,0,0,1,0,0,0,0,0,31,0
"RP13-379L11.2",0,0,0,0,0,0,0,0,0,1,0
"C20orf85",0,0,0,0,0,0,0,0,0,1,0
"RAB22A",4,3,1,2,2,2,1,2,0,1382,3
"VAPB",2,5,0,0,2,3,1,0,0,841,0
"APCDD1L",0,0,0,0,0,0,0,0,0,1,0
"STX16",1,3,0,4,2,1,0,0,3,792,2
"STX16-NPEPL1",0,0,0,0,0,0,0,0,0,3,0
"NPEPL1",3,0,0,1,1,0,0,0,1,656,1
"GNAS-AS1",0,1,0,0,0,0,0,0,0,0,0
"GNAS",40,33,5,11,9,19,4,5,15,13726,23
"RP1-309F20.3",0,0,0,0,0,0,0,0,0,9,0
"NELFCD",2,2,1,5,2,0,1,1,1,2013,1
"CTSZ",92,17,1,2,1,0,0,2,4,2718,7
"TUBB1",0,0,0,0,0,0,0,0,0,0,0
"ATP5E",141,82,12,76,50,39,11,52,62,31200,75
"PRELID3B",6,4,1,5,1,2,0,0,1,4050,2
"RP3-492J12.2",0,0,0,0,0,0,0,0,1,0,0
"ZNF831",0,0,0,1,1,0,0,0,0,1,0
"PHACTR3",0,0,0,0,0,0,0,0,0,53,0
"SYCP2",0,0,0,0,0,0,0,1,0,4,0
"FAM217B",2,0,2,2,0,0,0,0,0,186,1
"PPP1R3D",0,0,0,0,0,0,1,0,0,80,0
"CDH26",0,0,0,0,0,0,0,0,0,0,0
"CDH4",0,0,0,0,0,0,0,0,0,2,0
"TAF4",1,0,1,0,0,0,0,0,0,305,1
"RP11-11M20.4",0,0,0,0,0,0,0,0,0,19,0
"LSM14B",1,0,0,0,0,0,0,0,0,519,0
"PSMA7",48,62,4,37,14,18,5,13,41,16912,25
"SS18L1",1,0,0,0,0,0,1,0,0,208,1
"MTG2",0,2,0,3,0,2,0,0,0,687,3
"OSBPL2",1,1,0,2,2,0,0,0,1,873,0
"ADRM1",21,12,1,7,4,6,1,3,14,6165,5
"RP11-157P1.4",0,0,0,0,0,0,0,0,0,32,0
"LAMA5",0,5,0,0,0,0,0,0,0,1055,2
"LAMA5-AS1",0,0,0,0,0,0,0,0,0,1,0
"RP5-908M14.9",0,1,0,0,0,0,0,0,0,191,1
"RPS21",66,51,12,61,19,57,14,20,34,65150,37
"CABLES2",0,0,0,0,0,0,0,0,0,94,0
"RBBP8NL",0,0,0,0,0,0,0,0,0,230,0
"RP5-908M14.5",0,0,0,0,0,0,0,0,0,27,0
"C20orf166-AS1",0,0,1,0,0,0,0,0,0,0,0
"WI2-87327B8.2",0,0,0,0,0,0,0,0,0,2,0
"RP11-93B14.6",1,0,0,0,0,0,0,0,0,14,0
"SLCO4A1",0,0,0,1,0,1,0,1,0,1230,0
"RP11-93B14.9",0,0,0,0,0,0,0,0,0,6,0
"RP11-93B14.10",0,0,0,0,0,0,0,0,0,2,0
"SLCO4A1-AS1",0,0,0,0,0,0,0,0,0,332,0
"NTSR1",0,0,0,0,0,0,0,0,0,3,0
"LINC00659",0,0,0,0,0,0,0,0,0,141,0
"MRGBP",4,1,1,1,1,1,2,0,1,904,1
"OGFR-AS1",0,0,0,0,0,0,0,0,0,6,0
"OGFR",7,3,1,5,1,1,0,0,2,930,1
"COL9A3",0,1,0,0,0,0,0,0,0,200,1
"TCFL5",0,0,0,0,0,0,0,0,0,128,0
"DIDO1",0,0,0,1,0,0,0,0,0,593,2
"RP4-563E14.1",0,0,0,0,0,0,0,0,0,4,0
"GID8",0,3,0,2,1,2,1,0,4,2914,7
"SLC17A9",2,1,0,0,0,0,0,0,1,474,0
"HAR1B",0,0,0,0,0,0,0,0,0,1,0
"HAR1A",0,0,0,0,0,0,0,0,0,1,0
"YTHDF1",0,0,1,0,1,0,0,0,2,1099,4
"RP5-963E22.6",0,0,0,0,0,0,0,0,0,2,0
"BIRC7",0,0,0,0,0,0,0,0,0,4,0
"NKAIN4",0,0,0,0,0,0,0,0,0,4,0
"ARFGAP1",0,2,0,0,0,1,0,1,1,544,0
"COL20A1",0,0,0,0,0,0,0,0,0,3,0
"KCNQ2",0,0,0,0,0,0,0,0,0,3,0
"PPDPF",36,59,14,32,22,24,7,4,36,27532,18
"PTK6",4,1,0,0,0,0,0,0,0,872,0
"SRMS",0,0,0,0,0,0,0,0,0,1,0
"RP4-697K14.15",0,0,0,0,0,0,0,0,0,30,0
"C20orf195",0,1,0,0,0,0,0,0,0,75,0
"HELZ2",0,2,1,2,1,1,0,0,2,741,1
"GMEB2",0,0,0,1,0,1,0,0,0,290,1
"CTD-3184A7.4",0,0,0,2,0,0,0,0,1,511,0
"STMN3",0,6,2,2,1,0,0,0,0,281,0
"RTEL1",0,0,0,0,0,0,0,0,0,1,0
"RTEL1-TNFRSF6B",0,0,0,0,0,1,0,0,0,10,0
"ARFRP1",2,5,0,3,0,0,0,0,3,471,1
"ZGPAT",0,0,0,0,0,0,0,0,0,2,0
"LIME1",0,0,0,0,0,0,0,0,0,1,0
"SLC2A4RG",1,1,0,0,0,2,0,0,2,1044,2
"ZBTB46",1,1,0,0,0,0,0,0,1,35,0
"RP4-583P15.10",0,0,0,0,0,0,0,0,0,14,0
"RP4-591C20.9",0,1,0,0,0,0,0,1,0,60,0
"TPD52L2",6,3,0,2,0,1,0,1,2,1507,2
"DNAJC5",1,0,0,2,2,2,0,0,1,817,1
"UCKL1",3,1,2,3,0,1,0,0,0,888,1
"UCKL1-AS1",0,0,0,0,0,0,0,0,0,53,0
"ZNF512B",0,1,0,0,0,0,0,0,0,89,1
"SAMD10",1,0,0,0,0,0,0,0,1,164,0
"PRPF6",3,2,0,2,2,0,0,0,3,1429,5
"LINC00176",0,0,0,1,0,0,0,0,0,11,2
"SOX18",0,0,0,0,0,0,0,0,0,2,4
"TCEA2",1,5,1,2,1,0,0,0,1,1,3
"RGS19",6,0,0,2,1,1,1,1,2,297,0
"OPRL1",0,0,0,0,0,0,0,0,0,11,0
"LKAAEAR1",0,0,0,0,0,0,0,0,0,2,0
"MYT1",0,0,0,0,0,0,0,0,0,68,0
"PCMTD2",1,1,1,0,0,0,0,0,0,628,3
"CTD-3113P16.11",0,0,0,0,0,0,0,0,0,58,1
"PLPP2",1,1,0,0,1,0,0,0,0,7942,1
"MIER2",0,1,0,0,0,0,0,0,0,346,1
"THEG",0,0,0,0,0,0,0,0,0,13,0
"C2CD4C",0,0,0,0,0,0,0,0,0,88,1
"SHC2",0,1,0,0,0,0,0,0,0,351,0
"ODF3L2",0,0,0,0,0,0,0,0,0,2,0
"MADCAM1",0,0,0,0,0,0,0,0,0,27,0
"AC005775.2",0,0,0,0,0,0,0,0,0,5,0
"TPGS1",5,7,1,7,4,1,2,0,2,1916,12
"CDC34",2,5,0,1,1,0,0,1,1,3453,2
"GZMM",0,2,3,11,12,6,2,0,4,28,0
"AC009005.2",0,0,0,0,0,0,0,0,0,447,0
"BSG",21,61,4,11,4,10,4,9,15,23223,9
"HCN2",0,0,0,0,0,0,0,0,0,16,0
"POLRMT",2,1,0,2,1,1,0,0,2,679,0
"AC004449.6",0,0,0,0,0,0,0,0,0,2,0
"FGF22",0,0,0,0,0,1,0,0,0,4,0
"RNF126",4,4,0,7,1,2,1,1,5,3260,2
"AC004156.3",0,0,0,0,0,0,0,0,0,8,0
"FSTL3",0,1,0,0,0,0,0,0,0,454,0
"PALM",0,0,0,0,0,0,0,0,0,2,0
"MISP",0,3,0,1,0,1,0,0,1,4374,0
"AC006273.5",0,0,0,0,0,0,0,0,0,8,0
"PTBP1",8,8,0,8,3,6,0,1,5,4723,5
"PLPPR3",0,0,0,0,0,0,0,0,0,1,0
"AZU1",0,0,0,0,0,0,0,0,0,10,0
"PRTN3",0,0,0,0,0,0,0,0,0,12,0
"CFD",10,9,0,0,1,0,0,10,0,1928,0
"MED16",2,0,0,1,0,2,0,0,1,817,2
"R3HDM4",0,3,0,1,0,2,0,0,2,1547,7
"KISS1R",1,0,0,0,0,0,0,0,0,110,0
"ARID3A",1,2,0,2,1,0,0,0,1,615,2
"WDR18",0,2,0,2,1,0,0,0,2,2053,2
"LLNLR-284B4.2",0,0,0,0,0,0,0,0,0,9,0
"GRIN3B",1,0,0,0,0,0,0,0,0,0,0
"TMEM259",4,2,0,1,0,1,0,1,1,1881,7
"CNN2",3,9,1,10,4,5,1,3,8,4006,4
"ABCA7",0,1,0,0,1,0,0,1,0,614,0
"HMHA1",3,0,2,3,2,4,1,0,6,322,0
"POLR2E",14,10,3,10,2,3,1,2,6,4381,10
"GPX4",133,48,5,23,11,22,10,35,38,34056,31
"SBNO2",1,1,0,0,0,1,1,0,0,453,1
"STK11",0,1,0,0,0,0,0,0,0,1273,3
"CBARP",0,0,0,0,0,0,0,0,0,28,0
"AC004221.2",0,0,0,0,0,0,0,0,0,1,0
"ATP5D",38,40,11,17,12,16,5,10,25,25727,27
"MIDN",7,9,0,6,1,9,1,1,2,4233,11
"CIRBP",27,39,10,36,15,27,8,5,41,8365,14
"CIRBP-AS1",0,0,0,0,0,0,0,0,0,7,0
"C19orf24",17,9,1,8,3,5,5,2,8,5775,7
"MUM1",2,12,1,0,0,0,0,0,1,1088,1
"NDUFS7",21,19,5,13,8,5,3,6,13,8318,5
"AC005329.7",0,0,0,1,0,0,0,0,0,6,0
"GAMT",0,5,0,0,0,0,0,0,3,3,0
"DAZAP1",5,5,1,5,1,4,1,2,2,3609,8
"RPS15",325,330,52,273,136,269,49,107,199,234556,193
"CTB-25B13.5",1,0,0,0,0,1,0,0,0,90,0
"APC2",0,0,0,0,0,0,0,0,0,5,0
"CTB-25B13.12",0,0,0,0,1,0,0,0,0,66,0
"C19orf25",3,4,1,10,2,2,1,0,8,906,0
"PCSK4",1,0,0,0,0,0,0,0,0,108,0
"REEP6",0,0,0,0,0,0,0,0,0,1219,0
"ADAMTSL5",1,0,0,0,0,0,0,0,0,120,0
"PLK5",0,0,0,0,0,0,0,0,0,2,0
"MEX3D",0,0,0,0,1,0,0,0,0,911,1
"MBD3",2,0,0,1,0,1,0,0,0,866,3
"UQCR11",50,46,3,15,11,12,3,6,19,12929,18
"TCF3",1,1,0,0,1,0,0,0,1,1988,0
"AC005256.1",1,0,0,0,0,0,0,0,1,1419,0
"ONECUT3",0,0,0,0,0,0,0,0,0,868,0
"ATP8B3",0,0,0,0,0,0,0,0,0,7,0
"REXO1",1,1,0,1,0,0,0,0,1,523,1
"CTB-31O20.3",0,0,0,0,0,0,0,0,0,3,0
"KLF16",0,0,0,0,0,0,1,0,0,1121,0
"CTB-31O20.2",0,1,0,1,1,1,0,0,0,217,0
"ABHD17A",8,13,2,6,4,5,1,3,2,1740,6
"SCAMP4",2,4,0,1,1,1,1,0,1,1027,2
"ADAT3",0,0,0,0,0,0,0,1,0,64,0
"CSNK1G2",1,2,3,3,0,3,0,0,4,1703,3
"BTBD2",4,1,0,0,0,0,0,0,0,751,3
"MKNK2",7,1,0,1,0,0,1,1,2,1990,0
"MOB3A",3,2,0,1,0,1,1,0,1,244,2
"IZUMO4",0,0,0,0,1,0,0,0,2,119,0
"AP3D1",3,5,0,4,1,1,0,0,4,3260,2
"DOT1L",1,0,0,0,0,0,0,1,1,662,1
"PLEKHJ1",4,5,1,5,0,2,0,0,1,5411,3
"SF3A2",0,1,1,3,2,1,0,0,5,1151,2
"AMH",0,0,0,0,0,1,0,0,0,177,0
"JSRP1",0,0,0,0,0,0,0,0,0,30,0
"OAZ1",227,137,19,76,51,39,12,91,105,41555,31
"LSM7",26,27,4,14,3,9,1,1,13,13636,10
"SPPL2B",2,0,0,0,0,0,1,0,2,642,0
"TMPRSS9",0,0,0,0,0,0,0,0,0,6,0
"TIMM13",17,26,0,6,3,4,1,5,5,16594,12
"LMNB2",2,0,0,1,1,0,0,0,1,1795,0
"AC005624.2",0,0,0,0,0,0,0,0,0,3,0
"GADD45B",73,45,1,5,5,4,3,9,7,1051,4
"GNG7",4,0,0,0,0,0,0,0,1,3,2
"SLC39A3",1,0,0,2,0,2,1,0,2,1495,1
"SGTA",3,2,0,2,1,0,0,0,2,1288,1
"THOP1",1,2,0,1,0,0,0,0,0,1608,1
"ZNF554",0,0,0,0,0,0,0,0,0,39,0
"ZNF555",0,0,0,0,0,0,0,0,0,36,0
"ZNF556",0,0,0,0,0,0,0,0,0,4,0
"ZNF57",0,0,0,0,0,0,0,0,0,100,0
"AC006277.2",0,0,0,0,0,0,0,0,0,1,0
"ZNF77",0,0,0,0,0,0,0,0,0,84,0
"TLE6",1,0,0,0,0,0,0,0,0,116,0
"TLE2",0,0,0,0,0,0,0,0,0,217,1
"AES",5,22,5,29,11,15,4,0,18,9838,13
"AC005944.2",0,0,0,0,0,0,0,0,0,19,0
"GNA11",1,4,0,0,0,0,0,0,0,1590,2
"AC005262.2",0,0,0,0,0,0,0,0,0,5,0
"GNA15",10,1,0,12,0,0,0,4,0,1240,0
"AC005264.2",0,0,0,0,0,0,0,0,0,5,0
"S1PR4",1,0,1,11,5,19,5,0,2,10,0
"NCLN",2,3,1,3,0,0,0,1,1,2832,2
"CELF5",0,0,0,0,0,0,0,0,0,3,0
"NFIC",4,25,0,1,0,0,0,1,0,2072,10
"SMIM24",1,0,0,0,0,0,0,0,0,633,0
"DOHH",0,3,0,2,0,2,0,0,2,761,2
"FZR1",0,1,0,0,0,0,1,1,1,988,0
"MFSD12",10,2,1,0,0,1,0,1,0,1407,3
"AC005786.7",0,0,0,0,0,0,0,0,0,3,0
"HMG20B",3,6,2,0,1,2,0,1,3,3770,4
"TBXA2R",0,0,0,0,0,0,0,0,0,2,1
"CACTIN",0,1,0,1,0,0,0,0,0,198,1
"PIP5K1C",0,1,0,2,0,0,0,0,0,410,0
"TJP3",0,0,0,0,0,0,0,0,1,1284,0
"APBA3",0,0,0,2,0,1,1,0,2,208,1
"AC005954.4",0,0,0,0,0,0,0,0,0,3,0
"MRPL54",15,9,1,11,1,6,0,1,11,4855,7
"MATK",1,0,0,2,1,0,0,0,1,4,0
"ATCAY",0,0,0,0,0,0,0,0,0,4,0
"DAPK3",1,1,1,0,1,1,0,1,2,1314,5
"EEF2",56,132,14,81,42,79,13,19,67,69812,52
"PIAS4",2,0,1,0,0,0,0,0,1,573,0
"ZBTB7A",0,4,0,1,2,1,1,1,2,2847,4
"MAP2K2",4,9,1,1,2,1,1,1,4,5338,6
"CREB3L3",0,0,0,0,0,0,0,0,0,1,0
"SIRT6",1,3,0,1,0,0,0,0,1,698,0
"ANKRD24",0,0,0,0,0,0,0,0,0,11,0
"EBI3",2,0,0,0,0,0,0,0,3,1,0
"CCDC94",2,0,0,2,0,1,0,0,0,524,0
"SHD",0,0,0,0,0,0,0,0,0,216,0
"TMIGD2",0,0,1,5,2,1,0,0,0,0,0
"FSD1",0,1,1,1,0,0,0,0,0,1,0
"STAP2",0,0,0,0,0,0,0,0,0,2553,0
"MPND",2,0,0,0,0,0,0,0,0,1005,0
"AC007292.3",0,0,0,0,0,0,0,0,0,16,0
"SH3GL1",3,6,0,2,1,0,0,0,0,1153,1
"AC007292.6",0,0,0,0,0,0,0,0,0,15,0
"CHAF1A",2,0,0,0,0,0,0,0,0,702,0
"UBXN6",3,11,0,3,0,0,1,0,1,2683,7
"CTB-50L17.9",0,0,0,0,0,0,0,0,0,1,0
"CTB-50L17.16",0,0,0,0,0,0,0,0,0,2,0
"CTB-50L17.10",4,2,1,2,0,0,0,0,2,1105,1
"PLIN4",0,0,0,0,0,0,0,0,0,12,0
"PLIN5",0,0,0,0,0,0,0,0,0,44,0
"CTB-50L17.14",0,0,0,0,0,0,0,0,0,10,0
"LRG1",0,0,0,0,0,0,0,3,1,613,0
"SEMA6B",2,0,0,0,0,0,0,1,0,22,4
"TNFAIP8L1",3,1,0,1,1,1,1,0,2,530,11
"MYDGF",44,40,1,11,2,6,1,2,9,12293,23
"AC005339.2",0,0,0,0,0,0,0,0,1,12,2
"DPP9",3,2,1,1,2,0,0,0,0,652,1
"MIR7-3HG",0,0,0,0,0,0,0,0,0,9,0
"AC005523.3",0,0,0,0,0,0,0,0,0,3,0
"FEM1A",0,0,2,3,1,0,1,0,0,383,1
"AC005523.2",0,0,0,0,0,0,0,0,0,31,0
"TICAM1",2,5,0,3,1,0,0,1,2,1459,4
"CTC-518P12.6",0,0,0,0,0,0,0,0,0,3,0
"PLIN3",5,8,0,2,0,0,0,2,1,1815,0
"ARRDC5",0,0,0,0,0,0,0,0,0,1,0
"UHRF1",1,0,0,1,0,0,0,0,0,777,0
"KDM4B",1,3,0,0,0,0,2,0,7,616,0
"PTPRS",0,4,0,0,0,0,0,0,0,1,0
"CTC-482H14.5",0,0,0,0,0,0,0,0,0,1,0
"TINCR",0,0,0,0,0,0,0,0,0,18,0
"SAFB2",5,0,2,3,4,6,1,0,3,1489,1
"SAFB",1,4,0,4,1,4,0,3,6,1422,3
"RPL36",196,162,21,125,70,153,21,59,102,156006,88
"C19orf70",15,19,1,5,4,5,0,4,4,5665,7
"HSD11B1L",0,0,0,0,0,0,0,0,0,194,2
"LONP1",1,1,1,3,1,0,0,0,1,1014,2
"PRR22",1,0,0,0,0,0,0,0,0,177,0
"DUS3L",0,1,0,2,0,1,0,0,1,526,1
"NRTN",0,0,0,0,0,0,0,0,0,199,0
"FUT6",0,0,0,0,0,0,0,0,0,256,0
"FUT3",1,1,0,0,0,0,0,0,0,1079,1
"AC024592.9",0,0,0,0,0,0,0,0,0,50,0
"AC024592.12",0,0,0,0,0,0,0,0,0,15,0
"NDUFA11",24,40,0,16,6,8,1,5,24,10570,11
"VMAC",0,1,1,0,0,0,0,0,0,84,0
"AC104532.4",0,0,0,0,0,0,0,0,0,18,0
"CAPS",2,2,0,0,0,0,0,0,0,3427,0
"RANBP3",1,3,1,1,2,2,0,0,5,675,1
"CTC-232P5.1",0,0,0,0,0,0,0,0,0,2,0
"RFX2",0,1,0,0,0,0,0,0,0,136,2
"CTC-232P5.3",0,0,0,0,0,0,0,0,0,13,0
"MLLT1",1,2,0,0,1,0,0,0,0,710,1
"CTC-503J8.4",0,0,0,0,0,0,0,0,0,11,0
"ACER1",0,0,0,0,0,0,0,0,0,1,0
"CLPP",12,7,2,5,2,2,1,0,2,4101,4
"ALKBH7",12,22,0,6,3,7,1,0,5,6587,5
"PSPN",1,1,0,0,0,0,0,0,0,97,1
"GTF2F1",1,3,1,3,0,2,0,0,4,1388,0
"KHSRP",1,1,0,1,2,0,0,0,1,2538,3
"SLC25A41",0,0,0,0,0,0,0,0,0,5,0
"SLC25A23",1,2,0,0,0,0,0,0,0,1588,1
"CRB3",1,0,0,0,0,0,0,0,0,2341,0
"DENND1C",1,0,1,2,1,0,1,0,2,1,0
"CTD-2396E7.11",1,0,0,0,0,0,0,0,1,572,0
"TUBB4A",0,0,0,0,1,0,0,0,0,7,0
"TNFSF9",0,1,0,0,0,0,0,0,0,668,0
"CD70",0,1,1,4,9,1,0,0,7,2215,0
"TNFSF14",2,0,1,2,0,2,1,5,0,2,0
"C3",0,0,0,0,0,0,0,0,0,6,0
"GPR108",4,9,1,5,2,2,0,1,7,1144,3
"TRIP10",3,3,0,0,0,0,0,0,0,1345,1
"CTD-3128G10.6",0,0,0,0,0,0,0,0,0,7,0
"SH2D3A",1,0,1,2,0,4,1,0,1,1231,0
"VAV1",4,0,0,1,1,0,0,1,3,24,0
"ADGRE1",1,0,0,0,0,2,0,1,0,1,0
"ZNF557",0,2,0,1,1,0,0,0,1,71,0
"INSR",1,1,0,0,0,0,0,0,0,1339,21
"CTB-133G6.2",0,0,0,0,0,0,0,0,0,1,0
"ARHGEF18",0,0,0,0,0,0,0,0,0,8,0
"PEX11G",1,1,0,0,0,1,0,0,0,308,0
"C19orf45",0,0,0,0,0,0,0,0,0,243,0
"ZNF358",0,3,0,0,0,0,0,0,0,826,4
"MCOLN1",11,1,0,0,0,1,0,2,0,226,0
"PNPLA6",3,0,0,0,1,0,0,2,0,622,1
"CAMSAP3",1,1,0,0,0,0,0,0,0,923,0
"XAB2",0,3,0,2,1,0,0,0,0,501,1
"PET100",10,7,3,5,3,1,0,5,5,1838,1
"CTD-3214H19.4",0,0,0,0,0,0,0,0,0,7,0
"PCP2",0,0,0,0,0,0,0,0,0,7,0
"STXBP2",12,0,1,5,1,0,0,18,4,1742,1
"RETN",0,0,0,0,0,0,0,4,0,1,0
"MCEMP1",4,0,0,0,1,0,0,11,0,1,0
"TRAPPC5",0,0,0,0,0,0,0,0,0,106,0
"FCER2",0,0,0,0,0,0,0,0,0,1,0
"CD209",3,1,0,0,0,0,0,0,0,0,0
"EVI5L",0,0,0,0,0,0,0,0,1,201,1
"PRR36",0,0,1,0,0,0,0,0,0,459,0
"CTD-3193O13.11",0,0,0,0,0,0,0,0,0,2,0
"LRRC8E",1,0,0,0,0,0,0,0,0,204,0
"CTD-3193O13.12",0,0,0,0,0,0,0,0,0,47,0
"MAP2K7",4,1,1,1,2,1,0,0,5,964,1
"CTD-3193O13.13",0,0,0,0,0,0,0,0,0,1,0
"TGFBR3L",0,0,0,1,0,0,0,0,1,15,0
"CTD-3193O13.1",0,0,0,0,0,0,0,0,0,3,0
"SNAPC2",3,3,0,2,0,0,0,0,2,896,5
"CTXN1",1,0,0,0,0,0,0,0,0,1105,0
"TIMM44",2,3,1,1,0,0,0,0,1,1382,2
"ELAVL1",4,9,1,4,1,1,0,2,7,2751,0
"CTD-2325M2.1",0,0,0,0,0,0,0,0,0,12,0
"CCL25",0,0,0,0,0,0,0,0,0,1,0
"FBN3",0,0,0,0,0,0,0,0,0,2,0
"CERS4",0,0,1,1,1,0,0,0,2,6,1
"CD320",1,7,1,3,0,0,0,0,7,7709,8
"NDUFA7",4,2,0,1,0,0,0,0,1,1317,0
"RPS28",184,162,35,148,86,139,22,70,110,103510,124
"KANK3",0,0,0,0,0,0,0,0,1,38,5
"ANGPTL4",0,1,0,0,0,0,0,0,0,1063,4
"RAB11B-AS1",3,1,1,1,0,0,0,0,0,584,1
"RAB11B",5,13,3,5,4,1,0,0,11,2465,4
"MARCH2",4,3,0,0,1,0,0,0,2,362,8
"RP11-886P16.6",0,0,0,0,0,0,0,0,0,1,0
"HNRNPM",10,7,5,9,6,7,2,4,11,4885,3
"PRAM1",1,0,0,0,0,0,1,0,0,1,0
"ZNF414",0,3,0,2,0,0,0,0,0,346,1
"MYO1F",11,0,1,6,6,2,5,3,2,7,0
"ADAMTS10",0,0,0,0,0,0,0,0,0,0,1
"ZNF558",0,0,1,0,0,0,0,0,0,115,0
"MUC16",0,0,0,0,0,0,0,0,0,11,0
"ZNF317",2,1,0,1,0,1,0,2,0,355,0
"OR7D2",0,0,0,0,0,0,0,0,0,1,0
"ZNF699",0,0,0,2,0,0,0,0,0,46,0
"ZNF559",0,0,0,0,0,0,0,0,0,0,0
"ZNF266",0,0,0,0,0,0,0,0,1,232,0
"ZNF426",1,2,0,2,0,0,0,0,0,374,1
"CTC-543D15.8",1,0,0,0,0,0,0,0,0,107,0
"ZNF121",0,0,0,1,2,0,1,0,0,985,0
"ZNF561",1,2,0,2,0,1,0,0,1,444,0
"ZNF562",1,0,2,1,0,0,0,1,0,907,0
"ZNF846",3,0,0,1,0,0,0,0,0,156,0
"FBXL12",3,2,0,1,0,0,0,0,0,340,2
