"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP11-321G12.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"AC007950.2",0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,2,2
"USP3",11,21,2,3,4,1,1,1,5,7,1,2,10,14,4,2,13,0,2,0,14,1,9,1,20,167,30
"USP3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,11,1
"FBXL22",1,3,1,0,1,0,0,0,0,1,1,0,1,3,2,0,7,0,2,0,2,0,0,0,7,7,3
"HERC1",17,11,0,1,5,2,2,1,2,8,4,4,21,29,6,7,21,0,7,0,20,3,3,3,34,43,71
"DAPK2",0,3,0,0,9,0,0,0,2,23,1,1,6,24,1,0,2,0,4,0,4,0,0,2,14,56,13
"FAM96A",58,37,6,10,6,0,0,2,7,11,2,0,41,15,11,8,5,0,2,4,17,1,15,2,33,372,52
"SNX1",13,23,1,1,3,0,0,2,5,3,1,0,9,12,2,0,4,0,0,1,28,0,3,1,14,103,30
"SNX22",1,3,0,0,0,0,0,0,1,0,0,0,6,3,0,4,0,0,0,0,2,0,0,0,0,1,0
"PPIB",213,979,16,58,40,17,8,43,190,50,9,11,101,157,37,17,64,4,29,18,514,113,47,9,189,1675,560
"CSNK1G1",5,6,0,1,1,0,0,2,1,1,0,0,4,2,1,0,0,0,1,3,8,1,1,0,5,85,18
"KIAA0101",26,30,0,0,4,0,0,0,1,1,0,1,4,1,3,2,1,0,2,0,28,11,1,5,7,301,17
"TRIP4",2,8,1,0,0,1,2,0,0,1,1,0,2,13,4,0,1,0,2,0,7,0,0,1,5,46,12
"ZNF609",5,12,1,0,1,0,2,1,4,3,0,0,4,3,0,0,1,0,0,2,15,0,1,0,9,53,20
"OAZ2",60,107,3,16,3,3,4,2,20,9,1,0,36,15,3,8,10,1,2,2,282,2,22,0,34,247,319
"AC100830.3",0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1
"RBPMS2",0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,7
"PIF1",3,2,1,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,3,0,1,0,0,7,2
"PLEKHO2",19,24,0,1,1,0,0,3,4,3,1,0,6,5,0,2,0,0,1,1,5,0,6,0,10,16,49
"ANKDD1A",2,10,0,3,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,5,1,1,0,2,3,12
"CTD-2017F17.2",1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,5,0
"SPG21",77,149,4,14,10,3,2,3,20,20,2,5,33,36,7,10,17,2,2,4,56,7,16,2,41,402,107
"MTFMT",1,14,0,2,1,0,0,2,0,2,0,2,5,4,0,0,2,0,0,1,11,1,0,0,6,67,5
"SLC51B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4
"RP11-325L12.6",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RASL12",0,29,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,69,0,0,0,0,1,10
"RP11-325L12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UBAP1L",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0
"PDCD7",4,26,2,0,3,3,2,3,3,9,2,0,6,14,6,2,9,0,0,1,13,2,0,0,16,68,46
"CLPX",9,11,0,2,3,1,1,2,6,6,0,0,10,12,2,0,5,0,1,0,11,0,0,0,14,85,17
"CILP",0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARP16",2,6,0,0,0,0,0,0,3,1,0,0,3,3,1,1,1,0,0,0,2,0,0,0,2,10,1
"IGDCC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IGDCC4",0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2
"DPP8",9,22,4,0,5,1,0,1,1,3,0,0,9,9,3,1,3,0,1,0,16,1,3,0,14,75,39
"HACD3",15,58,2,1,4,1,1,8,15,4,1,0,3,8,6,2,2,0,3,1,31,3,0,0,7,250,63
"VWA9",2,22,2,0,1,1,0,1,1,4,2,2,6,3,4,2,6,0,1,0,12,0,4,0,11,95,22
"SLC24A1",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,4
"RP11-16E23.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DENND4A",11,22,1,4,4,0,1,1,7,4,3,0,41,22,8,10,19,1,4,13,8,1,9,0,26,47,24
"RAB11A",46,100,8,14,19,3,1,5,31,19,1,1,58,37,11,10,24,2,2,3,72,3,7,4,79,933,255
"MEGF11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"DIS3L",2,10,0,0,1,0,0,1,1,1,0,0,6,4,1,2,2,0,0,1,1,0,0,0,7,37,7
"TIPIN",7,15,4,5,2,0,3,0,1,5,2,0,11,10,2,4,10,0,2,4,12,1,4,0,10,69,15
"MAP2K1",30,30,3,10,8,0,4,3,6,9,1,2,13,30,4,1,13,0,4,6,56,3,22,2,37,132,58
"CTD-3185P2.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SNAPC5",6,14,1,3,3,1,0,4,8,2,0,0,8,6,0,1,3,1,0,1,20,1,0,2,14,105,19
"RPL4",296,1000,82,174,142,42,74,49,235,312,41,58,1255,798,159,253,697,24,76,58,610,150,147,20,1002,4684,859
"ZWILCH",2,3,0,0,3,0,0,1,0,0,1,0,1,2,0,0,2,0,0,0,9,1,1,1,1,35,10
"LCTL",0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SMAD6",2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,9
"RP11-622C24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-798K3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"RP11-798K3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMAD3",1,14,1,2,3,1,0,1,2,4,0,1,10,7,1,3,4,0,2,0,9,0,1,1,6,105,26
"AAGAB",3,19,1,0,2,0,1,0,1,3,0,1,11,4,1,1,2,0,1,0,5,0,2,0,14,87,11
"IQCH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"IQCH-AS1",1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,27,1
"C15orf61",7,38,3,1,4,1,1,1,3,6,0,1,7,9,2,3,9,0,0,0,24,4,0,0,35,224,24
"RP11-502I4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0
"MAP2K5",2,4,0,2,1,1,0,1,2,1,0,0,2,3,0,0,4,0,0,0,7,0,0,1,2,44,10
"SKOR1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PIAS1",15,20,3,7,7,1,0,1,8,7,0,1,21,18,3,3,7,0,1,0,16,1,3,0,13,103,18
"CALML4",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32,1
"CLN6",13,4,0,1,3,0,0,2,3,4,0,5,4,6,2,0,2,0,0,0,6,0,3,2,8,96,19
"FEM1B",4,17,0,2,4,1,0,2,4,1,0,0,10,9,3,0,3,2,1,0,14,0,1,0,11,55,16
"ITGA11",0,57,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
"CORO2B",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0
"ANP32A",38,41,5,5,12,0,2,9,14,11,1,4,21,25,9,6,10,0,4,2,50,6,11,4,45,382,72
"SPESP1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,3
"NOX5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GLCE",0,24,0,0,4,0,0,0,0,0,0,0,0,8,2,1,2,0,0,1,7,0,2,1,1,167,19
"RP11-352D13.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR5",0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,56,1
"RP11-253M7.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
"KIF23",1,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,1
"RPLP1",2540,6594,687,905,1306,427,500,269,1536,2190,288,424,8780,6726,1474,1410,4888,145,710,429,3984,1045,1251,229,7209,37526,5209
"RP11-253M7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DRAIC",0,2,0,0,1,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,194,0
"PCAT29",0,0,2,0,0,0,0,0,0,5,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,0
"TLE3",31,32,7,10,12,5,5,4,11,9,2,1,38,26,14,5,26,0,2,0,24,1,10,0,56,221,49
"SALRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1
"UACA",2,42,0,0,0,0,0,2,5,0,0,1,1,1,0,0,1,0,0,0,151,0,0,0,1,96,124
"LARP6",0,41,0,0,0,0,0,1,10,0,0,0,1,1,0,0,0,0,0,0,24,0,0,0,1,57,34
"LRRC49",0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,13,11
"THAP10",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,3
"THSD4",0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4
"NR2E3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYO9A",4,10,1,1,0,0,0,1,4,0,0,0,7,2,2,0,1,0,0,0,6,0,0,0,4,35,14
"SENP8",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"GRAMD2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"PKM",456,819,9,96,73,7,10,18,118,118,7,39,104,148,24,14,54,5,23,8,456,15,88,15,358,1750,334
"PARP6",8,14,0,1,1,0,0,1,6,1,0,0,5,4,1,2,1,0,3,0,13,0,1,1,8,16,18
"RP11-106M3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HEXA",94,78,2,10,5,2,2,2,25,14,3,2,29,13,5,5,8,1,3,2,44,2,9,2,14,93,58
"HEXA-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-1007O24.3",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-1007O24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ARIH1",22,56,6,8,6,3,2,1,16,4,1,3,41,29,9,3,15,3,5,2,58,0,6,1,42,218,82
"RP11-1006G14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"BBS4",1,14,0,0,0,0,1,1,2,0,1,1,1,0,1,1,3,0,1,0,6,0,1,0,2,18,4
"ADPGK",51,26,0,4,9,5,2,2,7,9,1,0,42,28,3,16,9,0,6,2,22,2,9,0,38,107,28
"ADPGK-AS1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NEO1",1,24,0,0,0,0,0,2,0,1,0,0,4,2,0,0,0,0,0,0,12,0,0,0,1,182,3
"NPTN",40,89,1,5,2,0,0,2,20,0,0,0,8,6,1,1,3,0,3,2,54,0,9,0,8,245,48
"CD276",22,144,0,1,0,1,0,1,11,1,0,0,2,2,0,0,1,0,0,0,67,0,3,0,3,96,80
"C15orf59",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOXL1-AS1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"LOXL1",1,148,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,2,5,1
"STOML1",3,23,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,2,26,11
"PML",17,48,1,0,1,0,0,2,9,4,0,0,14,5,4,3,6,1,0,0,32,0,1,0,17,78,43
"ISLR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"RP11-247C2.2",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ISLR",0,356,0,0,0,0,0,0,26,0,0,0,1,1,0,0,0,0,0,0,25,0,0,0,0,2,9
"STRA6",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,1
"RP11-60L3.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-60L3.6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SEMA7A",2,5,1,3,1,1,2,1,0,0,0,0,53,0,5,1,0,0,0,8,2,0,0,0,2,21,14
"UBL7",20,29,3,0,4,0,2,2,8,7,1,4,18,8,1,0,9,0,2,1,17,2,2,1,18,120,25
"UBL7-AS1",1,3,0,0,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,3,1,0,0,3,16,3
"ARID3B",6,2,0,0,4,0,3,0,0,0,1,0,2,3,3,0,0,0,1,1,1,0,1,1,13,23,6
"CLK3",14,21,1,3,6,5,0,5,2,6,1,3,21,18,8,6,6,2,4,0,25,2,6,3,32,139,41
"CTD-3154N5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EDC3",2,10,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,3,0,0,0,4,53,10
"CSK",34,10,2,5,3,1,0,2,3,14,3,4,33,18,1,5,6,1,3,1,12,1,1,2,43,91,17
"ULK3",5,14,3,0,2,2,0,1,3,2,1,0,6,5,0,2,1,1,1,0,4,0,0,0,10,88,19
"SCAMP2",32,39,3,7,8,0,3,2,7,9,1,3,17,21,6,2,5,0,1,4,20,5,9,2,37,255,34
"MPI",5,6,2,2,1,0,0,0,6,1,0,0,3,2,1,0,2,0,0,0,3,0,0,0,4,67,6
"FAM219B",4,8,0,1,1,0,0,0,3,0,0,0,7,8,1,1,1,0,0,0,5,2,0,0,11,48,24
"COX5A",131,155,9,34,26,11,8,4,27,38,3,8,76,55,21,11,34,4,9,10,128,25,36,3,138,3172,208
"RPP25",12,16,0,1,1,0,0,0,1,1,1,0,2,2,1,1,1,0,1,1,10,1,0,0,5,334,16
"SCAMP5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8
"PPCDC",5,7,0,3,0,0,0,1,0,1,1,0,3,3,0,1,0,0,0,1,5,3,3,0,3,56,17
"C15orf39",7,8,1,2,1,0,0,1,0,1,0,0,13,4,0,0,3,0,2,0,18,0,4,0,2,64,33
"COMMD4",31,73,1,5,3,1,3,3,11,6,0,0,15,12,5,3,5,1,3,2,42,2,4,3,21,217,49
"RP11-817O13.9",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3
"NEIL1",3,3,0,0,0,0,1,0,1,0,0,0,14,2,0,5,0,0,0,0,1,0,0,0,0,49,22
"MAN2C1",10,27,0,0,0,0,0,3,6,4,0,1,4,7,0,1,6,1,1,0,11,1,4,0,13,80,24
"RP11-817O13.8",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,8,0
"SIN3A",5,13,5,1,1,0,0,1,10,2,1,1,15,8,1,3,3,0,0,2,8,2,1,1,10,52,26
"PTPN9",7,24,0,6,0,0,0,1,7,2,0,0,3,4,0,1,4,0,0,0,17,0,5,0,8,54,14
"SNUPN",5,21,0,0,1,0,0,4,6,1,0,0,2,1,0,1,1,0,1,0,7,0,0,0,6,57,15
"IMP3",27,34,6,7,8,2,4,9,12,17,4,2,33,45,17,7,27,2,2,1,42,4,5,2,75,395,86
"CTD-2026K11.4",1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,1,0,0,3,4,0
"SNX33",2,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2,36,8
"CSPG4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,0,1,0,0,4,11
"CTD-2026K11.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ODF3L1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1
"UBE2Q2",12,49,2,1,4,2,0,3,14,9,1,1,21,16,0,2,10,1,3,0,30,4,6,1,27,104,41
"FBXO22",5,31,0,1,3,0,0,0,4,0,1,1,10,1,2,1,4,0,1,1,16,1,0,0,9,91,12
"NRG4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM266",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"ETFA",45,88,6,10,11,1,2,4,16,8,0,3,38,27,12,2,10,3,6,3,50,7,6,1,39,446,61
"ISL2",0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SCAPER",1,10,1,0,0,1,0,0,1,3,0,1,6,6,1,1,7,2,0,1,8,0,1,1,14,70,3
"RCN2",14,192,2,5,9,2,1,12,32,19,1,6,48,28,15,16,16,2,5,4,106,7,3,4,54,629,120
"PSTPIP1",17,4,6,1,12,5,3,0,0,19,3,1,6,22,10,2,6,1,8,0,3,1,2,2,35,8,1
"TSPAN3",19,79,1,2,3,1,1,10,15,3,1,1,16,8,1,11,4,0,2,2,61,2,6,1,8,964,72
"PEAK1",4,24,0,2,1,0,0,1,10,0,1,0,7,1,1,0,1,0,0,0,44,0,2,0,4,57,31
"HMG20A",3,7,1,2,0,0,0,1,4,1,0,0,5,0,0,0,1,0,0,3,6,1,2,0,5,43,12
"RP11-307C19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINGO1",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,3
"TBC1D2B",3,17,8,1,3,1,4,0,4,7,1,1,1,12,8,2,5,0,3,0,26,0,1,1,20,23,26
"CIB2",0,9,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,41,1
"IDH3A",11,30,2,3,1,1,1,1,5,3,2,0,14,16,2,0,4,1,0,3,21,0,1,1,15,170,25
"RP11-285A1.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSBG1",0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNAJA4",169,139,11,55,13,7,18,3,60,20,10,3,76,65,25,11,48,2,20,15,64,15,47,6,105,1137,125
"WDR61",21,39,0,3,5,0,0,2,11,7,1,2,11,11,2,0,11,0,1,0,34,2,5,0,23,176,49
"RP11-762H8.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-762H8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
"CRABP1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IREB2",6,13,1,3,1,0,0,2,6,11,0,1,27,10,1,3,10,3,2,2,13,2,4,0,20,137,23
"RP11-650L12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HYKK",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,3
"PSMA4",108,225,9,26,21,6,4,13,40,13,3,13,47,57,23,10,23,2,6,11,144,3,27,4,92,884,215
"CHRNA5",2,2,0,0,2,0,1,0,0,0,0,0,13,7,3,1,0,0,0,0,0,0,1,1,4,85,6
"CHRNA3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ADAMTS7",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,35
"MORF4L1",124,528,17,39,27,15,13,28,97,57,11,6,109,104,49,29,65,4,14,6,325,6,54,10,256,1062,419
"CTSH",265,56,0,67,2,2,2,1,18,29,0,14,105,48,2,12,7,1,0,7,12,17,58,4,39,579,59
"RASGRF1",1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,3,0
"RP11-16K12.1",1,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMED3",35,160,2,5,3,1,1,2,23,6,0,2,16,12,4,4,5,0,4,3,66,4,8,0,32,518,50
"KIAA1024",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTHFS",14,12,3,1,3,0,3,1,3,4,0,0,12,11,2,2,8,0,4,0,3,0,6,0,13,85,3
"ST20",9,20,0,5,1,0,0,0,5,3,0,1,2,1,1,1,1,0,0,4,6,0,0,0,1,31,2
"ST20-AS1",2,1,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,2,10,3
"BCL2A1",204,2,5,29,7,0,1,0,0,1,1,1,93,14,6,8,8,0,3,66,1,3,268,1,16,34,16
"ZFAND6",33,63,2,11,12,3,5,8,20,11,5,4,62,38,12,14,23,3,4,1,56,6,15,4,62,379,91
"FAH",15,8,0,1,3,0,0,2,2,4,0,0,3,7,1,0,1,0,2,0,3,0,1,1,13,28,2
"LINC01314",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARNT2",1,2,0,0,0,0,0,3,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0
"ABHD17C",1,7,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,6,0,3,256,11
"RP11-28H5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"CEMIP",3,23,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,162,3
"MESDC2",30,63,7,6,5,1,2,5,13,13,1,1,21,29,3,1,24,2,7,3,37,12,3,1,45,219,62
"RP11-775C24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-775C24.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MESDC1",23,23,2,5,5,0,2,0,5,4,1,0,12,15,1,6,4,0,0,3,33,1,8,1,10,142,54
"CFAP161",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL16",11,4,1,4,3,1,3,0,8,2,1,1,52,15,5,10,5,1,4,3,0,4,5,1,25,7,3
"STARD5",10,5,0,1,0,1,0,0,1,0,0,0,8,4,1,0,0,0,0,1,1,4,3,0,2,50,2
"CTD-2034I4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-499F3.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX3B",1,22,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,7,0,0,0,2,10,12
"LINC01583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EFTUD1",0,7,0,0,1,0,0,1,0,1,0,0,2,3,0,0,1,0,0,0,1,1,0,0,4,48,3
"SAXO2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1
"GOLGA6L10",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,19,4
"GOLGA6L9",0,4,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,21,2
"RPS17",680,2125,209,370,352,134,151,117,536,573,94,89,2921,1773,403,706,1497,57,251,181,1408,273,395,38,2043,12423,2031
"CPEB1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPEB1-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP3B2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNHG21",1,4,1,2,1,1,0,1,2,2,0,0,9,3,2,1,0,0,1,0,4,0,2,0,2,27,6
"FSD2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"WHAMM",11,11,1,4,7,0,2,5,2,8,0,0,30,15,5,4,5,0,1,1,13,1,0,1,23,98,16
"HOMER2",1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1
