"","Gene_stable_ID","Transcript_stable_ID","Protein_stable_ID","UniProtKB_Swiss_Prot_ID","Gene_name","NCBI_gene_ID"
"389","ENSG00000009413","ENST00000358835","ENSP00000351697","O60673","REV3L",5980
"390","ENSG00000009413","ENST00000368802","ENSP00000357792","O60673","REV3L",5980
"391","ENSG00000009413","ENST00000368805","ENSP00000357795","O60673","REV3L",5980
"392","ENSG00000009413","ENST00000413831","ENSP00000400600","","REV3L",5980
"393","ENSG00000009413","ENST00000422377","ENSP00000393184","","REV3L",5980
"394","ENSG00000009413","ENST00000434009","ENSP00000391605","","REV3L",5980
"395","ENSG00000009413","ENST00000435970","ENSP00000402003","O60673","REV3L",5980
"396","ENSG00000009413","ENST00000619481","ENSP00000482892","","REV3L",5980
"408","ENSG00000010219","ENST00000010132","ENSP00000010132","Q9NR20","DYRK4",8798
"409","ENSG00000010219","ENST00000537719","ENSP00000444842","","DYRK4",8798
"410","ENSG00000010219","ENST00000539309","ENSP00000439168","","DYRK4",8798
"411","ENSG00000010219","ENST00000539701","ENSP00000441996","","DYRK4",8798
"412","ENSG00000010219","ENST00000540757","ENSP00000441755","Q9NR20","DYRK4",8798
"413","ENSG00000010219","ENST00000543431","ENSP00000439697","","DYRK4",8798
"414","ENSG00000010219","ENST00000544671","ENSP00000438769","","DYRK4",8798
"415","ENSG00000010256","ENST00000203407","ENSP00000203407","P31930","UQCRC1",7384
"416","ENSG00000010256","ENST00000412343","ENSP00000388660","","UQCRC1",7384
"417","ENSG00000010256","ENST00000415995","ENSP00000393696","","UQCRC1",7384
"418","ENSG00000010379","ENST00000343164","ENSP00000339260","Q9NSD5","SLC6A13",6540
"419","ENSG00000010379","ENST00000436453","ENSP00000389316","Q9NSD5","SLC6A13",6540
"420","ENSG00000010379","ENST00000445055","ENSP00000407104","Q9NSD5","SLC6A13",6540
"421","ENSG00000010379","ENST00000539260","ENSP00000437386","","SLC6A13",6540
"422","ENSG00000010379","ENST00000542272","ENSP00000443466","","SLC6A13",6540
"423","ENSG00000010379","ENST00000546319","ENSP00000444606","","SLC6A13",6540
"424","ENSG00000010404","ENST00000340855","ENSP00000339801","P22304","IDS",3423
"425","ENSG00000010404","ENST00000370441","ENSP00000359470","P22304","IDS",3423
"426","ENSG00000010404","ENST00000428056","ENSP00000390241","","IDS",3423
"427","ENSG00000010404","ENST00000464251","ENSP00000428980","","IDS",3423
"428","ENSG00000010404","ENST00000466323","ENSP00000418264","P22304","IDS",3423
"429","ENSG00000010404","ENST00000521702","ENSP00000429745","","IDS",3423
"430","ENSG00000010671","ENST00000308731","ENSP00000308176","Q06187","BTK",695
"431","ENSG00000010671","ENST00000372880","ENSP00000361971","","BTK",695
"432","ENSG00000010671","ENST00000618050","ENSP00000479125","","BTK",695
"433","ENSG00000010671","ENST00000621635","ENSP00000483570","Q06187","BTK",695
"434","ENSG00000010810","ENST00000229471","ENSP00000229471","P06241","FYN",2534
"435","ENSG00000010810","ENST00000354650","ENSP00000346671","P06241","FYN",2534
"436","ENSG00000010810","ENST00000368667","ENSP00000357656","P06241","FYN",2534
"437","ENSG00000010810","ENST00000368678","ENSP00000357667","P06241","FYN",2534
"438","ENSG00000010810","ENST00000368682","ENSP00000357671","P06241","FYN",2534
"439","ENSG00000010810","ENST00000462598","ENSP00000429590","","FYN",2534
"440","ENSG00000010810","ENST00000462856","ENSP00000427993","","FYN",2534
"441","ENSG00000010810","ENST00000484067","ENSP00000428983","","FYN",2534
"442","ENSG00000010810","ENST00000487824","ENSP00000430455","","FYN",2534
"443","ENSG00000010810","ENST00000517419","ENSP00000429866","","FYN",2534
"444","ENSG00000010810","ENST00000518295","ENSP00000428695","","FYN",2534
"445","ENSG00000010810","ENST00000518630","ENSP00000429813","","FYN",2534
"446","ENSG00000010810","ENST00000520518","ENSP00000429294","","FYN",2534
"447","ENSG00000010810","ENST00000521062","ENSP00000428042","","FYN",2534
"448","ENSG00000010810","ENST00000523238","ENSP00000430364","","FYN",2534
"449","ENSG00000010810","ENST00000523570","ENSP00000428045","","FYN",2534
"450","ENSG00000010810","ENST00000523574","ENSP00000429992","","FYN",2534
"451","ENSG00000010810","ENST00000524310","ENSP00000428493","","FYN",2534
"452","ENSG00000010810","ENST00000538466","ENSP00000440646","P06241","FYN",2534
"458","ENSG00000011009","ENST00000374501","ENSP00000363625","","LYPLA2",11313
"459","ENSG00000011009","ENST00000374502","ENSP00000363626","","LYPLA2",11313
"460","ENSG00000011009","ENST00000374503","ENSP00000363627","","LYPLA2",11313
"461","ENSG00000011009","ENST00000374505","ENSP00000363629","","LYPLA2",11313
"462","ENSG00000011009","ENST00000374514","ENSP00000363638","O95372","LYPLA2",11313
"463","ENSG00000011009","ENST00000420982","ENSP00000409004","","LYPLA2",11313
"464","ENSG00000011009","ENST00000421070","ENSP00000388003","","LYPLA2",11313
"465","ENSG00000011052","ENST00000376392","ENSP00000365572","","NME1-NME2",654364
"466","ENSG00000011052","ENST00000393193","ENSP00000376889","","NME1-NME2",654364
"467","ENSG00000011052","ENST00000555572","ENSP00000451932","","NME1-NME2",654364
"468","ENSG00000011083","ENST00000230671","ENSP00000230671","Q99884","SLC6A7",6534
"469","ENSG00000011083","ENST00000524041","ENSP00000428200","","SLC6A7",6534
"470","ENSG00000011198","ENST00000013894","ENSP00000013894","","ABHD5",51099
"471","ENSG00000011198","ENST00000413300","ENSP00000392159","","ABHD5",51099
"472","ENSG00000011198","ENST00000454293","ENSP00000412014","","ABHD5",51099
"473","ENSG00000011198","ENST00000456453","ENSP00000391582","","ABHD5",51099
"474","ENSG00000011198","ENST00000458276","ENSP00000390849","","ABHD5",51099
"475","ENSG00000011198","ENST00000463153","ENSP00000495570","","ABHD5",51099
"476","ENSG00000011198","ENST00000642351","ENSP00000494478","","ABHD5",51099
"477","ENSG00000011198","ENST00000643140","ENSP00000495588","","ABHD5",51099
"478","ENSG00000011198","ENST00000643477","ENSP00000496220","","ABHD5",51099
"479","ENSG00000011198","ENST00000643500","ENSP00000494735","","ABHD5",51099
"480","ENSG00000011198","ENST00000644371","ENSP00000495778","Q8WTS1","ABHD5",51099
"481","ENSG00000011198","ENST00000646378","ENSP00000495826","","ABHD5",51099
"482","ENSG00000011198","ENST00000646799","ENSP00000494829","","ABHD5",51099
"483","ENSG00000011198","ENST00000649763","ENSP00000497701","","ABHD5",51099
"489","ENSG00000011405","ENST00000265970","ENSP00000265970","O00443","PIK3C2A",5286
"490","ENSG00000011405","ENST00000532035","ENSP00000436969","","PIK3C2A",5286
"491","ENSG00000011405","ENST00000533645","ENSP00000436244","","PIK3C2A",5286
"492","ENSG00000011485","ENST00000012443","ENSP00000012443","P53041","PPP5C",5536
"493","ENSG00000011485","ENST00000391919","ENSP00000375786","","PPP5C",5536
"494","ENSG00000011485","ENST00000478046","ENSP00000434329","","PPP5C",5536
"495","ENSG00000011566","ENST00000263881","ENSP00000263881","Q8IVH8","MAP4K3",8491
"496","ENSG00000011566","ENST00000341681","ENSP00000345434","Q8IVH8","MAP4K3",8491
"497","ENSG00000011566","ENST00000414968","ENSP00000399228","","MAP4K3",8491
"498","ENSG00000011566","ENST00000429397","ENSP00000405137","","MAP4K3",8491
"499","ENSG00000011566","ENST00000437545","ENSP00000416958","","MAP4K3",8491
"500","ENSG00000011566","ENST00000437968","ENSP00000410183","","MAP4K3",8491
"501","ENSG00000011566","ENST00000484274","ENSP00000476533","","MAP4K3",8491
"502","ENSG00000012232","ENST00000220562","ENSP00000220562","O43909","EXTL3",2137
"503","ENSG00000012232","ENST00000517738","ENSP00000430652","","EXTL3",2137
"504","ENSG00000012232","ENST00000521473","ENSP00000429627","","EXTL3",2137
"505","ENSG00000012232","ENST00000521532","ENSP00000431013","","EXTL3",2137
"506","ENSG00000012232","ENST00000522698","ENSP00000428352","","EXTL3",2137
"507","ENSG00000012232","ENST00000523149","ENSP00000428691","","EXTL3",2137
"508","ENSG00000012660","ENST00000304434","ENSP00000306640","Q9NYP7","ELOVL5",60481
"509","ENSG00000012660","ENST00000370913","ENSP00000359951","Q9NYP7","ELOVL5",60481
"510","ENSG00000012660","ENST00000370918","ENSP00000359956","Q9NYP7","ELOVL5",60481
"511","ENSG00000012660","ENST00000542638","ENSP00000440728","","ELOVL5",60481
"512","ENSG00000012779","ENST00000374391","ENSP00000363512","P09917","ALOX5",240
"513","ENSG00000012779","ENST00000542434","ENSP00000437634","P09917","ALOX5",240
"514","ENSG00000012779","ENST00000612635","ENSP00000483803","","ALOX5",240
"522","ENSG00000012983","ENST00000013125","ENSP00000013125","Q9Y4K4","MAP4K5",11183
"523","ENSG00000012983","ENST00000554091","ENSP00000451926","","MAP4K5",11183
"524","ENSG00000012983","ENST00000554273","ENSP00000451452","","MAP4K5",11183
"525","ENSG00000012983","ENST00000555216","ENSP00000452289","","MAP4K5",11183
"526","ENSG00000012983","ENST00000557390","ENSP00000451980","","MAP4K5",11183
"527","ENSG00000013288","ENST00000285599","ENSP00000285599","Q9Y2E5","MAN2B2",23324
"528","ENSG00000013288","ENST00000504248","ENSP00000423129","","MAN2B2",23324
"529","ENSG00000013288","ENST00000505907","ENSP00000426273","","MAN2B2",23324
"530","ENSG00000013375","ENST00000283977","ENSP00000283977","","PGM3",5238
"531","ENSG00000013375","ENST00000503094","ENSP00000422362","","PGM3",5238
"532","ENSG00000013375","ENST00000504780","ENSP00000421154","","PGM3",5238
"533","ENSG00000013375","ENST00000505470","ENSP00000423769","","PGM3",5238
"534","ENSG00000013375","ENST00000506587","ENSP00000425809","O95394","PGM3",5238
"535","ENSG00000013375","ENST00000507554","ENSP00000425558","","PGM3",5238
"536","ENSG00000013375","ENST00000508748","ENSP00000424865","","PGM3",5238
"537","ENSG00000013375","ENST00000509219","ENSP00000423389","","PGM3",5238
"538","ENSG00000013375","ENST00000510258","ENSP00000427420","","PGM3",5238
"539","ENSG00000013375","ENST00000512866","ENSP00000421565","O95394","PGM3",5238
"540","ENSG00000013375","ENST00000513973","ENSP00000424874","O95394","PGM3",5238
"541","ENSG00000013375","ENST00000605602","ENSP00000474029","","PGM3",5238
"542","ENSG00000013375","ENST00000616566","ENSP00000477539","","PGM3",5238
"543","ENSG00000013392","ENST00000369724","ENSP00000358739","Q9UIY3","RWDD2A",112611
"544","ENSG00000013441","ENST00000321356","ENSP00000326830","P49759","CLK1",1195
"545","ENSG00000013441","ENST00000409403","ENSP00000386875","","CLK1",1195
"546","ENSG00000013441","ENST00000409769","ENSP00000386358","","CLK1",1195
"547","ENSG00000013441","ENST00000432425","ENSP00000400487","P49759","CLK1",1195
"548","ENSG00000013441","ENST00000434813","ENSP00000394734","P49759","CLK1",1195
"549","ENSG00000013441","ENST00000621181","ENSP00000479484","","CLK1",1195
"550","ENSG00000013503","ENST00000228347","ENSP00000228347","Q9NW08","POLR3B",55703
"551","ENSG00000013503","ENST00000539066","ENSP00000445721","Q9NW08","POLR3B",55703
"552","ENSG00000013503","ENST00000549569","ENSP00000448398","","POLR3B",55703
"567","ENSG00000014138","ENST00000265465","ENSP00000265465","Q14181","POLA2",23649
"568","ENSG00000014138","ENST00000525924","ENSP00000434173","","POLA2",23649
"569","ENSG00000014138","ENST00000527850","ENSP00000432536","","POLA2",23649
"570","ENSG00000014138","ENST00000532391","ENSP00000433952","","POLA2",23649
"571","ENSG00000014257","ENST00000336375","ENSP00000337471","P15309","ACPP",55
"572","ENSG00000014257","ENST00000351273","ENSP00000323036","P15309","ACPP",55
"573","ENSG00000014257","ENST00000475741","ENSP00000417744","P15309","ACPP",55
"574","ENSG00000014257","ENST00000495911","ENSP00000418366","","ACPP",55
"575","ENSG00000014257","ENST00000507647","ENSP00000422036","","ACPP",55
"576","ENSG00000014641","ENST00000233114","ENSP00000233114","P40925","MDH1",4190
"577","ENSG00000014641","ENST00000409476","ENSP00000386719","","MDH1",4190
"578","ENSG00000014641","ENST00000409908","ENSP00000386743","","MDH1",4190
"579","ENSG00000014641","ENST00000421012","ENSP00000400937","","MDH1",4190
"580","ENSG00000014641","ENST00000432309","ENSP00000410073","","MDH1",4190
"581","ENSG00000014641","ENST00000436321","ENSP00000394504","","MDH1",4190
"582","ENSG00000014641","ENST00000442225","ENSP00000399004","","MDH1",4190
"583","ENSG00000014641","ENST00000454035","ENSP00000409027","","MDH1",4190
"584","ENSG00000014641","ENST00000539945","ENSP00000438144","P40925","MDH1",4190
"585","ENSG00000014641","ENST00000544381","ENSP00000446395","P40925","MDH1",4190
"586","ENSG00000015413","ENST00000261615","ENSP00000261615","P16444","DPEP1",1800
"587","ENSG00000015413","ENST00000393092","ENSP00000376807","P16444","DPEP1",1800
"588","ENSG00000015413","ENST00000421184","ENSP00000397313","P16444","DPEP1",1800
"589","ENSG00000015413","ENST00000568281","ENSP00000455142","","DPEP1",1800
"590","ENSG00000015413","ENST00000570029","ENSP00000455916","","DPEP1",1800
"591","ENSG00000015520","ENST00000289547","ENSP00000289547","Q9UHC9","NPC1L1",29881
"592","ENSG00000015520","ENST00000381160","ENSP00000370552","","NPC1L1",29881
"593","ENSG00000015520","ENST00000423141","ENSP00000404670","Q9UHC9","NPC1L1",29881
"594","ENSG00000015520","ENST00000546276","ENSP00000438033","","NPC1L1",29881
"595","ENSG00000015532","ENST00000017003","ENSP00000017003","Q9H1B5","XYLT2",64132
"596","ENSG00000015532","ENST00000376550","ENSP00000365733","","XYLT2",64132
"597","ENSG00000015532","ENST00000507602","ENSP00000426501","","XYLT2",64132
"598","ENSG00000015532","ENST00000509778","ENSP00000425511","","XYLT2",64132
"599","ENSG00000015532","ENST00000511654","ENSP00000428350","","XYLT2",64132
"600","ENSG00000015532","ENST00000574840","ENSP00000460517","","XYLT2",64132
"601","ENSG00000016391","ENST00000315251","ENSP00000319851","Q8NE62","CHDH",55349
"602","ENSG00000016391","ENST00000467802","ENSP00000419863","","CHDH",55349
"603","ENSG00000016391","ENST00000481668","ENSP00000418273","","CHDH",55349
"604","ENSG00000016864","ENST00000266014","ENSP00000266014","Q68CQ7","GLT8D1",55830
"605","ENSG00000016864","ENST00000394783","ENSP00000378263","Q68CQ7","GLT8D1",55830
"606","ENSG00000016864","ENST00000464705","ENSP00000417858","","GLT8D1",55830
"607","ENSG00000016864","ENST00000478968","ENSP00000419612","Q68CQ7","GLT8D1",55830
"608","ENSG00000016864","ENST00000479553","ENSP00000417713","","GLT8D1",55830
"609","ENSG00000016864","ENST00000481643","ENSP00000418300","","GLT8D1",55830
"610","ENSG00000016864","ENST00000487642","ENSP00000420462","","GLT8D1",55830
"611","ENSG00000016864","ENST00000491606","ENSP00000418853","Q68CQ7","GLT8D1",55830
"612","ENSG00000016864","ENST00000497436","ENSP00000420286","","GLT8D1",55830
"613","ENSG00000016864","ENST00000497953","ENSP00000419094","","GLT8D1",55830
"614","ENSG00000017260","ENST00000328560","ENSP00000329664","P98194","ATP2C1",27032
"615","ENSG00000017260","ENST00000359644","ENSP00000352665","P98194","ATP2C1",27032
"616","ENSG00000017260","ENST00000422190","ENSP00000402677","P98194","ATP2C1",27032
"617","ENSG00000017260","ENST00000428331","ENSP00000395809","P98194","ATP2C1",27032
"618","ENSG00000017260","ENST00000504381","ENSP00000425320","P98194","ATP2C1",27032
"619","ENSG00000017260","ENST00000504571","ENSP00000422489","","ATP2C1",27032
"620","ENSG00000017260","ENST00000504612","ENSP00000425228","","ATP2C1",27032
"621","ENSG00000017260","ENST00000504948","ENSP00000423330","P98194","ATP2C1",27032
"622","ENSG00000017260","ENST00000505072","ENSP00000427625","","ATP2C1",27032
"623","ENSG00000017260","ENST00000505330","ENSP00000423774","","ATP2C1",27032
"624","ENSG00000017260","ENST00000507194","ENSP00000427087","","ATP2C1",27032
"625","ENSG00000017260","ENST00000507488","ENSP00000421326","P98194","ATP2C1",27032
"626","ENSG00000017260","ENST00000508297","ENSP00000421261","","ATP2C1",27032
"627","ENSG00000017260","ENST00000508532","ENSP00000424783","P98194","ATP2C1",27032
"628","ENSG00000017260","ENST00000508660","ENSP00000424930","","ATP2C1",27032
"629","ENSG00000017260","ENST00000509662","ENSP00000426849","","ATP2C1",27032
"630","ENSG00000017260","ENST00000510168","ENSP00000427461","P98194","ATP2C1",27032
"631","ENSG00000017260","ENST00000513801","ENSP00000422872","P98194","ATP2C1",27032
"632","ENSG00000017260","ENST00000515854","ENSP00000422890","","ATP2C1",27032
"633","ENSG00000017260","ENST00000533801","ENSP00000432956","P98194","ATP2C1",27032
"634","ENSG00000017483","ENST00000413668","ENSP00000403976","","SLC38A5",92745
"635","ENSG00000017483","ENST00000416711","ENSP00000389644","","SLC38A5",92745
"636","ENSG00000017483","ENST00000429543","ENSP00000416948","","SLC38A5",92745
"637","ENSG00000017483","ENST00000440085","ENSP00000402988","","SLC38A5",92745
"638","ENSG00000017483","ENST00000441948","ENSP00000407258","","SLC38A5",92745
"639","ENSG00000017483","ENST00000488083","ENSP00000483716","","SLC38A5",92745
"640","ENSG00000017483","ENST00000494034","ENSP00000482638","","SLC38A5",92745
"641","ENSG00000017483","ENST00000595796","ENSP00000471683","Q8WUX1","SLC38A5",92745
"642","ENSG00000017483","ENST00000619100","ENSP00000478807","Q8WUX1","SLC38A5",92745
"643","ENSG00000017483","ENST00000620913","ENSP00000481291","Q8WUX1","SLC38A5",92745
"644","ENSG00000017483","ENST00000622196","ENSP00000484236","","SLC38A5",92745
"645","ENSG00000017797","ENST00000019317","ENSP00000019317","Q15311","RALBP1",10928
"646","ENSG00000017797","ENST00000383432","ENSP00000372924","Q15311","RALBP1",10928
"647","ENSG00000017797","ENST00000458039","ENSP00000411556","","RALBP1",10928
"648","ENSG00000017797","ENST00000577221","ENSP00000462549","","RALBP1",10928
"649","ENSG00000017797","ENST00000585015","ENSP00000463693","","RALBP1",10928
"650","ENSG00000017797","ENST00000609094","ENSP00000492511","","RALBP1",10928
"651","ENSG00000018280","ENST00000233202","ENSP00000233202","P49279","SLC11A1",6556
"652","ENSG00000018280","ENST00000354352","ENSP00000346320","","SLC11A1",6556
"653","ENSG00000018280","ENST00000473367","ENSP00000484905","","SLC11A1",6556
"654","ENSG00000018280","ENST00000481524","ENSP00000483970","","SLC11A1",6556
"655","ENSG00000018280","ENST00000539932","ENSP00000443435","","SLC11A1",6556
"656","ENSG00000018510","ENST00000264167","ENSP00000264167","O00116","AGPS",8540
"657","ENSG00000018510","ENST00000409888","ENSP00000386688","","AGPS",8540
