"gene","gene_symbol","reaction","pathways"
"ENSG00000143554","SLC27A3","MAR00300","Transport reactions"
"ENSG00000145384","FABP2","MAR00300","Transport reactions"
"ENSG00000163586","FABP1","MAR00300","Transport reactions"
"ENSG00000164434","FABP7","MAR00300","Transport reactions"
"ENSG00000164687","FABP5","MAR00300","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00300","Transport reactions"
"ENSG00000170231","FABP6","MAR00300","Transport reactions"
"ENSG00000170323","FABP4","MAR00300","Transport reactions"
"ENSG00000197416","FABP12","MAR00300","Transport reactions"
"ENSG00000205186","FABP9","MAR00300","Transport reactions"
"ENSG00000165029","ABCA1","MAR00303","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00304","Transport reactions"
"ENSG00000121769","FABP3","MAR00304","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00304","Transport reactions"
"ENSG00000135218","CD36","MAR00304","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00304","Transport reactions"
"ENSG00000145384","FABP2","MAR00304","Transport reactions"
"ENSG00000163586","FABP1","MAR00304","Transport reactions"
"ENSG00000164434","FABP7","MAR00304","Transport reactions"
"ENSG00000164687","FABP5","MAR00304","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00304","Transport reactions"
"ENSG00000170231","FABP6","MAR00304","Transport reactions"
"ENSG00000170323","FABP4","MAR00304","Transport reactions"
"ENSG00000197416","FABP12","MAR00304","Transport reactions"
"ENSG00000205186","FABP9","MAR00304","Transport reactions"
"ENSG00000165029","ABCA1","MAR00307","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00308","Transport reactions"
"ENSG00000121769","FABP3","MAR00308","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00308","Transport reactions"
"ENSG00000135218","CD36","MAR00308","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00308","Transport reactions"
"ENSG00000145384","FABP2","MAR00308","Transport reactions"
"ENSG00000163586","FABP1","MAR00308","Transport reactions"
"ENSG00000164434","FABP7","MAR00308","Transport reactions"
"ENSG00000164687","FABP5","MAR00308","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00308","Transport reactions"
"ENSG00000170231","FABP6","MAR00308","Transport reactions"
"ENSG00000170323","FABP4","MAR00308","Transport reactions"
"ENSG00000197416","FABP12","MAR00308","Transport reactions"
"ENSG00000205186","FABP9","MAR00308","Transport reactions"
"ENSG00000165029","ABCA1","MAR00311","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00312","Transport reactions"
"ENSG00000121769","FABP3","MAR00312","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00312","Transport reactions"
"ENSG00000135218","CD36","MAR00312","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00312","Transport reactions"
"ENSG00000145384","FABP2","MAR00312","Transport reactions"
"ENSG00000163586","FABP1","MAR00312","Transport reactions"
"ENSG00000164434","FABP7","MAR00312","Transport reactions"
"ENSG00000164687","FABP5","MAR00312","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00312","Transport reactions"
"ENSG00000170231","FABP6","MAR00312","Transport reactions"
"ENSG00000170323","FABP4","MAR00312","Transport reactions"
"ENSG00000197416","FABP12","MAR00312","Transport reactions"
"ENSG00000205186","FABP9","MAR00312","Transport reactions"
"ENSG00000165029","ABCA1","MAR00317","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00318","Transport reactions"
"ENSG00000121769","FABP3","MAR00318","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00318","Transport reactions"
"ENSG00000135218","CD36","MAR00318","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00318","Transport reactions"
"ENSG00000145384","FABP2","MAR00318","Transport reactions"
"ENSG00000163586","FABP1","MAR00318","Transport reactions"
"ENSG00000164434","FABP7","MAR00318","Transport reactions"
"ENSG00000164687","FABP5","MAR00318","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00318","Transport reactions"
"ENSG00000170231","FABP6","MAR00318","Transport reactions"
"ENSG00000170323","FABP4","MAR00318","Transport reactions"
"ENSG00000197416","FABP12","MAR00318","Transport reactions"
"ENSG00000205186","FABP9","MAR00318","Transport reactions"
"ENSG00000165029","ABCA1","MAR00321","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00322","Transport reactions"
"ENSG00000121769","FABP3","MAR00322","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00322","Transport reactions"
"ENSG00000135218","CD36","MAR00322","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00322","Transport reactions"
"ENSG00000145384","FABP2","MAR00322","Transport reactions"
"ENSG00000163586","FABP1","MAR00322","Transport reactions"
"ENSG00000164434","FABP7","MAR00322","Transport reactions"
"ENSG00000164687","FABP5","MAR00322","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00322","Transport reactions"
"ENSG00000170231","FABP6","MAR00322","Transport reactions"
"ENSG00000170323","FABP4","MAR00322","Transport reactions"
"ENSG00000197416","FABP12","MAR00322","Transport reactions"
"ENSG00000205186","FABP9","MAR00322","Transport reactions"
"ENSG00000165029","ABCA1","MAR00325","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00326","Transport reactions"
"ENSG00000121769","FABP3","MAR00326","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00326","Transport reactions"
"ENSG00000135218","CD36","MAR00326","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00326","Transport reactions"
"ENSG00000145384","FABP2","MAR00326","Transport reactions"
"ENSG00000163586","FABP1","MAR00326","Transport reactions"
"ENSG00000164434","FABP7","MAR00326","Transport reactions"
"ENSG00000164687","FABP5","MAR00326","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00326","Transport reactions"
"ENSG00000170231","FABP6","MAR00326","Transport reactions"
"ENSG00000170323","FABP4","MAR00326","Transport reactions"
"ENSG00000197416","FABP12","MAR00326","Transport reactions"
"ENSG00000205186","FABP9","MAR00326","Transport reactions"
"ENSG00000165029","ABCA1","MAR00329","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00330","Transport reactions"
"ENSG00000121769","FABP3","MAR00330","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00330","Transport reactions"
"ENSG00000135218","CD36","MAR00330","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00330","Transport reactions"
"ENSG00000145384","FABP2","MAR00330","Transport reactions"
"ENSG00000163586","FABP1","MAR00330","Transport reactions"
"ENSG00000164434","FABP7","MAR00330","Transport reactions"
"ENSG00000164687","FABP5","MAR00330","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00330","Transport reactions"
"ENSG00000170231","FABP6","MAR00330","Transport reactions"
"ENSG00000170323","FABP4","MAR00330","Transport reactions"
"ENSG00000197416","FABP12","MAR00330","Transport reactions"
"ENSG00000205186","FABP9","MAR00330","Transport reactions"
"ENSG00000165029","ABCA1","MAR00335","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00336","Transport reactions"
"ENSG00000121769","FABP3","MAR00336","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00336","Transport reactions"
"ENSG00000135218","CD36","MAR00336","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00336","Transport reactions"
"ENSG00000145384","FABP2","MAR00336","Transport reactions"
"ENSG00000163586","FABP1","MAR00336","Transport reactions"
"ENSG00000164434","FABP7","MAR00336","Transport reactions"
"ENSG00000164687","FABP5","MAR00336","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00336","Transport reactions"
"ENSG00000170231","FABP6","MAR00336","Transport reactions"
"ENSG00000170323","FABP4","MAR00336","Transport reactions"
"ENSG00000197416","FABP12","MAR00336","Transport reactions"
"ENSG00000205186","FABP9","MAR00336","Transport reactions"
"ENSG00000165029","ABCA1","MAR00339","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00340","Transport reactions"
"ENSG00000121769","FABP3","MAR00340","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00340","Transport reactions"
"ENSG00000135218","CD36","MAR00340","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00340","Transport reactions"
"ENSG00000145384","FABP2","MAR00340","Transport reactions"
"ENSG00000163586","FABP1","MAR00340","Transport reactions"
"ENSG00000164434","FABP7","MAR00340","Transport reactions"
"ENSG00000164687","FABP5","MAR00340","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00340","Transport reactions"
"ENSG00000170231","FABP6","MAR00340","Transport reactions"
"ENSG00000170323","FABP4","MAR00340","Transport reactions"
"ENSG00000197416","FABP12","MAR00340","Transport reactions"
"ENSG00000205186","FABP9","MAR00340","Transport reactions"
"ENSG00000165029","ABCA1","MAR00343","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00344","Transport reactions"
"ENSG00000121769","FABP3","MAR00344","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00344","Transport reactions"
"ENSG00000135218","CD36","MAR00344","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00344","Transport reactions"
"ENSG00000145384","FABP2","MAR00344","Transport reactions"
"ENSG00000163586","FABP1","MAR00344","Transport reactions"
"ENSG00000164434","FABP7","MAR00344","Transport reactions"
"ENSG00000164687","FABP5","MAR00344","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00344","Transport reactions"
"ENSG00000170231","FABP6","MAR00344","Transport reactions"
"ENSG00000170323","FABP4","MAR00344","Transport reactions"
"ENSG00000197416","FABP12","MAR00344","Transport reactions"
"ENSG00000205186","FABP9","MAR00344","Transport reactions"
"ENSG00000165029","ABCA1","MAR00347","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00348","Transport reactions"
"ENSG00000121769","FABP3","MAR00348","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00348","Transport reactions"
"ENSG00000135218","CD36","MAR00348","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00348","Transport reactions"
"ENSG00000145384","FABP2","MAR00348","Transport reactions"
"ENSG00000163586","FABP1","MAR00348","Transport reactions"
"ENSG00000164434","FABP7","MAR00348","Transport reactions"
"ENSG00000164687","FABP5","MAR00348","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00348","Transport reactions"
"ENSG00000170231","FABP6","MAR00348","Transport reactions"
"ENSG00000170323","FABP4","MAR00348","Transport reactions"
"ENSG00000197416","FABP12","MAR00348","Transport reactions"
"ENSG00000205186","FABP9","MAR00348","Transport reactions"
"ENSG00000165029","ABCA1","MAR00351","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00352","Transport reactions"
"ENSG00000121769","FABP3","MAR00352","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00352","Transport reactions"
"ENSG00000135218","CD36","MAR00352","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00352","Transport reactions"
"ENSG00000145384","FABP2","MAR00352","Transport reactions"
"ENSG00000163586","FABP1","MAR00352","Transport reactions"
"ENSG00000164434","FABP7","MAR00352","Transport reactions"
"ENSG00000164687","FABP5","MAR00352","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00352","Transport reactions"
"ENSG00000170231","FABP6","MAR00352","Transport reactions"
"ENSG00000170323","FABP4","MAR00352","Transport reactions"
"ENSG00000197416","FABP12","MAR00352","Transport reactions"
"ENSG00000205186","FABP9","MAR00352","Transport reactions"
"ENSG00000165029","ABCA1","MAR00355","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00356","Transport reactions"
"ENSG00000121769","FABP3","MAR00356","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00356","Transport reactions"
"ENSG00000135218","CD36","MAR00356","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00356","Transport reactions"
"ENSG00000145384","FABP2","MAR00356","Transport reactions"
"ENSG00000163586","FABP1","MAR00356","Transport reactions"
"ENSG00000164434","FABP7","MAR00356","Transport reactions"
"ENSG00000164687","FABP5","MAR00356","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00356","Transport reactions"
"ENSG00000170231","FABP6","MAR00356","Transport reactions"
"ENSG00000170323","FABP4","MAR00356","Transport reactions"
"ENSG00000197416","FABP12","MAR00356","Transport reactions"
"ENSG00000205186","FABP9","MAR00356","Transport reactions"
"ENSG00000165029","ABCA1","MAR00359","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00360","Transport reactions"
"ENSG00000121769","FABP3","MAR00360","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00360","Transport reactions"
"ENSG00000135218","CD36","MAR00360","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00360","Transport reactions"
"ENSG00000145384","FABP2","MAR00360","Transport reactions"
"ENSG00000163586","FABP1","MAR00360","Transport reactions"
"ENSG00000164434","FABP7","MAR00360","Transport reactions"
"ENSG00000164687","FABP5","MAR00360","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00360","Transport reactions"
"ENSG00000170231","FABP6","MAR00360","Transport reactions"
"ENSG00000170323","FABP4","MAR00360","Transport reactions"
"ENSG00000197416","FABP12","MAR00360","Transport reactions"
"ENSG00000205186","FABP9","MAR00360","Transport reactions"
"ENSG00000165029","ABCA1","MAR00363","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00364","Transport reactions"
"ENSG00000121769","FABP3","MAR00364","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00364","Transport reactions"
"ENSG00000135218","CD36","MAR00364","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00364","Transport reactions"
"ENSG00000145384","FABP2","MAR00364","Transport reactions"
"ENSG00000163586","FABP1","MAR00364","Transport reactions"
"ENSG00000164434","FABP7","MAR00364","Transport reactions"
"ENSG00000164687","FABP5","MAR00364","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00364","Transport reactions"
"ENSG00000170231","FABP6","MAR00364","Transport reactions"
"ENSG00000170323","FABP4","MAR00364","Transport reactions"
"ENSG00000197416","FABP12","MAR00364","Transport reactions"
"ENSG00000205186","FABP9","MAR00364","Transport reactions"
"ENSG00000165029","ABCA1","MAR00367","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00368","Transport reactions"
"ENSG00000121769","FABP3","MAR00368","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00368","Transport reactions"
"ENSG00000135218","CD36","MAR00368","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00368","Transport reactions"
"ENSG00000145384","FABP2","MAR00368","Transport reactions"
"ENSG00000163586","FABP1","MAR00368","Transport reactions"
"ENSG00000164434","FABP7","MAR00368","Transport reactions"
"ENSG00000164687","FABP5","MAR00368","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00368","Transport reactions"
"ENSG00000170231","FABP6","MAR00368","Transport reactions"
"ENSG00000170323","FABP4","MAR00368","Transport reactions"
"ENSG00000197416","FABP12","MAR00368","Transport reactions"
"ENSG00000205186","FABP9","MAR00368","Transport reactions"
"ENSG00000165029","ABCA1","MAR00371","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00372","Transport reactions"
"ENSG00000121769","FABP3","MAR00372","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00372","Transport reactions"
"ENSG00000135218","CD36","MAR00372","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00372","Transport reactions"
"ENSG00000145384","FABP2","MAR00372","Transport reactions"
"ENSG00000163586","FABP1","MAR00372","Transport reactions"
"ENSG00000164434","FABP7","MAR00372","Transport reactions"
"ENSG00000164687","FABP5","MAR00372","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00372","Transport reactions"
"ENSG00000170231","FABP6","MAR00372","Transport reactions"
"ENSG00000170323","FABP4","MAR00372","Transport reactions"
"ENSG00000197416","FABP12","MAR00372","Transport reactions"
"ENSG00000205186","FABP9","MAR00372","Transport reactions"
"ENSG00000165029","ABCA1","MAR00375","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00376","Transport reactions"
"ENSG00000121769","FABP3","MAR00376","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00376","Transport reactions"
"ENSG00000135218","CD36","MAR00376","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00376","Transport reactions"
"ENSG00000145384","FABP2","MAR00376","Transport reactions"
"ENSG00000163586","FABP1","MAR00376","Transport reactions"
"ENSG00000164434","FABP7","MAR00376","Transport reactions"
"ENSG00000164687","FABP5","MAR00376","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00376","Transport reactions"
"ENSG00000170231","FABP6","MAR00376","Transport reactions"
"ENSG00000170323","FABP4","MAR00376","Transport reactions"
"ENSG00000197416","FABP12","MAR00376","Transport reactions"
"ENSG00000205186","FABP9","MAR00376","Transport reactions"
"ENSG00000165029","ABCA1","MAR00379","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00380","Transport reactions"
"ENSG00000121769","FABP3","MAR00380","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00380","Transport reactions"
"ENSG00000135218","CD36","MAR00380","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00380","Transport reactions"
"ENSG00000145384","FABP2","MAR00380","Transport reactions"
"ENSG00000163586","FABP1","MAR00380","Transport reactions"
"ENSG00000164434","FABP7","MAR00380","Transport reactions"
"ENSG00000164687","FABP5","MAR00380","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00380","Transport reactions"
"ENSG00000170231","FABP6","MAR00380","Transport reactions"
"ENSG00000170323","FABP4","MAR00380","Transport reactions"
"ENSG00000197416","FABP12","MAR00380","Transport reactions"
"ENSG00000205186","FABP9","MAR00380","Transport reactions"
"ENSG00000165029","ABCA1","MAR00383","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00384","Transport reactions"
"ENSG00000121769","FABP3","MAR00384","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00384","Transport reactions"
"ENSG00000135218","CD36","MAR00384","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00384","Transport reactions"
"ENSG00000145384","FABP2","MAR00384","Transport reactions"
"ENSG00000163586","FABP1","MAR00384","Transport reactions"
"ENSG00000164434","FABP7","MAR00384","Transport reactions"
"ENSG00000164687","FABP5","MAR00384","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00384","Transport reactions"
"ENSG00000170231","FABP6","MAR00384","Transport reactions"
"ENSG00000170323","FABP4","MAR00384","Transport reactions"
"ENSG00000197416","FABP12","MAR00384","Transport reactions"
"ENSG00000205186","FABP9","MAR00384","Transport reactions"
"ENSG00000165029","ABCA1","MAR00387","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00388","Transport reactions"
"ENSG00000121769","FABP3","MAR00388","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00388","Transport reactions"
"ENSG00000135218","CD36","MAR00388","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00388","Transport reactions"
"ENSG00000145384","FABP2","MAR00388","Transport reactions"
"ENSG00000163586","FABP1","MAR00388","Transport reactions"
"ENSG00000164434","FABP7","MAR00388","Transport reactions"
"ENSG00000164687","FABP5","MAR00388","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00388","Transport reactions"
"ENSG00000170231","FABP6","MAR00388","Transport reactions"
"ENSG00000170323","FABP4","MAR00388","Transport reactions"
"ENSG00000197416","FABP12","MAR00388","Transport reactions"
"ENSG00000205186","FABP9","MAR00388","Transport reactions"
"ENSG00000165029","ABCA1","MAR00391","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00392","Transport reactions"
"ENSG00000121769","FABP3","MAR00392","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00392","Transport reactions"
"ENSG00000135218","CD36","MAR00392","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00392","Transport reactions"
"ENSG00000145384","FABP2","MAR00392","Transport reactions"
"ENSG00000163586","FABP1","MAR00392","Transport reactions"
"ENSG00000164434","FABP7","MAR00392","Transport reactions"
"ENSG00000164687","FABP5","MAR00392","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00392","Transport reactions"
"ENSG00000170231","FABP6","MAR00392","Transport reactions"
"ENSG00000170323","FABP4","MAR00392","Transport reactions"
"ENSG00000197416","FABP12","MAR00392","Transport reactions"
"ENSG00000205186","FABP9","MAR00392","Transport reactions"
"ENSG00000165029","ABCA1","MAR00395","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00396","Transport reactions"
"ENSG00000121769","FABP3","MAR00396","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00396","Transport reactions"
"ENSG00000135218","CD36","MAR00396","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00396","Transport reactions"
"ENSG00000145384","FABP2","MAR00396","Transport reactions"
"ENSG00000163586","FABP1","MAR00396","Transport reactions"
"ENSG00000164434","FABP7","MAR00396","Transport reactions"
"ENSG00000164687","FABP5","MAR00396","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00396","Transport reactions"
"ENSG00000170231","FABP6","MAR00396","Transport reactions"
"ENSG00000170323","FABP4","MAR00396","Transport reactions"
"ENSG00000197416","FABP12","MAR00396","Transport reactions"
"ENSG00000205186","FABP9","MAR00396","Transport reactions"
"ENSG00000165029","ABCA1","MAR00399","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00400","Transport reactions"
"ENSG00000121769","FABP3","MAR00400","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00400","Transport reactions"
"ENSG00000135218","CD36","MAR00400","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00400","Transport reactions"
"ENSG00000145384","FABP2","MAR00400","Transport reactions"
"ENSG00000163586","FABP1","MAR00400","Transport reactions"
"ENSG00000164434","FABP7","MAR00400","Transport reactions"
"ENSG00000164687","FABP5","MAR00400","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00400","Transport reactions"
"ENSG00000170231","FABP6","MAR00400","Transport reactions"
"ENSG00000170323","FABP4","MAR00400","Transport reactions"
"ENSG00000197416","FABP12","MAR00400","Transport reactions"
"ENSG00000205186","FABP9","MAR00400","Transport reactions"
"ENSG00000165029","ABCA1","MAR00403","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00404","Transport reactions"
"ENSG00000121769","FABP3","MAR00404","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00404","Transport reactions"
"ENSG00000135218","CD36","MAR00404","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00404","Transport reactions"
"ENSG00000145384","FABP2","MAR00404","Transport reactions"
"ENSG00000163586","FABP1","MAR00404","Transport reactions"
"ENSG00000164434","FABP7","MAR00404","Transport reactions"
"ENSG00000164687","FABP5","MAR00404","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00404","Transport reactions"
"ENSG00000170231","FABP6","MAR00404","Transport reactions"
"ENSG00000170323","FABP4","MAR00404","Transport reactions"
"ENSG00000197416","FABP12","MAR00404","Transport reactions"
"ENSG00000205186","FABP9","MAR00404","Transport reactions"
"ENSG00000165029","ABCA1","MAR00407","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00408","Transport reactions"
"ENSG00000121769","FABP3","MAR00408","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00408","Transport reactions"
"ENSG00000135218","CD36","MAR00408","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00408","Transport reactions"
"ENSG00000145384","FABP2","MAR00408","Transport reactions"
"ENSG00000163586","FABP1","MAR00408","Transport reactions"
"ENSG00000164434","FABP7","MAR00408","Transport reactions"
"ENSG00000164687","FABP5","MAR00408","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00408","Transport reactions"
"ENSG00000170231","FABP6","MAR00408","Transport reactions"
"ENSG00000170323","FABP4","MAR00408","Transport reactions"
"ENSG00000197416","FABP12","MAR00408","Transport reactions"
"ENSG00000205186","FABP9","MAR00408","Transport reactions"
"ENSG00000165029","ABCA1","MAR00411","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00412","Transport reactions"
"ENSG00000121769","FABP3","MAR00412","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00412","Transport reactions"
"ENSG00000135218","CD36","MAR00412","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00412","Transport reactions"
"ENSG00000145384","FABP2","MAR00412","Transport reactions"
"ENSG00000163586","FABP1","MAR00412","Transport reactions"
"ENSG00000164434","FABP7","MAR00412","Transport reactions"
"ENSG00000164687","FABP5","MAR00412","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00412","Transport reactions"
"ENSG00000170231","FABP6","MAR00412","Transport reactions"
"ENSG00000170323","FABP4","MAR00412","Transport reactions"
"ENSG00000197416","FABP12","MAR00412","Transport reactions"
"ENSG00000205186","FABP9","MAR00412","Transport reactions"
"ENSG00000165029","ABCA1","MAR00415","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00416","Transport reactions"
"ENSG00000121769","FABP3","MAR00416","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00416","Transport reactions"
"ENSG00000135218","CD36","MAR00416","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00416","Transport reactions"
"ENSG00000145384","FABP2","MAR00416","Transport reactions"
"ENSG00000163586","FABP1","MAR00416","Transport reactions"
"ENSG00000164434","FABP7","MAR00416","Transport reactions"
"ENSG00000164687","FABP5","MAR00416","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00416","Transport reactions"
"ENSG00000170231","FABP6","MAR00416","Transport reactions"
"ENSG00000170323","FABP4","MAR00416","Transport reactions"
"ENSG00000197416","FABP12","MAR00416","Transport reactions"
"ENSG00000205186","FABP9","MAR00416","Transport reactions"
"ENSG00000165029","ABCA1","MAR00419","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00420","Transport reactions"
"ENSG00000121769","FABP3","MAR00420","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00420","Transport reactions"
"ENSG00000135218","CD36","MAR00420","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00420","Transport reactions"
"ENSG00000145384","FABP2","MAR00420","Transport reactions"
"ENSG00000163586","FABP1","MAR00420","Transport reactions"
"ENSG00000164434","FABP7","MAR00420","Transport reactions"
"ENSG00000164687","FABP5","MAR00420","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00420","Transport reactions"
"ENSG00000170231","FABP6","MAR00420","Transport reactions"
"ENSG00000170323","FABP4","MAR00420","Transport reactions"
"ENSG00000197416","FABP12","MAR00420","Transport reactions"
"ENSG00000205186","FABP9","MAR00420","Transport reactions"
"ENSG00000165029","ABCA1","MAR00423","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00424","Transport reactions"
"ENSG00000121769","FABP3","MAR00424","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00424","Transport reactions"
"ENSG00000135218","CD36","MAR00424","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00424","Transport reactions"
"ENSG00000145384","FABP2","MAR00424","Transport reactions"
"ENSG00000163586","FABP1","MAR00424","Transport reactions"
"ENSG00000164434","FABP7","MAR00424","Transport reactions"
"ENSG00000164687","FABP5","MAR00424","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00424","Transport reactions"
"ENSG00000170231","FABP6","MAR00424","Transport reactions"
"ENSG00000170323","FABP4","MAR00424","Transport reactions"
"ENSG00000197416","FABP12","MAR00424","Transport reactions"
"ENSG00000205186","FABP9","MAR00424","Transport reactions"
"ENSG00000165029","ABCA1","MAR00427","Transport reactions"
"ENSG00000113396","SLC27A6","MAR00428","Transport reactions"
"ENSG00000121769","FABP3","MAR00428","Transport reactions"
"ENSG00000130304","SLC27A1","MAR00428","Transport reactions"
"ENSG00000135218","CD36","MAR00428","Transport reactions"
"ENSG00000143554","SLC27A3","MAR00428","Transport reactions"
"ENSG00000145384","FABP2","MAR00428","Transport reactions"
"ENSG00000163586","FABP1","MAR00428","Transport reactions"
"ENSG00000164434","FABP7","MAR00428","Transport reactions"
"ENSG00000164687","FABP5","MAR00428","Transport reactions"
"ENSG00000167114","SLC27A4","MAR00428","Transport reactions"
"ENSG00000170231","FABP6","MAR00428","Transport reactions"
"ENSG00000170323","FABP4","MAR00428","Transport reactions"
