"gene","gene_symbol","reaction","pathways"
"ENSG00000110619","CARS","MAR05135","Aminoacyl-tRNA biosynthesis"
"ENSG00000172053","QARS","MAR05136","Aminoacyl-tRNA biosynthesis"
"ENSG00000136628","EPRS","MAR05137","Aminoacyl-tRNA biosynthesis"
"ENSG00000106105","GARS","MAR05138","Aminoacyl-tRNA biosynthesis"
"ENSG00000170445","HARS","MAR05139","Aminoacyl-tRNA biosynthesis"
"ENSG00000196305","IARS","MAR05140","Aminoacyl-tRNA biosynthesis"
"ENSG00000133706","LARS","MAR05141","Aminoacyl-tRNA biosynthesis"
"ENSG00000065427","KARS","MAR05142","Aminoacyl-tRNA biosynthesis"
"ENSG00000166986","MARS","MAR05143","Aminoacyl-tRNA biosynthesis"
"ENSG00000116120","FARSB","MAR05145","Aminoacyl-tRNA biosynthesis"
"ENSG00000179115","FARSA","MAR05145","Aminoacyl-tRNA biosynthesis"
"ENSG00000136628","EPRS","MAR05146","Aminoacyl-tRNA biosynthesis"
"ENSG00000031698","SARS","MAR05147","Aminoacyl-tRNA biosynthesis"
"ENSG00000113407","TARS","MAR05148","Aminoacyl-tRNA biosynthesis"
"ENSG00000140105","WARS","MAR05149","Aminoacyl-tRNA biosynthesis"
"ENSG00000204394","VARS","MAR05150","Aminoacyl-tRNA biosynthesis"
"ENSG00000008513","ST3GAL1","MAR07171","O-glycan metabolism"
"ENSG00000110080","ST3GAL4","MAR07171","O-glycan metabolism"
"ENSG00000157350","ST3GAL2","MAR07171","O-glycan metabolism"
"ENSG00000070526","ST6GALNAC1","MAR07172","O-glycan metabolism"
"ENSG00000198488","B3GNT6","MAR07174","O-glycan metabolism"
"ENSG00000140297","GCNT3","MAR07175","O-glycan metabolism"
"ENSG00000198488","B3GNT6","MAR07175","O-glycan metabolism"
"ENSG00000140297","GCNT3","MAR07180","O-glycan metabolism"
"ENSG00000176928","GCNT4","MAR07180","O-glycan metabolism"
"ENSG00000187210","GCNT1","MAR07180","O-glycan metabolism"
"ENSG00000158470","B4GALT5","MAR07181","O-glycan metabolism"
"ENSG00000070526","ST6GALNAC1","MAR07183","O-glycan metabolism"
"ENSG00000100626","GALNT16","MAR07436","O-glycan metabolism"
"ENSG00000106648","GALNTL5","MAR07436","O-glycan metabolism"
"ENSG00000109586","GALNT7","MAR07436","O-glycan metabolism"
"ENSG00000110328","GALNT18","MAR07436","O-glycan metabolism"
"ENSG00000115339","GALNT3","MAR07436","O-glycan metabolism"
"ENSG00000119514","GALNT12","MAR07436","O-glycan metabolism"
"ENSG00000130035","GALNT8","MAR07436","O-glycan metabolism"
"ENSG00000131386","GALNT15","MAR07436","O-glycan metabolism"
"ENSG00000136542","GALNT5","MAR07436","O-glycan metabolism"
"ENSG00000139629","GALNT6","MAR07436","O-glycan metabolism"
"ENSG00000141429","GALNT1","MAR07436","O-glycan metabolism"
"ENSG00000143641","GALNT2","MAR07436","O-glycan metabolism"
"ENSG00000144278","GALNT13","MAR07436","O-glycan metabolism"
"ENSG00000158089","GALNT14","MAR07436","O-glycan metabolism"
"ENSG00000164574","GALNT10","MAR07436","O-glycan metabolism"
"ENSG00000174473","GALNTL6","MAR07436","O-glycan metabolism"
"ENSG00000178234","GALNT11","MAR07436","O-glycan metabolism"
"ENSG00000182870","GALNT9","MAR07436","O-glycan metabolism"
"ENSG00000185274","GALNT17","MAR07436","O-glycan metabolism"
"ENSG00000257594","GALNT4","MAR07436","O-glycan metabolism"
"ENSG00000259075","POC1B-GALNT4","MAR07436","O-glycan metabolism"
"ENSG00000106392","C1GALT1","MAR07438","O-glycan metabolism"
"ENSG00000171155","C1GALT1C1","MAR07438","O-glycan metabolism"
"ENSG00000140297","GCNT3","MAR07440","O-glycan metabolism"
"ENSG00000176928","GCNT4","MAR07440","O-glycan metabolism"
"ENSG00000187210","GCNT1","MAR07440","O-glycan metabolism"
"ENSG00000118017","A4GNT","MAR08254","O-glycan metabolism"
"ENSG00000118017","A4GNT","MAR08255","O-glycan metabolism"
"ENSG00000187210","GCNT1","MAR08257","O-glycan metabolism"
"ENSG00000152904","GGPS1","MAR01532","N-glycan metabolism"
"ENSG00000160752","FDPS","MAR01532","N-glycan metabolism"
"ENSG00000117682","DHDDS","MAR07254","N-glycan metabolism"
"ENSG00000139133","ALG10","MAR07261","N-glycan metabolism"
"ENSG00000175283","DOLK","MAR07263","N-glycan metabolism"
"ENSG00000172269","DPAGT1","MAR07264","N-glycan metabolism"
"ENSG00000101901","ALG13","MAR07265","N-glycan metabolism"
"ENSG00000172339","ALG14","MAR07265","N-glycan metabolism"
"ENSG00000033011","ALG1","MAR07266","N-glycan metabolism"
"ENSG00000119523","ALG2","MAR07267","N-glycan metabolism"
"ENSG00000119523","ALG2","MAR07268","N-glycan metabolism"
"ENSG00000253710","ALG11","MAR07269","N-glycan metabolism"
"ENSG00000253710","ALG11","MAR07270","N-glycan metabolism"
"ENSG00000000419","DPM1","MAR07271","N-glycan metabolism"
"ENSG00000136908","DPM2","MAR07271","N-glycan metabolism"
"ENSG00000179085","DPM3","MAR07271","N-glycan metabolism"
"ENSG00000182858","ALG12","MAR07271","N-glycan metabolism"
"ENSG00000214160","ALG3","MAR07274","N-glycan metabolism"
"ENSG00000000419","DPM1","MAR07275","N-glycan metabolism"
"ENSG00000136908","DPM2","MAR07275","N-glycan metabolism"
"ENSG00000179085","DPM3","MAR07275","N-glycan metabolism"
"ENSG00000086848","ALG9","MAR07275","N-glycan metabolism"
"ENSG00000182858","ALG12","MAR07276","N-glycan metabolism"
"ENSG00000214160","ALG3","MAR07276","N-glycan metabolism"
"ENSG00000086848","ALG9","MAR07277","N-glycan metabolism"
"ENSG00000120697","ALG5","MAR07278","N-glycan metabolism"
"ENSG00000088035","ALG6","MAR07279","N-glycan metabolism"
"ENSG00000159063","ALG8","MAR07280","N-glycan metabolism"
"ENSG00000139133","ALG10","MAR07281","N-glycan metabolism"
"ENSG00000175548","ALG10B","MAR07281","N-glycan metabolism"
"ENSG00000159063","ALG8","MAR07281","N-glycan metabolism"
"ENSG00000118705","RPN2","MAR07285","N-glycan metabolism"
"ENSG00000129562","DAD1","MAR07285","N-glycan metabolism"
"ENSG00000134910","STT3A","MAR07285","N-glycan metabolism"
"ENSG00000163902","RPN1","MAR07285","N-glycan metabolism"
"ENSG00000244038","DDOST","MAR07285","N-glycan metabolism"
"ENSG00000104723","TUSC3","MAR07285","N-glycan metabolism"
"ENSG00000118705","RPN2","MAR07285","N-glycan metabolism"
"ENSG00000129562","DAD1","MAR07285","N-glycan metabolism"
"ENSG00000163527","STT3B","MAR07285","N-glycan metabolism"
"ENSG00000163902","RPN1","MAR07285","N-glycan metabolism"
"ENSG00000244038","DDOST","MAR07285","N-glycan metabolism"
"ENSG00000115275","MOGS","MAR07286","N-glycan metabolism"
"ENSG00000089597","GANAB","MAR07287","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07289","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07289","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07289","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07289","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07291","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07291","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07291","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07291","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07293","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07293","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07293","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07293","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07308","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07308","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07308","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07308","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07309","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07309","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07309","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07309","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07310","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07310","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07310","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07310","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07311","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07311","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07311","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07311","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07312","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07312","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07312","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07312","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07313","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07313","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07313","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07313","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07314","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07314","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07314","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07314","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07315","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07315","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07315","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07315","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07316","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07316","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07316","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07316","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07317","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07317","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07317","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07317","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07318","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07318","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07318","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07318","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07319","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07319","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07319","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07319","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07320","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07320","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07320","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07320","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07321","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07321","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07321","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07321","N-glycan metabolism"
"ENSG00000111885","MAN1A1","MAR07322","N-glycan metabolism"
"ENSG00000117643","MAN1C1","MAR07322","N-glycan metabolism"
"ENSG00000177239","MAN1B1","MAR07322","N-glycan metabolism"
"ENSG00000198162","MAN1A2","MAR07322","N-glycan metabolism"
"ENSG00000131446","MGAT1","MAR07323","N-glycan metabolism"
"ENSG00000112893","MAN2A1","MAR07324","N-glycan metabolism"
"ENSG00000196547","MAN2A2","MAR07324","N-glycan metabolism"
"ENSG00000168282","MGAT2","MAR07325","N-glycan metabolism"
"ENSG00000128268","MGAT3","MAR07326","N-glycan metabolism"
"ENSG00000071073","MGAT4A","MAR07327","N-glycan metabolism"
"ENSG00000161013","MGAT4B","MAR07327","N-glycan metabolism"
"ENSG00000182050","MGAT4C","MAR07327","N-glycan metabolism"
"ENSG00000152127","MGAT5","MAR07328","N-glycan metabolism"
"ENSG00000182050","MGAT4C","MAR07329","N-glycan metabolism"
"ENSG00000033170","FUT8","MAR07332","N-glycan metabolism"
"ENSG00000086062","B4GALT1","MAR07333","N-glycan metabolism"
"ENSG00000117411","B4GALT2","MAR07333","N-glycan metabolism"
"ENSG00000158470","B4GALT5","MAR07333","N-glycan metabolism"
"ENSG00000158850","B4GALT3","MAR07333","N-glycan metabolism"
"ENSG00000073849","ST6GAL1","MAR07334","N-glycan metabolism"
"ENSG00000144057","ST6GAL2","MAR07334","N-glycan metabolism"
"ENSG00000013288","MAN2B2","MAR07428","N-glycan metabolism"
"ENSG00000104774","MAN2B1","MAR07428","N-glycan metabolism"
"ENSG00000140400","MAN2C1","MAR07428","N-glycan metabolism"
"ENSG00000109323","MANBA","MAR07429","N-glycan metabolism"
"ENSG00000038002","AGA","MAR07574","N-glycan metabolism"
"ENSG00000167280","ENGASE","MAR07575","N-glycan metabolism"
"ENSG00000064601","CTSA","MAR07576","N-glycan metabolism"
"ENSG00000115488","NEU2","MAR07576","N-glycan metabolism"
"ENSG00000162139","NEU3","MAR07576","N-glycan metabolism"
"ENSG00000170266","GLB1","MAR07576","N-glycan metabolism"
"ENSG00000204099","NEU4","MAR07576","N-glycan metabolism"
"ENSG00000204386","NEU1","MAR07576","N-glycan metabolism"
"ENSG00000064601","CTSA","MAR07577","N-glycan metabolism"
"ENSG00000141012","GALNS","MAR07577","N-glycan metabolism"
"ENSG00000170266","GLB1","MAR07577","N-glycan metabolism"
"ENSG00000204386","NEU1","MAR07577","N-glycan metabolism"
"ENSG00000049860","HEXB","MAR07578","N-glycan metabolism"
"ENSG00000169660","HEXD","MAR07578","N-glycan metabolism"
"ENSG00000213614","HEXA","MAR07578","N-glycan metabolism"
"ENSG00000001036","FUCA2","MAR07580","N-glycan metabolism"
"ENSG00000179163","FUCA1","MAR07580","N-glycan metabolism"
"ENSG00000001036","FUCA2","MAR07582","N-glycan metabolism"
"ENSG00000179163","FUCA1","MAR07582","N-glycan metabolism"
"ENSG00000038002","AGA","MAR07585","N-glycan metabolism"
"ENSG00000167280","ENGASE","MAR07586","N-glycan metabolism"
"ENSG00000049860","HEXB","MAR07587","N-glycan metabolism"
"ENSG00000169660","HEXD","MAR07587","N-glycan metabolism"
"ENSG00000213614","HEXA","MAR07587","N-glycan metabolism"
"ENSG00000167130","DOLPP1","MAR08691","N-glycan metabolism"
"ENSG00000071073","MGAT4A","MAR08693","N-glycan metabolism"
"ENSG00000161013","MGAT4B","MAR08693","N-glycan metabolism"
"ENSG00000182050","MGAT4C","MAR08693","N-glycan metabolism"
"ENSG00000152127","MGAT5","MAR08694","N-glycan metabolism"
"ENSG00000163631","ALB","MAR05151","Protein assembly"
"ENSG00000196136","SERPINA3","MAR05152","Protein assembly"
"ENSG00000197249","SERPINA1","MAR05153","Protein assembly"
"ENSG00000084674","APOB","MAR05154","Protein assembly"
"ENSG00000130208","APOC1","MAR05157","Protein assembly"
"ENSG00000234906","APOC2","MAR05158","Protein assembly"
"ENSG00000110245","APOC3","MAR05159","Protein assembly"
"ENSG00000171560","FGA","MAR05160","Protein assembly"
"ENSG00000122194","PLG","MAR05162","Protein assembly"
"ENSG00000180210","F2","MAR05163","Protein assembly"
"ENSG00000072274","TFRC","MAR05164","Protein assembly"
"ENSG00000130203","APOE","MAR05165","Protein assembly"
"ENSG00000168487","BMP1","MAR05166","Protein assembly"
"ENSG00000141736","ERBB2","MAR07617","Protein modification"
"ENSG00000146648","EGFR","MAR07617","Protein modification"
"ENSG00000126934","MAP2K2","MAR07617","Protein modification"
"ENSG00000169032","MAP2K1","MAR07617","Protein modification"
"ENSG00000120899","PTK2B","MAR07617","Protein modification"
"ENSG00000146904","EPHA1","MAR07617","Protein modification"
"ENSG00000182866","LCK","MAR07617","Protein modification"
"ENSG00000037280","FLT4","MAR07617","Protein modification"
"ENSG00000128052","KDR","MAR07617","Protein modification"
"ENSG00000000938","FGR","MAR07617","Protein modification"
"ENSG00000007264","MATK","MAR07617","Protein modification"
"ENSG00000010219","DYRK4","MAR07617","Protein modification"
"ENSG00000010671","BTK","MAR07617","Protein modification"
"ENSG00000010810","FYN","MAR07617","Protein modification"
"ENSG00000013441","CLK1","MAR07617","Protein modification"
"ENSG00000027644","INSRR","MAR07617","Protein modification"
"ENSG00000030304","MUSK","MAR07617","Protein modification"
"ENSG00000034152","MAP2K3","MAR07617","Protein modification"
"ENSG00000044524","EPHA3","MAR07617","Protein modification"
"ENSG00000047936","ROS1","MAR07617","Protein modification"
"ENSG00000060140","STYK1","MAR07617","Protein modification"
"ENSG00000061938","TNK2","MAR07617","Protein modification"
"ENSG00000062524","LTK","MAR07617","Protein modification"
"ENSG00000065361","ERBB3","MAR07617","Protein modification"
"ENSG00000065559","MAP2K4","MAR07617","Protein modification"
"ENSG00000066056","TIE1","MAR07617","Protein modification"
"ENSG00000066468","FGFR2","MAR07617","Protein modification"
"ENSG00000068078","FGFR3","MAR07617","Protein modification"
"ENSG00000070759","TESK2","MAR07617","Protein modification"
"ENSG00000070886","EPHA8","MAR07617","Protein modification"
"ENSG00000074966","TXK","MAR07617","Protein modification"
"ENSG00000076984","MAP2K7","MAR07617","Protein modification"
"ENSG00000077782","FGFR1","MAR07617","Protein modification"
"ENSG00000080224","EPHA6","MAR07617","Protein modification"
"ENSG00000092445","TYRO3","MAR07617","Protein modification"
"ENSG00000096968","JAK2","MAR07617","Protein modification"
"ENSG00000097007","ABL1","MAR07617","Protein modification"
"ENSG00000101213","PTK6","MAR07617","Protein modification"
"ENSG00000101336","HCK","MAR07617","Protein modification"
"ENSG00000102010","BMX","MAR07617","Protein modification"
"ENSG00000102755","FLT1","MAR07617","Protein modification"
"ENSG00000103653","CSK","MAR07617","Protein modification"
"ENSG00000105204","DYRK1B","MAR07617","Protein modification"
"ENSG00000105397","TYK2","MAR07617","Protein modification"
"ENSG00000105639","JAK3","MAR07617","Protein modification"
"ENSG00000105976","MET","MAR07617","Protein modification"
"ENSG00000106123","EPHB6","MAR07617","Protein modification"
"ENSG00000107140","TESK1","MAR07617","Protein modification"
"ENSG00000108984","MAP2K6","MAR07617","Protein modification"
