"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"GDE1",37,1,1,0,2,0,0,38,4,0,2,0,9,2,0,1,0,1,312,3,0,2,3
"CCP110",0,1,0,0,0,0,0,5,5,0,0,0,1,2,1,0,0,0,19,0,0,0,1
"C16orf62",28,2,1,0,0,1,0,31,1,0,2,0,8,1,0,0,0,0,83,2,1,0,7
"KNOP1",12,0,6,0,0,0,0,16,3,0,1,0,1,1,2,0,0,2,165,1,0,2,13
"IQCK",1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,0,0,0,11
"GPRC5B",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"GP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"ACSM5",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM3",1,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,244,4,0,0,1
"THUMPD1",9,4,0,1,2,1,0,21,20,0,5,0,28,5,1,3,0,0,115,0,1,0,12
"ERI2",3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0
"AC004381.6",2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,14,0,0,0,1
"DCUN1D3",7,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,7,0,0,0,1
"LYRM1",16,2,2,0,3,0,0,26,18,0,3,2,10,2,2,4,1,3,113,4,0,8,3
"TMEM159",6,1,0,1,1,0,0,12,1,0,0,1,3,1,2,0,0,0,77,0,0,1,0
"ANKS4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0
"CRYM",1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0
"METTL9",49,12,17,2,12,3,3,106,55,5,8,3,92,35,10,2,2,0,369,21,1,9,24
"IGSF6",928,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,2
"OTOA",89,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"NPIPB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2
"UQCRC2",160,16,24,2,20,4,3,137,40,1,16,4,66,13,15,3,4,12,2312,20,5,14,24
"C16orf52",1,0,0,0,0,0,0,4,1,0,0,0,2,0,0,2,0,0,12,0,0,1,1
"SDR42E2",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
"EEF2K",3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,26,2,0,0,0
"POLR3E",8,1,0,0,4,3,0,10,4,0,2,0,10,3,1,0,0,1,74,0,0,1,3
"CDR2",8,3,0,0,0,0,0,4,0,0,0,0,6,1,0,2,0,0,30,0,0,0,4
"NPIPB5",3,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,8,0,0,0,1
"USP31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"SCNN1B",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,139,4,0,0,1
"COG7",1,1,0,0,1,0,0,7,1,0,0,0,3,0,1,0,0,0,115,1,0,0,2
"CTD-2270L9.4",9,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,85,0,1,0,0
"GGA2",50,2,6,1,1,0,0,22,4,1,0,1,13,4,0,0,0,0,47,5,0,2,5
"EARS2",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0
"UBFD1",8,3,1,0,1,0,0,9,2,0,1,0,1,0,1,0,0,0,37,9,0,0,0
"NDUFAB1",198,7,16,4,9,2,1,126,50,1,14,1,91,25,11,7,5,2,2648,25,6,11,47
"PALB2",4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,13,0,0,0,0
"DCTN5",12,2,0,0,1,1,0,9,6,0,2,0,6,2,0,0,0,0,79,2,1,3,3
"PLK1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0
"CTD-2196E14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ERN2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0
"CHP2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1190,0,0,0,0
"PRKCB",12,0,6,0,2,1,0,0,2,0,4,3,4,1,0,0,0,2,2,3,1,0,0
"RBBP6",36,5,5,1,7,0,0,47,10,0,6,0,18,4,1,0,0,3,233,15,3,6,10
"TNRC6A",7,0,0,0,0,1,0,16,3,0,0,0,3,2,0,2,0,0,99,4,0,0,4
"ARHGAP17",37,0,2,0,1,0,0,5,5,0,0,0,5,0,0,0,0,0,96,1,0,0,10
"LCMT1",40,9,6,1,6,0,2,21,12,3,8,3,34,7,0,4,0,1,358,8,5,5,9
"AQP8",6,0,0,0,0,0,0,1,7,0,0,0,2,0,1,0,0,0,5832,0,0,0,0
"ZKSCAN2",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KDM8",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1
"NSMCE1",74,2,7,2,7,1,0,139,72,2,29,1,56,9,5,1,3,10,440,6,5,7,21
"IL4R",16,1,0,1,1,0,0,18,4,2,8,0,12,0,0,1,0,0,129,0,0,2,6
"IL21R",2,1,1,0,1,0,0,1,1,0,0,0,3,3,0,1,0,0,0,0,0,0,0
"GTF3C1",9,2,3,0,3,0,0,14,2,0,0,0,3,0,1,1,0,1,61,0,1,1,1
"KIAA0556",1,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,28,0,0,0,0
"GSG1L",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XPO6",17,0,1,0,0,0,0,13,3,0,0,0,13,4,0,2,0,0,100,7,1,0,0
"CLN3",30,4,2,1,4,0,1,37,7,0,2,1,8,2,1,0,1,5,475,3,1,3,3
"APOBR",30,1,2,1,0,0,0,0,19,1,1,0,12,4,0,0,0,0,208,0,1,0,0
"NUPR1",480,0,0,0,0,0,4,617,1,0,1,0,2,0,49,0,0,0,2498,0,0,0,0
"SULT1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,333,0,0,0,0
"SULT1A1",36,0,8,0,0,0,0,32,1,0,0,0,1,0,0,0,0,0,568,1,1,0,0
"EIF3C",2,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,30,1,0,0,0
"ATXN2L",9,2,2,0,0,0,2,10,3,0,3,1,16,7,1,1,0,1,104,1,0,1,11
"TUFM",171,10,28,1,4,1,4,166,45,0,15,5,74,23,12,7,5,6,2110,29,3,9,32
"SH2B1",6,0,0,0,0,0,0,16,1,0,1,0,6,2,2,1,0,0,127,2,0,2,4
"RP11-22P6.2",1,0,0,0,0,1,0,2,1,0,0,0,3,1,0,0,0,0,12,0,0,1,2
"RABEP2",4,0,3,0,0,0,0,18,5,0,2,2,6,3,1,2,0,1,121,2,2,2,6
"CD19",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"NFATC2IP",18,0,7,2,1,0,1,17,11,0,1,1,14,7,2,0,0,4,174,2,2,4,5
"SPNS1",2,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0
"LAT",1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,0,0,1,0
"RP11-426C22.5",15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"NPIPB11",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-345J4.5",36,3,5,0,3,2,1,17,23,2,7,3,21,9,0,2,2,2,350,10,2,4,16
"SPN",17,2,1,0,2,2,0,0,22,0,1,0,30,10,0,1,2,1,3,2,1,6,0
"QPRT",139,0,3,0,0,0,2,57,0,0,0,0,1,0,3,0,0,1,336,11,0,1,0
"C16orf54",0,1,0,0,2,0,0,0,0,0,2,0,7,1,0,1,0,2,1,11,0,0,0
"AC009133.17",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"ZG16",0,2,0,0,1,0,0,2,18,0,2,0,0,1,1,0,0,3,22032,0,0,1,1
"KIF22",43,2,5,1,1,0,0,50,14,0,5,2,12,9,4,1,1,1,301,7,1,1,6
"AC009133.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
"MAZ",34,2,1,1,2,1,0,34,22,0,2,0,14,8,2,9,0,0,413,7,2,2,6
"AC009133.12",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,88,1,0,0,1
"PRRT2",0,0,0,0,0,0,1,11,0,1,0,0,0,0,4,0,0,1,1,0,0,0,0
"MVP",79,2,6,0,5,0,0,161,25,1,3,1,56,16,9,3,0,0,1482,8,7,8,28
"CDIPT",32,1,8,0,0,0,1,116,15,1,3,0,17,2,2,1,0,0,191,6,3,3,19
"SEZ6L2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"KCTD13",3,0,0,1,0,0,1,9,5,0,1,0,2,2,3,0,0,0,35,0,0,2,2
"TMEM219",256,6,45,1,11,2,3,267,37,6,9,4,86,30,8,11,4,4,1376,27,13,5,62
"TAOK2",6,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,61,0,0,0,7
"HIRIP3",20,1,5,0,1,0,0,12,6,0,5,1,9,3,2,2,0,1,86,1,0,0,5
"INO80E",21,0,3,0,1,0,1,20,4,0,2,0,10,3,1,0,1,1,181,1,1,0,6
"DOC2A",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"ALDOA",845,43,110,13,54,17,9,490,271,6,54,11,350,94,63,42,16,24,6899,73,31,53,119
"PPP4C",213,10,33,3,19,6,3,122,73,0,16,7,90,30,9,17,4,6,1188,10,11,23,38
"TBX6",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"YPEL3",12,4,4,2,6,2,2,36,12,2,0,1,22,2,4,1,2,3,140,6,1,6,11
"RP11-455F5.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,1,0,0,2
"GDPD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0
"MAPK3",9,2,3,0,0,0,1,36,3,0,0,0,2,2,0,0,0,0,411,1,1,0,18
"CORO1A",332,75,68,43,102,5,0,1,510,15,8,30,672,246,0,61,23,47,18,17,31,120,0
"RP11-455F5.5",2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,9,0,0,0
"BOLA2B",1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,28,1,0,0,0
"SLX1A",8,0,0,0,1,0,0,0,2,0,1,0,1,2,0,1,0,3,47,1,0,0,2
"SULT1A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"CD2BP2",51,4,7,1,6,0,0,67,30,0,11,4,27,18,3,3,0,5,233,13,1,4,13
"TBC1D10B",8,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,62,2,0,0,0
"MYLPF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ZNF48",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,3
"SEPT1",12,23,1,2,23,13,0,20,123,0,0,5,181,60,2,19,10,8,81,12,0,20,0
"ZNF771",2,0,0,0,0,0,0,10,1,0,1,0,2,1,2,0,0,0,32,3,0,0,2
"DCTPP1",59,3,6,1,4,0,0,52,29,2,5,3,20,7,5,1,8,3,1342,2,1,2,16
"SEPHS2",83,3,5,0,5,0,0,36,33,2,6,2,19,13,5,1,2,6,900,12,6,4,12
"ITGAL",6,2,1,1,2,0,0,0,10,0,1,0,19,9,0,0,0,0,3,1,0,9,0
"ZNF768",4,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,103,0,0,0,1
"ZNF747",1,0,2,0,1,0,0,10,5,0,0,0,6,0,0,1,0,0,30,0,0,2,0
"AC002310.12",1,0,0,0,0,0,0,3,2,0,1,0,2,2,0,0,0,0,30,0,1,0,0
"ZNF764",1,0,0,0,1,2,0,4,2,0,0,0,2,0,0,0,0,0,28,1,0,0,0
"ZNF688",12,1,2,4,1,0,0,30,9,0,6,0,12,3,2,0,0,2,219,12,0,2,8
"ZNF785",1,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,13,0,0,0,0
"ZNF689",0,3,1,0,0,0,0,7,0,0,0,0,15,2,0,0,0,0,40,0,0,0,0
"PRR14",15,0,1,0,2,1,0,30,13,0,1,0,13,5,1,3,2,0,111,8,2,4,7
"FBRS",8,0,1,0,2,0,0,8,4,0,2,1,3,6,0,2,0,0,73,5,0,1,4
"RP11-146F11.1",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0
"SRCAP",8,0,0,0,0,0,0,5,2,0,1,0,7,1,0,0,0,0,159,1,0,0,0
"PHKG2",15,0,5,0,0,0,2,11,7,0,4,2,7,4,0,1,0,3,145,5,3,1,2
"RNF40",12,0,1,0,1,1,0,8,0,0,2,0,3,1,3,0,0,0,132,2,1,0,1
"ZNF629",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0
"BCL7C",19,2,2,0,4,1,0,59,22,1,3,0,39,19,5,3,4,0,311,5,1,5,6
"FBXL19-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"FBXL19",2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"ORAI3",33,1,3,0,0,0,0,43,5,0,1,0,2,2,0,2,0,0,40,2,1,1,4
"SETD1A",3,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,27,0,0,0,1
"HSD3B7",9,0,0,0,1,0,0,10,0,0,1,0,0,0,1,0,0,0,115,0,0,0,5
"STX4",87,2,22,0,5,0,1,56,16,0,12,3,26,14,6,3,1,5,276,0,14,1,10
"ZNF668",9,0,0,1,0,0,0,11,4,0,0,0,1,4,0,1,0,0,33,0,2,0,0
"ZNF646",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,21,0,0,0,1
"VKORC1",159,4,27,0,9,2,6,348,34,2,9,1,54,16,12,2,3,1,311,19,6,1,32
"BCKDK",44,0,10,0,2,1,0,40,7,0,3,1,9,3,2,1,0,0,156,14,7,4,8
"KAT8",11,0,2,1,1,0,0,21,7,0,1,0,5,0,3,0,0,0,104,0,0,0,2
"PRSS8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,695,0,0,0,0
"PRSS36",3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0
"FUS",105,16,13,3,15,1,2,110,48,5,30,2,75,15,10,9,1,3,586,12,10,17,32
"PYCARD",557,3,86,3,14,0,0,134,43,2,23,1,37,28,3,1,2,5,1819,10,26,9,15
"ITGAX",13,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-452L6.1",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
"ARMC5",2,0,1,0,1,0,0,5,2,2,2,1,0,3,2,0,0,2,33,1,0,0,1
"TGFB1I1",0,0,0,0,0,0,5,142,0,0,0,0,0,0,27,0,0,0,28,0,0,0,13
"C16orf58",8,0,0,0,0,0,1,13,1,0,2,0,0,1,1,0,0,0,75,3,1,1,2
"ZNF720",7,2,3,0,2,0,0,25,4,0,1,0,1,1,1,0,0,3,63,0,0,0,2
"ZNF267",43,10,15,1,8,1,0,10,17,0,3,1,62,4,0,1,1,0,22,1,6,8,1
"SHCBP1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"VPS35",55,2,10,0,5,1,0,21,14,2,6,0,13,7,3,1,0,0,242,1,2,2,9
"ORC6",12,0,0,0,1,0,0,2,5,0,0,0,4,0,0,0,0,0,104,1,0,0,0
"C16orf87",16,1,1,1,0,0,0,12,2,1,0,1,5,4,0,0,0,0,47,0,1,1,3
"GPT2",3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,33,0,0,0,1
"DNAJA2",22,0,14,2,17,1,0,21,11,0,4,0,28,7,4,3,0,1,238,5,3,5,6
"NETO2",5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,39,5,0,0,0
"ITFG1",31,1,6,5,0,1,0,75,12,2,6,0,16,7,4,1,0,1,223,8,2,2,14
"PHKB",11,0,1,1,2,0,0,20,6,0,2,1,7,2,2,0,1,1,151,1,0,2,5
"LONP2",12,0,1,0,0,2,0,14,2,0,2,0,13,0,0,2,0,6,88,2,0,2,4
"SIAH1",8,0,1,0,0,0,1,20,6,0,0,0,4,1,0,0,4,0,99,1,0,0,3
"N4BP1",7,0,0,0,0,0,0,8,5,0,0,1,12,1,0,0,0,0,55,1,1,0,1
"RP11-491F9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ZNF423",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
"CNEP1R1",0,0,1,0,1,0,0,2,5,0,0,1,5,0,2,0,1,0,24,0,0,2,0
"HEATR3",5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,10,0,1,0,0
"PAPD5",6,1,1,0,0,0,0,4,2,0,0,0,3,3,1,0,0,0,38,4,0,0,1
"ADCY7",11,0,2,0,1,1,0,8,4,0,2,0,5,3,0,0,0,1,6,0,0,0,0
"BRD7",10,0,0,0,2,1,0,26,5,0,0,3,7,2,0,0,0,2,107,4,1,1,13
"SNX20",8,0,7,1,2,0,0,0,5,1,2,0,18,3,0,2,2,0,0,0,1,3,0
"NOD2",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-327F22.2",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYLD",28,7,4,1,5,1,0,20,13,0,8,3,24,7,0,4,0,0,47,11,1,4,3
"SALL1",0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"TOX3",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,63,0,0,0,0
"CASC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"RP11-297L17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"CHD9",40,2,16,0,4,1,1,62,6,2,4,1,9,3,5,1,0,0,162,5,0,2,7
"RBL2",4,1,5,0,3,0,0,15,10,2,0,0,32,6,2,3,4,2,69,3,4,5,1
"AKTIP",0,4,0,0,1,2,0,12,7,0,1,0,15,11,4,3,0,13,100,1,0,3,5
"RPGRIP1L",3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"FTO",1,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,32,1,0,0,2
"CRNDE",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MMP2",0,0,0,0,0,0,0,652,0,0,0,0,2,0,26,0,0,0,2,1,0,0,0
"LPCAT2",27,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,23,0,1,0,2
"CES1",4,0,0,0,1,0,1,25,1,0,1,0,0,0,31,0,0,0,1,0,0,0,0
"AMFR",11,0,0,0,0,0,0,8,3,0,0,0,2,1,0,0,0,0,58,0,0,0,3
"NUDT21",74,7,3,2,2,1,1,27,22,1,4,0,25,10,2,5,0,3,252,9,1,4,11
"OGFOD1",7,1,0,0,1,0,0,14,2,0,1,0,9,0,0,0,0,1,39,0,0,0,2
"BBS2",3,0,0,0,0,0,0,17,0,0,3,0,2,2,1,0,0,0,36,0,0,1,2
"MT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"MT2A",192,8,16,2,3,0,13,182,16,0,7,1,22,12,6,5,1,2,5520,15,17,5,18
"MT1E",13,1,0,0,0,1,3,20,2,0,0,0,1,1,2,0,0,2,4121,2,0,2,1
"MT1M",3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,1869,0,0,1,0
"MT1A",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
"MT1F",19,2,0,0,7,0,1,5,15,0,6,0,9,12,0,0,0,3,1218,7,0,0,0
"MT1G",23,0,0,0,0,0,0,2,4,0,0,0,2,1,0,1,0,0,7724,0,1,0,0
"MT1H",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0
"MT1X",82,1,5,1,4,1,2,15,9,0,0,0,12,9,1,3,0,1,1927,3,0,5,3
"NUP93",21,2,5,0,1,1,0,15,11,0,1,0,4,3,4,1,0,0,91,1,2,0,7
"HERPUD1",660,25,160,14,20,4,4,245,48,8,48,36,139,63,4,13,9,12,979,1169,39,15,86
"NLRC5",5,1,0,0,0,1,0,3,2,0,0,0,2,4,0,0,0,0,128,3,1,2,4
"CPNE2",11,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,79,0,0,0,14
"FAM192A",53,5,11,2,3,0,0,35,28,0,5,0,11,4,5,1,0,2,259,11,2,5,13
"RSPRY1",2,1,3,1,3,0,1,29,5,0,1,1,5,0,0,0,0,0,103,2,0,1,2
"ARL2BP",35,3,1,3,4,1,1,81,40,0,5,4,55,19,11,4,3,2,88,8,2,6,23
"PLLP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,29
"CX3CL1",0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"CIAPIN1",19,1,2,1,0,3,1,42,17,0,5,0,11,4,2,0,0,2,199,2,8,0,12
"COQ9",24,1,1,0,0,0,0,32,14,0,0,0,9,2,2,1,0,4,439,5,0,2,12
"POLR2C",33,5,1,2,8,0,0,64,16,0,2,0,49,10,2,0,1,0,259,6,2,9,12
"DOK4",0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,140,0,0,0,0
"CCDC102A",0,1,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1
"KATNB1",5,2,0,0,0,0,0,5,1,0,3,1,7,4,0,0,0,0,47,2,1,0,1
"KIFC3",8,0,1,1,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,1,0,9
"ZNF319",1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"USB1",12,2,3,2,2,1,0,18,17,0,0,1,12,5,1,3,1,0,98,1,4,0,3
"MMP15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,5
"CSNK2A2",11,0,1,0,0,0,0,15,0,0,0,0,2,1,0,0,0,0,44,1,1,0,0
"GINS3",3,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0
"SETD6",3,0,0,0,0,0,0,6,1,0,0,0,3,0,1,1,0,0,38,1,0,1,0
"CNOT1",29,1,5,1,2,0,0,9,3,0,1,1,13,5,1,0,2,0,211,8,3,3,7
"SLC38A7",11,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"GOT2",5,1,2,0,2,0,0,14,10,0,1,0,9,0,0,1,0,0,252,0,0,2,2
"CDH11",0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"LINC00920",2,0,2,0,0,0,0,0,2,0,0,0,3,1,0,3,0,0,11,0,1,0,0
"TK2",13,0,0,0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,16,1,0,0,1
"CKLF",130,27,24,15,43,5,1,33,216,4,16,2,249,81,1,22,9,32,500,22,7,22,13
"CMTM3",62,12,12,6,8,2,2,81,57,3,6,0,73,18,3,5,5,4,1,0,3,12,9
"CMTM4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0
"DYNC1LI2",17,0,3,1,2,0,1,37,3,0,4,0,8,0,6,3,0,3,338,1,0,1,23
"NAE1",19,2,0,0,4,0,7,46,33,0,4,2,24,13,0,5,1,4,237,3,0,6,7
"RP11-61A14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"CA7",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1035,0,0,0,0
"PDP2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1
"RRAD",9,1,1,0,0,0,2,3,3,1,0,1,1,0,2,0,0,0,13,9,0,0,0
"FAM96B",242,19,26,7,27,2,2,228,75,3,27,11,144,50,16,9,3,10,1452,43,29,20,69
"CES2",13,3,1,0,0,0,0,15,1,1,1,0,2,4,3,0,0,0,1975,0,2,0,1
"CES3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0
"CES4A",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"CBFB",9,2,0,0,6,0,1,15,8,0,3,1,8,4,0,3,1,0,45,1,0,1,2
"C16orf70",1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,31,0,0,2,0
"B3GNT9",0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRADD",39,4,4,0,1,2,0,40,12,3,3,1,65,7,1,7,1,2,169,27,4,7,11
"FBXL8",2,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,35,0,0,0,2
"HSF4",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1
"NOL3",3,0,0,0,0,0,0,11,0,0,2,0,0,0,2,0,0,0,74,2,0,0,1
"KIAA0895L",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"EXOC3L1",2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,4
"E2F4",10,0,2,0,1,1,0,24,25,1,4,0,21,9,0,4,0,0,191,2,0,2,5
"ELMO3",1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,170,0,0,0,0
"LRRC29",5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1
"TMEM208",154,2,14,5,11,2,1,95,19,1,7,0,20,9,0,1,3,6,747,64,7,4,18
"FHOD1",3,1,6,0,0,1,0,7,5,0,0,0,8,1,0,0,0,0,29,1,0,1,1
"PLEKHG4",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,20,0,0,0,0
"KCTD19",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
