"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"C7orf13",1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,0,7
"C7orf41",2,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1
"C7orf63",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"C8orf47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"C9orf156",8,1,2,2,0,0,1,14,0,0,1,2,1,2,40,12,0,3,1,3,119,0,1,0,1,10
"C9orf37",0,0,0,0,0,0,0,21,2,0,0,0,0,0,8,1,4,0,0,1,138,1,0,0,1,4
"C9orf41",1,0,0,0,0,0,0,12,11,0,0,0,1,0,10,0,3,1,1,1,88,0,2,0,2,1
"C9orf89",58,11,8,4,3,2,1,93,20,0,0,2,9,0,40,28,9,5,4,25,816,4,0,2,0,36
"C9orf96",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
"CASC7",1,1,1,1,1,0,1,8,2,0,0,0,0,0,8,5,2,0,0,1,64,0,0,0,1,1
"CASP16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"CBR3-AS1",3,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,109,0,0,0,0,3
"CBWD6",0,0,0,0,0,0,0,12,2,0,0,0,0,0,3,4,0,0,0,2,102,1,2,0,0,1
"CCDC101",2,3,4,4,0,0,0,31,17,1,1,1,3,0,45,25,7,4,1,7,319,2,1,3,3,6
"CCDC104",3,2,3,2,0,0,0,62,8,2,2,0,2,0,63,21,7,3,0,12,234,2,2,3,2,42
"CCDC108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
"CCDC132",2,2,1,0,0,0,0,9,0,0,0,0,0,0,2,3,1,0,0,0,59,0,0,0,0,2
"CCDC176",1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,0
"CCDC23",39,2,14,4,0,2,2,100,15,0,0,1,4,1,50,26,9,7,2,11,664,1,0,1,5,35
"CCDC41",3,0,0,1,0,0,0,3,2,1,1,0,1,0,1,2,0,0,1,4,60,0,0,0,0,0
"CCL3L1",91,0,3,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CD27-AS1",14,0,9,1,0,0,1,67,2,0,0,0,1,0,7,7,5,0,0,3,260,1,0,0,0,10
"CD97",22,12,21,7,1,2,0,39,26,2,0,2,5,2,119,73,2,7,11,22,558,2,2,4,6,3
"CHL1-AS2",0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"CIRH1A",3,1,2,1,0,0,0,12,3,0,0,0,2,0,14,8,2,0,0,7,164,0,1,1,4,6
"COX10-AS1",1,1,0,1,0,0,0,3,2,0,0,0,0,0,2,1,0,0,0,1,20,0,0,0,0,0
"COX6A1P2",38,4,9,9,1,1,1,59,11,0,0,1,4,0,48,19,12,1,2,11,3829,1,2,5,3,22
"CRAMP1L",1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,54,0,0,0,0,3
"CROCCP2",0,0,2,2,0,0,2,20,4,1,0,0,0,0,12,6,1,5,3,1,195,0,0,0,0,7
"CTA-211A9.5",1,0,0,0,0,0,0,3,3,0,0,0,0,0,12,6,0,0,0,0,56,0,0,1,0,0
"CTA-217C2.1",9,0,3,0,0,0,0,8,1,1,0,0,0,0,5,3,0,0,0,1,45,0,0,0,0,1
"CTA-250D10.23",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"CTA-357J21.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,16,0,0,0,0,0
"CTA-445C9.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,1
"CTB-131B5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"CTB-131B5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0
"CTB-175P5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0
"CTB-181H17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"CTB-31N19.3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,8,0,0,0,1,0
"CTB-89H12.4",4,3,1,1,0,0,0,17,0,0,0,0,0,0,11,6,0,1,1,2,147,0,0,0,0,9
"CTC-210G5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
"CTC-228N24.3",16,0,4,0,1,0,0,29,0,0,0,0,0,1,12,8,3,1,0,1,201,1,1,1,4,19
"CTC-241F20.3",5,2,1,0,0,0,1,0,0,0,0,0,1,0,8,4,0,0,0,0,6,0,1,0,1,11
"CTC-265F19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CTC-265F19.2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"CTC-276P9.1",0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2
"CTC-297N7.5",1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
"CTC-297N7.8",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0,0
"CTC-338M12.4",0,0,1,0,0,0,1,7,3,0,0,0,1,0,1,1,0,0,0,0,45,0,0,0,1,2
"CTC-360G5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"CTC-428G20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"CTC-429P9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"CTC-429P9.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"CTC-503J8.6",3,0,0,0,0,0,0,13,1,0,0,0,1,0,11,1,1,1,0,1,138,0,0,0,1,7
"CTC-559E9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"CTC-559E9.6",0,0,0,1,0,0,0,4,0,0,0,0,1,0,3,2,0,0,0,0,14,0,0,0,0,0
"CTD-2006C1.2",3,0,5,1,0,0,0,5,6,0,1,0,1,1,12,8,3,0,0,1,106,0,0,0,1,6
"CTD-2037K23.2",0,0,2,0,0,0,0,14,5,0,0,0,0,0,8,10,0,2,1,4,73,0,0,0,0,6
"CTD-2044J15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"CTD-2047H16.2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
"CTD-2083E4.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0
"CTD-2085J24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"CTD-2105E13.13",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"CTD-2132N18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"CTD-2162K18.5",0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,3,3
"CTD-2196E14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"CTD-2201E18.3",1,0,0,0,0,0,0,7,0,0,0,0,0,0,2,3,0,0,0,3,19,0,0,0,0,2
"CTD-2210P24.4",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1
"CTD-2228K2.5",2,0,2,2,0,0,1,12,5,0,1,0,0,0,9,6,2,0,0,8,4366,0,0,0,1,2
"CTD-2228K2.7",0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,412,0,0,0,0,0
"CTD-2267D19.2",3,0,5,1,0,0,0,21,0,0,0,0,0,0,2,1,2,0,0,0,238,0,0,0,0,28
"CTD-2270L9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"CTD-2284J15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"CTD-2293H3.1",0,1,0,0,1,0,0,3,1,0,0,0,0,0,6,5,1,0,0,3,10,0,0,0,1,1
"CTD-2313J17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"CTD-2319I12.1",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,8
"CTD-2319I12.4",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9
"CTD-2368P22.1",0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,2,1,1,2,3,16,0,0,0,0,2
"CTD-2369P2.2",7,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CTD-2521M24.9",0,1,1,0,0,0,0,7,2,0,0,0,0,0,12,3,1,1,0,1,0,0,0,1,2,3
"CTD-2537I9.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
"CTD-2574D22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"CTD-2611O12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"CTD-3018O17.3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,9,0,0,0,0,0
"CTD-3064H18.1",0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,26,0,0,0,0,1
"CTD-3092A11.2",0,1,0,0,1,0,1,8,1,0,0,1,0,0,2,2,1,0,2,0,24,0,0,0,0,0
"CTD-3093M3.1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,1
"CTD-3094K11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,1
"CTD-3118D7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"CTD-3195I5.1",0,0,2,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,41,0,0,0,0,1
"CTD-3195I5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"CTD-3203P2.2",1,0,0,0,0,0,0,2,0,0,0,0,9,0,1,1,1,0,0,0,5,0,0,0,0,2
"CTD-3222D19.5",2,1,0,0,1,0,0,2,1,0,0,0,0,1,1,2,0,2,0,1,13,0,1,0,1,0
"CXorf24",0,0,0,0,1,0,0,10,1,0,1,0,0,0,8,2,2,1,0,1,42,1,0,0,0,4
"CYorf17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"DAK",8,1,6,2,0,1,0,14,2,0,0,0,0,0,6,3,0,0,0,1,256,0,0,0,1,14
"DANCR",22,12,18,9,1,0,3,203,28,1,5,3,1,1,123,50,9,7,2,17,3008,1,17,1,17,42
"DARC",0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,848
"DGCR11",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,9,0,0,0,0,0
"DHRSX-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"DKFZP761J1410",0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,6,0,0,0,11,1,0,0,0,7
"DKFZP779L1853",0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1
"DTX2P1-UPK3BP1-PMS2P11",2,0,0,1,0,0,0,8,7,0,0,0,0,0,10,5,1,1,0,5,129,0,1,1,0,6
"DYNLL1-AS1",4,0,0,0,0,0,0,6,1,0,0,0,0,0,1,3,3,0,0,0,91,0,0,0,0,0
"EFCAB4A",2,1,0,0,0,0,0,1,4,0,0,0,0,0,4,1,0,0,0,5,717,0,0,0,0,51
"EFCAB4B",0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,0,0,0,2,77,0,0,0,0,0
"ELTD1",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
"EMR2",14,0,5,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERO1L",4,0,3,0,0,0,0,17,4,1,0,0,1,0,12,9,1,0,0,3,221,1,4,1,2,11
"ERO1LB",1,1,1,1,0,0,1,6,2,0,0,0,3,0,25,16,0,5,2,3,11,0,3,1,2,7
"ERVK13-1",0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,3,0,0,0,0,52,0,0,0,0,0
"FAIM3",6,6,5,0,1,0,0,1,9,2,0,0,0,5,51,21,0,3,1,11,25,0,4,0,17,0
"FAM105B",5,1,2,1,0,0,0,4,1,1,0,0,0,0,2,10,0,1,1,1,76,0,0,0,1,0
"FAM115A",1,1,0,1,0,0,0,37,0,0,0,0,0,0,2,2,4,0,0,2,216,0,0,0,0,7
"FAM115C",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,1,0
"FAM154B",0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,2
"FAM178A",4,3,0,1,0,1,0,39,7,0,0,0,0,0,12,7,7,3,1,0,89,1,0,0,1,7
"FAM203A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"FAM211A",0,2,0,0,0,0,0,4,1,0,0,1,0,0,3,0,0,0,0,0,302,0,0,0,0,3
"FAM211B",0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,103,0,0,0,0,1
"FAM226B",0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0
"FAM27A",8,1,1,1,0,0,0,15,5,0,1,0,1,0,9,15,1,2,1,3,86,1,3,0,1,3
"FAM85A",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,2
"FAM86A",5,0,0,1,0,0,0,18,3,1,0,0,0,0,6,6,1,1,2,3,137,0,2,0,0,4
"FLI1-AS1",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,13
"FLJ00104",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"FLJ27365",0,0,0,0,0,0,0,22,1,0,0,0,0,0,2,2,2,0,0,0,152,0,0,0,0,11
"FMR1-IT1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,1
"FOXP1-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,57,0,0,0,0,2
"FRG1B",7,1,2,0,1,0,2,39,4,0,0,0,8,2,19,14,2,3,0,6,225,0,2,1,1,17
"FZD10-AS1",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAREM",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0
"GAREML",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
"GAS5",58,37,55,21,5,12,4,597,89,7,10,3,25,10,574,246,18,76,9,92,7083,5,20,3,43,156
"GCN1L1",8,0,1,1,0,0,0,8,1,0,0,0,0,0,5,2,3,0,0,0,193,0,0,0,0,3
"GK-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"GLTPD1",1,0,0,3,1,0,0,19,6,0,0,0,0,0,13,4,3,0,1,1,479,1,1,0,2,15
"GNG5P2",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"GPR110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
"GPR114",2,0,3,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,9,0,0,0,0,0
"GPR115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"GPR116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44
"GPR124",0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
"GPR125",0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,186,0,0,0,0,0
"GPR126",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,24
"GPR128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"GPR133",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR56",1,0,0,6,0,0,0,0,14,0,0,0,0,0,0,2,0,0,1,7,383,0,0,0,0,15
"GPR98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"GS1-251I9.4",8,2,3,4,2,0,2,60,9,3,0,1,6,1,59,32,4,8,1,9,386,1,3,1,3,27
"GS1-358P8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,46,0,0,0,0,0
"GUSBP11",2,1,0,0,0,0,0,11,3,0,0,0,0,0,2,0,0,0,1,2,85,0,0,0,0,1
"H19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35
"HCP5",3,3,2,2,1,1,0,7,10,2,0,0,0,0,37,12,3,2,3,1,182,0,0,1,4,34
"HDGFRP2",6,0,1,0,0,0,0,16,3,1,0,0,0,0,9,4,0,0,0,6,219,0,1,0,0,14
"HDGFRP3",2,0,1,0,0,0,0,17,1,0,0,1,1,0,0,1,3,0,0,1,8,0,0,0,0,4
"HDHD1",2,0,6,0,0,0,0,10,0,0,0,1,0,0,3,7,1,2,0,1,188,1,0,0,1,5
"HEATR2",0,0,1,1,0,0,0,3,0,0,0,0,0,0,4,0,1,0,1,0,72,0,0,0,1,3
"HIAT1",4,2,1,0,0,1,1,39,13,0,0,0,7,1,38,24,3,5,3,4,79,1,1,1,6,14
"HIATL1",2,0,2,0,0,0,0,8,3,0,0,0,0,0,10,4,0,0,0,1,53,0,0,0,0,5
"HIATL2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,0,0,0,0,0
"HLA-F-AS1",1,0,0,0,0,0,0,11,0,0,0,0,0,0,4,6,0,1,0,1,7,0,0,0,0,2
"HNF1A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0
"HOXA-AS4",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,4
"HOXD-AS1",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,10
"IGHV1-8",3,0,1,0,0,0,1,10,0,0,0,0,0,1,5,2,0,1,0,1,4,0,0,0,1,3
"IGHV3-9",15,1,6,0,1,0,0,39,0,0,2,0,1,0,30,9,2,3,1,2,15,0,4,0,2,13
"IGJ",296,43,128,4,5,8,23,715,32,8,14,7,65,18,688,216,51,52,12,45,395,7,5466,2,59,324
"IL8",317,0,132,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,16,0,0,0,2,1
"ITFG3",6,2,3,0,0,0,1,34,0,1,0,0,1,0,5,3,1,0,1,0,590,1,0,0,0,8
"JHDM1D",3,1,4,0,1,0,0,4,0,0,0,0,0,0,5,3,5,0,0,3,187,0,0,0,0,1
"KB-1507C5.2",0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,34,0,0,0,0,2
"KB-1572G7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"KB-1958F4.1",1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"KB-431C1.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,1
"KIAA0020",7,2,0,2,0,0,1,24,7,1,1,1,1,0,20,23,2,2,1,4,310,0,0,2,0,12
"KIAA0195",4,0,1,0,0,0,0,9,1,0,0,0,0,0,4,1,0,0,0,0,150,1,0,0,0,6
"KIAA0226",5,2,1,0,1,0,0,5,3,0,0,0,1,0,7,3,0,0,0,0,37,0,1,0,2,1
"KIAA0247",7,0,6,0,0,0,0,4,3,1,0,0,1,0,9,2,1,0,0,3,250,0,0,0,4,7
"KIAA0754",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"KIAA0947",3,1,2,1,0,0,1,12,3,1,0,0,0,0,9,8,0,1,1,3,94,1,0,2,2,9
"KIAA1009",0,0,0,1,0,1,0,4,3,0,0,0,0,0,3,2,0,1,0,1,35,0,0,0,0,4
"KIAA1244",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,8
"KIAA1279",4,3,0,0,0,0,4,32,6,0,0,0,2,0,5,3,3,1,0,1,145,0,0,2,2,13
"KIAA1377",0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0,0,0,21,0,0,0,0,1
"KIAA1407",0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,35,0,0,0,0,3
"KIAA1430",3,2,1,2,2,0,2,23,2,0,2,0,0,0,21,11,6,2,2,3,75,1,2,0,0,6
"KIAA1432",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,22,0,0,1,0,3
"KIAA1598",2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,1
"KIAA1731",0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,2,0,0,0,1,39,0,0,0,0,2
"KIAA1737",4,0,0,1,0,0,1,5,2,0,0,0,0,0,4,1,0,0,0,0,150,0,0,0,0,3
"KIAA1875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"KIAA1984",0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,70,0,0,0,0,1
"KIAA2018",0,0,0,1,0,0,0,5,1,0,0,0,1,0,6,1,0,0,1,1,71,0,0,0,1,1
"LA16c-306A4.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0
"LA16c-313D11.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"LAMTOR5-AS1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"LEF1-AS1",0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"LEPRE1",0,1,2,0,1,0,1,45,0,0,0,0,1,0,11,6,2,1,1,0,15,0,1,2,0,6
"LEPREL1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0
"LEPREL4",2,0,1,0,0,0,1,50,0,0,0,0,0,0,2,4,1,0,0,0,157,0,0,4,0,7
"LILRA3",12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00035",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1269,0,1,0,0,1
"LINC00085",1,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,0,0,0,12,2,0,1,0,1
"LINC00238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"LINC00263",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,1
"LINC00338",2,1,3,0,1,0,0,8,2,0,1,1,0,0,15,2,0,1,2,1,36,0,1,0,2,8
"LINC00341",2,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"LINC00476",2,1,0,2,0,0,0,58,4,0,0,0,2,0,16,10,7,0,0,1,219,1,1,1,2,8
"LINC00483",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,1439,0,0,1,0,0
"LINC00568",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1
"LINC00641",0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,1,14,0,0,0,0,1
"LINC00663",0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,1,6,0,0,0,1,1
"LINC00669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"LINC00883",0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00892",0,7,0,0,1,1,0,0,3,2,3,1,0,0,97,22,0,5,2,6,0,0,1,0,1,0
"LINC00899",0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,1
"LINC00938",2,1,1,1,1,0,0,19,7,0,1,0,2,0,17,7,1,0,0,4,131,0,1,0,2,17
"LINC00955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"LINC00963",23,4,11,3,1,1,0,42,10,1,2,1,1,0,49,29,2,1,2,9,69,0,0,1,4,15
"LINC00984",6,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,16,0,0,1,0,4
"LINC01057",0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,0,0,0
"LINC01071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"LINS",3,1,0,1,0,0,2,12,4,0,0,0,0,0,30,9,0,1,0,10,117,2,0,1,3,2
"LOH12CR1",5,0,0,1,2,0,0,23,7,0,0,0,2,0,17,7,1,2,1,1,147,0,3,1,2,7
