"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"ZNF600",3,2,0,1,0,0,3,4,0,0,4,1,0,0,0,0,0,73,2,1,1
"ZNF28",2,1,1,0,0,0,2,3,1,0,0,0,0,1,1,0,0,55,0,0,0
"ZNF468",2,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,0,55,0,0,1
"ZNF320",1,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0,60,0,0,1
"ZNF816",0,0,0,0,0,0,2,3,0,0,1,2,1,1,1,1,0,48,0,0,0
"ZNF160",2,0,1,2,0,0,4,5,1,0,4,4,0,0,1,1,1,56,0,1,5
"ZNF415",0,0,1,0,0,1,4,0,0,0,0,0,2,0,0,0,0,10,0,0,0
"ZNF347",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ZNF665",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"ZNF677",1,0,2,0,0,0,10,0,1,0,3,0,0,0,1,1,0,36,0,0,6
"ZNF525",3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,24,0,0,0
"ZNF845",1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ZNF765",0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,23,0,1,0
"ZNF761",2,0,0,2,1,0,5,1,1,0,1,3,0,0,0,0,0,58,1,0,0
"ZNF813",0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,22,0,0,0
"ZNF331",146,26,64,3,12,1,15,26,6,9,71,119,1,3,7,18,5,30,12,10,2
"MYADM",38,14,35,4,1,4,45,5,8,1,59,33,13,1,5,4,1,273,12,5,13
"CACNG8",0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,9,0,0,0
"OSCAR",3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFA3",105,7,27,2,3,3,96,24,4,4,35,39,5,2,5,5,3,2003,35,10,20
"TFPT",60,2,19,1,1,2,18,5,2,0,8,6,3,0,0,1,1,124,6,1,10
"PRPF31",20,1,11,4,0,0,44,13,2,0,18,13,1,0,4,3,0,412,2,3,17
"CNOT3",6,0,4,0,0,0,13,1,0,0,5,5,1,0,0,0,0,105,3,0,1
"LENG1",23,8,11,3,0,0,31,7,5,5,16,15,4,0,1,0,2,189,10,2,10
"TMC4",0,0,2,0,0,0,3,3,0,0,5,0,0,0,0,0,0,633,0,0,1
"MBOAT7",9,0,8,0,1,1,5,3,6,0,7,5,1,0,0,1,0,305,0,1,12
"TSEN34",34,1,18,0,0,2,76,9,5,0,12,8,11,1,2,3,1,706,8,1,15
"RPS9",1017,136,855,61,24,16,2321,304,67,132,824,667,64,74,167,87,65,35475,264,71,293
"LILRB3",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
"LILRB2",19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILRB5",63,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILRA4",12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAIR1",56,2,18,0,0,0,0,7,1,1,22,14,0,2,2,2,0,0,0,2,2
"LENG8-AS1",0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,9,0,0,0
"LENG8",10,2,6,0,0,0,19,2,1,0,1,2,1,0,0,1,1,293,3,2,2
"LENG9",3,0,1,0,0,0,19,0,0,0,4,0,0,0,0,0,0,150,0,0,3
"CDC42EP5",0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,994,0,0,2
"LAIR2",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0
"LILRA2",3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LILRB1",12,0,7,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,2,0,1
"LILRB4",72,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLRP7",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
"NLRP2",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,9,0,0,0
"RDH13",1,1,0,0,0,0,4,4,1,0,0,2,0,0,0,0,0,178,1,0,6
"EPS8L1",0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,80,0,0,10
"PPP1R12C",5,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,133,1,0,4
"SYT5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,9,0,1,1
"PTPRH",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,286,0,0,0
"TMEM86B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0
"PPP6R1",1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21,0,0,1
"HSPBP1",4,0,5,0,0,0,24,5,1,0,3,8,2,1,1,0,0,402,1,1,6
"BRSK1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,0
"TMEM150B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0
"COX6B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"TMEM238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
"RPL28",1051,269,768,93,50,8,1727,452,74,120,1446,1118,47,84,271,81,92,29195,238,129,264
"UBE2S",29,7,18,0,1,3,22,4,1,0,32,25,0,0,1,0,3,504,11,2,10
"ISOC2",33,2,11,1,3,2,81,6,2,2,5,5,6,0,2,0,1,1318,9,2,14
"ZNF628",1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,37,1,0,1
"SSC5D",0,0,1,0,0,1,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ZNF579",0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,36,0,0,0
"FIZ1",1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,29,0,0,1
"ZNF524",10,2,10,0,0,0,24,4,0,0,7,8,1,0,1,1,2,373,1,1,5
"ZNF865",1,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,2,37,0,0,0
"ZNF784",2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,51,0,0,2
"ZNF580",7,3,9,2,0,1,34,1,1,1,7,3,7,0,1,1,1,171,3,0,7
"ZNF581",16,0,6,2,0,0,32,3,0,0,3,4,0,3,1,0,0,195,5,1,6
"CCDC106",13,1,7,0,0,1,7,0,0,0,0,0,2,0,0,0,1,40,0,0,5
"U2AF2",9,2,2,1,0,0,17,2,2,0,4,3,1,0,2,1,0,296,3,0,6
"EPN1",21,3,8,0,0,0,26,3,0,1,1,3,1,1,1,0,1,673,1,0,7
"ZNF787",0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,1,157,1,0,1
"ZNF444",5,3,4,0,2,0,20,1,0,1,5,2,2,0,0,0,1,162,4,0,6
"ZSCAN5A",0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,1,0,31,2,0,0
"ZNF582",1,0,1,0,2,0,7,0,2,0,0,0,1,0,0,0,0,1,0,0,2
"ZNF582-AS1",1,0,1,0,0,0,14,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"ZNF583",1,0,0,0,0,0,9,2,0,1,3,1,0,0,2,0,0,8,0,0,2
"ZNF667-AS1",1,0,0,0,0,0,52,1,5,0,0,0,6,0,0,2,0,1,0,0,12
"AC007228.11",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0
"ZNF470",0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,8,0,0,0
"ZNF71",1,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,21,0,1,1
"AC007228.9",1,0,1,0,0,0,3,0,0,0,4,2,0,0,0,0,0,62,0,1,1
"ZNF264",0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0
"ZNF805",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5,0,0,1
"CTC-444N24.8",0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0
"ZNF460",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0
"CTC-444N24.11",1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,46,1,0,6
"ZNF543",0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4,0,0,0
"ZNF547",0,1,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,1
"TRAPPC2P1",11,1,8,0,0,0,20,7,5,0,19,21,1,2,3,1,0,65,6,1,14
"ZNF548",0,1,1,0,0,0,5,0,1,0,2,3,1,0,0,0,0,6,1,0,1
"ZNF17",2,0,1,0,0,0,3,3,0,0,2,1,0,0,0,0,0,7,0,2,1
"ZNF749",0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,23,0,0,1
"ZNF419",0,1,0,0,0,0,3,1,0,0,3,4,0,0,1,0,0,9,0,0,1
"ZNF773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ZNF549",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,0,0,0
"ZNF550",0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,10,0,0,0
"ZNF416",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0
"ZNF530",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,1,0,2
"ZNF134",0,0,0,0,0,1,5,0,0,0,2,3,0,2,0,0,0,14,0,0,0
"ZNF211",0,1,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,14,0,1,0
"ZNF551",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21,0,0,0
"ZNF154",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0
"ZNF671",4,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ZNF776",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0
"ZNF586",0,0,0,0,0,0,3,1,0,0,1,6,0,0,1,0,0,18,0,0,1
"ZNF552",0,0,0,1,0,0,4,1,1,1,2,0,0,0,1,0,0,111,0,0,0
"ZNF587B",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0
"ZNF814",3,0,4,0,0,0,2,2,2,0,1,3,0,0,0,2,0,186,1,0,3
"ZNF587",1,0,0,1,0,0,3,2,0,0,2,1,0,0,0,1,0,88,1,0,1
"ZNF417",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0
"ZNF256",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"C19orf18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ZNF606",0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,14,1,1,3
"ZSCAN18",6,0,0,1,0,2,31,2,2,0,3,8,3,1,0,1,0,67,0,0,9
"ZNF329",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,1,0
"ZNF274",3,0,6,0,0,0,6,4,1,0,3,3,0,1,1,0,0,58,0,0,2
"ZNF544",1,0,3,0,0,0,3,0,1,0,5,3,0,0,0,1,0,84,0,2,0
"CTD-3138B18.5",2,0,0,0,0,0,12,1,0,1,9,2,0,0,0,0,1,43,0,0,2
"ERVK3-1",4,0,1,0,0,0,25,1,2,0,5,7,1,0,2,1,0,59,0,1,6
"ZSCAN22",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0
"A1BG-AS1",4,0,2,0,0,1,3,0,0,0,3,4,0,0,1,0,0,0,1,0,0
"ZNF837",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"RPS5",653,153,567,51,25,7,1740,354,97,129,868,808,49,99,208,72,61,29279,401,73,240
"ZNF584",0,0,1,0,0,0,10,0,0,0,2,0,0,0,0,0,0,11,0,0,0
"CTD-2619J13.14",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ZNF324B",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ZNF324",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,29,0,0,0
"ZNF446",0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,0,0,0
"SLC27A5",1,0,2,0,0,0,4,2,0,0,0,6,0,0,0,0,0,96,3,1,6
"ZBTB45",0,1,3,0,0,1,13,0,0,0,4,0,1,0,0,0,0,57,1,0,1
"TRIM28",13,0,5,0,0,1,17,1,1,1,4,5,1,0,1,2,0,564,2,0,3
"CHMP2A",80,8,55,2,5,3,188,26,7,1,43,55,10,3,3,3,3,2230,15,11,54
"UBE2M",6,1,2,0,0,0,8,1,0,0,2,3,2,0,0,0,0,235,1,2,1
"MZF1",2,1,1,2,0,0,7,1,0,0,5,5,0,1,2,0,2,110,1,0,0
"RPS4Y1",222,52,199,24,17,5,717,117,43,41,328,266,28,20,59,21,40,4885,46,36,104
"ZFY",1,0,0,1,0,0,5,0,2,0,1,2,0,0,0,1,0,17,1,0,0
"ZFY-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"LINC00278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"TTTY15",0,1,1,0,0,0,6,0,1,0,2,3,0,0,0,1,0,22,1,0,0
"USP9Y",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0
"DDX3Y",4,0,6,0,0,0,10,2,2,0,11,3,0,0,2,0,0,38,4,1,4
"UTY",0,2,0,0,0,2,5,3,0,0,4,5,0,0,1,1,0,27,0,0,1
"TMSB4Y",3,0,0,0,0,0,3,3,1,0,1,0,1,0,0,0,0,91,0,0,0
"TTTY14",1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,75,0,0,0
"KDM5D",1,1,3,0,0,0,6,0,0,0,2,1,1,0,1,0,0,59,1,0,2
"EIF1AY",19,5,14,2,0,2,21,13,9,7,19,15,1,2,5,0,0,286,8,6,9
"TPTEP1",0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,16,0,0,1
"CECR7",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"IL17RA",5,0,4,2,0,0,6,1,0,0,4,7,0,0,0,0,0,75,0,1,5
"CECR5",6,0,9,0,0,0,20,5,1,0,6,2,1,0,1,1,1,381,1,0,7
"CECR1",45,1,18,0,0,0,29,0,0,0,2,4,1,1,0,0,0,19,7,0,0
"ATP6V1E1",49,4,18,1,0,4,75,12,2,0,23,22,6,0,2,4,1,391,7,2,20
"BCL2L13",7,0,6,1,0,0,8,3,0,1,6,6,1,0,0,0,1,190,0,0,4
"BID",87,5,72,1,0,0,10,27,1,2,23,21,1,1,1,1,5,347,7,2,14
"LINC00528",1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MICAL3",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,2,0,1
"XXbac-B476C20.9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,0,0,0
"PEX26",6,0,2,0,0,0,14,0,1,0,3,2,0,0,1,0,0,353,3,0,2
"USP18",0,1,0,0,0,0,13,0,0,0,2,1,0,1,1,0,0,25,0,0,2
"DGCR6",13,0,3,0,0,0,38,1,0,0,1,4,0,0,1,1,0,13,2,0,6
"DGCR2",6,1,6,0,0,0,21,4,0,0,1,3,1,0,0,0,0,280,1,2,1
"DGCR14",3,1,2,0,0,0,11,3,0,0,2,3,1,0,0,0,0,47,0,1,1
"SLC25A1",6,0,3,0,0,0,27,3,0,4,5,2,1,0,0,0,0,638,2,1,2
"HIRA",1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,86,1,0,0
"C22orf39",13,2,6,1,0,0,35,2,5,0,16,6,0,0,1,3,0,372,2,1,8
"MRPL40",44,2,19,0,1,3,92,10,2,4,18,10,6,2,4,3,2,550,14,4,15
"UFD1L",35,9,29,0,6,4,73,15,4,1,25,32,6,1,5,2,0,642,15,3,17
"CDC45",0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,61,0,0,0
"CLDN5",1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,661
"GNB1L",4,1,2,0,0,0,3,1,1,0,2,2,1,0,0,0,0,52,2,0,1
"C22orf29",1,0,3,0,0,0,2,1,0,2,2,0,0,0,0,0,0,61,0,1,1
"TXNRD2",11,0,2,1,0,3,14,0,0,0,2,2,1,0,1,0,0,219,2,1,1
"COMT",114,2,53,3,1,21,151,9,9,2,18,20,9,0,5,1,0,1047,8,2,30
"ARVCF",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,1
"TANGO2",7,0,12,1,0,0,9,0,1,0,2,4,0,0,1,0,0,51,1,0,1
"AC006547.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"DGCR8",1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,108,0,0,0
"TRMT2A",7,1,3,2,0,0,13,5,0,0,7,5,0,0,1,0,0,111,3,0,8
"RANBP1",108,7,65,4,6,4,150,25,5,11,60,54,13,2,10,4,3,2507,15,6,31
"ZDHHC8",2,1,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,57,1,0,0
"RTN4R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"DGCR6L",34,6,11,5,2,1,76,13,2,3,24,19,3,1,5,1,4,505,11,2,10
"ZNF74",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0
"KLHL22",1,0,4,0,0,0,9,1,0,0,0,2,0,0,0,0,0,31,2,0,1
"MED15",6,2,4,0,0,0,16,1,0,0,8,8,0,0,0,1,0,188,0,0,2
"PI4KA",11,0,3,1,0,0,8,1,0,0,2,2,2,0,1,0,1,233,0,0,3
"SNAP29",43,1,12,1,0,0,29,10,1,1,5,2,2,0,2,2,0,264,2,0,7
"CRKL",5,0,3,0,0,0,7,1,0,0,2,1,0,0,0,0,0,115,0,2,1
"XXbac-B135H6.15",6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,0,0,0
"AIFM3",2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,394,0,0,0
"LZTR1",4,0,0,0,0,0,4,2,0,0,1,2,1,0,0,1,0,59,0,0,2
"XXbac-B135H6.18",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,1
"THAP7",8,3,11,0,0,3,39,11,0,0,13,16,3,3,2,0,0,199,17,1,4
"THAP7-AS1",1,0,0,0,0,0,7,0,0,0,2,1,1,1,2,0,0,39,1,1,2
"HIC2",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,43,0,0,1
"TMEM191C",1,1,1,1,0,0,2,2,0,0,1,2,0,0,0,0,0,37,0,0,0
"UBE2L3",100,7,46,5,6,2,87,19,9,4,53,48,6,2,6,2,5,1172,18,10,19
"YDJC",15,2,6,0,0,0,12,3,1,0,11,6,0,0,2,1,3,241,4,0,1
"SDF2L1",164,4,42,3,2,2,74,38,32,0,39,26,4,0,7,1,7,826,102,7,19
"PPIL2",8,0,5,1,0,0,10,3,2,0,2,1,0,1,1,0,0,133,2,1,1
"YPEL1",0,0,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,34,0,1,2
"MAPK1",11,2,2,0,2,0,12,8,1,0,4,12,1,0,1,1,1,162,3,0,4
"PPM1F",4,0,5,0,1,0,10,0,1,0,1,0,0,1,0,0,0,23,0,0,10
"TOP3B",2,0,0,0,0,1,2,1,0,0,2,3,3,0,1,0,0,70,1,0,1
"IGLV4-69",7,0,4,0,0,0,12,0,1,1,5,5,0,1,1,0,0,4,3,0,0
"IGLV8-61",4,0,2,0,1,0,1,0,0,0,2,1,0,0,0,0,0,7,0,0,1
"IGLV4-60",2,0,1,0,0,0,7,0,0,1,1,3,0,0,0,0,0,0,1,0,0
"IGLV6-57",9,2,1,0,0,1,7,0,0,0,4,2,0,0,1,1,0,8,31,0,2
"IGLV10-54",4,0,3,0,0,0,8,0,0,1,3,2,0,0,0,0,0,0,3,0,1
"LL22NC03-2H8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"IGLV1-51",9,2,4,0,0,0,11,2,0,0,4,1,1,0,0,1,0,2,22,0,6
"IGLV1-50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGLV1-47",11,0,2,0,0,1,8,0,2,1,4,2,0,0,0,0,0,9,5,0,0
"IGLV7-46",8,0,2,0,0,0,7,0,0,0,3,2,0,0,0,0,0,12,18,0,1
"IGLV1-44",3,1,1,0,0,0,3,0,1,0,6,2,0,0,1,1,0,12,2,0,1
"IGLV7-43",12,1,4,0,0,0,9,1,1,1,6,2,1,1,3,1,2,26,53,2,3
"IGLV1-40",22,0,15,0,0,1,35,1,1,1,16,9,1,0,2,1,2,42,9,0,4
"IGLV1-36",0,0,1,0,0,0,6,0,0,1,0,1,0,0,0,0,0,2,1,0,1
"IGLV3-27",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"IGLV3-25",6,1,7,1,0,1,8,1,1,2,5,2,0,0,0,0,0,20,3,0,1
"IGLV2-23",13,1,5,0,1,0,20,0,3,0,6,2,0,0,1,0,1,16,35,1,3
"IGLV3-21",19,4,13,0,1,1,23,0,0,4,6,10,3,1,1,0,1,21,16,1,5
"IGLV3-19",14,1,10,1,0,0,16,0,3,2,6,7,0,0,0,0,1,15,9,0,1
"IGLV2-18",4,0,2,1,0,0,6,0,1,0,3,1,0,0,2,1,0,4,11,2,1
"IGLV3-16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"IGLV2-14",11,2,4,1,0,0,21,1,2,0,9,8,0,0,1,1,0,40,9,2,8
"IGLV2-11",15,1,6,1,1,1,30,1,1,0,6,3,1,0,4,0,1,33,105,1,6
"IGLV3-10",7,0,3,1,0,0,1,1,0,0,1,1,0,0,1,1,1,3,7,0,1
"IGLV3-9",4,1,2,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,2,0,0
"IGLV2-8",9,0,5,0,0,1,14,0,4,1,5,0,1,0,2,0,0,17,8,0,3
"IGLV3-1",13,1,8,0,1,0,25,1,1,1,4,12,1,0,2,0,0,67,84,1,3
"IGLL5",31,2,16,1,1,0,39,6,3,9,25,13,3,5,1,1,0,79,2030,0,5
"IGLC2",87,6,24,4,1,8,109,3,5,19,37,16,5,0,7,6,0,136,879,4,17
"IGLC3",155,14,59,6,4,3,214,3,13,36,71,49,7,45,9,6,2,315,1156,11,51
"IGLC7",24,4,10,1,1,1,39,0,1,8,9,7,2,8,2,1,2,54,181,2,7
"BCR",2,0,2,1,0,0,6,1,0,0,3,4,0,0,1,0,0,143,2,0,2
"AP000344.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"IGLL1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37,0,0
"RGL4",1,17,0,1,4,0,0,28,0,0,53,55,0,0,8,5,4,2,0,9,0
"VPREB3",0,0,0,0,0,0,0,0,0,17,0,0,0,37,0,0,0,3,0,0,0
"CHCHD10",209,10,60,4,2,1,144,38,3,13,49,45,9,7,4,1,5,7687,32,4,10
"MMP11",1,0,0,0,0,0,42,0,0,0,0,1,1,0,0,0,0,6,0,0,0
"SMARCB1",19,4,12,2,0,1,54,15,1,16,10,10,4,3,3,0,1,525,34,0,10
"DERL3",11,2,5,1,0,1,15,2,0,6,5,2,1,2,0,0,0,79,224,0,2
"SLC2A11",4,1,5,0,0,0,4,3,0,2,1,0,0,0,1,0,0,46,0,0,0
"MIF",135,21,60,13,2,5,238,68,18,8,105,113,23,3,17,11,11,5286,58,9,39
"DDTL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"DDT",118,11,40,5,0,1,96,20,7,5,38,26,4,3,7,1,1,3828,14,8,14
"CABIN1",4,2,1,1,0,1,11,2,0,1,3,13,0,2,1,0,0,95,0,0,0
"GGT5",0,0,0,0,0,0,264,0,0,0,0,2,0,0,1,0,0,1,0,0,5
"SPECC1L",2,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,85,0,0,1
"ADORA2A-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"UPB1",2,0,2,0,0,0,1,1,0,0,2,0,1,0,1,0,0,29,0,0,2
"GUCD1",6,1,2,1,0,1,11,1,0,0,0,7,0,0,2,0,2,322,0,1,4
"SNRPD3",52,10,39,2,0,1,102,12,3,3,38,30,2,5,5,3,3,1061,6,7,22
"GGT1",2,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,150,2,0,0
"SGSM1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0
"KIAA1671",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,85,0,0,4
"CRYBB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"CRYBB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"LRP5L",2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,38,0,0,0
"ADRBK2",6,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
"ASPHD2",6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"HPS4",0,0,1,0,1,0,24,2,0,1,2,1,1,0,2,0,0,114,3,0,2
"SRRD",0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,38,0,1,1
"TFIP11",5,0,0,0,1,0,10,4,1,0,3,3,0,0,0,0,2,72,1,0,1
"CTA-445C9.14",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"TPST2",18,2,11,2,0,0,14,11,7,0,12,24,2,0,2,2,3,39,9,1,9
"CRYBB1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRYBA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MIAT",0,2,0,1,0,0,1,1,0,0,5,8,0,0,0,0,1,1,3,0,0
"PITPNB",3,4,4,0,1,2,18,5,0,1,5,4,0,0,0,3,1,85,3,2,9
"TTC28",1,0,1,0,0,0,36,2,0,0,1,2,0,1,0,0,0,44,3,0,6
"CHEK2",8,0,8,0,1,0,12,2,0,0,0,4,0,0,0,0,0,110,1,1,0
"HSCB",3,0,4,0,0,1,24,3,0,1,1,4,1,0,0,0,1,175,3,1,20
"CCDC117",4,0,2,0,0,0,10,2,0,0,1,1,0,0,2,0,0,48,2,0,0
"XBP1",70,10,47,4,3,3,93,17,39,2,65,32,11,2,9,14,2,866,224,5,31
"CTA-292E10.6",0,0,2,0,0,0,5,1,0,0,6,1,0,0,1,0,0,30,4,0,0
