"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"ZNRF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,1
"ZNRF3-AS1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"KREMEN1",1,0,1,0,0,1,43,0,1,0,2,0,0,0,0,0,0,151,0,0,1
"EMID1",0,0,0,0,0,0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RHBDD3",6,0,2,1,0,1,9,3,0,0,1,4,0,0,2,0,1,111,1,2,3
"EWSR1",26,9,21,5,0,1,62,16,9,5,32,41,6,3,4,6,1,885,17,14,13
"GAS2L1",2,0,4,0,0,1,13,0,0,0,0,0,0,0,0,0,0,84,0,0,10
"AP1B1",55,0,13,0,0,0,8,0,2,0,2,3,1,1,1,1,0,188,2,0,3
"THOC5",1,0,2,0,1,0,13,5,1,0,1,4,1,0,1,1,0,88,2,0,2
"NIPSNAP1",0,0,0,0,1,0,7,1,0,0,7,4,0,0,0,1,0,192,1,0,4
"NF2",4,0,3,0,0,0,4,7,0,0,2,1,1,0,1,0,0,86,1,0,0
"ZMAT5",15,1,11,2,0,0,34,4,0,0,10,5,3,1,1,2,0,194,3,3,5
"UQCR10",307,20,94,5,5,8,255,46,19,4,74,90,17,5,12,4,1,7085,31,14,25
"ASCC2",10,2,10,2,0,0,20,12,3,1,15,9,1,0,3,4,1,309,6,2,5
"MTMR3",2,0,1,0,1,0,8,2,0,0,1,4,0,0,0,0,0,69,0,1,1
"LIF",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,0
"RP1-102K2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0
"OSM",9,0,13,0,0,0,0,0,0,0,9,0,0,0,1,0,2,0,0,3,0
"GATSL3",1,2,3,0,1,0,10,1,0,0,4,4,0,0,0,0,0,10,1,0,4
"TBC1D10A",4,2,2,0,0,2,7,6,0,0,8,9,0,5,2,0,0,116,0,0,2
"SF3A1",4,0,8,0,0,1,14,3,2,0,15,10,1,0,3,1,0,219,1,0,5
"CCDC157",0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,15,0,0,1
"MTFP1",6,2,1,0,0,0,3,3,1,0,12,10,1,0,2,1,1,269,4,3,3
"SEC14L4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"GAL3ST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
"PES1",9,1,2,0,0,0,22,4,0,0,2,0,0,0,1,0,0,279,5,1,5
"TCN2",37,0,6,0,0,0,13,1,0,0,1,1,1,0,0,0,0,135,4,0,6
"SLC35E4",0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,56,0,0,0
"DUSP18",1,1,2,0,0,0,4,0,0,0,2,1,2,0,1,0,0,86,0,0,1
"OSBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"MORC2-AS1",2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,17,0,0,1
"MORC2",0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,39,0,0,2
"TUG1",4,3,2,0,0,0,14,0,1,0,0,2,0,0,0,0,0,189,2,0,3
"SMTN",1,0,0,0,0,1,35,0,0,0,1,1,17,0,0,0,0,220,0,0,0
"SELM",62,5,10,2,2,15,656,31,2,5,32,17,58,1,4,1,4,216,59,1,20
"INPP5J",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,0
"RNF185",4,0,1,0,0,0,6,2,0,2,1,2,0,0,0,0,0,74,0,0,1
"LIMK2",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,267,0,0,5
"PIK3IP1",12,3,3,2,2,5,50,21,0,1,11,21,8,2,6,0,1,62,0,1,2
"PATZ1",1,0,1,1,0,0,5,1,0,1,0,3,1,0,0,0,0,64,2,0,1
"DRG1",17,2,12,2,0,1,46,3,4,1,8,5,1,0,2,2,1,386,3,1,7
"EIF4ENIF1",2,1,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,47,0,0,0
"SFI1",2,0,1,0,0,0,1,1,0,0,2,1,0,0,0,2,1,101,0,1,3
"PISD",5,0,0,0,0,0,4,2,0,1,4,12,0,0,1,1,1,84,1,0,1
"PRR14L",3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,80,0,0,4
"DEPDC5",0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,50,0,2,0
"YWHAH",266,7,119,1,0,5,96,22,8,5,35,25,6,1,9,9,4,1036,4,9,38
"SLC5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
"RTCB",36,4,23,1,0,2,38,7,1,1,7,8,4,3,1,2,1,579,14,1,7
"FBXO7",23,7,6,2,0,3,47,12,0,3,17,15,5,2,1,2,1,236,1,3,17
"SYN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"TIMP3",2,0,1,0,0,26,173,0,18,0,0,1,8,0,0,0,0,14,0,0,25
"LARGE",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,38,1,0,0
"ISX",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204,0,0,0
"HMGXB4",10,1,4,2,0,1,32,8,0,1,7,4,3,0,1,1,1,120,5,0,6
"TOM1",7,0,3,0,0,1,21,4,0,0,2,3,2,0,0,0,0,148,1,0,6
"HMOX1",63,0,10,0,0,0,3,2,0,0,0,1,0,0,0,0,0,98,0,0,0
"MCM5",18,1,6,1,1,0,10,19,0,3,6,8,0,0,1,1,1,295,2,4,2
"RASD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"MB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0
"APOL6",2,1,6,2,0,0,16,4,0,0,6,7,0,0,0,1,1,94,0,0,4
"RBFOX2",0,0,0,0,0,0,17,0,1,0,0,1,1,0,0,0,0,156,1,0,5
"APOL3",6,1,7,4,1,0,25,1,0,0,6,14,0,0,1,0,1,0,0,0,15
"APOL4",1,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"APOL2",2,0,0,0,0,0,11,1,0,1,1,9,0,0,1,1,1,20,0,0,2
"APOL1",4,0,0,0,0,0,36,2,1,0,1,2,1,0,0,0,1,15,1,0,5
"MYH9",22,4,11,2,2,0,65,14,1,0,24,20,5,2,4,2,6,662,0,0,23
"RP4-633O19--A.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RP5-1119A7.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"TXN2",57,5,31,1,1,0,102,11,5,2,22,17,3,2,1,8,0,1168,7,1,25
"FOXRED2",5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,1
"EIF3D",74,8,56,3,1,1,146,31,22,12,52,55,5,3,15,5,2,1396,17,9,37
"IFT27",22,3,11,3,2,0,37,11,4,0,9,10,2,0,3,2,0,369,11,2,13
"NCF4",189,2,78,0,1,0,1,8,3,4,22,6,0,1,2,0,0,8,10,9,1
"CSF2RB",5,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,0,3
"TST",4,0,7,0,0,0,12,3,0,0,2,1,1,0,0,0,0,2115,1,1,1
"MPST",13,0,13,2,0,2,90,11,3,1,11,8,2,1,2,8,1,4478,14,2,7
"KCTD17",6,0,2,0,2,0,8,4,0,0,1,1,1,0,0,0,0,40,0,0,3
"IL2RB",0,2,0,2,1,0,0,48,0,0,11,25,0,0,3,14,5,4,0,11,0
"C1QTNF6",1,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,21,2,0,1
"RAC2",35,28,25,16,7,0,1,113,13,13,130,145,0,16,25,23,13,22,25,17,0
"CYTH4",16,4,6,1,0,0,1,8,0,3,6,2,0,0,1,0,1,3,3,1,0
"MFNG",13,6,8,3,0,0,0,11,2,1,24,16,0,1,1,5,3,12,4,1,16
"CARD10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,4
"CDC42EP1",0,0,2,0,0,4,53,0,0,0,0,0,3,0,0,0,0,291,0,0,16
"LGALS2",11,0,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,592,0,0,0
"GGA1",14,7,12,2,1,0,28,6,0,0,23,32,2,0,4,1,1,296,6,3,5
"SH3BP1",14,4,15,2,1,0,5,23,1,0,12,27,0,0,6,4,1,276,1,4,0
"LGALS1",1934,35,508,8,0,72,3527,46,46,12,116,123,230,0,11,16,9,103,112,13,106
"NOL12",24,0,10,0,3,0,20,5,2,1,4,12,0,1,3,1,2,421,4,0,6
"TRIOBP",9,0,1,0,0,0,17,0,0,0,0,0,1,0,0,0,0,288,1,0,14
"H1F0",22,0,7,0,0,3,63,1,3,0,4,1,5,0,0,0,0,1049,1,0,8
"GCAT",6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,232,1,0,2
"ANKRD54",3,3,3,0,0,1,8,0,0,0,7,2,1,0,2,0,1,135,3,0,4
"EIF3L",77,12,104,5,5,2,296,50,18,9,113,88,16,12,30,3,9,2592,35,7,50
"MICALL1",2,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,25,0,0,0
"POLR2F",47,10,34,2,2,5,130,24,3,1,29,32,12,0,4,5,4,1469,6,5,29
"PICK1",1,1,1,0,0,0,7,1,0,0,2,4,0,0,0,1,0,113,3,0,3
"BAIAP2L2",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,278,0,0,0
"PLA2G6",0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,49,0,0,1
"MAFF",25,0,34,3,0,7,37,2,3,0,10,14,0,0,1,4,1,201,2,0,27
"TMEM184B",3,2,1,0,0,3,5,0,0,0,2,2,2,0,0,0,0,94,2,0,8
"CSNK1E",5,0,1,0,0,1,24,0,0,1,3,4,0,0,1,0,0,235,2,0,7
"KDELR3",0,0,0,0,0,2,29,0,0,0,0,0,2,0,0,0,0,24,5,0,0
"DDX17",13,6,12,0,0,2,65,12,0,3,26,15,1,2,3,1,0,446,7,4,15
"DMC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"FAM227A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"CBY1",5,0,0,0,0,0,54,1,1,0,1,1,3,1,0,0,0,285,1,1,9
"TOMM22",50,6,21,4,1,2,78,9,3,1,28,22,4,1,1,1,4,1024,13,3,21
"JOSD1",13,1,7,2,0,0,7,2,1,0,6,4,0,0,0,0,0,238,1,0,4
"GTPBP1",7,1,2,0,2,0,9,2,0,0,2,3,1,0,3,1,0,87,4,0,2
"SUN2",5,2,5,4,2,2,26,15,3,0,23,20,2,0,5,6,5,180,1,5,8
"RP3-508I15.21",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0
"RP3-508I15.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"DNAL4",1,0,0,0,0,1,12,2,0,0,0,7,0,0,0,0,0,133,2,1,4
"CBX6",3,0,4,0,0,1,16,1,0,0,2,9,1,0,1,0,0,13,0,0,5
"APOBEC3A",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,1,0
"APOBEC3B",4,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,545,2,0,0
"APOBEC3C",5,7,3,2,1,0,29,7,1,2,10,15,0,1,1,3,1,6,4,2,1
"APOBEC3F",0,0,1,1,0,0,4,2,0,0,3,6,1,0,0,1,1,18,2,0,0
"APOBEC3G",12,18,5,13,6,0,34,45,0,1,19,41,1,1,4,28,3,11,5,6,3
"APOBEC3H",0,3,0,1,1,0,1,7,0,0,4,7,0,0,1,0,0,0,0,0,0
"CBX7",9,3,2,0,0,1,33,0,0,0,5,4,4,1,0,0,0,144,2,0,1
"PDGFB",2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RPL3",1149,447,1179,186,73,57,5105,865,276,382,2820,2200,159,190,577,171,150,52422,1114,204,673
"SYNGR1",0,0,5,0,0,1,35,0,0,0,1,0,8,0,0,0,0,1,4,0,4
"TAB1",1,1,0,1,0,0,3,0,0,0,1,2,0,0,0,0,0,51,1,0,1
"MGAT3",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"MIEF1",3,0,2,0,1,0,4,2,1,1,2,3,0,1,0,0,0,141,3,1,3
"ATF4",46,3,29,1,0,2,120,9,4,2,30,24,12,3,5,3,1,1378,36,3,31
"RPS19BP1",79,4,41,4,3,3,115,29,3,2,15,35,7,3,4,1,2,1268,19,4,22
"GRAP2",0,2,0,5,1,1,0,7,10,0,22,50,0,0,3,0,2,2,0,2,1
"FAM83F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0
"TNRC6B",8,3,0,1,0,2,20,3,2,0,9,5,0,0,2,1,1,190,7,2,7
"ADSL",24,3,19,0,2,4,41,3,2,0,18,15,3,1,5,1,1,369,3,2,8
"SGSM3",6,1,4,0,0,2,18,0,1,2,4,5,3,0,1,1,0,359,5,0,0
"RP5-1042K10.10",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"MKL1",9,0,3,0,0,0,2,1,0,0,1,0,0,0,1,0,0,47,0,0,2
"SLC25A17",3,1,1,1,0,0,17,5,0,0,5,2,0,0,0,0,0,46,2,0,4
"ST13",94,10,49,5,3,4,216,19,13,9,39,50,8,9,9,6,2,1576,14,6,38
"XPNPEP3",2,2,2,1,0,0,5,0,0,1,3,5,1,0,0,0,0,67,1,0,7
"RBX1",94,11,58,6,1,3,203,48,14,5,72,67,14,2,9,5,7,1410,13,10,59
"EP300",0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,43,2,1,1
"L3MBTL2",2,2,3,0,0,0,9,2,0,0,5,7,0,0,3,0,0,77,2,1,3
"RP4-756G23.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"CHADL",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"RANGAP1",2,1,2,0,0,0,7,0,0,0,1,1,0,0,0,0,0,99,0,0,1
"ZC3H7B",4,0,1,0,0,0,24,1,0,0,1,3,0,0,0,0,0,164,2,0,2
"TEF",0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,39,0,0,4
"TOB2",6,2,8,0,0,0,30,1,2,0,11,8,0,0,0,1,0,209,1,1,7
"PHF5A",25,0,13,3,1,1,56,7,1,1,5,23,0,0,4,4,2,347,6,2,9
"ACO2",22,1,9,1,1,0,35,3,0,1,7,17,1,3,2,3,0,940,8,3,8
"POLR3H",14,0,3,0,1,0,24,2,0,0,4,1,0,0,0,1,0,86,3,0,4
"PMM1",5,2,5,0,1,0,55,5,1,1,2,9,3,0,0,0,2,542,4,1,1
"DESI1",14,2,4,0,0,1,12,3,0,1,7,8,0,0,3,0,2,191,7,2,7
"XRCC6",53,10,36,6,2,7,150,35,8,5,48,61,13,3,9,3,5,1487,17,12,24
"C22orf46",3,1,0,1,0,0,4,2,0,0,1,0,1,0,0,0,0,32,1,0,0
"MEI1",3,3,0,0,0,0,1,2,0,0,13,7,0,0,2,3,1,3,29,2,0
"CCDC134",2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,16,1,0,0
"RP5-821D11.7",0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,22,0,0,0
"SREBF2",3,0,0,0,0,0,8,0,0,0,0,2,0,3,1,0,2,299,1,0,2
"TNFRSF13C",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"CENPM",19,1,8,0,0,0,0,3,0,2,6,4,0,0,2,0,0,537,0,0,0
"NAGA",41,0,14,0,1,1,13,0,0,0,1,1,1,0,1,0,0,123,1,1,4
"FAM109B",1,0,2,0,0,1,16,0,0,0,0,1,0,0,0,0,0,26,1,0,3
"SMDT1",119,20,84,9,10,4,215,52,10,52,131,91,6,4,20,9,10,2942,72,14,52
"NDUFA6",76,12,39,3,0,0,98,26,4,2,38,30,12,3,5,9,2,2348,10,6,22
"CYP2D6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
"TCF20",3,0,1,1,0,0,4,3,0,0,1,1,0,0,0,0,0,100,2,1,1
"Z83851.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0
"NFAM1",9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"RRP7A",37,1,20,0,0,2,50,14,0,1,21,18,2,4,2,4,1,478,5,1,9
"POLDIP3",4,0,4,1,0,0,16,3,0,1,6,3,1,0,1,0,0,143,3,0,5
"RNU12",4,5,3,0,0,1,16,2,1,0,3,9,0,0,3,0,0,43,7,0,0
"CYB5R3",34,2,12,2,1,1,190,6,2,0,13,14,18,0,2,4,0,316,3,1,33
"ATP5L2",20,2,4,0,1,1,19,1,1,2,13,5,1,0,1,0,0,257,4,0,3
"A4GALT",1,0,0,0,0,0,33,0,0,0,0,0,2,0,0,0,0,1,0,0,7
"ARFGAP3",6,3,7,1,0,1,12,0,3,0,8,11,1,0,1,0,0,45,8,1,11
"PACSIN2",10,0,8,0,0,0,12,4,2,2,1,0,0,0,0,1,0,346,0,0,3
"TTLL1",0,2,0,0,0,1,5,4,1,0,1,5,0,0,2,0,0,31,2,1,2
"BIK",0,1,0,0,0,0,1,0,1,3,4,5,0,1,0,0,0,566,12,2,2
"MCAT",2,0,3,1,0,0,10,0,1,1,8,8,1,1,2,2,0,226,3,0,5
"TSPO",68,10,35,3,1,10,164,28,16,1,59,31,8,1,17,10,5,5944,11,4,56
"TTLL12",3,0,2,0,0,0,5,1,0,0,1,2,0,0,0,0,0,310,1,2,2
"SCUBE1",0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"SAMM50",13,2,7,0,0,2,16,8,0,1,6,22,2,0,0,2,1,390,3,1,9
"PARVB",54,1,24,0,0,0,22,2,5,0,5,7,0,2,0,2,0,8,2,0,12
"PARVG",31,3,24,1,3,0,0,12,1,2,17,19,0,2,0,4,0,3,1,8,0
"LDOC1L",0,1,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,21,0,0,0
"PRR5",2,6,0,1,1,1,20,4,0,2,10,6,0,0,2,1,1,292,0,2,1
"ARHGAP8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,112,0,0,0
"NUP50",5,1,4,0,0,0,12,2,1,0,2,0,0,1,2,0,0,89,1,1,3
"KIAA0930",19,0,11,0,0,1,5,1,0,0,5,1,0,1,0,1,1,62,3,0,1
"FAM118A",0,3,6,0,0,0,9,2,0,0,8,4,1,0,0,0,0,87,5,0,1
"FBLN1",6,3,0,0,0,2,1067,0,0,0,0,4,14,0,0,0,0,3,0,0,0
"ATXN10",23,2,13,2,1,2,47,16,2,2,9,10,1,1,1,1,1,276,3,2,12
"WNT7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"CITF22-92A6.1",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"PPARA",1,0,1,0,0,1,5,1,0,0,1,5,1,0,0,0,0,224,1,3,1
"CDPF1",2,0,1,1,0,1,8,1,0,0,1,5,0,0,0,1,0,49,2,0,0
"TTC38",7,2,0,0,0,0,8,6,0,0,0,2,2,0,0,2,0,375,3,0,1
"GTSE1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,0,1
"TRMU",3,0,2,1,0,2,14,3,0,0,0,2,0,1,0,1,0,121,3,0,2
"GRAMD4",16,0,2,0,0,0,5,0,0,0,0,1,1,0,0,0,1,192,0,0,0
"CERK",0,0,2,0,0,0,5,3,1,0,14,3,0,1,0,0,1,104,1,0,4
"CTA-29F11.1",16,0,10,1,0,0,37,4,1,1,2,5,0,0,0,0,0,157,4,3,4
"TBC1D22A",6,0,10,1,0,0,9,2,0,2,4,1,3,0,0,0,1,137,0,1,7
"RP1-29C18.10",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BRD1",2,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,0,63,2,0,2
"ZBED4",0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,54,0,0,0
"ALG12",4,1,1,1,0,0,21,4,1,0,4,3,0,0,0,0,0,104,1,0,0
"CRELD2",33,3,17,2,1,1,78,15,9,1,18,18,7,0,1,0,0,374,76,2,16
"PIM3",17,1,17,2,0,0,17,3,2,2,17,15,0,2,3,2,2,259,3,1,52
"TRABD",19,5,15,1,0,1,20,22,2,6,21,14,1,2,3,2,2,212,8,1,6
"RP3-402G11.26",2,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,4,1,0,0
"SELO",3,0,4,1,0,0,3,2,0,0,2,0,1,1,0,0,0,131,1,0,4
"TUBGCP6",1,1,1,0,0,1,3,1,0,0,2,3,0,0,0,0,0,63,1,0,2
"HDAC10",2,1,5,0,0,0,18,2,1,0,2,5,0,0,0,1,0,146,1,0,3
"MAPK12",5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PLXNB2",16,0,10,1,0,0,21,0,0,0,1,0,2,0,0,0,0,330,0,1,2
"DENND6B",11,0,12,1,0,0,2,5,0,0,2,4,0,1,0,3,0,13,12,1,4
"PPP6R2",5,0,5,0,0,0,10,0,0,1,2,4,2,2,1,0,1,172,3,0,3
"SBF1",7,0,1,0,0,0,3,3,1,0,0,2,0,0,1,0,0,87,1,4,1
"ADM2",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0
"LMF2",10,1,1,0,0,1,55,2,1,2,7,9,3,1,1,0,0,187,2,4,9
"NCAPH2",9,2,3,1,0,1,18,6,0,1,3,2,2,0,1,0,0,205,2,0,4
"SCO2",28,2,25,1,1,1,19,3,1,0,11,7,2,1,0,0,1,701,3,0,8
"CTA-384D8.36",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"TYMP",375,4,184,2,2,0,164,7,5,3,12,15,0,1,2,2,3,289,24,15,40
"ODF3B",21,1,10,0,1,0,49,0,0,0,3,2,3,0,1,0,0,28,3,1,12
"CTA-384D8.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
"CTA-384D8.34",8,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0
"KLHDC7B",1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"SYCE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"CPT1B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0
"CHKB",2,2,4,0,0,1,14,2,1,1,4,8,1,0,1,0,0,73,2,0,1
"CHKB-AS1",4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,1
"ARSA",15,1,6,2,0,0,43,0,1,0,3,7,3,0,0,1,0,209,12,3,4
"ACR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"RABL2B",8,0,2,0,0,2,8,1,0,0,5,7,0,0,1,0,1,100,0,0,2
"HSPA13",1,0,1,0,0,0,2,0,1,0,2,6,3,3,0,0,0,13,4,1,1
"SAMSN1",49,30,24,4,2,0,3,105,31,10,116,116,0,1,6,8,7,7,6,15,0
"NRIP1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,45,0,0,1
"USP25",0,0,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,32,0,1,4
"CXADR",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,232,0,0,0
"BTG3",10,3,3,1,1,2,25,3,2,5,18,15,3,0,6,2,0,169,6,5,5
"C21orf91",3,2,0,0,0,0,8,1,0,1,2,4,0,0,0,0,0,8,3,0,0
"MIR155HG",0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,2,3,1,0
"MRPL39",9,1,3,1,0,1,20,0,4,2,8,8,5,1,3,2,0,321,1,1,4
"JAM2",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,88
"ATP5J",154,14,65,4,1,10,201,43,22,7,97,68,14,4,16,7,3,5501,41,19,86
"GABPA",0,0,1,0,1,0,5,6,0,0,2,3,1,0,0,0,0,43,2,1,0
"APP",4,0,0,0,0,4,85,2,0,0,8,2,4,1,0,0,0,1213,0,0,59
"CYYR1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"ADAMTS1",0,0,0,0,0,1,35,0,0,0,1,0,2,0,0,0,0,0,0,0,3
"N6AMT1",1,0,4,0,0,1,9,3,0,0,4,2,0,0,0,1,0,62,0,0,0
"LTN1",0,0,3,0,1,1,4,4,2,0,2,1,0,1,0,0,0,49,0,0,0
"RWDD2B",3,0,2,0,0,0,11,0,0,0,0,2,0,0,0,0,0,51,0,0,3
"RP1-100J12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"USP16",15,5,14,0,1,1,41,9,1,0,13,6,2,0,3,5,0,262,6,4,6
"CCT8",28,8,26,0,3,1,77,13,5,3,24,27,8,9,4,4,1,738,14,6,16
"MAP3K7CL",0,0,1,0,0,1,2,1,0,5,1,1,0,0,0,0,0,4,0,0,0
"BACH1",1,1,4,0,0,0,1,0,0,0,3,2,0,0,0,0,0,18,1,0,1
"CLDN8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
"KRTAP13-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"TIAM1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2
"AP000251.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"AP000253.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"SOD1",160,20,55,12,11,12,313,37,15,10,87,89,24,10,28,15,8,4544,23,20,87
"SCAF4",1,0,3,0,0,0,4,2,0,13,8,1,0,0,2,2,1,134,2,0,1
"HUNK",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,45,0,0,0
"MIS18A",4,1,4,0,0,1,16,0,0,0,0,3,0,1,0,1,0,177,2,0,1
"URB1",0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,1,0,37,0,0,0
"EVA1C",0,0,1,0,0,0,1,1,1,0,4,1,1,0,0,0,1,35,0,0,10
"TCP10L",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0
"C21orf59",23,5,5,0,0,1,42,13,7,2,19,10,5,0,4,1,1,418,9,2,8
"SYNJ1",1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,10,0,3,1
"PAXBP1",2,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,29,0,0,0
"C21orf62",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0
