"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"CBFA2T3",0,0,5,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,25,8,0,4,0,3
"RP11-830F9.6",0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"CTD-2555A7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"ACSF3",1,1,7,0,0,2,1,34,1,2,0,1,0,3,16,7,0,0,4,0,0,5,465,22,0,8,4,6
"CDH15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"SLC22A31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"RP11-46C24.7",0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,1,0,0,0,0,21,3,0,0,0,0
"ZNF778",1,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0
"ANKRD11",1,1,13,0,0,1,4,69,1,1,0,1,1,6,23,4,4,0,9,0,2,0,559,15,0,3,5,9
"SPG7",1,1,3,0,0,1,6,87,0,3,0,0,1,3,22,4,1,1,9,0,1,2,751,16,0,5,3,12
"RP11-104N10.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0
"RPL13",1546,926,3528,56,117,365,401,16747,787,563,120,105,281,1603,11928,1840,137,241,3934,128,228,1107,209408,9329,188,1010,854,1949
"CPNE7",0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,25,0,0,0,0,0
"DPEP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,0,0,0,0
"CHMP1A",1,7,4,0,0,1,2,61,5,2,0,0,0,2,34,6,0,0,5,0,0,2,698,6,1,11,5,15
"SPATA33",2,2,6,0,1,0,2,31,1,0,0,0,0,1,12,3,1,0,3,0,0,1,208,5,0,4,1,7
"CDK10",2,2,5,1,0,1,1,82,2,1,0,0,0,2,18,4,0,0,4,0,0,3,815,13,0,2,1,15
"RP11-368I7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
"SPATA2L",2,4,3,1,0,0,0,14,3,1,0,0,0,1,19,4,0,0,6,0,1,0,73,17,3,0,2,1
"VPS9D1",1,0,2,0,0,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,73,0,1,0,0,0
"VPS9D1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
"ZNF276",1,4,1,1,0,0,3,12,2,0,0,0,0,2,13,4,0,1,4,0,0,2,199,8,0,1,0,5
"FANCA",3,0,7,0,0,1,1,10,0,0,0,0,0,0,4,2,0,0,0,0,0,0,231,5,0,6,1,0
"SPIRE2",0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,334,2,0,0,0,0
"TCF25",22,9,25,0,0,2,19,274,11,6,0,0,3,10,76,18,1,2,20,0,1,3,1754,129,0,9,3,57
"MC1R",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0
"DEF8",13,2,10,0,2,1,7,86,1,1,0,0,0,1,29,2,2,0,8,0,1,0,438,51,0,41,2,8
"CENPBD1",0,0,1,0,0,0,0,19,0,0,0,0,0,0,4,1,0,0,1,0,0,2,86,4,0,0,0,5
"GAS8",2,0,0,0,0,0,1,14,0,0,0,0,0,0,2,0,0,0,0,0,0,1,73,3,0,0,0,4
"PRDM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"FAM157C",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1
"AC137934.1",0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,29,3,0,0,0,0
"RPH3AL",5,0,6,0,0,0,1,27,2,0,0,0,0,0,7,1,0,1,0,0,0,0,260,1,0,0,0,13
"RP11-1260E13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
"C17orf97",0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0
"FAM101B",5,2,2,0,0,1,0,61,2,2,0,0,0,0,11,1,0,0,9,0,0,2,8,6,1,1,1,15
"VPS53",0,0,3,0,0,0,2,21,0,0,0,0,2,0,10,4,1,0,3,0,0,1,230,3,0,0,0,5
"FAM57A",1,0,3,0,0,0,0,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,189,2,0,0,0,0
"GEMIN4",2,0,1,0,0,0,0,22,4,0,0,0,1,2,6,1,1,0,1,0,0,1,258,1,0,0,0,3
"GLOD4",14,7,24,0,5,1,10,157,9,3,1,1,4,12,66,13,0,1,18,0,5,5,1496,23,0,7,5,29
"RNMTL1",0,2,4,0,0,1,2,39,6,0,0,0,0,7,14,5,0,2,4,0,0,4,388,7,0,3,2,4
"NXN",0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,8
"RP11-676J12.7",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TIMM22",5,3,2,0,1,1,11,144,6,3,1,0,1,5,27,6,2,1,7,0,0,2,464,21,1,7,2,19
"ABR",6,1,3,0,0,0,3,40,2,0,0,0,0,0,8,3,0,0,1,0,1,1,1093,4,0,0,0,9
"YWHAE",22,1,39,1,0,0,47,271,10,3,1,1,6,11,40,8,3,0,13,0,1,6,3030,95,2,32,2,80
"CRK",4,0,4,0,0,0,4,115,1,1,0,0,2,1,12,3,0,0,1,0,0,4,701,18,1,5,1,29
"MYO1C",0,1,5,0,0,0,7,90,1,0,0,0,0,1,3,0,3,0,0,0,0,0,860,5,0,7,1,36
"INPP5K",2,3,10,0,1,4,12,65,4,1,0,0,0,4,32,3,1,1,12,0,0,1,282,18,0,5,0,29
"PITPNA-AS1",2,1,5,0,0,0,3,73,0,1,0,0,0,2,21,3,0,0,8,0,1,6,422,38,0,7,3,4
"PITPNA",5,0,0,0,0,0,1,30,2,0,0,0,0,2,3,0,0,0,1,0,2,1,291,15,0,2,0,10
"SLC43A2",13,1,10,0,0,0,4,26,1,0,0,0,0,2,1,0,0,0,1,0,0,0,139,15,3,2,1,2
"SCARF1",2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,25
"RILP",4,0,13,0,0,0,1,36,1,0,0,0,1,0,10,1,1,0,0,0,0,1,605,21,1,0,0,6
"PRPF8",5,3,15,0,0,3,2,98,2,2,0,0,1,2,39,7,0,1,11,1,1,5,1172,30,0,6,2,11
"TLCD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"MIR22HG",1,1,3,0,0,0,3,50,0,1,0,0,0,0,14,2,0,0,2,0,0,3,160,23,0,0,0,7
"WDR81",5,2,3,0,0,0,0,14,0,0,0,0,0,0,2,1,0,0,0,0,0,1,66,2,0,0,1,3
"SERPINF2",2,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0
"SERPINF1",120,2,45,0,0,0,3,3133,0,2,0,0,0,0,3,0,25,0,1,0,0,0,7,3,0,0,0,2
"SMYD4",0,0,3,1,0,0,1,176,1,0,0,1,0,2,6,0,3,1,2,1,0,0,111,2,0,1,0,22
"RPA1",2,3,9,1,0,1,8,91,7,1,0,0,2,5,35,13,0,2,6,0,1,3,625,10,0,11,8,11
"RTN4RL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"DPH1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
"HIC1",7,0,13,0,1,1,0,82,3,2,0,0,0,0,18,8,0,0,3,0,0,2,1,1,1,0,3,6
"SMG6",2,1,1,0,0,0,2,30,1,1,0,0,0,0,3,3,0,0,1,0,1,0,80,9,0,0,0,2
"SRR",8,2,1,0,0,0,2,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,79,2,0,0,0,2
"TSR1",4,1,5,0,0,0,0,25,0,1,0,0,1,0,9,7,0,0,0,0,0,2,335,8,0,6,0,6
"SGSM2",1,1,0,0,0,0,1,20,0,0,0,0,0,0,8,0,1,0,3,0,0,0,89,5,0,0,0,4
"MNT",1,0,3,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,2,0,0,0,228,8,0,1,0,3
"METTL16",1,1,3,0,0,0,1,31,2,0,0,0,0,2,26,2,0,0,3,1,0,3,203,2,0,1,2,5
"PAFAH1B1",13,6,23,0,1,5,10,87,7,6,1,0,3,8,73,15,4,0,9,0,0,11,638,36,3,11,9,25
"CLUH",1,0,2,0,0,0,3,3,0,0,0,0,0,1,2,0,0,0,1,0,0,1,844,5,0,1,0,0
"RP11-74E22.3",0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,1,0,0,1,47,0,0,0,0,0
"RAP1GAP2",0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,106,1,0,0,0,0
"ASPA",0,0,1,0,0,0,29,50,0,0,0,0,0,0,2,1,0,0,1,0,0,0,21,1,0,1,0,1
"TRPV3",0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,18,0,0,0,0
"SHPK",0,0,2,0,0,0,0,9,1,0,0,0,0,2,0,0,0,0,1,0,0,0,78,4,0,1,1,4
"CTNS",2,0,3,0,0,0,0,13,0,0,0,0,0,1,1,1,1,0,2,0,0,0,44,2,0,0,0,1
"TAX1BP3",23,1,40,1,0,3,52,522,6,0,0,0,4,3,22,3,12,1,7,0,2,2,2132,6,3,5,8,86
"P2RX5-TAX1BP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,0,1,0,0
"EMC6",32,9,44,3,3,1,17,159,7,2,1,1,3,13,143,31,3,1,29,1,2,13,2516,155,6,29,10,44
"P2RX5",0,0,2,0,2,0,0,0,0,0,0,0,0,11,2,1,0,2,2,0,0,0,0,19,0,20,0,0
"ITGAE",7,4,28,1,0,4,15,282,20,5,0,0,2,13,73,19,3,3,20,2,1,10,1067,76,1,49,8,26
"GSG2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0
"CAMKK1",0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,31,3,0,0,0,1
"P2RX1",0,0,2,0,0,0,0,100,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,30,0,0,0,0
"ATP2A3",0,2,2,0,0,0,0,22,1,0,0,0,1,9,13,3,0,0,4,0,1,1,303,19,0,8,3,8
"ZZEF1",1,4,1,0,0,0,0,19,0,0,0,1,0,1,7,0,0,1,0,0,1,3,348,6,0,2,0,4
"CYB5D2",5,0,4,0,0,0,4,132,0,0,0,0,0,1,11,2,1,0,5,0,0,2,165,15,0,0,1,28
"ANKFY1",2,1,6,1,0,0,4,29,1,0,0,1,0,2,12,3,0,0,1,0,0,0,225,5,0,1,0,1
"UBE2G1",8,9,14,0,2,1,5,103,4,2,1,2,0,10,55,14,4,1,17,1,2,4,318,86,1,35,2,14
"SPNS3",5,4,4,0,0,2,0,2,1,3,1,0,0,0,30,9,0,0,4,0,1,6,19,0,0,0,0,1
"RP13-580F15.2",1,4,0,0,0,0,0,13,4,3,0,0,0,1,16,3,0,1,2,1,0,0,68,4,0,0,0,5
"SPNS2",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10
"MYBBP1A",0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,197,7,0,1,0,11
"GGT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,0,0,1,0,0
"PELP1",3,1,5,0,1,1,2,32,1,0,2,0,0,1,13,2,0,0,5,0,0,1,399,11,0,3,1,3
"RP11-314A20.2",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,2,0,0,0,0
"ARRB2",55,14,101,3,4,6,4,30,14,5,0,3,6,3,131,30,0,0,30,1,4,19,183,9,5,5,8,4
"MED11",8,4,8,1,1,2,13,118,5,0,0,1,4,0,35,4,0,1,9,0,2,3,787,27,3,5,4,30
"CXCL16",58,2,98,0,0,3,4,76,1,1,0,0,2,10,19,3,1,0,4,0,2,1,93,7,2,2,1,14
"ZMYND15",1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"TM4SF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,1,0,0
"VMO1",30,0,33,0,0,0,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2
"GLTPD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"PSMB6",99,24,127,3,6,12,68,754,28,9,1,2,5,19,217,54,15,3,64,4,11,23,7235,345,7,46,26,103
"RP11-81A22.5",0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
"PLD2",0,0,2,0,0,0,1,19,0,0,0,0,0,0,2,0,1,0,0,0,0,0,61,0,0,0,1,2
"MINK1",1,0,5,0,0,0,0,13,0,0,0,0,0,0,5,1,0,0,2,0,0,0,473,4,0,0,0,6
"CHRNE",5,0,16,0,1,0,1,1,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,1,1,0,1,1
"C17orf107",0,0,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,2,0,0,0
"SLC25A11",28,7,45,0,2,2,21,216,14,5,2,1,3,6,84,13,1,1,30,1,3,12,2321,46,3,18,7,36
"RNF167",13,16,32,3,4,7,18,250,13,8,3,1,1,9,173,29,5,3,38,4,0,12,1159,80,1,11,14,34
"PFN1",1680,506,2505,36,114,183,167,3166,554,196,43,45,58,230,4050,896,135,90,1068,22,188,511,61542,845,115,1150,467,596
"ENO3",0,0,1,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56,2,0,0,0,1
"SPAG7",57,15,72,0,2,3,23,304,15,5,1,3,10,23,113,23,15,0,41,1,1,16,3188,130,1,22,8,57
"CAMTA2",3,0,4,0,0,0,0,12,0,1,0,0,1,1,6,1,0,0,4,0,1,0,133,0,0,0,0,4
"RP5-1050D4.3",0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,61,2,0,0,0,1
"INCA1",0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,0,2
"KIF1C",0,0,1,0,0,1,1,18,1,0,0,0,1,1,2,1,1,0,0,0,0,0,781,10,0,0,1,5
"SLC52A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"ZFP3",1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,29,1,0,0,0,0
"ZNF232",2,1,1,0,0,0,1,23,1,0,0,0,1,0,5,1,0,0,1,0,1,0,152,3,0,0,0,0
"USP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,1
"ZNF594",0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,2,0,0,1,0
"RP11-333E1.1",0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0
"SCIMP",20,0,21,0,0,0,0,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,1,4,1,0,1
"RABEP1",5,2,8,0,0,0,5,22,0,0,0,1,0,2,17,1,1,0,5,0,1,2,181,9,0,2,1,6
"NUP88",1,0,3,0,0,0,2,35,0,1,0,0,0,2,25,4,0,2,3,0,0,0,396,9,0,5,3,4
"RP11-420A6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"RPAIN",17,8,27,0,0,1,8,182,3,3,0,0,1,8,79,7,2,3,19,0,5,6,1299,45,1,19,8,28
"CTC-524C5.2",3,0,9,1,0,0,0,33,0,0,0,0,0,1,8,1,1,1,3,0,1,2,463,9,0,1,0,2
"C1QBP",86,17,135,3,2,2,36,503,20,6,0,1,6,25,213,38,11,7,55,1,7,16,11050,196,10,55,18,68
"DHX33",0,1,2,0,0,0,0,11,1,0,0,0,0,2,4,0,1,0,0,0,0,0,181,4,0,0,0,5
"DERL2",39,15,31,2,1,4,16,273,11,4,0,0,0,8,133,19,5,1,36,0,2,14,843,287,1,10,8,32
"MIS12",4,1,7,0,0,2,1,49,2,2,0,0,0,1,24,3,0,1,7,1,0,4,170,60,0,0,2,8
"NLRP1",2,1,3,0,0,1,3,58,0,0,1,0,0,0,8,1,2,0,4,0,0,2,3,6,0,0,1,8
"WSCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,4
"AIPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"FAM64A",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0
"PITPNM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
"KIAA0753",0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0
"TXNDC17",70,8,78,0,2,2,20,293,9,4,1,2,4,12,78,23,4,0,24,0,5,7,7309,89,2,29,16,42
"MED31",3,2,6,0,0,1,6,65,3,1,0,0,2,0,31,2,1,0,8,0,2,4,221,26,0,0,1,14
"C17orf100",1,0,0,0,0,0,1,7,0,0,0,0,0,1,7,0,0,0,1,0,0,0,25,8,0,1,0,3
"XAF1",1,1,8,0,1,0,3,59,7,1,0,0,1,2,14,5,1,1,1,0,0,2,52,4,2,1,1,33
"RP11-589P10.5",0,0,0,0,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,20,3,0,0,0,1
"RNASEK",0,0,2,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,1,1,0,1,23,2,0,1,0,4
"C17orf49",5,0,7,0,2,0,2,13,0,0,0,0,1,2,9,3,0,0,1,0,0,0,90,3,0,1,2,3
"MIR497HG",0,0,1,0,0,1,1,83,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"BCL6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"SLC16A13",0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,1,0,0,0,17,3,0,0,0,1
"SLC16A11",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,7,0,0,1,1
"CLEC10A",74,0,670,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,15,0,0,1
"ASGR2",1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASGR1",19,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,4
"DLG4",1,0,2,0,0,0,0,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0
"ACADVL",28,6,58,0,2,0,19,332,15,2,1,1,5,5,59,13,11,1,10,1,4,6,5707,158,2,3,5,48
"DVL2",1,2,7,0,0,0,3,65,2,1,0,0,0,1,26,2,2,1,1,0,0,2,232,8,0,1,2,1
"PHF23",1,1,7,0,1,1,4,43,6,2,0,1,1,5,26,5,1,0,7,0,0,2,360,3,0,8,3,10
"GABARAP",13,3,19,0,0,0,4,106,3,0,0,0,1,1,13,1,3,0,7,0,0,3,404,22,0,1,1,11
"CTDNEP1",17,1,16,0,0,1,7,85,5,0,0,0,0,1,19,4,1,1,5,0,0,2,1068,27,2,5,3,18
"ELP5",5,2,8,0,0,0,5,62,0,1,0,0,0,2,29,5,0,0,6,0,1,4,505,17,0,7,1,7
"CLDN7",10,1,7,0,0,0,2,8,2,0,0,0,1,2,5,4,0,0,2,0,0,2,17453,1,0,2,0,3
"SLC2A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
"YBX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0
"EIF5A",8,5,6,0,0,1,1,32,1,0,0,0,0,3,30,5,0,1,10,0,0,5,813,37,0,5,1,6
"GPS2",1,2,2,0,0,1,2,17,1,0,0,0,1,1,22,6,1,1,7,0,1,0,141,6,0,4,0,5
"NEURL4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,94,0,0,0,0,0
"ACAP1",4,23,14,2,4,9,8,2,45,10,1,6,1,24,235,50,0,2,55,2,6,27,13,30,0,19,16,0
"KCTD11",1,0,0,0,0,0,6,25,1,0,0,0,2,0,3,0,0,0,0,0,0,0,45,3,0,0,0,1
"TNK1",0,0,0,0,0,0,1,5,0,1,1,0,0,2,2,0,0,0,0,0,0,0,102,2,0,0,0,1
"TMEM256",37,8,49,0,0,4,16,376,9,4,2,1,3,11,87,13,4,1,13,0,5,8,2464,160,2,20,16,37
"NLGN2",0,0,1,0,0,0,4,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"TMEM102",0,1,4,0,0,0,2,5,3,0,0,0,0,0,7,5,0,1,2,0,0,1,140,2,0,0,0,1
"CHRNB1",2,4,1,0,0,0,7,107,3,0,0,0,0,2,21,2,1,1,10,0,1,3,96,23,0,1,0,8
"ZBTB4",6,1,4,1,0,0,4,49,1,0,1,0,0,0,12,2,3,0,4,0,0,1,91,2,1,1,0,9
"POLR2A",3,2,10,1,0,0,2,54,4,1,0,1,0,3,29,10,0,1,3,0,0,5,362,12,0,2,1,15
"TNFSF12",25,0,8,0,1,1,9,106,4,6,0,0,0,1,50,2,0,0,12,0,0,2,73,0,0,0,1,18
"SENP3",0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,1,0,41,3,0,1,0,2
"EIF4A1",1,0,15,0,0,0,14,61,3,1,0,0,0,6,29,9,0,1,9,0,0,2,272,20,0,1,4,7
"CD68",81,0,24,0,0,0,0,17,0,0,0,0,1,0,2,0,0,0,0,0,0,0,31,2,1,0,0,0
"AC113189.5",0,0,2,0,0,0,4,34,1,1,0,0,0,0,5,0,1,1,1,0,0,2,150,4,0,4,0,4
"MPDU1",6,1,18,0,0,3,8,100,4,2,1,0,0,5,26,3,2,3,5,0,1,7,935,27,0,9,6,17
"SOX15",0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"FXR2",0,0,1,0,0,0,2,12,3,0,0,0,0,0,2,1,1,0,1,0,0,0,152,5,0,0,0,5
"SAT2",23,10,39,1,1,2,44,589,11,1,0,1,9,9,66,8,3,2,22,0,3,9,1631,201,0,3,11,31
"ATP1B2",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TP53",4,0,5,0,0,0,1,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,333,3,1,1,1,4
"WRAP53",5,0,3,0,0,1,1,21,1,0,0,0,0,0,2,0,2,0,0,0,1,0,160,9,0,1,0,1
"EFNB3",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KDM6B",17,4,55,0,0,1,2,51,2,0,2,0,0,11,48,9,0,0,13,0,2,4,343,51,4,0,5,16
"TMEM88",5,0,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,179
"NAA38",12,9,28,3,2,2,11,175,9,4,1,3,8,8,94,17,5,5,32,1,2,7,1464,86,0,37,7,38
"CYB5D1",1,0,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,59,6,0,0,0,5
"CHD3",5,1,4,0,0,0,2,41,1,5,1,0,0,0,8,2,0,0,9,0,0,0,321,1,0,2,0,4
"AC025335.1",0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,37,0,0,1,0,0
"KCNAB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"TRAPPC1",96,58,125,1,9,10,48,539,47,17,4,7,12,28,316,77,11,7,87,3,10,45,4115,133,10,80,35,91
"CNTROB",1,1,2,0,0,0,0,14,1,0,0,0,0,0,5,2,0,0,1,0,1,0,178,0,0,0,0,0
"ALOX15B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"PER1",7,4,22,0,0,1,4,21,1,2,0,1,0,3,71,5,0,0,13,1,1,2,63,9,1,0,0,5
"VAMP2",34,50,77,3,13,15,78,951,35,24,3,7,13,54,532,80,12,6,152,5,15,52,2044,331,2,23,37,130
"TMEM107",16,2,15,2,0,5,7,38,2,1,0,0,3,1,21,6,2,0,4,0,1,3,283,29,0,1,3,12
"AURKB",14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,35,0,0
"LINC00324",3,1,6,0,1,0,1,8,3,0,0,0,0,5,15,2,0,0,9,0,0,2,62,35,2,0,2,1
"CTC1",1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,44,1,0,0,0,1
"PFAS",0,0,1,0,0,0,0,12,0,0,0,0,0,1,3,0,0,0,1,0,0,0,106,0,0,0,0,0
"RP11-849F2.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"SLC25A35",2,0,3,0,0,0,1,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,88,1,0,0,0,3
"RANGRF",20,3,15,1,0,2,7,141,9,2,0,1,0,10,41,18,3,0,15,0,1,7,802,59,0,7,6,18
"ARHGEF15",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"KRBA2",0,0,1,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1
"RPL26",748,376,1804,18,54,137,187,7238,299,170,41,59,222,630,4122,722,60,81,1323,38,80,396,78330,2996,99,452,327,1001
