"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"SETD6",3,1,2,0,0,0,2,31,2,0,1,0,0,1,3,2,0,2,1,0,0,0,124,19,0,4,1,4
"CNOT1",1,4,2,0,1,0,3,42,1,0,1,0,0,1,18,5,0,0,3,0,0,1,813,11,0,4,2,6
"SLC38A7",1,0,1,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,1,0,4
"GOT2",2,2,8,0,0,0,5,62,1,1,0,0,1,0,6,3,0,0,8,1,0,5,922,10,0,10,3,9
"CDH11",0,1,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"CDH5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
"LINC00920",2,0,2,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,52,0,0,0,1,0
"TK2",1,0,2,0,0,0,0,30,0,1,0,0,0,0,4,0,1,0,0,0,0,2,70,13,0,0,0,5
"CKLF",71,53,145,17,5,24,21,124,105,25,10,5,18,9,511,138,4,1,96,2,15,62,2029,204,5,12,36,40
"CMTM3",23,23,35,1,1,1,13,195,10,6,1,1,4,0,135,19,1,1,29,0,2,20,2,2,2,0,13,13
"CMTM4",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,2
"DYNC1LI2",6,0,6,0,1,0,13,129,1,2,0,0,1,2,14,2,2,0,1,0,0,2,788,11,0,3,1,29
"NAE1",4,11,11,3,0,1,15,107,6,2,2,1,0,5,35,11,3,1,10,0,3,6,654,28,0,2,5,8
"RP11-61A14.1",0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,0,0,0,0,0
"CA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,0,0,0,0
"PDP2",0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,4,0,1,0,0
"RRAD",0,0,2,0,0,0,1,27,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,14,0,0,0,0
"FAM96B",82,29,102,2,4,13,51,614,29,9,1,3,10,21,225,48,12,4,68,1,8,30,5116,253,10,38,28,100
"CES2",4,1,7,0,0,0,4,59,4,0,1,0,1,2,12,1,1,0,1,0,0,2,4456,6,1,2,1,6
"CES3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,2,0,1,0,0
"CES4A",0,0,2,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,1,29,5,0,0,0,0
"CBFB",0,3,7,0,2,2,4,38,2,0,0,0,1,2,20,6,0,1,6,0,0,6,162,17,0,13,4,2
"C16orf70",2,1,1,0,0,0,2,18,0,0,0,0,0,0,5,1,0,0,0,0,0,0,120,2,0,1,0,4
"B3GNT9",0,0,0,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,1,0,0,0,1
"TRADD",8,12,28,1,0,4,7,154,5,4,1,1,1,4,124,19,1,2,41,0,0,8,546,133,1,6,9,13
"FBXL8",0,0,1,0,0,0,1,25,2,0,0,0,0,0,3,2,0,0,1,0,0,0,99,9,0,0,0,0
"HSF4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,1,0,0,0,1
"NOL3",0,0,0,0,0,0,0,40,0,0,0,0,0,0,3,0,1,0,0,0,0,0,345,15,0,0,0,4
"KIAA0895L",0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,94,1,0,0,0,1
"EXOC3L1",1,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,9
"E2F4",9,3,10,0,0,1,1,54,2,2,0,0,1,4,37,8,1,1,7,1,1,4,536,19,1,7,2,20
"ELMO3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,685,1,0,0,0,3
"LRRC29",0,0,0,0,0,0,1,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0
"TMEM208",58,6,47,1,1,4,22,304,12,4,1,2,3,5,85,15,4,0,30,0,7,13,2668,406,3,5,6,35
"FHOD1",4,2,14,0,1,1,3,17,3,0,0,0,4,0,8,7,0,0,4,0,1,1,177,2,0,0,0,4
"PLEKHG4",0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,140,0,0,0,0,2
"KCTD19",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21,0,0,0,0,1
"LRRC36",0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"TPPP3",0,0,2,0,0,0,33,190,0,0,0,0,1,0,0,0,25,0,0,0,0,0,119,0,0,0,0,6
"ZDHHC1",1,0,1,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2,0,0,0,1
"HSD11B2",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,0,0,0,0,0
"ATP6V0D1",55,4,70,2,2,4,15,176,10,6,0,1,0,10,57,14,3,2,13,0,1,6,1290,64,4,19,5,32
"RP11-297D21.4",0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,1,0,3,0,0
"FAM65A",4,0,1,0,0,0,3,27,0,1,0,0,1,3,2,1,0,0,2,0,0,0,25,7,0,0,1,11
"CTD-2012K14.7",0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,10,2,0,1,0,0
"CTCF",2,0,3,0,0,1,1,46,1,5,0,0,1,3,20,4,0,1,2,0,1,2,252,10,0,4,1,7
"RLTPR",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"ACD",5,4,10,0,1,1,5,75,3,3,0,1,0,7,27,9,3,0,12,0,2,3,213,28,0,6,1,17
"PARD6A",4,3,3,0,0,3,1,4,6,2,0,0,0,4,42,10,0,0,4,1,0,5,61,17,0,3,6,9
"ENKD1",1,0,1,0,0,0,2,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,0,0,0,0,2
"C16orf86",1,0,1,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,1,0,0,8
"GFOD2",0,0,0,0,0,1,0,31,0,0,0,0,0,1,11,1,0,1,3,0,0,2,347,4,0,1,0,15
"RANBP10",0,0,1,1,0,0,1,10,0,0,0,0,0,0,4,1,0,1,0,0,0,0,127,1,0,1,0,1
"CENPT",4,10,7,1,0,0,9,74,2,1,0,0,0,3,19,1,3,0,3,0,0,1,309,23,1,5,2,10
"THAP11",4,1,5,1,0,1,2,65,2,1,0,2,2,2,32,8,1,2,11,0,1,3,362,15,1,2,0,11
"NUTF2",15,1,32,2,1,3,9,176,12,2,0,1,4,10,54,14,1,3,24,2,3,5,1656,50,1,19,6,33
"PSKH1",0,0,1,0,0,1,0,10,0,0,0,0,0,1,2,0,0,0,1,0,0,0,88,0,0,1,0,3
"CTC-479C5.12",1,0,2,0,0,0,0,4,1,0,0,0,0,2,3,1,0,0,0,0,0,0,73,2,0,1,0,0
"PSMB10",18,5,16,0,0,1,5,66,6,2,0,1,1,2,40,4,1,0,8,1,0,5,1070,27,2,10,3,12
"LCAT",0,0,0,0,0,0,3,37,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3
"SLC12A4",1,0,2,0,0,0,5,51,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,7
"DPEP3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"DPEP2",2,0,8,0,0,0,0,1,1,0,0,0,0,6,12,0,1,0,2,0,0,1,0,19,0,3,1,11
"DUS2",2,0,5,0,0,0,0,13,0,0,0,0,2,5,6,1,0,0,1,0,0,0,195,13,0,3,0,1
"DDX28",1,1,2,0,0,1,2,14,3,0,0,0,1,0,10,2,1,1,5,1,0,1,266,5,0,2,4,0
"NFATC3",3,1,3,2,0,0,0,20,1,0,0,0,0,0,13,3,2,0,1,1,0,0,123,4,1,0,0,4
"RP11-96D1.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0
"ESRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,1,0,0
"PLA2G15",4,0,4,0,0,0,2,12,0,0,1,0,0,1,3,0,1,0,0,0,0,2,66,3,0,1,0,2
"SLC7A6",0,1,2,0,0,1,0,14,1,1,0,0,0,0,15,3,0,0,6,0,0,2,104,8,0,0,0,3
"SLC7A6OS",2,2,6,0,0,0,2,55,4,0,1,1,1,2,12,2,0,2,6,0,1,5,254,7,0,12,1,7
"PRMT7",1,2,1,0,0,1,1,38,1,0,0,0,0,0,6,2,1,0,5,0,1,2,377,6,0,2,1,3
"SMPD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,166,1,0,0,2,0
"ZFP90",0,0,3,0,1,2,1,26,0,0,1,0,1,4,9,4,0,1,1,0,0,0,64,3,0,0,0,4
"CDH3",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1084,1,0,1,0,0
"TANGO6",0,3,1,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,1,3
"HAS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
"CHTF8",9,2,20,0,0,1,4,102,4,6,1,0,1,12,34,4,0,3,6,0,0,5,580,34,2,5,1,13
"SNTB2",0,0,1,1,1,0,3,39,0,0,0,0,0,1,10,1,0,0,3,0,0,1,194,1,0,1,0,19
"VPS4A",5,4,8,0,0,1,12,91,5,1,2,1,1,4,39,7,0,0,11,0,1,6,572,31,1,11,5,23
"COG8",1,0,1,0,0,0,4,19,1,0,0,0,0,2,6,0,0,0,2,0,0,0,159,11,0,1,1,2
"NIP7",5,2,9,1,0,0,8,67,3,1,0,0,1,5,29,11,3,0,8,0,0,8,547,18,0,8,4,9
"TMED6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0
"TERF2",2,0,3,0,0,0,0,9,0,1,0,0,0,2,0,1,0,0,2,0,0,0,97,1,0,7,0,3
"CYB5B",7,6,20,0,2,3,8,169,5,5,1,0,4,5,90,12,2,1,28,2,1,10,851,39,2,25,4,41
"NFAT5",2,4,1,1,0,0,0,21,0,0,0,1,0,0,3,4,1,0,0,0,1,1,76,4,0,3,2,4
"NQO1",19,1,0,0,0,0,9,220,2,0,1,0,1,0,6,3,1,0,1,1,0,1,1844,3,0,1,0,177
"NOB1",9,9,15,1,0,1,6,226,5,2,0,0,2,3,20,7,1,2,7,0,0,5,987,28,2,8,1,29
"WWP2",2,0,4,0,0,0,3,11,0,2,0,0,0,1,16,1,2,0,4,1,0,2,238,8,0,3,0,1
"CLEC18A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"PDPR",1,0,0,0,0,0,1,8,1,0,0,0,0,0,1,0,0,1,2,0,1,0,80,0,0,1,1,0
"EXOSC6",3,0,3,0,0,0,0,12,2,1,0,0,0,1,12,0,0,0,4,0,0,0,51,6,0,0,0,2
"AARS",5,1,4,1,0,0,5,58,0,0,0,0,0,1,5,1,0,0,0,0,0,1,358,40,0,3,0,14
"DDX19B",3,1,9,1,1,0,2,44,7,0,2,0,1,5,28,3,1,1,7,0,1,7,317,14,0,11,0,5
"DDX19A",1,1,2,0,0,0,3,42,0,0,0,0,1,3,8,2,0,0,4,2,0,2,205,14,0,1,3,8
"ST3GAL2",1,1,1,1,0,2,1,41,2,0,0,0,0,2,12,3,2,0,1,1,0,1,30,9,0,2,0,5
"FUK",0,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,235,1,0,0,0,10
"COG4",5,0,7,0,0,0,2,51,4,1,0,0,0,0,8,1,1,0,1,0,0,0,402,5,0,7,1,6
"SF3B3",5,5,8,0,0,0,4,87,1,0,1,1,3,4,23,5,1,0,13,0,0,0,636,10,1,5,7,9
"IL34",0,0,1,0,0,0,1,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8
"MTSS1L",0,0,0,0,0,0,3,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0
"VAC14",0,0,2,0,0,0,1,21,0,0,0,0,1,1,7,2,0,0,0,0,0,0,173,11,1,2,0,3
"CMTR2",1,1,0,1,2,0,5,32,5,0,0,0,0,2,15,5,0,1,0,0,1,2,99,9,0,4,0,6
"CALB2",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF19",0,0,0,0,0,0,2,18,0,1,0,0,0,0,1,1,0,0,0,0,0,0,23,2,0,0,0,3
"RP11-432I5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"MARVELD3",1,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,743,1,0,0,0,0
"PHLPP2",0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137,1,0,0,0,0
"AP1G1",1,0,0,0,0,0,0,17,3,0,0,0,0,3,5,1,0,0,1,0,0,0,120,1,0,0,0,1
"ATXN1L",5,0,6,0,0,0,1,15,0,0,2,0,0,2,7,0,0,0,5,0,0,2,123,6,0,1,1,3
"IST1",4,5,11,0,1,1,5,105,2,1,2,0,1,4,40,12,5,0,10,0,0,4,578,33,0,10,2,19
"ZNF821",2,2,3,0,0,0,1,24,0,0,0,0,0,4,7,0,1,1,1,0,0,0,88,11,0,3,0,8
"DHODH",0,1,4,0,0,1,1,28,2,1,1,0,0,1,9,2,0,0,4,0,0,0,249,8,0,0,1,4
"TXNL4B",3,1,5,0,0,0,4,17,0,0,0,0,1,0,9,3,0,1,2,0,1,2,179,11,0,4,2,3
"DHX38",1,0,6,0,0,0,3,29,0,0,2,0,1,1,6,1,0,0,3,0,0,1,360,7,0,1,2,3
"ZFHX3",5,0,10,0,0,0,1,39,0,0,0,1,1,0,0,0,0,0,0,0,0,0,265,0,0,0,0,7
"PSMD7",70,7,69,1,3,1,31,298,15,2,1,2,4,9,103,31,7,1,31,0,2,17,2984,188,2,27,8,53
"RP11-252A24.3",0,1,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0
"NPIPB15",0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,91,0,0,0,0,1
"GLG1",6,2,14,0,1,2,6,145,0,1,0,1,0,2,21,7,0,1,6,0,1,2,418,34,0,2,2,11
"RFWD3",2,1,3,0,0,0,2,6,0,0,0,0,0,2,9,0,0,0,1,0,0,0,198,2,0,3,0,1
"MLKL",1,0,4,0,0,0,0,13,0,0,0,1,0,0,3,0,0,0,0,0,0,0,51,6,1,0,1,10
"FA2H",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,0,0,0,0,0
"WDR59",0,2,3,0,0,0,5,16,0,0,0,0,0,1,13,3,0,0,2,0,0,0,248,2,0,4,0,1
"ZNRF1",0,1,0,0,0,0,0,20,2,2,0,0,1,0,7,1,0,0,1,0,2,0,189,4,0,0,5,14
"RP11-252E2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"LDHD",2,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,1,1,0
"ZFP1",0,0,3,0,0,1,5,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,1,0,0,1,2
"BCAR1",0,0,0,0,0,0,2,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,523,0,0,1,0,16
"CFDP1",15,7,30,1,0,1,14,386,8,5,0,2,1,6,67,13,5,3,16,0,1,10,2898,57,0,11,6,50
"TMEM170A",9,5,21,0,1,7,10,57,3,3,1,1,2,5,69,13,1,0,9,0,1,10,661,35,1,7,3,16
"CHST5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"TMEM231",0,0,1,0,0,0,1,9,0,0,0,0,0,1,2,0,0,0,0,0,0,0,36,1,0,0,1,2
"GABARAPL2",49,31,108,2,7,4,94,1046,17,14,5,3,17,24,248,54,16,1,50,4,3,16,2588,181,7,32,21,223
"ADAT1",3,1,3,0,0,0,0,16,1,0,0,0,1,1,12,2,1,0,3,0,0,1,100,4,0,4,0,3
"KARS",21,12,38,0,0,3,7,159,6,2,3,0,1,5,79,15,0,0,20,0,1,4,1715,62,2,17,7,25
"TERF2IP",21,21,45,6,3,9,51,537,28,3,2,5,8,19,168,57,6,2,37,3,10,24,618,135,4,33,22,82
"MON1B",3,0,4,0,0,2,1,19,4,0,0,0,0,3,4,1,0,0,3,0,0,1,258,7,0,2,0,11
"SYCE1L",1,0,1,0,0,0,3,36,0,0,0,0,1,0,8,2,0,0,2,0,0,1,463,9,0,2,0,3
"NUDT7",2,2,4,0,0,1,9,83,0,1,0,0,0,0,8,1,2,1,2,0,0,0,276,2,0,1,3,12
"VAT1L",0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"WWOX",4,1,2,0,0,1,2,41,0,1,0,0,0,1,8,1,0,0,0,0,0,1,119,16,0,3,0,5
"MAF",18,2,9,0,0,1,3,48,0,2,0,0,0,1,33,3,0,0,5,0,0,4,3,1,0,0,13,0
"DYNLRB2",0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0
"CDYL2",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"CMC2",16,12,36,1,1,2,2,79,9,2,1,0,5,2,65,8,2,1,22,1,0,6,1222,56,2,16,9,16
"CENPN",14,0,4,0,0,0,0,9,0,0,0,0,0,1,2,2,0,0,5,0,0,0,774,3,0,5,2,0
"ATMIN",0,1,0,0,0,0,2,24,1,0,0,0,0,0,8,0,1,1,1,0,1,0,104,4,0,0,0,2
"C16orf46",0,0,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,3,0,0,0,0
"GCSH",6,3,8,0,0,0,17,432,0,1,0,0,2,1,10,0,0,0,2,0,0,2,1272,57,2,8,0,11
"GAN",1,0,2,0,0,0,0,8,0,1,0,0,0,0,4,0,1,0,3,0,0,0,79,1,0,0,0,2
"CMIP",6,1,9,1,1,0,1,54,1,3,0,0,0,2,6,5,1,1,1,0,0,0,260,3,1,2,3,11
"RP11-960L18.1",0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0
"PLCG2",3,2,10,0,0,0,0,0,2,0,0,0,4,8,0,4,0,3,0,0,1,0,15,35,0,13,0,5
"SDR42E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,62,0,0,0,0,0
"HSD17B2",1,0,0,0,0,0,0,460,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1311,1,0,0,0,0
"MPHOSPH6",8,7,32,0,2,4,12,149,5,2,1,0,5,4,87,12,1,0,14,0,2,8,1053,29,0,12,7,10
"CDH13",0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1
"HSBP1",71,3,99,1,3,1,77,892,20,2,0,0,5,10,53,15,15,0,15,0,3,9,4944,81,7,31,4,115
"MLYCD",2,1,6,0,1,0,3,41,3,0,0,2,0,2,13,0,0,0,0,0,1,0,330,7,0,0,0,11
"OSGIN1",0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,2
"MBTPS1",1,2,4,0,0,2,6,137,2,2,0,0,1,1,21,1,2,1,6,1,0,2,542,30,0,1,3,9
"RP11-505K9.1",4,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,50,12,0,0,0,1
"HSDL1",1,0,1,0,0,0,2,22,1,1,0,0,0,1,6,0,0,0,0,0,0,0,76,9,0,0,0,3
"DNAAF1",1,0,1,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,62,1,0,0,0
"TAF1C",0,0,1,0,0,0,0,31,0,1,0,0,0,2,4,0,0,1,0,0,0,0,144,5,0,1,0,8
"WFDC1",0,0,1,0,0,0,4,680,1,0,0,0,0,0,0,0,27,0,0,0,0,0,41,0,0,0,0,8
"ATP2C2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0
"TLDC1",0,0,3,0,0,0,0,22,0,0,0,0,0,1,4,1,0,0,2,0,0,1,82,8,0,0,2,8
"COTL1",246,74,721,8,23,20,46,81,36,17,18,3,3,59,378,104,1,9,93,10,22,48,1411,33,52,155,60,44
"KLHL36",0,3,1,0,0,2,1,31,1,1,0,0,2,0,11,3,0,0,5,0,0,1,302,8,0,1,1,7
"USP10",1,1,11,0,0,2,10,63,2,4,0,0,2,7,34,3,0,0,10,0,0,4,407,14,0,3,1,3
"CRISPLD2",0,0,0,0,0,0,3,151,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,4
"ZDHHC7",2,1,13,1,0,0,3,37,0,0,1,0,0,0,7,1,0,0,2,0,1,3,542,7,1,0,1,5
"KIAA0513",0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,2,0,0,0,86,9,0,0,0,0
"FAM92B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"GSE1",3,0,2,0,1,0,0,23,1,0,0,0,2,0,4,0,0,0,6,0,0,0,253,7,0,0,1,1
"GINS2",6,0,11,0,0,0,0,16,1,0,0,0,1,2,3,1,0,0,6,0,0,0,1452,2,0,26,0,0
"C16orf74",1,0,10,0,0,0,0,48,0,0,0,0,0,0,6,0,1,1,3,0,0,0,4,128,1,3,0,1
"EMC8",14,0,22,0,1,0,10,93,3,0,0,0,0,3,23,7,0,0,6,0,1,6,671,35,0,10,5,24
"COX4I1",356,122,561,9,21,50,100,2196,116,57,13,16,37,153,1167,210,40,26,339,15,27,115,74642,982,31,203,108,283
"IRF8",36,0,59,0,2,1,5,156,5,1,0,3,0,27,17,4,0,3,1,0,5,8,134,5,5,75,1,3
"RP11-542M13.3",0,3,1,1,0,1,0,0,2,1,0,1,0,1,22,8,0,1,2,0,2,7,0,0,0,1,1,0
"RP11-542M13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RP11-805I24.1",0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0
"LINC01082",0,0,1,0,0,0,0,1039,0,0,0,0,0,0,2,0,35,0,0,0,0,0,1,0,0,0,0,2
"RP11-514D23.3",0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"FENDRR",0,0,0,0,0,0,0,372,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,3,0,0,0,4
"FOXF1",0,1,1,0,0,1,0,566,0,0,0,0,0,0,3,0,9,0,0,0,0,0,1,0,0,0,0,16
"MTHFSD",0,0,2,0,0,0,2,18,0,1,0,0,0,0,2,0,1,0,1,0,0,0,70,0,0,0,0,2
"FOXL1",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C16orf95",0,0,1,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,54,5,0,0,0,0
"RP11-178L8.7",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1
"FBXO31",0,2,1,0,0,0,1,12,0,1,0,0,0,0,1,2,0,0,0,0,0,1,177,2,0,0,2,1
"MAP1LC3B",51,20,54,4,4,5,41,348,14,6,4,0,6,31,152,35,2,2,41,1,3,17,1148,183,5,33,18,59
"ZCCHC14",1,1,0,0,0,0,2,24,0,0,0,0,1,0,1,0,0,0,1,0,0,0,189,0,0,0,0,0
"KLHDC4",2,1,2,0,0,0,0,13,1,0,1,0,0,0,1,1,0,0,1,0,1,2,193,7,0,0,1,2
"SLC7A5",1,3,7,0,2,0,0,2,4,1,0,0,0,2,22,4,0,0,3,0,3,5,39,62,3,1,0,0
"BANP",2,0,13,0,0,0,1,20,1,1,0,0,1,1,12,2,0,0,3,0,0,2,130,6,0,4,0,3
"RP11-863P13.3",2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
"RP11-863P13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"ZFPM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"ZC3H18",4,0,5,0,0,1,2,30,1,2,0,0,0,1,9,8,1,0,2,0,0,0,333,10,0,5,0,6
"CYBA",1654,178,1444,15,15,49,94,1138,140,63,11,14,38,281,1217,297,10,47,276,8,28,154,25552,4788,89,144,91,119
"MVD",0,1,1,0,0,1,11,55,3,0,0,0,0,0,13,1,1,0,5,0,0,2,608,18,0,4,0,4
"SNAI3-AS1",0,0,2,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1
"SNAI3",2,1,2,0,0,0,0,0,2,0,0,0,0,0,10,1,0,0,0,0,0,4,0,4,0,0,0,0
"RNF166",10,7,40,1,0,5,2,36,11,3,1,0,1,2,72,14,0,1,20,1,2,6,67,12,0,6,4,15
"CTU2",1,0,3,0,0,0,1,31,1,1,0,0,1,2,5,0,1,0,4,0,0,1,157,10,0,2,0,3
"PIEZO1",4,0,2,0,1,0,0,5,0,0,0,0,1,1,7,3,0,0,3,0,0,0,205,8,0,0,1,4
"RP5-1142A6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"CDT1",3,0,7,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,678,1,0,14,0,2
"APRT",95,41,183,4,6,20,23,553,33,24,5,7,5,30,572,89,6,5,150,4,12,59,8448,275,9,42,35,75
"GALNS",2,0,3,0,1,1,0,99,0,0,0,0,1,0,6,1,2,0,3,0,0,1,123,1,1,1,0,2
"TRAPPC2L",54,8,40,0,1,1,24,397,6,3,0,1,1,4,93,22,6,3,27,2,5,6,2584,118,6,23,11,54
