"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Regulatory CD4 Tcells","Vascular ECs"
"CTD-2547H18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"B3GNT6",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"CAPN5",4,0,0,0,11,0,0,0,0,0,0,0,0,141,0,1
"PAK1",20,0,12,0,16,0,1,0,10,0,1,0,0,91,0,1
"CLNS1A",18,4,29,4,143,5,3,0,30,1,4,5,1,205,3,45
"AQP11",0,0,0,3,6,0,0,0,0,0,0,0,0,14,0,1
"RSF1",19,0,6,6,120,0,0,0,11,4,1,2,4,81,0,14
"AAMDC",14,2,2,6,127,1,1,4,8,3,4,0,0,187,0,35
"INTS4",1,0,0,2,11,2,3,0,1,4,0,5,0,17,0,1
"KCTD14",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"NDUFC2",99,7,30,27,484,4,17,6,47,5,25,12,3,1086,0,129
"ALG8",7,0,0,0,39,1,2,0,1,1,0,1,0,28,0,8
"KCTD21",0,0,2,1,2,0,0,0,1,0,0,0,0,6,0,0
"GAB2",5,0,2,0,7,0,0,0,0,0,0,0,0,8,0,1
"NARS2",0,1,3,0,11,0,0,0,4,6,0,0,0,38,2,5
"PRCP",13,0,9,14,140,0,0,0,7,0,7,1,1,36,1,24
"RAB30",0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0
"RAB30-AS1",4,0,2,0,28,0,2,0,0,0,0,1,0,24,0,11
"PCF11",3,0,4,0,27,0,1,3,5,2,0,0,0,33,0,5
"ANKRD42",0,0,0,0,19,1,0,0,2,0,0,0,0,12,0,0
"CCDC90B",16,4,3,6,86,3,5,6,11,1,0,1,6,111,2,26
"TMEM126B",5,0,1,2,99,3,2,0,12,1,3,2,0,92,2,17
"TMEM126A",8,2,7,1,73,0,5,2,25,1,3,1,2,118,0,8
"CREBZF",0,1,0,2,18,1,1,0,1,1,0,2,0,20,0,2
"SYTL2",0,0,0,0,3,0,1,0,0,1,0,0,0,27,0,0
"PICALM",6,1,1,1,22,0,0,0,2,0,1,0,0,24,0,13
"EED",5,0,0,3,30,0,2,0,4,0,0,0,0,36,1,7
"C11orf73",42,5,8,8,139,3,4,3,12,1,13,7,0,94,3,48
"ME3",0,0,0,0,8,0,0,0,0,0,0,0,0,39,0,17
"PRSS23",1,0,0,15,87,0,0,0,0,0,0,0,0,52,0,384
"FZD4",0,0,0,0,15,0,0,0,1,0,1,0,0,0,0,19
"TMEM135",0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0
"CTSC",197,7,37,22,2749,5,7,0,44,7,47,15,8,122,12,46
"CHORDC1",9,0,0,0,23,0,1,1,4,0,2,0,0,28,0,6
"SLC36A4",4,0,1,0,3,0,0,0,3,0,0,0,0,7,0,3
"SMCO4",28,0,18,1,43,0,0,0,9,0,4,1,0,144,6,19
"TAF1D",4,2,4,4,71,7,0,0,9,3,0,8,0,63,1,7
"C11orf54",3,0,1,2,24,2,0,0,0,0,0,0,0,88,3,11
"MED17",0,1,2,3,32,0,0,0,7,0,1,0,2,19,0,6
"PANX1",0,0,0,0,11,0,0,0,1,1,0,0,0,2,0,0
"MRE11A",2,2,5,0,13,1,0,0,0,0,0,0,2,5,1,3
"ANKRD49",1,1,0,2,24,0,2,2,5,0,1,0,0,16,1,5
"PIWIL4",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"FUT4",1,0,1,0,3,0,0,0,0,0,0,0,0,14,0,0
"AMOTL1",0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,4
"CWC15",31,2,12,10,117,43,0,2,6,3,5,4,1,143,10,36
"ENDOD1",0,0,0,0,2,0,0,0,0,0,0,0,0,29,0,0
"SESN3",0,0,3,1,10,0,0,0,0,0,0,0,0,2,0,0
"FAM76B",1,0,1,1,3,0,0,0,0,0,0,0,0,10,0,4
"CEP57",10,1,0,0,52,0,0,0,3,1,2,2,1,41,0,11
"MTMR2",0,0,0,0,29,0,0,0,1,0,1,0,0,13,0,0
"MAML2",0,0,0,0,12,1,0,0,1,0,0,0,0,4,0,1
"CCDC82",1,0,0,0,47,0,0,0,2,3,0,3,0,17,0,12
"JRKL",0,0,0,0,4,0,0,0,1,0,2,0,0,12,0,0
"ARHGAP42",0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,1
"PGR",0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0
"TRPC6",0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0
"YAP1",0,0,0,0,15,0,0,0,0,0,1,0,0,18,0,0
"BIRC3",6,0,8,0,6,1,11,8,30,4,0,11,1,21,8,3
"BIRC2",3,0,1,0,30,1,0,0,1,1,0,0,0,34,0,9
"TMEM123",28,1,9,3,213,6,2,0,46,1,11,6,5,111,2,40
"MMP1",1,0,0,0,224,0,0,0,0,0,6,0,0,0,0,0
"MMP12",83,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
"DCUN1D5",7,2,4,3,54,0,0,0,7,0,1,2,0,45,1,12
"DYNC2H1",0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0
"PDGFD",0,0,0,0,168,0,0,0,0,0,3,0,0,0,0,7
"CASP4",37,5,19,6,211,13,0,3,23,5,3,4,5,53,3,49
"CASP5",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"CASP1",27,1,16,0,196,1,0,0,22,3,5,5,0,65,6,24
"CARD16",30,4,29,0,420,4,0,1,19,10,30,4,1,114,6,85
"GRIA4",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1
"MSANTD4",1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"KBTBD3",0,0,0,0,21,1,1,0,6,1,0,0,0,16,1,6
"AASDHPPT",10,1,2,0,54,1,2,1,2,1,0,0,1,27,0,7
"CWF19L2",1,0,1,2,22,1,2,0,2,1,1,6,0,4,0,2
"ALKBH8",0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,5
"SLC35F2",2,0,0,0,1,0,0,0,0,0,0,0,0,14,0,3
"CUL5",4,1,0,0,30,2,0,0,0,0,3,0,0,19,0,2
"ACAT1",10,0,5,9,96,1,1,2,7,2,0,0,0,440,1,32
"NPAT",2,2,2,1,14,0,1,0,6,0,0,0,0,14,1,6
"ATM",1,0,2,1,28,0,0,0,9,0,1,4,4,5,0,3
"KDELC2",0,0,1,1,15,0,0,0,0,0,0,0,0,13,0,3
"EXPH5",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"DDX10",1,0,0,1,8,0,0,0,2,0,0,0,0,15,0,6
"RDX",8,0,8,7,138,2,0,0,0,0,5,1,0,23,0,62
"FDX1",23,3,6,8,52,4,2,0,21,5,0,8,3,226,4,19
"ARHGAP20",0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0
"RP11-89C3.4",1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"C11orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"COLCA1",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
"COLCA2",0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0
"POU2AF1",0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0
"LAYN",0,0,0,1,17,0,0,0,1,0,1,0,0,0,2,27
"SIK2",1,17,2,0,4,0,0,0,0,0,0,1,0,6,0,0
"PPP2R1B",3,0,0,1,3,0,0,0,2,0,0,0,0,17,0,2
"ALG9",0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,1
"FDXACB1",4,0,0,0,8,2,0,0,0,0,0,0,0,8,0,4
"C11orf1",5,0,1,0,21,0,1,0,0,0,0,0,0,48,0,0
"CRYAB",2,0,0,573,164,1,0,0,1,0,14,0,0,0,1,29
"HSPB2",0,0,0,18,45,0,0,0,0,0,8,0,0,0,0,1
"DIXDC1",0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,1
"DLAT",4,0,1,1,14,0,1,0,0,0,0,0,0,44,0,0
"C11orf57",0,0,3,0,26,0,0,0,0,0,0,1,0,42,0,5
"TIMM8B",47,1,15,7,165,7,2,1,15,2,9,4,1,454,1,25
"SDHD",42,5,34,23,425,3,6,2,42,5,22,6,1,523,4,65
"IL18",11,0,8,0,0,0,6,0,1,0,0,0,0,105,0,1
"BCO2",1,0,0,0,1,3,0,0,2,0,0,0,0,5,0,0
"PTS",6,0,0,3,87,0,0,0,7,0,6,2,2,107,0,24
"RP11-356J5.12",4,0,1,4,150,0,0,0,1,0,15,1,0,8,3,1
"NCAM1",1,2,0,7,23,0,0,0,0,0,3,0,1,0,0,3
"TTC12",0,0,3,0,9,0,0,0,0,0,0,0,0,7,0,0
"ZW10",3,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0
"USP28",1,0,0,0,4,0,0,0,0,0,0,0,4,11,0,4
"NNMT",0,0,0,17,334,0,0,0,0,0,2,0,0,0,0,71
"C11orf71",4,0,0,0,9,0,2,0,0,1,0,0,0,21,0,5
"RBM7",10,2,6,5,90,1,10,0,10,1,0,3,0,50,3,22
"REXO2",39,2,2,5,209,2,1,1,11,0,14,3,0,141,0,55
"NXPE1",0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
"NXPE4",0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0
"NXPE2",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
"CADM1",0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,4
"BUD13",6,0,0,0,9,0,1,0,0,0,0,0,0,9,0,2
"SIK3",3,0,2,0,15,0,0,4,0,0,0,0,0,13,0,2
"PAFAH1B2",5,0,4,0,32,0,0,0,1,1,3,0,0,28,0,3
"SIDT2",1,1,4,0,52,1,0,0,6,0,0,1,0,37,0,7
"TAGLN",3,0,2,0,177,0,0,0,0,0,350,0,0,5,0,1
"PCSK7",11,1,1,1,58,3,0,4,13,2,1,4,0,139,2,11
"RNF214",1,0,0,0,8,0,0,1,4,1,0,1,0,18,0,8
"BACE1",3,0,1,0,20,0,0,0,0,0,0,0,0,3,0,1
"CEP164",6,0,0,0,11,1,0,1,5,0,0,0,0,10,0,3
"RP11-35P15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"FXYD2",0,0,0,0,17,0,0,0,0,9,0,0,0,0,0,0
"FXYD6",6,1,0,1,206,0,0,0,0,0,2,0,0,0,0,21
"IL10RA",16,9,11,0,4,0,0,0,13,2,0,3,0,0,0,0
"TMPRSS4",0,0,0,1,1,0,0,0,0,0,0,0,0,139,0,0
"MPZL3",1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
"MPZL2",5,0,4,0,4,0,0,0,1,0,1,0,0,104,0,130
"CD3E",3,22,2,0,2,10,0,0,176,36,0,48,13,0,23,1
"CD3D",1,55,4,0,7,24,0,0,306,109,0,112,9,0,69,1
"CD3G",0,9,0,0,0,2,0,0,43,11,0,4,1,0,3,0
"UBE4A",2,0,0,0,14,0,0,1,3,3,0,0,0,9,0,1
"ATP5L",225,24,101,21,893,28,27,21,182,36,32,60,9,2472,21,134
"KMT2A",1,2,3,0,29,0,0,0,5,10,1,2,0,38,1,4
"TMEM25",0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1
"IFT46",4,0,1,0,18,0,0,0,0,0,0,2,0,18,0,5
"ARCN1",2,0,0,0,23,1,0,0,2,0,1,2,3,40,0,6
"PHLDB1",1,0,0,9,40,0,0,0,0,0,1,0,0,31,0,6
"DDX6",2,0,3,0,19,2,1,0,9,1,0,3,0,14,0,2
"BCL9L",3,0,0,1,4,0,0,0,1,0,0,0,0,7,0,0
"CCDC84",6,0,0,1,25,0,0,2,6,0,0,0,0,28,0,2
"RPS25",420,61,261,45,2952,78,163,119,809,105,75,318,69,5354,83,573
"TRAPPC4",19,4,7,8,122,3,3,4,12,5,9,2,4,154,3,45
"SLC37A4",10,0,2,0,6,0,0,0,0,0,0,0,0,76,0,3
"HYOU1",9,2,1,0,14,0,0,0,4,1,1,1,0,30,0,2
"VPS11",3,0,1,0,23,0,0,0,1,0,0,2,0,17,0,1
"HMBS",7,0,4,0,22,0,0,0,0,0,0,1,0,111,0,7
"H2AFX",11,3,9,12,41,2,3,0,7,2,0,4,0,60,0,29
"DPAGT1",4,0,9,1,31,0,0,0,3,0,2,0,0,35,1,11
"C2CD2L",0,0,0,0,0,1,0,0,5,0,0,2,0,8,0,1
"HINFP",1,1,3,1,21,0,0,2,1,0,2,0,1,28,0,3
"NLRX1",3,0,0,0,7,0,0,0,0,0,0,0,0,13,0,2
"PDZD3",0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0
"CCDC153",1,0,0,0,5,0,0,0,0,0,0,0,0,9,0,7
"CBL",5,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1
"MCAM",0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,34
"RNF26",4,0,0,0,25,2,0,0,2,0,3,0,2,29,1,6
"USP2",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"THY1",0,0,0,1,412,0,0,0,0,0,8,0,0,0,0,1
"PVRL1",0,0,0,0,3,0,0,0,0,0,1,0,0,39,0,0
"OAF",7,0,1,1,86,0,0,0,0,0,0,0,0,73,0,2
"TMEM136",3,0,2,3,25,0,0,0,0,0,0,0,0,0,0,3
"ARHGEF12",2,0,0,0,39,0,0,0,1,0,1,0,0,25,0,6
"TBCEL",1,0,0,0,3,0,0,0,0,1,2,0,0,2,0,1
"SC5D",1,0,0,0,25,2,0,0,1,0,1,4,0,8,1,9
"SORL1",0,0,2,0,3,0,1,0,13,1,0,4,0,48,0,0
"CRTAM",1,1,4,0,2,2,0,0,0,5,0,0,0,0,1,0
"C11orf63",0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0
"HSPA8",206,50,135,46,728,22,40,19,236,48,35,65,13,1374,27,224
"CLMP",0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
"ZNF202",0,0,0,1,4,0,0,0,0,1,1,0,0,8,0,0
"VWA5A",1,0,0,1,23,0,87,0,0,0,1,1,0,77,0,1
"TBRG1",5,2,9,0,46,1,0,0,13,2,1,0,0,41,5,9
"SIAE",0,0,0,0,20,0,0,0,1,0,0,1,0,124,0,5
"SPA17",0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,1
"VSIG2",0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0
"ESAM",0,0,0,4,3,0,1,0,2,0,0,0,0,4,0,258
"RP11-677M14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"MSANTD2",0,0,0,0,20,0,0,0,3,0,0,0,0,4,0,1
"ROBO3",1,0,0,1,5,0,2,0,0,0,0,2,0,9,0,4
"ROBO4",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,29
"SLC37A2",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TMEM218",14,1,6,0,64,2,1,1,6,1,2,4,0,32,0,12
"PKNOX2",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"FEZ1",0,1,0,11,60,0,0,1,0,0,1,0,0,0,0,4
"EI24",19,0,2,11,193,5,3,0,6,1,5,0,0,211,0,37
"STT3A",3,0,0,0,11,0,0,0,5,2,1,0,0,14,0,0
"CHEK1",3,0,0,0,2,0,0,0,0,0,0,0,0,24,0,0
"HYLS1",5,0,0,0,5,0,0,0,0,0,4,0,0,13,0,4
"PUS3",0,0,0,2,24,0,1,4,0,0,0,2,0,20,0,5
"RPUSD4",2,0,3,0,12,0,0,0,4,0,0,0,0,14,0,3
"FAM118B",4,2,2,2,12,0,0,0,0,0,0,0,0,31,0,6
"FOXRED1",7,0,1,0,9,0,3,0,0,0,0,0,0,38,0,2
"TIRAP",3,0,0,0,5,0,0,0,2,0,0,0,0,3,0,0
"DCPS",3,0,5,3,39,3,0,0,11,2,1,2,0,49,2,13
"ST3GAL4",1,0,0,0,60,0,1,0,0,0,2,0,0,30,0,3
"ETS1",1,4,0,0,25,0,0,0,15,0,1,2,0,10,2,23
"FLI1",6,0,2,0,7,4,1,2,7,1,0,0,0,0,0,9
"ARHGAP32",0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0
"BARX2",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"TMEM45B",0,0,0,0,2,0,0,0,1,0,0,0,0,267,0,1
"NFRKB",5,2,0,3,12,0,1,0,4,0,0,0,0,12,0,2
"APLP2",59,0,11,10,353,0,0,0,4,1,3,0,2,274,0,32
"ST14",15,0,3,0,1,0,0,0,0,0,0,1,0,313,0,0
"ZBTB44",0,0,0,0,10,0,0,0,1,0,0,0,0,33,3,5
"SNX19",4,0,2,0,5,0,0,0,4,0,1,1,0,11,0,5
"NTM",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7
"JAM3",0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,24
"NCAPD3",6,1,0,0,5,0,0,0,1,0,0,0,0,22,0,4
"VPS26B",6,0,9,0,22,0,3,0,3,0,0,1,0,32,0,7
"THYN1",16,6,11,3,177,2,2,0,23,2,11,4,13,182,5,46
"ACAD8",2,0,2,1,25,0,0,0,1,0,2,2,0,36,0,11
"GLB1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ZMYND11",2,2,1,1,12,0,0,0,1,0,1,1,0,9,0,1
"DIP2C",3,0,0,2,9,0,0,0,0,0,1,0,0,2,0,4
"PRR26",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"LARP4B",3,0,0,0,8,0,0,0,1,3,0,0,0,34,0,5
"GTPBP4",7,0,2,1,30,1,0,1,1,0,0,2,0,48,0,9
"IDI1",6,1,10,4,36,1,2,2,19,4,2,4,0,86,0,38
"WDR37",2,0,0,0,9,0,0,0,2,0,1,0,0,7,0,0
"PFKP",1,0,0,1,33,0,0,2,3,1,3,0,0,34,0,2
"PITRM1",2,0,0,0,12,1,0,0,3,0,4,0,0,35,0,0
"KLF6",35,10,58,20,50,6,21,6,141,14,3,33,6,311,7,34
"AKR1C2",0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,2
"AKR1C1",0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,2
"AKR1C3",0,0,0,0,6,0,0,0,0,0,0,0,0,633,0,12
"TUBAL3",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"NET1",1,0,19,0,2,0,0,0,0,0,0,0,0,107,0,1
"ASB13",1,0,0,1,13,0,1,0,0,0,0,0,0,24,0,1
"FAM208B",0,0,0,0,4,0,0,0,3,0,0,0,0,9,0,0
"GDI2",58,1,42,7,272,7,4,1,23,1,7,11,1,226,1,51
"ANKRD16",0,0,0,1,5,0,0,0,0,0,0,0,0,6,0,0
"FBXO18",3,0,0,0,33,0,0,0,2,0,3,2,0,46,1,7
"RP11-536K7.3",1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2
"IL15RA",3,0,0,0,55,0,0,0,7,0,0,2,0,17,0,9
"RBM17",19,0,8,4,94,6,1,1,3,1,0,2,1,125,1,44
"PFKFB3",0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1
"SFMBT2",12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
"ITIH5",0,0,0,3,290,0,0,0,0,0,3,0,0,0,1,7
"KIN",2,1,2,1,68,0,1,2,0,0,4,0,0,28,0,17
"ATP5C1",52,6,17,7,289,5,3,8,18,7,16,5,1,1015,7,80
"TAF3",6,3,4,0,21,0,0,0,6,0,2,0,0,8,0,3
"GATA3",0,4,2,0,3,5,0,0,25,1,0,7,0,0,1,0
"SFTA1P",0,0,0,0,226,0,0,0,0,0,1,0,0,0,0,0
"CELF2",9,1,14,8,45,3,5,4,24,3,0,11,0,33,1,0
"USP6NL",3,0,1,0,4,0,0,0,0,0,0,0,0,8,1,5
"ECHDC3",3,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0
"UPF2",3,0,2,1,43,1,5,0,7,0,1,2,2,56,1,12
"DHTKD1",0,1,1,0,11,1,0,1,2,0,1,0,0,27,0,1
"NUDT5",34,0,14,3,142,1,2,2,5,3,5,7,1,149,0,30
"CDC123",17,0,10,8,154,3,3,3,10,1,1,1,0,166,2,42
"CAMK1D",2,0,4,1,9,0,0,0,5,0,0,2,0,46,1,9
"OPTN",1,1,0,3,111,0,0,0,2,1,0,2,4,47,1,12
"PHYH",23,0,5,2,88,1,9,1,7,0,6,0,1,190,0,7
"SEPHS1",9,3,6,0,26,0,0,0,2,1,0,7,0,43,0,2
"BEND7",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"PRPF18",3,0,3,0,45,0,2,4,9,0,4,4,0,52,2,12
"FRMD4A",13,0,5,5,2,0,0,0,1,0,0,0,1,15,0,10
"FAM107B",1,1,0,2,6,1,1,2,4,2,0,0,2,32,0,4
"HSPA14",5,2,3,0,22,0,0,0,4,2,0,4,3,31,0,2
"SUV39H2",0,0,1,0,10,0,0,0,0,0,0,0,0,12,0,0
"DCLRE1C",2,0,2,0,9,0,4,0,0,2,1,1,0,10,1,6
"RPP38",5,5,2,4,38,0,0,0,3,0,0,0,0,55,1,10
"NMT2",3,0,2,2,19,1,4,0,2,1,2,5,0,20,0,3
"FAM171A1",0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0
"ITGA8",1,0,0,0,67,0,0,0,1,0,3,0,0,0,0,6
"FAM188A",0,0,1,4,43,0,0,0,0,0,2,0,0,22,0,7
"PTER",2,0,1,0,4,1,0,0,0,0,0,1,0,19,0,0
"RSU1",23,5,10,6,115,3,5,0,10,3,12,2,5,95,0,54
"TRDMT1",1,0,3,0,4,0,0,0,7,0,0,0,0,8,0,1
"VIM-AS1",3,1,4,0,6,0,3,0,5,1,0,1,0,1,0,0
"VIM",254,35,129,209,4020,27,106,4,216,57,170,40,9,13,33,415
"RP11-124N14.3",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"STAM",0,0,2,2,1,0,0,0,2,0,0,1,0,10,1,2
"TMEM236",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"CACNB2",0,0,0,1,9,0,0,0,0,0,0,0,0,8,0,0
"NSUN6",1,1,1,1,8,0,0,0,0,1,0,0,0,8,0,1
"ARL5B",2,0,5,0,8,1,1,0,1,0,0,1,1,10,3,5
"RP11-354E11.2",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"PLXDC2",3,0,3,1,25,0,0,0,0,0,0,0,0,14,0,6
"MLLT10",3,1,1,0,28,0,0,1,6,2,0,1,0,60,0,8
"DNAJC1",29,1,13,2,138,0,2,2,4,2,7,6,0,126,1,29
"COMMD3",20,0,14,6,177,1,2,1,4,0,8,13,0,149,1,15
"BMI1",1,0,0,0,13,0,0,0,8,3,0,0,0,3,3,1
"PIP4K2A",4,0,0,0,8,0,1,0,6,0,0,0,0,0,0,0
"MSRB2",16,0,3,3,120,0,2,0,8,0,3,1,0,255,0,14
"OTUD1",3,0,6,0,5,0,0,0,0,0,0,0,0,2,0,3
"KIAA1217",0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0
"ARHGAP21",7,0,0,0,14,0,0,0,0,0,0,1,0,18,0,1
"PRTFDC1",2,0,0,0,53,0,0,0,0,0,2,0,0,16,0,0
"RP11-165A20.3",1,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0
"THNSL1",0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,1
"APBB1IP",12,2,8,0,11,3,0,1,12,6,0,5,2,0,0,0
"PDSS1",1,0,2,0,2,0,0,0,0,0,0,0,0,68,0,0
"ABI1",11,3,6,0,56,0,3,1,14,2,1,3,0,76,2,11
"ANKRD26",0,0,3,1,28,0,0,0,0,0,0,0,0,13,0,0
"YME1L1",7,0,15,2,72,2,8,0,5,0,0,1,0,69,0,16
"MASTL",0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0
"ACBD5",4,0,2,0,12,1,1,0,3,1,0,0,1,27,0,3
"RAB18",10,3,22,2,159,2,3,0,14,5,0,2,0,110,0,42
"MPP7",0,0,0,0,0,0,0,0,2,1,0,1,0,17,1,0
"WAC-AS1",3,0,2,2,27,0,0,1,5,1,0,0,0,33,0,5
"WAC",8,2,0,1,48,0,0,0,1,0,4,0,0,45,1,14
"BAMBI",1,0,0,0,220,0,0,0,0,0,0,1,0,1,0,2
"SVIL",0,0,1,0,28,0,0,0,0,0,2,0,0,28,0,2
"MTPAP",0,0,1,0,3,0,0,1,0,0,0,0,0,19,0,1
"MAP3K8",8,1,4,0,11,6,0,0,8,2,0,1,0,3,1,6
"ZNF438",1,0,0,0,10,0,0,0,0,0,0,0,0,7,0,2
"ZEB1-AS1",0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"ZEB1",0,0,3,0,34,0,0,1,1,0,0,0,1,0,0,11
"ARHGAP12",0,0,0,0,17,0,0,0,0,0,1,0,0,22,0,3
"KIF5B",34,1,13,7,98,3,2,0,26,2,6,5,0,246,3,47
"EPC1",4,8,12,0,56,0,3,4,25,3,0,5,0,38,0,18
"ITGB1",4,2,3,14,295,1,1,1,3,0,15,0,1,124,1,70
"NRP1",16,0,2,0,13,0,0,0,0,0,1,0,0,0,0,33
"PARD3",0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
"CUL2",2,0,0,0,16,1,1,4,6,0,3,0,0,15,1,7
"CREM",23,3,6,13,51,3,1,1,29,2,0,8,0,18,1,15
"CCNY",3,0,0,0,11,0,0,0,2,0,0,0,0,14,0,2
"RP11-425A6.5",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"MTRNR2L7",2,0,0,0,4,0,0,0,1,1,0,0,0,13,0,1
"ZNF248",0,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0
"ZNF25",0,0,0,1,8,0,0,0,1,0,3,1,0,0,0,7
"ZNF33A",7,0,1,0,30,1,1,2,1,0,0,0,0,50,0,7
"ZNF37A",1,0,2,2,49,1,0,1,0,0,0,1,0,10,0,6
"LINC00839",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1
"ZNF33B",0,0,2,0,8,2,0,0,1,0,0,0,0,28,0,6
"BMS1",4,0,2,1,16,0,1,0,1,0,3,0,0,47,0,4
"CSGALNACT2",2,0,2,1,12,0,0,0,2,0,0,1,0,0,0,1
"HNRNPF",44,10,21,5,162,4,7,8,37,9,12,15,3,337,4,53
"RP11-517P14.2",1,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0
"ZNF487",2,0,0,3,4,0,0,0,0,0,0,0,0,4,0,30
"ZNF32",21,7,2,4,76,1,0,0,6,1,3,5,1,46,1,17
"CXCL12",24,1,1,10,1298,0,0,0,2,0,1,0,0,2,1,35
"TMEM72",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"RASSF4",13,0,14,4,15,0,0,0,1,0,0,1,0,13,0,1
"C10orf10",0,0,0,0,33,0,0,0,0,0,0,0,0,7,0,87
"ZNF22",14,5,11,10,139,1,7,0,6,7,6,4,0,94,2,31
"ALOX5",14,0,9,0,1,0,6,1,0,0,0,0,0,3,0,0
"MARCH8",0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,3
"TIMM23",5,5,4,0,28,0,0,0,4,1,0,3,0,34,0,9
"NCOA4",7,1,10,4,69,1,5,0,3,0,1,4,0,87,0,23
"GPRIN2",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"SYT15",0,0,1,1,5,0,0,0,0,0,0,0,0,2,0,4
"MAPK8",0,0,3,0,21,0,0,0,0,2,0,1,0,12,0,1
