"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"TNFSF15",1,0,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"TNFSF8",0,0,0,1,0,0,0,1,1,0,0,0,0,15,1,0,0,1,1,0,0,1,0,0,0,1,0
"TNC",0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2
"PAPPA",0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASTN2",0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"TRIM32",1,0,1,0,0,1,4,2,0,0,0,1,4,11,2,1,0,0,0,0,1,4,0,2,0,0,0
"TLR4",3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK5RAP2",2,1,0,0,1,2,9,0,0,0,1,1,3,16,1,0,0,2,0,0,0,18,0,1,4,0,1
"MEGF9",2,0,2,0,1,3,3,0,0,0,0,0,3,8,1,0,0,0,0,0,0,3,0,0,0,0,4
"FBXW2",3,3,1,1,1,0,16,1,0,0,0,2,11,30,1,0,0,8,0,2,4,26,0,12,1,3,9
"PSMD5",2,0,0,1,0,0,9,1,0,0,1,0,6,7,3,0,1,8,0,0,1,1,0,1,0,1,1
"PSMD5-AS1",3,0,2,0,2,1,6,0,2,0,1,0,1,21,1,1,0,10,1,0,0,18,0,9,1,7,4
"PHF19",4,0,7,2,1,0,6,3,1,0,1,0,0,31,2,0,0,8,0,0,2,34,0,4,10,3,2
"TRAF1",0,0,0,2,2,0,1,0,0,0,0,0,0,34,2,0,0,6,0,0,2,2,0,2,1,6,0
"CNTRL",2,1,4,0,1,0,3,6,0,0,0,0,4,21,7,1,6,10,0,0,2,9,0,4,3,6,2
"RAB14",13,1,11,2,4,3,44,6,4,1,1,3,25,72,10,3,1,19,4,1,8,76,2,13,4,16,15
"GSN",85,1,85,0,0,54,1233,1,1,0,10,6,9,17,0,44,0,1,0,6,3,165,6,9,2,0,1016
"STOM",9,10,7,3,6,2,96,17,6,2,4,4,1,129,30,0,1,15,1,0,17,9,4,10,6,3,116
"DAB2IP",0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3
"TTLL11",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"NDUFA8",21,3,23,2,4,9,68,6,6,2,2,2,24,80,12,4,2,23,3,0,6,508,0,43,11,16,61
"RBM18",6,1,3,0,2,0,15,9,2,1,1,0,5,41,5,1,1,10,0,1,6,19,0,15,1,7,4
"MRRF",8,1,8,0,1,0,9,0,0,0,1,0,2,9,6,0,0,8,0,0,0,97,1,11,5,3,5
"PTGS1",5,0,6,0,0,0,13,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,4,0,0,11
"PDCL",8,1,5,1,2,1,34,0,3,0,0,3,8,29,3,0,1,8,1,2,4,30,0,9,8,3,15
"RC3H2",3,1,1,1,0,0,5,2,0,0,0,0,3,8,4,0,0,2,0,2,0,5,0,2,1,0,2
"ZBTB6",0,1,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,3,0,1,0,0,1
"ZBTB26",1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1
"RABGAP1",1,1,0,0,0,0,2,0,1,0,0,0,4,3,2,0,0,0,0,0,0,6,0,1,0,0,4
"STRBP",0,0,0,0,0,0,1,1,0,0,0,0,9,9,0,0,1,0,0,0,0,35,0,25,1,1,0
"CRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"DENND1A",5,0,4,0,0,0,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,1,0,0,4
"NEK6",14,0,5,1,0,3,21,0,0,0,1,0,10,0,1,0,3,0,0,1,3,47,0,4,0,1,3
"PSMB7",45,16,53,4,3,5,205,12,12,7,4,4,49,192,46,11,10,65,4,6,22,691,3,142,28,39,91
"NR6A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"OLFML2A",0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RPL35",676,112,622,39,85,56,1530,224,158,53,41,53,967,3136,578,45,111,887,76,41,225,5679,14,1474,148,324,487
"ARPC5L",10,6,18,3,4,1,45,17,4,1,0,1,46,117,48,2,1,26,3,5,19,228,1,90,29,38,61
"GOLGA1",2,0,2,0,1,0,3,0,0,0,0,1,0,10,0,0,0,0,0,0,1,14,0,1,0,0,2
"SCAI",0,0,0,2,1,0,2,3,0,0,0,1,1,16,2,0,1,10,1,0,0,15,0,2,0,1,1
"PPP6C",5,4,6,0,1,3,15,8,4,0,3,0,7,52,11,2,1,15,2,3,8,40,0,25,10,8,26
"RABEPK",6,0,3,0,1,0,20,0,1,0,0,0,2,22,3,0,1,6,0,0,0,69,0,13,2,1,9
"HSPA5",46,16,41,16,9,10,147,33,17,11,11,16,70,416,88,2,11,82,5,3,39,297,0,784,22,55,96
"GAPVD1",3,0,4,0,0,0,9,0,1,0,0,1,2,14,1,0,2,3,0,0,0,16,0,6,0,3,4
"MAPKAP1",4,0,5,0,1,0,13,2,0,0,1,0,3,12,5,1,1,2,1,0,1,36,0,11,1,2,4
"PBX3",2,1,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,3,0,0,0,2,0,0,0,1,1
"MVB12B",3,0,2,0,1,0,5,0,0,0,1,0,0,12,3,0,0,1,0,0,0,4,0,0,0,0,0
"ZBTB43",1,0,1,0,2,0,9,0,2,0,2,0,6,22,3,0,0,4,0,0,2,21,0,3,1,1,0
"ZBTB34",1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0
"RALGPS1",0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,22,0,3,0,0,1
"ANGPTL2",0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18
"SLC2A8",11,0,3,0,0,1,10,1,2,0,0,0,3,5,1,2,0,0,0,0,2,54,0,6,1,1,9
"ZNF79",2,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,1,0,0,0,2,0,2,0,0,0
"RPL12",1042,228,1072,82,145,45,3084,405,263,91,85,136,2085,5838,997,92,249,1786,210,70,429,9801,18,2264,208,665,712
"LRSAM1",0,2,0,0,0,0,3,0,0,0,0,1,1,3,2,0,0,0,0,0,0,5,0,1,0,0,0
"FAM129B",0,0,0,0,0,3,15,1,1,0,0,2,0,0,0,0,0,0,0,0,0,93,1,1,0,0,19
"STXBP1",0,0,2,0,0,0,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,14
"PTRH1",6,4,3,0,1,3,19,3,2,0,0,1,2,30,6,1,0,9,0,1,6,56,0,10,1,1,11
"TOR2A",10,0,17,1,0,0,5,2,1,0,0,0,8,30,9,0,1,4,1,0,0,49,0,22,4,8,1
"SH2D3C",1,0,2,1,1,0,1,3,0,0,0,0,4,15,6,0,0,12,0,0,2,0,1,2,2,2,11
"CDK9",3,2,2,0,0,1,23,2,0,0,0,0,7,18,3,1,1,5,0,0,2,16,1,6,1,5,12
"FPGS",7,0,3,0,0,1,17,3,1,0,1,1,8,25,3,1,2,2,1,0,4,30,0,12,4,6,3
"ENG",14,0,6,0,0,4,104,0,1,0,3,0,1,10,3,0,2,1,0,0,0,0,0,4,0,0,397
"AK1",0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,1,0,1,0,0,0,39,0,0,0,0,8
"ST6GALNAC6",1,0,3,0,3,2,49,1,2,0,2,0,5,26,6,3,2,2,1,1,4,13,1,13,0,1,9
"ST6GALNAC4",2,2,4,0,1,0,18,1,1,0,0,1,16,11,2,0,2,3,0,0,0,6,0,49,0,2,10
"PIP5KL1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,6,0,0,0
"DPM2",20,3,10,2,1,2,64,6,3,1,0,0,13,33,14,3,3,8,0,1,4,111,1,46,8,9,25
"FAM102A",0,4,1,1,0,2,5,6,0,1,0,3,12,45,5,1,2,14,1,1,7,32,0,2,2,6,0
"NAIF1",1,1,0,0,0,0,6,0,0,0,0,0,3,7,2,1,0,2,0,0,0,7,0,0,0,1,2
"SLC25A25",3,1,2,0,0,0,5,0,0,1,0,0,3,16,5,0,0,4,0,0,0,11,0,2,0,1,4
"PTGES2",13,4,19,1,0,4,50,2,1,0,1,2,18,54,8,3,7,8,2,1,4,311,1,31,2,11,11
"LCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0
"C9orf16",121,26,51,6,16,1,175,28,14,6,2,6,64,272,58,7,9,81,6,7,32,288,1,128,20,70,87
"CIZ1",3,0,4,0,0,1,22,0,1,0,1,3,1,14,2,0,0,1,0,0,4,62,0,9,0,0,5
"DNM1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GOLGA2",1,1,4,0,0,1,12,2,0,0,0,0,3,10,4,0,0,4,0,0,1,38,1,15,0,3,11
"SWI5",6,0,4,1,0,0,65,3,1,0,0,0,12,48,6,0,4,8,0,1,3,69,0,33,3,5,19
"TRUB2",2,2,4,0,0,1,15,4,0,0,0,1,11,18,5,1,1,6,1,0,1,146,0,12,1,5,8
"COQ4",13,0,4,0,1,3,55,3,0,3,1,1,8,44,11,4,2,13,0,2,3,258,0,54,4,3,12
"SLC27A4",1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,55,0,5,0,1,3
"URM1",9,2,19,0,3,0,59,3,3,0,5,3,34,73,15,2,1,21,3,1,9,122,1,26,8,14,37
"RP11-339B21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CERCAM",5,0,0,0,0,1,78,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,24,1,0,4
"ODF2",1,3,2,0,0,0,4,1,0,0,0,1,3,6,0,0,0,1,0,0,0,11,0,7,3,2,2
"GLE1",2,0,2,1,0,0,5,0,1,0,0,2,2,11,4,0,0,1,1,1,0,18,0,4,2,1,1
"RP11-216B9.6",1,0,0,0,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
"SPTAN1",8,4,0,1,0,1,7,0,3,0,3,1,8,36,8,0,1,7,3,1,1,82,0,3,0,7,10
"WDR34",2,0,2,0,0,3,20,1,0,0,0,0,2,4,0,1,2,0,0,1,1,175,0,8,7,0,9
"HMGA1P4",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0
"SET",15,5,11,0,2,2,29,6,0,1,2,4,26,52,7,0,4,5,0,1,5,110,1,26,2,12,29
"PKN3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5
"ZDHHC12",37,4,16,2,0,5,28,6,6,1,3,7,23,104,16,0,3,25,3,1,8,371,0,50,21,9,15
"RP11-545E17.3",1,0,7,0,0,0,1,0,0,0,0,0,5,12,3,0,0,2,1,0,0,9,0,2,3,1,1
"ZER1",1,0,0,0,0,0,5,1,0,0,0,0,0,2,0,1,0,2,0,2,1,13,0,1,0,0,1
"TBC1D13",3,0,2,0,0,0,4,1,1,0,0,0,2,7,4,0,0,5,0,0,0,13,0,1,0,0,3
"ENDOG",2,0,0,1,0,0,2,2,0,0,0,1,3,3,4,0,0,3,0,0,0,106,0,8,1,0,2
"C9orf114",10,1,4,1,2,0,18,1,2,1,2,1,11,31,6,1,1,7,2,2,1,27,0,10,5,4,15
"CCBL1",1,0,1,0,0,0,2,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,2
"LRRC8A",2,2,4,0,0,0,7,0,0,0,0,0,2,3,0,0,0,0,0,0,0,15,0,0,2,0,11
"PHYHD1",2,0,0,0,0,2,56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,6
"DOLK",4,0,1,0,0,0,20,0,0,1,0,0,1,9,1,1,0,5,0,0,1,10,0,5,1,1,10
"NUP188",3,0,2,0,0,0,1,5,0,0,1,0,1,6,1,0,0,0,0,0,0,13,0,3,1,0,3
"SH3GLB2",4,0,4,0,0,0,19,1,0,0,0,0,2,8,3,2,1,5,0,0,2,51,0,10,1,0,2
"FAM73B",5,1,3,0,0,0,2,1,0,0,0,0,0,11,4,0,0,2,1,0,0,41,0,3,0,0,0
"DOLPP1",0,0,5,0,1,1,10,1,1,0,0,0,0,12,5,0,1,3,0,0,1,24,0,11,2,1,3
"CRAT",1,1,1,1,0,1,12,0,1,1,1,0,2,7,1,1,0,6,0,0,0,57,0,8,0,1,3
"PPP2R4",15,0,7,1,1,3,73,0,0,3,2,0,2,30,8,1,2,4,0,1,3,52,0,12,1,4,44
"IER5L",1,0,0,1,0,1,2,1,0,0,1,0,0,4,2,0,0,0,0,0,0,17,0,3,0,0,2
"C9orf106",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-492E3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,47,0,0,0
"NTMT1",22,2,6,0,2,2,31,1,0,2,0,0,12,50,12,1,0,13,1,0,4,78,0,24,7,12,12
"ASB6",2,2,0,0,0,0,5,0,0,0,0,0,1,6,2,0,1,1,0,0,0,10,0,3,0,0,4
"PTGES",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"TOR1B",1,3,0,2,1,1,12,0,1,0,0,0,2,20,5,0,0,0,1,0,0,20,0,4,0,4,3
"TOR1A",8,4,16,2,1,1,21,3,3,2,1,3,8,63,13,1,0,15,0,1,4,40,0,18,6,9,13
"C9orf78",14,9,9,5,4,5,62,34,9,7,8,1,53,264,47,3,3,66,13,2,31,125,0,49,21,32,29
"USP20",2,1,0,0,0,0,0,0,0,2,0,0,1,19,3,0,0,2,0,1,2,4,0,0,2,1,0
"FNBP1",20,5,15,1,0,1,18,7,12,4,1,0,43,155,19,1,6,42,2,3,13,26,0,39,8,25,7
"GPR107",4,0,1,0,0,0,6,0,0,0,0,0,1,6,1,0,0,2,0,0,1,32,0,2,0,0,7
"HMCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11
"ASS1",0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,2,162,0,49,0,1,1
"FUBP3",0,0,1,0,0,0,9,1,1,0,2,1,2,20,2,1,0,2,1,1,1,19,0,3,0,3,8
"EXOSC2",3,1,2,0,0,0,13,1,0,0,0,1,4,13,1,2,1,3,0,1,1,29,0,3,1,2,5
"ABL1",5,0,2,0,0,0,8,0,0,0,0,0,0,2,2,0,0,1,0,0,0,37,1,2,0,0,3
"FIBCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"LAMC3",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"AIF1L",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"NUP214",23,0,15,0,0,1,13,0,0,0,1,0,4,7,2,0,0,6,0,0,0,23,0,1,0,2,1
"RP11-544A12.8",0,0,0,0,0,1,1,0,1,0,0,0,4,7,1,0,0,0,0,0,1,1,0,2,0,1,1
"FAM78A",2,1,2,1,4,0,0,3,0,1,1,0,4,17,6,0,2,6,1,0,1,0,0,5,1,3,1
"PRRC2B",5,2,5,1,2,0,19,4,0,0,1,0,5,22,8,0,2,7,1,0,2,50,0,6,0,2,16
"POMT1",1,0,0,0,0,0,11,0,0,0,2,0,1,3,0,0,0,4,0,0,1,27,0,3,0,0,3
"UCK1",2,3,2,0,0,1,17,3,1,1,0,1,4,19,4,5,1,4,0,0,2,28,0,4,2,0,10
"RAPGEF1",10,1,3,0,0,0,8,1,0,0,0,0,13,11,2,0,1,1,0,0,1,22,0,4,0,0,16
"MED27",2,0,3,0,0,1,22,2,1,0,2,0,4,17,8,1,0,1,0,2,4,26,0,8,1,2,9
"SETX",3,1,6,2,2,0,8,5,0,0,0,0,6,21,1,1,0,3,0,0,2,13,0,4,0,1,7
"TTF1",3,4,3,0,2,3,12,2,5,0,1,2,5,19,5,0,1,5,0,1,3,22,0,8,2,7,10
"DDX31",0,0,1,0,0,0,2,0,0,0,1,0,3,4,3,0,0,5,0,0,0,7,0,2,3,1,0
"GTF3C4",2,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,9,0,0,0,0,0
"C9orf9",0,0,0,0,0,2,9,0,0,0,0,0,2,3,1,1,0,0,0,0,0,4,0,2,0,1,3
"TSC1",0,0,0,0,0,1,3,1,0,0,0,1,2,4,0,0,1,2,0,0,0,7,0,0,0,0,3
"GTF3C5",5,0,3,0,2,0,22,2,0,0,2,0,6,12,4,1,0,4,2,0,1,40,0,12,1,5,4
"RALGDS",4,4,2,0,0,1,8,1,1,0,1,0,4,26,5,0,1,1,0,0,1,18,0,5,1,1,5
"GBGT1",1,0,1,0,0,0,15,0,0,1,1,1,4,2,0,0,1,1,0,0,0,0,2,2,0,0,0
"SURF6",2,0,4,0,1,1,22,2,0,1,0,1,4,11,5,0,0,0,0,0,0,49,0,5,0,2,12
"MED22",2,0,3,0,0,0,10,2,0,0,0,0,4,8,2,0,0,3,0,0,1,9,0,5,0,1,2
"RPL7A",345,106,487,44,74,34,1455,131,99,36,50,45,829,2348,397,42,117,735,82,22,171,5725,13,1096,143,246,379
"SURF1",23,10,30,3,8,3,85,8,4,2,4,3,38,156,37,4,1,34,3,4,8,315,2,147,10,18,29
"SURF2",10,7,4,1,1,2,37,11,3,2,0,2,14,49,12,1,1,13,2,1,7,52,0,20,2,8,12
"SURF4",14,8,5,6,6,6,41,12,7,2,1,0,8,106,25,2,0,22,1,2,16,117,0,61,10,13,31
"REXO4",2,2,4,0,0,0,15,2,0,2,0,4,11,25,6,1,0,6,1,0,4,32,2,5,2,4,8
"ADAMTS13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"CACFD1",0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,1,0,1,0,60,0,3,0,1,2
"SLC2A6",1,0,3,0,0,0,8,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"SARDH",0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0
"VAV2",1,1,1,0,0,0,15,0,0,0,0,0,6,2,1,0,1,1,0,0,0,6,0,0,0,0,4
"LINC00094",0,0,0,0,0,0,13,0,0,0,0,0,3,10,0,0,0,4,0,0,1,0,0,2,0,1,1
"BRD3",1,1,3,0,0,1,9,0,0,0,2,0,4,15,4,1,0,2,0,0,2,21,1,1,0,1,2
"WDR5",2,0,7,0,0,0,3,0,2,1,1,0,2,13,1,0,0,4,1,0,2,48,0,10,1,0,2
"RXRA",9,0,5,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,2,0,52,0,3,0,0,8
"COL5A1",1,0,0,0,0,4,102,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,1,0,0,1
"FCN1",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLFM1",0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"PPP1R26-AS1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0
"PPP1R26",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0
"C9orf116",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
"MRPS2",8,4,6,1,1,1,34,3,2,0,1,0,15,31,6,0,1,10,0,1,2,155,1,18,2,5,14
"CAMSAP1",1,0,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,1
"UBAC1",9,1,5,0,0,0,12,1,0,0,1,2,2,3,2,0,1,0,1,0,2,113,0,6,3,0,5
"NACC2",1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,9,0,0,0,0,3
"C9orf69",1,0,1,0,0,0,5,0,0,0,0,1,0,14,2,0,0,2,0,0,1,32,0,1,0,0,4
"QSOX2",0,1,2,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,1,9,0,3,1,0,1
"GPSM1",0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"DNLZ",1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1
"CARD9",11,0,8,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"SNAPC4",3,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,7,0,4,0,1,1
"SDCCAG3",8,0,1,0,0,0,4,1,1,0,0,0,5,5,2,0,0,4,0,0,1,10,0,6,1,0,2
"PMPCA",4,0,5,1,0,1,20,4,2,0,0,1,7,26,3,0,2,12,0,0,3,87,0,11,1,2,7
"INPP5E",0,0,1,1,0,0,5,0,0,0,0,0,0,4,1,0,1,1,0,0,1,2,0,2,0,0,1
"SEC16A",5,2,0,0,1,0,8,0,1,0,0,0,2,10,3,1,0,3,0,0,1,36,0,0,2,2,8
"NOTCH1",7,1,4,1,0,0,10,3,1,0,1,0,0,8,0,1,0,0,0,1,0,46,0,0,0,2,10
"EGFL7",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,309
"AGPAT2",14,2,15,3,2,3,58,3,0,1,3,1,15,45,12,1,3,9,0,1,4,356,0,22,1,7,23
"SNHG7",11,3,4,1,3,2,67,7,2,2,1,2,38,85,12,2,5,37,3,0,5,103,0,54,6,9,51
"LCN8",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,14,0,0,0
"LCN15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"TMEM141",19,0,16,1,0,2,60,5,2,0,2,2,12,73,17,2,2,17,1,0,3,1859,1,26,10,7,30
"RABL6",9,0,2,0,0,0,11,0,0,1,0,0,1,5,1,0,0,1,0,0,0,132,0,5,4,2,5
"PHPT1",57,6,53,7,9,9,351,11,7,4,2,3,30,202,43,7,2,34,2,3,15,766,1,230,8,23,69
"MAMDC4",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,40,0,4,0,1,0
"EDF1",114,25,120,10,25,14,666,60,23,13,13,6,125,681,138,21,25,154,20,11,53,1827,9,541,26,110,243
"TRAF2",0,2,2,2,0,0,12,0,1,0,0,0,3,16,3,0,0,5,0,1,1,19,1,7,0,2,7
"FBXW5",10,7,13,2,2,5,52,9,5,4,2,0,15,84,16,4,4,12,1,0,10,246,0,32,11,9,35
"C8G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"LCN12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"PTGDS",24,0,0,0,0,0,2466,0,0,0,0,0,0,3,1,8,0,3,0,0,0,2,0,3,0,1,89
"C9orf142",26,8,24,7,8,1,86,22,13,5,1,1,33,230,68,1,4,43,6,6,25,211,2,48,23,15,36
"CLIC3",0,2,4,5,1,0,6,21,1,0,2,0,6,12,24,0,1,0,3,16,22,3,0,4,5,1,3
"ABCA2",0,0,1,0,0,0,3,2,1,0,0,0,0,2,2,0,0,0,0,0,2,29,0,0,0,0,0
"FUT7",0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,1,0,0,0,0,0,1,2
"NPDC1",0,0,5,0,0,1,19,0,0,0,0,0,0,3,1,0,0,4,0,0,0,180,0,0,1,0,203
"ENTPD2",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0
"SAPCD2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0
"UAP1L1",7,0,1,0,0,1,8,3,0,0,0,0,1,1,1,0,1,1,0,0,0,8,0,1,0,1,5
"MAN1B1",7,1,3,0,2,2,27,1,1,0,0,0,5,23,2,0,0,8,0,0,3,43,0,9,0,2,9
"DPP7",93,14,41,6,5,5,151,16,4,4,3,9,30,206,35,4,7,37,2,1,22,70,6,166,5,9,53
"LRRC26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1,0,0,0
"ANAPC2",3,0,3,4,0,1,8,2,2,1,0,0,6,20,1,0,2,4,0,1,1,37,0,8,1,3,10
"SSNA1",29,4,22,1,5,5,104,10,8,3,4,12,34,143,32,7,8,47,3,5,20,345,1,72,24,17,62
"TPRN",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0,2,0,0,0
"TMEM203",2,0,3,0,1,1,25,1,1,0,0,0,6,23,6,1,1,2,1,0,3,59,0,9,2,2,9
"NDOR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,4
"RNF208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"TUBB4B",46,21,40,9,18,10,123,20,12,8,9,7,50,343,57,4,2,37,4,11,27,1238,0,166,62,32,39
"NELFB",4,0,3,0,0,1,10,1,0,0,0,0,2,12,1,0,0,4,0,0,0,42,0,3,0,2,2
"TOR4A",1,1,1,0,0,0,1,3,0,0,0,2,1,9,1,1,3,0,0,1,1,86,0,2,0,0,7
"NRARP",5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,5
"EXD3",2,0,1,0,0,0,7,1,0,0,0,1,2,10,0,0,0,2,0,0,0,67,1,4,8,3,7
"NOXA1",2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,40,1,1,0,0,0
"ENTPD8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"NSMF",3,0,0,0,0,0,6,1,0,0,0,0,2,0,1,0,0,0,1,0,0,24,0,2,2,0,6
"PNPLA7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
"MRPL41",57,3,35,3,4,7,133,8,9,1,1,5,45,171,36,6,5,42,5,4,24,769,1,76,10,19,48
