"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"HEYL",2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"PPIE",47,5,21,3,1,4,172,12,2,1,10,48,23,1,11,8,1,757,2,18,43,8,16
"BMP8B",1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,41,0,1,0,0,0
"OXCT2",14,0,8,0,0,0,4,0,0,0,0,0,1,1,0,0,0,7,0,4,0,0,0
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"TRIT1",1,0,1,0,0,0,21,2,0,0,0,0,4,0,1,0,0,44,0,0,1,0,3
"MYCL",14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
"MFSD2A",2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,48,0,2,7,0,0
"CAP1",170,27,114,8,12,10,307,39,10,17,34,251,141,12,39,42,23,1275,3,16,129,16,75
"PPT1",162,10,133,1,1,4,426,11,2,5,7,41,29,14,5,6,6,119,1,21,16,6,33
"RLF",2,1,1,1,0,0,8,1,0,2,5,5,1,2,3,0,0,34,1,4,2,0,2
"RP1-39G22.7",4,0,1,0,1,1,17,0,0,1,1,9,3,2,0,3,0,95,0,1,4,0,2
"ZMPSTE24",14,2,8,1,0,0,59,5,1,4,2,15,11,2,1,2,3,203,0,14,8,3,7
"COL9A2",0,0,0,0,0,0,6,0,0,1,4,0,0,0,2,0,0,88,0,1,0,2,0
"SMAP2",19,1,27,2,0,0,15,2,0,0,11,17,8,0,3,6,1,80,1,5,18,4,0
"ZFP69B",0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ZFP69",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,1
"EXO5",4,0,2,0,0,0,16,0,0,0,0,2,3,1,2,1,0,59,0,0,2,0,3
"ZNF684",6,0,0,0,0,0,19,0,0,0,2,0,3,0,0,0,0,68,0,1,3,0,1
"RIMS3",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63,0,0,0,0,0
"NFYC",20,1,10,2,3,0,89,5,2,0,5,19,12,1,8,2,3,311,0,13,19,2,20
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"CITED4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"CTPS1",6,1,0,0,0,0,10,0,1,0,0,6,4,0,2,0,2,87,0,0,13,0,4
"SCMH1",0,0,0,0,0,0,26,1,0,0,1,5,4,2,1,1,1,185,1,3,3,1,2
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
"HIVEP3",7,2,3,1,0,0,38,0,0,0,3,7,2,0,1,2,1,19,0,0,1,1,3
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3957,0,0,0,0,0
"GUCA2A",1,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,13534,0,0,0,0,0
"FOXJ3",2,1,3,0,0,0,19,0,0,0,1,5,2,1,0,0,0,125,0,0,1,1,4
"RIMKLA",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,3
"ZMYND12",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3
"PPCS",87,6,46,3,7,3,294,18,4,4,19,101,41,9,9,8,11,1738,1,40,21,14,41
"CCDC30",0,1,0,0,2,0,11,0,0,2,2,0,1,1,1,0,3,16,0,4,0,0,0
"PPIH",40,2,9,1,0,1,111,16,3,1,9,52,22,2,6,8,3,860,0,5,32,2,8
"YBX1",1540,76,833,40,34,27,2049,127,45,90,178,847,374,76,129,146,62,15566,17,240,853,94,318
"C1orf50",23,1,8,0,0,3,52,4,0,1,5,24,6,3,3,1,2,291,0,7,12,4,9
"ERMAP",7,0,2,0,0,0,9,0,0,0,0,1,0,0,0,0,0,57,0,0,1,0,2
"RP11-342M1.3",1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ZNF691",3,0,3,0,0,1,32,1,0,1,0,2,4,0,0,1,0,49,0,1,4,0,2
"SLC2A1",0,3,3,4,0,0,25,7,1,0,4,12,10,0,2,1,3,120,0,1,8,1,0
"EBNA1BP2",21,3,16,0,2,1,159,4,1,4,8,29,21,7,5,9,3,1467,3,21,44,2,36
"TMEM125",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,4,0,0,0
"C1orf210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,676,0,0,0,0,0
"TIE1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,33
"RP1-92O14.3",0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,74,0,1,0,0,0
"CDC20",14,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,588,0,1,85,0,0
"ELOVL1",33,2,18,0,4,0,68,2,2,1,4,26,20,3,2,3,2,622,0,3,12,7,28
"MED8",32,0,11,0,3,4,99,5,0,1,4,18,11,2,1,1,5,418,2,18,33,3,12
"SZT2",5,2,1,0,0,0,11,1,0,0,1,11,4,0,4,2,1,99,0,3,0,1,1
"HYI",29,3,10,1,0,2,249,1,1,1,3,13,6,7,0,3,0,1153,2,39,3,0,17
"PTPRF",0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,1791,0,0,0,0,2
"KDM4A",8,1,0,0,0,0,26,0,0,2,1,3,5,0,1,0,0,203,0,0,3,1,2
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0
"ST3GAL3",3,1,0,0,0,0,21,0,0,1,0,2,1,1,0,2,0,23,0,1,1,0,2
"RP11-7O11.3",4,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,12,0,2,0,0,1
"IPO13",6,0,4,0,0,1,15,0,0,0,0,1,4,0,0,0,0,112,0,0,2,0,1
"DPH2",4,0,1,0,1,0,31,4,0,0,2,3,6,0,1,0,1,215,0,4,12,0,7
"ATP6V0B",544,14,200,5,6,11,306,17,7,9,33,97,63,24,31,13,7,3318,2,94,84,12,74
"B4GALT2",0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,240,0,7,1,0,1
"CCDC24",1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,162,0,0,5,0,0
"SLC6A9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0
"DMAP1",19,2,2,0,0,1,75,6,0,0,9,30,12,1,5,2,10,413,1,10,20,1,8
"ERI3",24,1,8,0,1,3,187,10,1,2,7,21,11,9,4,1,0,955,1,8,24,1,14
"RNF220",4,0,9,0,0,0,25,0,0,0,1,7,2,2,1,1,0,233,0,1,1,0,11
"TMEM53",34,0,3,1,0,0,37,1,1,1,0,5,0,2,1,1,0,351,0,1,1,1,1
"C1orf228",0,0,0,0,0,0,0,0,0,5,3,8,1,0,1,6,0,2,0,0,7,1,0
"KIF2C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,0,21,0,1
"RPS8",1393,333,1497,112,128,33,7277,423,238,86,1149,4490,1526,197,793,999,348,79100,12,1236,1528,375,512
"BEST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0
"PLK3",27,15,14,0,9,2,55,2,5,4,4,48,27,2,0,19,13,191,1,5,3,11,12
"TCTEX1D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"BTBD19",1,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
"PTCH2",1,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"EIF2B3",14,2,5,0,0,3,89,2,2,0,2,17,6,4,2,0,3,150,1,4,13,2,2
"HECTD3",6,0,1,0,0,0,15,1,1,0,0,0,1,1,0,1,2,136,0,1,2,0,5
"UROD",92,4,24,0,0,5,270,9,1,1,9,37,27,17,3,3,2,629,1,17,19,1,26
"ZSWIM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
"HPDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,195,0,0,3,0,0
"MUTYH",5,1,3,0,0,2,38,1,0,1,2,10,4,1,3,1,1,176,0,1,4,0,8
"TOE1",9,1,6,0,2,0,22,3,0,0,2,10,8,5,7,2,2,135,0,4,18,1,4
"TESK2",1,0,2,0,1,0,13,0,0,0,1,1,1,1,0,0,0,33,0,2,2,0,2
"CCDC163P",0,0,0,1,0,0,7,0,0,0,0,5,2,0,0,0,0,9,0,2,0,0,1
"MMACHC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0
"PRDX1",915,17,110,8,6,21,1124,27,15,40,47,215,72,50,30,34,14,4393,10,115,187,26,258
"AKR1A1",303,0,109,0,1,3,254,11,3,14,20,55,28,16,16,7,4,2530,1,55,34,6,37
"NASP",64,6,26,0,0,7,198,12,2,0,12,64,17,4,8,0,2,1041,0,15,93,2,24
"CCDC17",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"GPBP1L1",11,5,15,1,1,1,59,1,1,2,7,26,13,7,6,7,4,624,1,11,12,3,7
"TMEM69",17,1,7,1,1,0,71,2,0,0,2,17,9,3,5,2,3,306,1,5,17,0,9
"IPP",1,2,0,0,0,0,9,0,0,0,0,1,2,0,0,0,0,43,0,2,0,0,1
"MAST2",2,0,1,0,0,0,7,0,0,0,0,0,5,1,1,1,0,298,0,0,6,0,0
"PIK3R3",13,3,9,0,0,0,58,2,2,1,0,13,3,1,3,2,1,57,0,12,5,1,29
"TSPAN1",0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,5398,0,0,1,0,3
"POMGNT1",6,1,3,0,1,0,45,1,2,0,0,6,6,4,0,0,0,260,0,2,1,0,4
"LURAP1",0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"RAD54L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,0,0
"LRRC41",16,0,7,1,0,2,107,4,2,1,6,17,8,6,2,2,1,312,0,14,8,3,17
"UQCRH",310,24,128,9,13,4,764,38,12,18,87,244,130,30,50,47,35,15588,3,150,277,37,67
"NSUN4",3,0,2,0,0,0,4,3,0,0,1,4,0,0,2,0,0,113,0,0,1,0,1
"FAAH",1,0,0,0,0,0,16,0,0,0,0,1,1,0,0,1,0,897,0,1,0,0,1
"MKNK1",79,2,22,0,0,0,40,3,7,0,1,23,16,3,2,1,5,186,1,5,12,2,3
"MOB3C",11,2,4,0,0,1,20,5,0,0,1,7,1,1,1,0,0,90,0,2,1,0,2
"ATPAF1",14,1,8,1,0,2,109,2,0,2,1,27,8,6,1,5,5,556,1,15,33,8,6
"EFCAB14",10,1,11,0,1,2,62,4,1,3,11,18,8,0,0,4,1,308,0,3,5,2,19
"CYP4X1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"LINC00853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"PDZK1IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,0,0,0,0
"STIL",2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,48,0,0,3,0,0
"CMPK1",32,26,40,4,17,5,216,21,16,10,40,254,81,14,25,48,19,1314,0,55,55,18,50
"FOXE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"FOXD2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0
"FOXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0
"SPATA6",1,0,0,0,0,1,30,0,0,0,1,0,0,3,0,0,0,24,0,0,0,0,0
"BEND5",0,0,3,0,0,0,28,0,0,0,1,0,0,3,3,0,0,20,0,5,12,0,2
"FAF1",6,0,7,2,1,0,19,4,1,0,0,6,3,2,0,0,0,299,0,1,5,2,2
"CDKN2C",12,2,3,0,0,9,133,2,0,5,0,9,5,5,0,1,1,129,0,12,20,4,8
"RNF11",11,4,5,1,2,5,117,6,0,2,6,37,14,7,0,5,2,123,1,18,3,2,16
"TTC39A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183,0,3,0,0,0
"EPS15",6,1,3,2,1,0,44,2,1,0,3,25,11,0,1,2,2,95,0,4,29,2,2
"RP11-191G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"OSBPL9",8,2,3,0,1,2,64,3,0,2,11,27,7,1,2,5,1,145,0,6,16,2,12
"RAB3B",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24,0,2,0,1,2
"TXNDC12",55,9,40,2,5,6,296,14,8,3,13,69,50,7,10,12,7,1020,1,36,29,10,51
"KTI12",8,2,2,0,0,0,19,7,1,0,5,17,5,1,1,2,1,106,0,9,7,0,5
"BTF3L4",61,8,35,2,1,1,189,9,1,5,13,54,28,5,16,12,3,359,1,8,36,7,9
"ZFYVE9",0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0
"CC2D1B",4,1,0,1,1,3,10,2,0,0,0,4,3,0,0,3,1,57,0,1,1,0,2
"ORC1",3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,45,0,0,4,0,0
"PRPF38A",21,4,12,1,2,1,105,10,4,9,7,57,28,4,9,6,6,669,0,32,52,7,21
"ZCCHC11",4,1,1,0,0,2,45,3,1,1,4,16,8,1,7,6,3,116,0,21,6,4,9
"GPX7",0,0,1,0,1,1,42,0,2,0,9,5,2,1,1,1,1,3,1,4,7,0,3
"FAM159A",1,4,0,1,2,0,1,5,3,0,11,22,13,0,16,1,2,1,0,2,13,3,0
"ZYG11B",4,0,2,0,0,0,15,0,0,0,1,7,0,0,2,0,0,47,1,0,3,0,2
"ECHDC2",13,6,8,1,0,2,232,8,1,0,2,35,13,4,0,7,4,1280,1,7,6,2,13
"SCP2",89,18,72,5,10,8,384,31,9,7,14,157,82,13,12,25,16,2976,2,29,38,8,81
"PODN",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC1A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"CPT2",7,0,3,0,1,1,18,4,0,0,1,5,0,0,0,0,0,539,0,2,4,1,8
"C1orf123",35,3,15,1,1,10,265,4,2,1,9,30,18,13,3,5,7,608,2,1,26,2,37
"RP5-1024G6.7",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1
"MAGOH",53,10,35,2,6,2,214,16,6,3,18,123,66,7,18,15,11,1216,0,31,84,9,35
"LRP8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"GLIS1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"NDC1",2,0,1,0,0,1,9,1,1,0,0,4,0,0,1,1,0,115,0,0,26,0,2
"YIPF1",8,0,7,1,1,0,92,3,2,1,2,25,12,1,1,4,2,175,0,13,12,2,6
"HSPB11",31,2,15,1,2,0,138,5,1,5,6,42,23,6,7,5,3,424,1,15,47,12,8
"LRRC42",11,0,0,0,0,1,53,0,0,0,0,3,3,3,0,2,0,139,1,0,11,0,2
"TMEM59",246,32,107,13,6,25,2036,55,17,19,42,331,138,79,24,36,43,8259,11,319,41,39,183
"TCEANC2",6,0,0,0,0,0,6,0,0,0,0,3,1,1,0,0,0,34,0,0,5,0,1
"CYB5RL",7,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,39,1,0,0,0,0
"MRPL37",24,4,13,1,2,2,127,4,2,1,0,18,12,4,7,6,2,1331,2,14,52,5,18
"SSBP3",4,0,1,0,0,2,134,0,1,0,0,9,0,4,0,3,0,368,0,3,4,0,6
"ACOT11",10,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,434,0,0,0,0,0
"FAM151A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"MROH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"TTC4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"PARS2",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,65,0,0,0,0,0
"TTC22",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,187,0,4,0,0,0
"DHCR24",1,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,328,0,0,2,0,1
"TMEM61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0
"PCSK9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"USP24",9,1,0,0,1,0,9,0,0,0,0,2,3,0,0,0,0,153,0,1,7,3,1
"PRKAA2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0
"C1orf168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"OMA1",4,1,1,0,3,0,28,4,1,2,1,20,5,0,0,2,0,128,1,2,6,3,1
"TACSTD2",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,19
"MYSM1",4,0,0,0,0,0,7,4,0,0,0,3,3,0,0,0,0,58,2,1,4,0,4
"JUN",311,42,164,8,14,203,3283,44,44,176,97,413,266,30,46,38,61,6596,2,1438,33,34,307
"RP4-794H19.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0
"FGGY",7,0,2,0,0,1,47,0,0,1,3,1,1,2,0,0,0,299,0,3,0,0,0
"HOOK1",0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,2,244,0,2,1,0,0
"CYP2J2",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0
"NFIA",6,0,4,0,0,1,226,1,0,2,0,7,1,2,0,0,0,274,2,0,1,0,13
"TM2D1",10,6,19,2,5,1,225,4,4,3,10,42,19,8,11,5,4,384,1,23,15,3,24
"INADL",2,0,0,0,1,0,2,2,1,0,1,12,3,0,0,1,0,336,0,2,1,0,0
"L1TD1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0
"KANK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"USP1",9,4,8,0,0,3,64,5,1,3,1,30,15,2,3,3,1,328,1,5,40,4,5
"DOCK7",4,0,2,0,0,0,13,0,0,0,0,1,1,0,0,0,0,81,1,1,0,0,0
"ATG4C",18,4,8,0,0,1,31,2,0,1,9,6,3,5,2,1,2,48,2,5,6,1,4
"ALG6",4,1,3,0,0,1,26,1,0,0,2,9,3,2,3,0,2,124,1,3,7,1,6
"ITGB3BP",0,0,1,0,0,1,26,1,0,0,1,2,1,0,0,2,0,85,1,5,2,0,3
"EFCAB7",3,1,0,0,0,0,24,1,0,0,0,1,4,0,1,0,1,18,0,4,6,1,0
"PGM1",15,2,11,0,1,2,143,7,1,0,1,10,10,5,1,5,2,915,0,7,3,1,7
"ROR1",1,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RAVER2",0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,167,0,0,0,0,1
"JAK1",27,6,23,4,3,1,185,24,4,1,13,87,42,1,11,16,16,282,2,10,35,6,23
"AK4",0,0,0,0,0,0,12,3,0,0,0,1,1,3,0,0,0,123,0,0,0,0,2
"LEPROT",27,0,25,2,0,15,610,3,0,0,4,17,16,20,2,4,0,481,5,6,2,6,44
"LEPR",2,0,2,0,0,0,14,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,10
"PDE4B",23,12,11,2,5,0,13,4,3,0,30,119,42,1,18,15,7,4,0,85,14,7,9
"SGIP1",1,0,0,0,0,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"WDR78",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,64,0,0,2,0,2
"MIER1",7,6,10,1,2,1,50,5,1,2,2,30,6,2,1,3,2,221,0,4,8,0,7
"SLC35D1",6,1,0,0,0,0,13,3,1,0,2,14,3,0,4,2,3,148,0,1,4,1,1
"IL23R",0,0,0,0,0,0,0,3,3,0,0,19,0,0,0,0,0,1,0,0,0,1,0
"IL12RB2",0,1,0,0,0,0,0,1,0,0,0,9,2,0,0,1,0,0,0,1,0,0,0
"SERBP1",106,19,66,2,6,3,433,31,8,3,35,195,89,10,23,37,11,2862,0,48,198,19,82
"GADD45A",35,1,22,0,2,4,158,3,2,0,6,27,14,3,0,7,2,339,1,42,4,4,12
"GNG12",2,0,0,0,0,3,107,0,0,0,0,0,0,5,0,0,0,612,0,0,0,0,3
"WLS",30,0,4,0,0,3,299,0,0,0,0,1,0,14,0,0,0,186,2,0,0,0,2
"DEPDC1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,14,0,0
"LRRC40",3,0,1,0,2,1,25,0,0,0,0,3,2,1,4,0,1,69,0,2,8,0,1
"SRSF11",59,22,32,9,5,8,371,19,5,4,13,97,48,9,14,16,18,1101,1,20,57,8,47
"ANKRD13C",1,0,2,0,1,0,22,0,0,0,0,15,2,2,1,2,1,52,0,3,2,0,1
"HHLA3",13,1,5,2,2,0,18,0,0,0,2,14,7,1,1,2,2,127,1,4,13,0,8
"CTH",1,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,83,0,6,3,0,4
"ZRANB2",7,8,13,2,3,1,122,7,2,2,6,44,22,2,3,7,8,336,3,26,21,3,12
"NEGR1",0,0,0,0,0,1,243,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1
"LRRIQ3",0,0,0,1,0,0,5,1,0,0,0,2,1,0,0,0,1,21,0,2,2,0,0
"FPGT",6,0,3,0,0,3,42,0,2,4,0,3,1,0,0,1,0,76,0,1,1,2,6
"CRYZ",8,0,5,1,0,0,70,2,1,0,5,21,5,1,1,5,1,72,0,3,5,1,5
"TYW3",9,1,6,1,0,3,84,6,1,0,3,13,7,2,1,0,1,211,1,8,13,2,15
"ACADM",13,1,18,1,2,0,123,9,0,1,11,29,22,3,9,3,7,689,1,21,54,6,15
"RABGGTB",21,3,22,0,0,4,95,3,1,5,9,32,15,2,9,5,2,397,0,22,47,4,14
"ST6GALNAC3",0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,10,0,0,0,0,3
"PIGK",6,2,4,0,2,1,161,2,0,1,1,12,7,3,2,2,2,116,0,10,1,1,14
"ZZZ3",5,1,1,0,1,0,20,1,0,0,2,5,2,1,1,2,0,63,0,5,1,0,0
"USP33",3,1,3,0,1,1,34,4,0,0,1,8,14,2,1,1,2,117,0,0,3,2,6
"FAM73A",0,1,0,0,0,0,15,0,0,0,2,5,0,0,1,3,0,67,0,0,1,0,0
"NEXN",0,0,2,0,0,0,170,0,1,0,2,2,0,44,0,0,0,0,1,0,0,0,0
"FUBP1",8,0,7,2,0,1,88,1,0,3,13,35,17,1,4,7,3,302,1,5,24,3,8
"DNAJB4",8,3,9,0,4,7,117,4,1,5,10,43,11,6,3,6,2,33,1,42,4,6,28
"GIPC2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284,0,0,0,0,6
"PTGFR",1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFI44L",1,2,0,0,0,0,19,0,3,0,0,14,0,2,2,0,1,0,0,0,0,0,23
"IFI44",10,1,8,0,1,1,58,0,3,0,1,29,8,7,0,5,0,5,0,0,0,3,11
"RP5-887A10.1",0,0,1,0,0,0,1,0,0,0,45,0,0,0,5,0,0,0,0,6,0,0,0
"RP11-475O6.1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
"TTLL7",0,0,0,0,0,2,45,0,0,1,0,2,2,26,1,0,0,13,0,8,0,1,1
"RP11-486G15.2",0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PRKACB",7,4,4,2,2,0,12,5,1,1,2,21,16,0,2,1,3,185,0,2,5,2,0
"SAMD13",0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,183,0,0,0,0,0
"RPF1",24,9,26,2,0,0,109,7,3,1,13,46,32,4,7,6,1,403,0,14,33,6,18
"GNG5",222,12,100,4,8,11,532,28,5,9,31,160,67,35,24,26,10,4231,3,67,122,18,131
"CTBS",21,3,11,0,1,0,82,4,0,0,2,17,11,5,5,5,0,147,1,7,5,2,15
"SSX2IP",0,0,3,0,0,0,5,0,0,0,0,3,1,1,0,0,0,37,0,2,4,0,0
"LPAR3",0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"MCOLN2",1,0,2,0,0,0,0,2,1,0,0,6,3,0,0,0,1,125,0,0,14,0,0
"MCOLN3",0,0,0,0,0,0,33,0,0,0,0,2,0,4,0,1,0,3,0,0,0,0,0
"SYDE2",0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,25,0,0,0,0,0
"C1orf52",6,2,18,1,3,6,114,7,1,2,8,41,21,4,3,6,4,260,0,10,27,3,16
"BCL10",6,1,4,1,0,0,23,1,1,1,4,15,6,1,4,4,0,193,0,2,11,2,9
"RP11-131L23.1",1,0,2,0,0,0,11,0,0,0,4,4,1,1,1,0,0,24,0,3,4,0,4
"DDAH1",0,0,0,0,0,0,47,0,0,0,0,0,0,6,0,0,0,225,0,0,0,0,0
"CYR61",2,1,1,1,0,151,1363,0,0,0,0,2,0,20,1,0,0,89,2,1,1,2,26
"ZNHIT6",4,0,2,0,1,1,18,2,0,0,2,5,1,0,0,3,1,63,0,2,4,4,1
"COL24A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ODF2L",14,13,4,2,2,0,193,14,5,2,6,158,80,4,1,18,9,290,0,7,1,10,31
"CLCA1",0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,6802,0,0,0,0,0
"CLCA4",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,838,0,0,0,0,0
"RP4-612B15.3",2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,14,0,0,2,0,1
"SH3GLB1",62,12,17,2,2,3,163,12,2,6,13,39,20,12,7,14,6,716,2,42,28,5,41
"SEP15",74,22,59,12,2,6,616,29,19,8,38,223,97,24,32,29,18,1223,3,80,71,19,64
"HS2ST1",3,0,2,0,1,0,30,0,2,0,0,2,1,2,2,0,1,34,0,2,9,0,6
"LMO4",37,1,20,1,1,4,272,6,3,23,3,48,13,7,6,3,3,201,1,35,21,1,10
