"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"BID",1,1,26,2,0,2,11,2,1,16,7,1,4,3,660,6,1,11
"LINC00528",0,0,4,0,0,0,0,0,0,4,1,0,3,0,0,1,0,0
"MICAL3",0,0,1,0,0,1,1,0,0,1,0,0,0,0,172,0,0,1
"XXbac-B476C20.9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,0,0,0
"PEX26",0,0,1,0,0,6,4,0,0,1,0,0,1,0,643,0,0,1
"USP18",0,0,0,0,0,2,0,0,0,3,1,0,0,0,27,0,0,0
"DGCR6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0,1
"PRODH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"DGCR2",0,0,1,0,0,7,1,0,0,3,0,0,0,1,426,0,0,4
"DGCR14",0,0,1,0,0,7,4,0,0,3,0,0,0,1,98,0,0,2
"SLC25A1",1,0,1,0,0,39,9,1,0,12,2,0,1,1,1745,1,0,6
"CLTCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"HIRA",0,0,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,1
"C22orf39",0,0,1,1,1,22,16,1,3,9,3,0,1,2,738,3,1,8
"MRPL40",4,0,5,3,2,72,16,3,0,9,5,1,1,6,1139,0,0,12
"UFD1L",0,4,11,1,0,43,33,2,0,24,7,4,3,2,1179,13,3,9
"CDC45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
"CLDN5",0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,454
"GNB1L",0,0,1,1,1,4,5,0,1,2,0,0,0,1,63,0,0,0
"C22orf29",1,2,0,0,0,4,0,0,0,1,1,1,0,0,77,0,0,0
"TXNRD2",0,0,3,0,2,7,4,0,0,7,1,0,1,0,291,0,0,0
"COMT",5,3,18,1,31,166,9,5,0,13,5,2,4,5,1552,0,1,36
"ARVCF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
"TANGO2",0,1,5,0,0,2,1,0,0,5,0,0,1,0,98,1,1,0
"AC006547.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"DGCR8",0,0,0,0,0,2,4,0,0,1,0,1,0,0,163,0,0,0
"TRMT2A",0,0,4,1,0,8,5,0,0,7,2,0,1,0,165,0,0,1
"RANBP1",1,10,23,4,6,118,67,13,4,63,10,5,2,7,4287,8,7,24
"ZDHHC8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,0,0,0
"DGCR6L",1,0,7,1,1,50,18,1,1,35,2,5,2,5,851,1,3,12
"ZNF74",0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0
"KLHL22",0,0,2,0,0,5,1,0,0,0,1,0,0,0,48,0,0,1
"MED15",0,2,2,1,0,4,10,1,0,2,2,0,0,2,285,1,0,1
"PI4KA",0,0,1,0,1,12,2,0,0,2,1,0,0,1,304,1,0,1
"SNAP29",0,0,7,0,0,24,9,3,0,7,0,1,4,2,537,1,0,9
"CRKL",0,0,2,0,0,3,3,0,0,4,0,1,1,2,163,0,0,1
"XXbac-B135H6.15",0,0,0,0,0,0,1,0,0,0,0,0,0,0,217,0,0,0
"AIFM3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0
"LZTR1",0,0,0,0,0,2,1,0,0,0,1,0,0,0,106,0,0,3
"XXbac-B135H6.18",0,0,0,0,0,0,1,0,0,0,3,0,0,0,31,0,0,0
"THAP7",1,1,4,0,0,18,11,2,0,18,3,3,1,1,397,2,0,4
"THAP7-AS1",0,0,0,0,0,4,0,1,0,0,0,0,0,0,115,0,1,1
"SLC7A4",0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0
"HIC2",0,0,0,0,0,1,1,0,0,1,0,0,0,0,53,0,0,0
"TMEM191C",0,0,2,0,0,0,0,0,0,2,1,0,0,0,62,0,0,0
"UBE2L3",3,6,40,1,5,75,68,13,0,56,21,5,7,14,2524,4,14,19
"YDJC",1,0,1,0,0,11,12,0,0,12,3,0,0,5,603,4,1,1
"SDF2L1",8,2,28,0,3,51,63,4,1,39,14,3,2,3,1604,30,0,23
"PPIL2",0,1,0,1,11,4,5,0,1,3,2,0,0,0,204,0,0,3
"YPEL1",0,0,0,0,1,1,4,0,0,6,0,0,3,1,44,0,0,0
"MAPK1",0,3,2,0,1,4,16,1,0,6,4,1,2,0,219,0,0,0
"PPM1F",0,0,1,0,0,2,1,0,1,3,0,0,0,0,36,0,0,8
"LL22NC03-86G7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"TOP3B",0,0,0,0,0,2,3,0,0,3,0,0,0,0,81,0,0,0
"IGLV4-69",0,0,4,0,0,10,0,1,0,4,1,0,0,0,0,2,0,1
"IGLV8-61",0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
"IGLV4-60",0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0
"IGLV6-57",0,0,1,0,0,7,0,0,0,4,1,1,0,1,0,6,0,1
"IGLV10-54",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"LL22NC03-2H8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"IGLV1-51",5,0,5,0,1,23,0,1,2,10,0,0,2,2,0,4,0,4
"IGLV9-49",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"IGLV1-47",1,0,3,0,2,4,0,0,1,3,0,0,0,0,0,24,0,2
"IGLV7-46",0,0,2,0,0,10,0,0,0,5,1,0,0,0,0,0,0,4
"IGLV1-44",0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0
"IGLV7-43",0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0
"IGLV1-40",2,0,5,1,2,24,0,4,0,17,0,1,2,2,0,0,0,10
"IGLV1-36",0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,1
"IGLV3-25",0,0,1,0,0,4,0,0,1,3,1,0,0,2,0,0,0,1
"IGLV2-23",2,1,5,1,4,31,0,1,1,19,1,1,1,2,0,3,2,7
"IGLV3-21",1,4,9,0,4,33,1,3,0,18,4,3,7,5,2,187,0,10
"IGLV3-19",0,0,3,0,0,19,0,1,0,6,1,0,0,1,1,1,0,3
"IGLV2-18",0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"IGLV2-14",0,0,10,3,1,23,0,1,1,22,2,1,0,0,0,11,0,9
"IGLV2-11",1,0,5,0,2,16,0,0,0,12,0,1,1,2,0,0,1,4
"IGLV3-10",0,1,2,1,1,1,0,1,1,3,0,0,0,2,1,0,0,2
"IGLV3-9",0,1,3,0,0,7,0,0,0,7,1,0,1,2,1,1,0,1
"IGLV2-8",1,0,2,1,0,11,0,2,0,12,0,1,2,0,1,0,1,3
"IGLV3-1",0,0,7,0,0,12,0,1,1,4,1,0,0,1,0,2,1,1
"IGLL5",0,0,8,0,1,14,0,0,1,14,0,2,0,1,2,1082,1,8
"IGLC2",4,9,35,1,5,280,1,18,6,102,7,5,8,8,25,98,7,61
"IGLC3",5,11,25,5,2,136,1,6,30,55,3,5,4,5,5,285,9,24
"IGLC7",1,1,3,1,0,22,0,4,2,13,0,0,1,0,0,40,1,4
"BCR",0,0,0,0,0,2,1,0,0,2,0,1,0,0,166,0,0,8
"AP000344.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"IGLL1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0
"RGL4",0,4,0,0,0,0,40,0,1,39,10,0,5,6,3,0,8,0
"VPREB3",0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0
"CHCHD10",3,7,23,1,2,88,102,8,8,38,8,1,0,6,14912,10,3,10
"MMP11",0,0,1,0,0,36,0,0,2,1,0,0,0,0,0,0,0,1
"SMARCB1",2,0,9,0,3,47,16,1,6,16,6,1,1,4,964,5,1,7
"DERL3",0,0,2,0,1,12,1,0,1,8,1,0,0,0,61,40,1,0
"SLC2A11",0,0,0,0,0,6,1,0,0,0,1,1,0,2,64,1,0,1
"MIF",9,11,45,4,5,358,106,11,6,107,25,16,13,20,6762,27,4,42
"DDTL",0,0,0,0,0,1,1,0,0,1,0,0,0,0,73,0,0,0
"KB-226F1.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
"DDT",1,3,21,0,2,59,35,3,0,18,10,3,0,6,7909,2,1,30
"CABIN1",0,1,0,0,0,3,9,0,1,3,1,0,2,2,146,0,1,0
"GGT5",0,0,1,0,0,91,0,0,0,1,0,0,0,0,0,0,0,3
"SPECC1L",0,0,2,0,0,9,0,1,0,1,0,0,0,0,171,0,0,0
"UPB1",0,0,0,0,0,2,0,0,0,1,0,0,0,2,32,0,0,0
"GUCD1",0,1,2,0,0,7,3,1,0,9,0,0,0,1,664,1,0,1
"SNRPD3",1,5,11,1,2,57,25,3,1,23,12,3,5,3,1954,2,1,11
"GGT1",0,0,0,0,0,0,1,1,0,2,0,0,0,0,44,2,0,0
"SGSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"KIAA1671",0,0,0,0,0,0,2,0,0,0,1,0,0,0,162,0,0,6
"CRYBB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"CRYBB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"CTA-221G9.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"LRP5L",0,0,0,0,0,4,1,0,0,0,0,0,0,0,60,0,0,1
"ASPHD2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"HPS4",0,0,2,1,0,15,4,0,0,2,2,2,0,0,199,1,0,2
"SRRD",0,0,1,0,0,5,1,0,0,0,0,0,0,0,64,0,0,3
"TFIP11",0,1,4,0,0,0,9,0,0,5,2,0,0,0,137,0,1,2
"CTA-445C9.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"TPST2",0,2,3,3,0,9,16,0,1,12,6,2,1,5,56,2,2,12
"MIAT",0,0,0,0,0,2,4,0,0,2,0,0,0,0,5,0,0,1
"PITPNB",0,0,2,0,0,11,6,1,2,2,0,0,0,3,122,0,2,7
"TTC28",0,0,0,0,0,15,1,1,0,1,0,0,0,0,37,4,0,4
"CHEK2",0,0,2,0,0,10,1,1,0,0,0,0,0,1,144,0,0,2
"HSCB",0,0,8,3,1,13,11,0,0,4,2,0,0,1,368,1,0,5
"CCDC117",0,1,2,0,0,1,3,0,0,5,1,0,0,0,41,0,0,0
"XBP1",5,13,21,4,8,82,32,7,1,134,19,5,13,5,1598,24,8,39
"CTA-292E10.6",0,0,0,0,0,3,1,0,0,4,0,0,0,1,44,1,0,1
"ZNRF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
"ZNRF3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"KREMEN1",0,0,0,0,1,41,1,1,0,3,0,0,0,1,210,0,0,2
"EMID1",0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1
"RHBDD3",0,0,0,0,2,13,1,0,0,6,1,0,1,1,190,0,0,1
"EWSR1",1,5,6,1,2,65,42,2,1,45,17,3,2,15,1468,3,0,24
"GAS2L1",0,0,1,0,1,2,2,0,0,0,1,0,0,0,116,0,0,6
"AP1B1",1,1,1,0,0,1,1,0,0,0,0,1,0,1,365,0,0,2
"THOC5",0,1,1,0,0,9,1,0,0,4,1,0,0,2,147,0,0,2
"NIPSNAP1",0,1,3,0,0,3,4,1,0,7,0,0,0,1,360,0,0,0
"NF2",1,0,3,0,0,1,4,0,0,1,1,0,0,0,123,0,0,0
"ZMAT5",0,0,2,1,2,26,11,1,2,11,2,0,1,1,434,1,0,8
"UQCR10",6,4,55,7,8,127,77,6,3,57,23,10,9,9,12202,5,11,21
"ASCC2",0,0,1,0,0,20,17,2,0,14,2,2,0,2,461,1,0,3
"MTMR3",0,0,0,0,0,5,0,2,0,1,0,0,0,0,130,0,0,1
"LIF",0,0,0,0,0,0,0,3,0,0,0,0,0,0,46,0,0,0
"RP1-102K2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"OSM",0,1,2,2,0,0,0,0,0,38,0,0,3,1,0,0,4,0
"GATSL3",0,0,0,0,0,4,1,1,0,3,0,0,0,0,15,0,0,2
"TBC1D10A",0,2,1,1,0,10,3,1,1,12,1,2,1,4,268,0,1,2
"SF3A1",0,3,0,0,0,9,7,0,0,14,4,4,0,1,337,1,2,2
"CCDC157",0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0
"MTFP1",0,1,2,0,0,6,6,0,0,19,6,5,0,1,444,1,3,0
"GAL3ST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
"PES1",0,0,3,0,1,15,7,0,0,8,4,1,1,0,367,1,0,2
"TCN2",1,1,2,0,0,14,2,0,0,0,0,0,0,0,189,0,0,10
"SLC35E4",0,2,0,0,0,0,3,0,0,1,0,0,0,1,75,1,0,0
"DUSP18",0,0,1,0,0,0,5,0,0,1,0,1,0,0,83,0,1,1
"OSBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"MORC2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"MORC2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,58,0,0,0
"TUG1",1,1,1,0,0,11,3,0,1,2,1,0,0,0,216,0,0,2
"SMTN",0,0,0,0,1,31,1,0,0,0,0,0,0,0,246,0,0,1
"SELM",1,2,4,1,17,523,15,4,3,29,6,4,0,4,437,20,1,21
"INPP5J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0
"RNF185",2,0,0,0,0,6,4,0,0,1,0,0,0,0,137,0,0,1
"LIMK2",0,0,0,0,1,3,4,0,0,0,0,0,0,0,462,0,0,1
"PIK3IP1",0,0,1,4,3,21,27,1,1,20,5,2,2,2,76,0,5,5
"PATZ1",0,0,2,0,0,1,0,0,0,4,0,0,0,0,95,0,0,0
"DRG1",0,3,8,0,0,24,15,4,0,14,1,2,2,3,701,0,0,8
"EIF4ENIF1",0,0,2,0,0,1,3,0,0,1,0,0,0,3,74,0,0,0
"SFI1",1,0,0,0,0,0,4,0,0,6,0,1,0,0,123,0,0,0
"PISD",0,0,3,0,1,4,4,0,0,2,0,0,0,0,160,1,0,2
"PRR14L",0,0,0,0,0,4,3,0,0,2,0,0,1,0,110,0,0,2
"DEPDC5",0,0,0,0,0,2,2,0,0,0,0,0,1,0,90,0,0,0
"YWHAH",5,3,47,0,4,61,27,5,1,68,10,5,6,4,1732,1,10,26
"SLC5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0
"RTCB",0,0,7,0,2,19,7,0,1,11,6,2,3,2,972,0,1,9
"FBXO7",0,2,5,0,6,41,30,8,0,24,9,0,0,7,498,2,3,9
"SYN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"TIMP3",0,0,0,0,22,74,0,7,0,0,0,0,0,0,0,0,0,36
"LARGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
"LL22NC03-32F9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"ISX",0,0,0,0,0,0,1,0,0,0,0,0,0,0,431,0,0,0
"HMGXB4",2,0,3,0,0,22,8,2,0,7,2,2,0,0,221,0,1,3
"TOM1",1,0,2,0,1,15,1,0,0,3,3,1,0,1,253,0,0,2
"HMOX1",4,0,4,0,0,1,13,0,0,0,0,0,0,0,231,0,0,3
"MCM5",1,1,5,0,0,6,14,0,0,8,1,0,0,3,393,0,0,3
"RASD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"MB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0
"APOL6",0,0,6,0,0,12,2,0,0,5,0,0,0,2,129,1,0,0
"RBFOX2",0,0,0,0,0,26,0,1,0,0,0,0,0,0,225,0,0,2
"APOL3",0,1,5,0,3,17,10,0,0,13,4,0,2,0,8,0,1,20
"APOL4",0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"APOL2",0,1,0,0,0,3,3,0,0,2,1,0,0,0,60,0,0,1
"APOL1",0,0,0,0,0,13,3,0,0,0,0,0,0,1,31,0,0,5
"MYH9",3,2,6,1,1,63,24,3,0,19,5,3,0,4,1025,1,2,20
"RP4-633O19--A.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"TXN2",1,0,25,0,1,66,22,6,3,22,4,4,5,4,2024,2,2,17
"FOXRED2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"EIF3D",1,4,31,0,4,96,50,18,5,57,12,3,1,9,2502,2,10,25
"IFT27",0,0,1,0,2,36,14,2,0,15,1,2,3,1,671,1,0,14
"NCF4",6,2,43,0,0,0,15,4,1,26,4,3,0,0,50,0,5,1
"CSF2RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
"TST",0,0,2,0,0,5,5,0,1,0,0,0,0,0,4640,0,0,0
"MPST",2,2,4,0,4,65,31,0,2,10,5,0,2,6,7587,3,1,5
"KCTD17",0,0,0,1,0,3,9,0,0,2,2,0,0,1,97,0,0,2
"IL2RB",0,2,0,0,0,3,71,0,0,14,7,0,14,8,4,0,1,0
"C1QTNF6",0,0,0,0,0,7,1,0,0,0,0,0,0,0,52,0,0,1
"RAC2",0,18,18,6,0,5,298,28,8,248,72,24,10,54,77,4,32,0
"CYTH4",0,2,3,1,0,1,23,2,0,9,2,1,1,4,2,0,1,1
"MFNG",0,0,6,0,0,0,26,4,0,11,4,2,2,0,6,1,1,16
"CARD10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,141,0,0,6
"CDC42EP1",0,0,3,0,4,49,0,0,0,0,0,0,0,0,496,0,0,16
"LGALS2",1,0,152,0,0,1,0,0,0,0,0,0,0,0,2082,0,0,0
"GGA1",0,1,11,0,0,9,29,1,0,19,14,4,2,3,503,0,1,6
"SH3BP1",0,2,2,2,0,3,31,0,1,17,11,2,3,3,437,0,0,0
"LGALS1",66,37,259,23,171,2656,297,36,9,330,81,23,12,60,312,23,29,82
"NOL12",0,2,3,0,0,15,13,2,0,9,0,0,0,0,692,3,1,6
"TRIOBP",0,0,1,0,0,12,0,0,1,0,0,0,0,0,545,0,0,5
"H1F0",0,0,1,0,1,61,3,2,1,5,1,0,0,0,2781,0,0,8
"GCAT",0,0,0,0,1,3,2,0,0,1,0,0,0,1,392,0,0,1
"ANKRD54",0,0,1,0,2,10,5,2,0,5,0,0,2,0,191,0,0,4
"EIF3L",5,14,69,3,6,189,81,10,7,107,16,8,12,14,4458,16,6,26
"MICALL1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,51,0,0,3
"POLR2F",2,3,9,2,10,113,30,1,3,37,8,6,3,6,2530,2,1,23
"PICK1",2,0,0,0,1,2,1,0,0,3,0,1,0,0,268,0,0,1
"BAIAP2L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0
"PLA2G6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0
"MAFF",0,0,7,2,8,42,7,0,1,13,2,1,2,6,127,4,1,8
"TMEM184B",0,0,0,0,1,7,3,0,0,3,0,0,0,0,143,0,0,7
"CSNK1E",0,0,2,0,0,26,2,1,1,3,2,0,0,1,288,0,0,10
"KDELR3",0,0,0,0,0,9,1,0,0,1,0,0,0,0,61,0,0,1
"DDX17",0,0,3,2,2,49,11,2,0,14,1,2,0,4,516,1,1,10
"DMC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"FAM227A",0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0
"CBY1",1,0,1,0,0,31,5,0,0,2,0,0,0,0,525,0,0,3
"TOMM22",0,1,14,1,0,46,39,3,1,34,4,2,1,7,1981,0,3,13
"JOSD1",1,0,3,0,0,6,2,0,0,9,0,0,0,4,352,1,2,0
"GTPBP1",0,1,4,1,0,3,4,0,1,4,2,0,0,1,166,1,0,0
"SUN2",0,2,0,2,0,13,28,2,0,33,10,2,5,5,264,0,4,10
"RP3-508I15.21",0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"RP3-508I15.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"DNAL4",0,0,0,0,0,10,2,0,0,4,2,0,0,0,245,0,0,3
"CBX6",0,1,4,0,0,14,4,0,0,4,3,0,0,0,102,0,0,6
"APOBEC3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"APOBEC3B",0,0,0,0,0,0,2,0,0,0,0,0,0,0,583,0,0,0
"APOBEC3C",0,7,3,1,0,17,14,2,0,14,8,2,1,0,107,0,0,1
"APOBEC3D",0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
"APOBEC3F",0,0,0,0,0,2,3,0,0,0,0,1,0,0,24,0,0,0
"APOBEC3G",0,7,1,11,1,12,67,2,0,17,13,1,10,5,10,0,3,2
"APOBEC3H",0,1,0,1,0,1,21,0,0,17,4,2,1,6,1,0,0,1
