"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"AGAP2-AS1",0,0,0,0,0,7,0,0,0,1,0,0,0,0,23,0,0,4
"TSPAN31",0,0,0,0,3,18,7,2,0,2,0,1,0,0,248,1,1,4
"CDK4",2,1,6,2,1,82,15,0,0,21,3,0,3,4,1292,2,0,9
"MARCH9",0,0,0,0,0,5,1,0,0,2,0,0,0,1,89,0,0,1
"CYP27B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"METTL1",0,0,2,0,1,8,3,1,0,1,0,0,0,0,177,0,0,4
"METTL21B",0,0,0,0,0,4,1,0,0,2,0,0,0,1,21,0,1,1
"TSFM",0,1,1,1,0,18,10,1,0,12,0,1,0,0,845,1,2,4
"AVIL",0,0,1,0,0,0,0,0,0,1,0,0,0,0,104,0,0,0
"CTDSP2",0,1,6,0,0,24,2,0,1,8,0,1,0,0,573,0,1,8
"RP11-620J15.3",0,0,0,0,0,6,3,4,0,3,1,0,1,0,29,2,1,2
"XRCC6BP1",0,0,1,0,3,2,5,1,0,4,0,0,0,1,567,1,0,0
"LRIG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
"SLC16A7",0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"FAM19A2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0
"USP15",1,1,4,0,0,9,9,1,0,13,4,3,0,0,150,0,2,3
"MON2",0,0,1,0,0,3,0,0,0,0,0,0,0,0,42,0,0,0
"PPM1H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"TMEM5",0,1,1,0,1,11,2,0,2,1,1,0,1,0,206,0,0,2
"SRGAP1",0,0,1,0,2,7,0,0,0,0,0,0,0,0,204,0,0,0
"C12orf66",0,0,1,0,0,1,2,0,0,0,0,0,2,2,22,0,0,0
"C12orf56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"XPOT",0,0,2,0,0,7,1,1,0,3,0,0,0,0,55,1,0,1
"TBK1",0,0,0,0,0,5,13,1,0,2,2,1,1,2,58,0,0,0
"RASSF3",0,0,0,0,0,0,0,0,0,2,0,0,0,1,46,0,0,1
"GNS",0,0,0,0,0,10,0,0,0,1,0,0,0,0,115,0,0,1
"TBC1D30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
"LEMD3",0,0,0,0,0,1,0,0,0,4,0,0,0,1,34,0,2,0
"MSRB3",0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,0,0,10
"HMGA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"LLPH",1,5,5,0,0,10,15,2,1,12,4,2,2,0,438,1,5,2
"TMBIM4",0,3,15,2,16,128,37,1,1,34,5,4,1,10,1954,5,3,43
"CAND1",0,1,1,1,0,6,9,0,2,19,1,2,0,1,170,0,1,6
"DYRK2",0,0,0,0,1,3,1,0,0,0,0,1,0,0,186,0,0,0
"IFNG",0,6,0,17,0,0,2,0,0,10,21,0,2,0,0,0,1,0
"IL22",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"MDM1",0,0,0,0,0,1,3,0,0,3,0,0,0,0,38,0,0,0
"RP11-81H14.2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
"RAP1B",1,4,6,5,1,61,59,0,1,72,8,3,19,10,531,0,2,15
"RP11-637A17.2",0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0
"NUP107",0,0,0,0,1,4,7,0,0,3,1,0,0,0,89,0,0,0
"SLC35E3",0,0,0,0,0,5,1,0,0,5,0,0,0,0,81,0,0,1
"MDM2",0,0,0,0,0,1,2,0,0,0,0,0,0,0,37,1,0,0
"CPM",0,0,7,0,0,17,1,1,0,0,0,0,0,0,370,0,0,0
"CPSF6",0,1,5,0,2,18,19,0,0,17,2,1,0,0,456,1,1,9
"LYZ",86,1,1462,0,0,6,0,0,5,4,0,3,0,1,143,0,0,4
"RP11-1143G9.4",0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
"YEATS4",0,4,7,0,2,3,11,2,0,9,2,4,0,1,309,1,0,2
"FRS2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0
"CCT2",0,4,9,0,2,18,20,3,0,21,6,6,2,5,1374,3,1,3
"RAB3IP",0,1,0,0,0,0,3,0,0,6,1,0,0,0,244,0,0,0
"CNOT2",0,4,4,0,1,19,10,1,0,3,6,2,2,1,309,0,1,6
"PTPRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,17
"PTPRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
"TSPAN8",0,0,1,0,0,0,6,0,0,0,1,0,0,1,8183,0,0,0
"LGR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
"ZFC3H1",0,0,1,0,0,4,2,2,0,9,0,2,0,3,75,0,0,0
"THAP2",0,1,3,0,0,4,2,0,0,5,1,1,0,0,91,0,1,2
"TMEM19",0,0,1,0,0,7,2,2,1,2,3,0,1,1,214,0,0,6
"RAB21",0,1,0,0,1,9,4,0,0,6,0,0,0,0,124,0,0,2
"TBC1D15",0,0,0,1,0,3,1,1,0,7,0,0,0,1,91,0,0,4
"TRHDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"ATXN7L3B",0,2,0,0,0,7,1,0,0,5,0,0,3,1,255,1,0,1
"GLIPR1L2",0,0,1,0,0,7,0,0,0,0,0,1,0,0,2,0,0,0
"GLIPR1",4,2,32,1,0,18,53,0,0,33,7,5,4,11,1,0,0,0
"KRR1",1,2,0,0,0,14,2,3,2,12,2,0,1,1,201,0,0,4
"PHLDA1",0,3,5,0,13,77,22,0,0,121,9,6,4,4,72,0,6,10
"NAP1L1",3,8,47,1,1,149,33,3,10,69,14,12,5,9,993,0,6,12
"BBS10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"OSBPL8",2,0,2,0,2,18,10,0,0,8,0,2,0,7,72,0,2,3
"ZDHHC17",0,0,0,0,0,2,1,0,0,0,2,1,0,0,20,0,0,1
"CSRP2",0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,6
"SYT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PAWR",0,0,0,0,1,4,4,0,1,0,0,0,0,0,463,1,0,1
"PPP1R12A",0,5,9,1,9,35,26,0,0,33,5,4,7,6,276,0,2,7
"LIN7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"CCDC59",0,1,9,2,1,20,13,2,1,27,7,5,0,1,417,2,4,7
"METTL25",0,0,1,0,0,5,2,0,0,2,0,0,0,0,64,2,2,1
"TMTC2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0
"C12orf29",0,0,0,0,0,7,4,1,0,6,1,0,1,1,100,0,0,1
"CEP290",0,0,1,0,0,7,2,0,0,4,1,1,0,0,68,0,0,1
"TMTC3",0,0,0,0,0,5,1,0,0,0,0,0,0,0,21,0,0,0
"KITLG",0,0,0,0,0,3,0,0,0,0,0,0,0,0,45,0,0,2
"DUSP6",0,6,6,0,3,6,3,8,0,19,1,0,0,1,80,1,1,35
"POC1B",0,0,0,0,0,7,5,0,0,5,2,0,0,1,90,0,0,2
"RP11-734K2.4",0,0,0,0,0,1,0,0,0,1,1,0,0,0,30,0,0,0
"ATP2B1",0,0,9,0,2,35,3,0,0,27,1,0,0,1,548,1,0,7
"LINC00936",2,0,17,0,0,8,4,0,1,23,1,3,1,1,111,0,2,4
"RP11-567C2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"LUM",0,0,1,0,0,1079,0,0,0,0,0,0,0,1,0,0,1,0
"DCN",0,0,2,0,0,1963,0,0,0,1,1,0,1,0,0,0,1,2
"BTG1",1,107,99,34,19,230,480,64,34,951,182,120,42,95,3098,14,104,66
"RP11-796E2.4",0,2,1,0,1,8,4,0,2,6,1,0,1,0,26,0,1,0
"EEA1",0,0,1,0,1,13,3,0,0,3,0,0,0,2,168,0,0,0
"RP11-511B23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"NUDT4",0,0,1,0,0,46,7,4,1,12,7,0,0,0,473,0,1,1
"UBE2N",2,5,16,2,3,28,33,1,1,25,8,5,1,5,680,4,7,4
"MRPL42",0,2,5,1,2,14,3,1,0,13,5,1,0,1,404,1,0,2
"SOCS2",0,0,0,0,0,3,1,1,0,5,0,0,0,1,99,0,0,8
"CRADD",0,0,0,0,0,6,4,1,0,0,2,0,0,4,263,1,0,0
"PLXNC1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0
"TMCC3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,0,0
"NDUFA12",4,2,11,5,6,68,61,4,1,54,15,8,5,14,3640,1,1,83
"NR2C1",0,0,4,0,1,3,1,0,0,0,1,0,0,0,82,0,0,0
"FGD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"VEZT",20,0,0,0,0,6,4,0,0,4,0,0,2,3,187,0,0,7
"METAP2",0,2,15,0,2,19,13,5,1,16,5,1,3,0,610,1,2,7
"NTN4",0,0,0,0,5,10,0,0,0,1,0,0,0,0,20,0,0,9
"SNRPF",0,3,5,5,0,44,18,1,3,40,5,6,5,5,1635,3,2,12
"LTA4H",0,0,6,0,0,7,11,0,2,8,4,1,0,0,571,2,0,18
"ELK3",0,0,0,0,0,9,0,0,0,2,0,1,1,0,12,0,0,15
"CDK17",1,0,0,0,0,0,4,0,0,9,0,1,0,0,26,1,0,4
"NEDD1",0,0,0,0,0,1,3,0,0,8,1,0,1,0,38,0,0,1
"TMPO-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
"TMPO",0,1,2,0,0,1,1,1,0,9,1,0,1,0,204,0,0,0
"SLC25A3",1,12,50,8,12,221,76,11,3,96,15,8,7,17,9651,4,7,56
"IKBIP",0,0,2,0,1,30,5,0,0,17,1,2,1,1,21,2,0,9
"APAF1",0,0,3,0,0,2,0,0,0,0,1,0,0,1,75,0,0,0
"UHRF1BP1L",0,0,3,0,0,2,0,0,0,0,2,0,0,0,29,0,0,0
"ACTR6",0,1,1,0,0,5,6,2,0,9,1,1,2,0,125,0,1,2
"DEPDC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
"SCYL2",0,0,1,0,0,0,1,1,0,2,0,1,0,0,94,0,0,2
"NR1H4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
"GAS2L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"UTP20",0,0,0,0,0,2,1,0,0,1,1,1,2,0,55,0,0,0
"ARL1",0,1,6,0,4,37,9,0,0,10,6,2,0,6,838,1,0,6
"MYBPC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"CHPT1",0,3,5,1,5,33,15,3,2,10,3,1,1,1,1251,0,0,7
"GNPTAB",0,0,1,0,0,8,25,1,0,6,0,0,0,0,325,0,0,2
"DRAM1",0,0,0,0,0,24,0,0,0,0,0,0,1,0,6,0,0,2
"CCDC53",0,1,18,2,0,32,20,1,1,11,0,3,4,3,686,5,3,10
"NUP37",1,0,2,0,1,3,3,0,0,6,0,0,0,0,268,0,1,1
"PARPBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
"IGF1",0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"NT5DC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
"HSP90B1",5,10,28,1,8,220,55,7,1,40,5,2,4,13,2424,43,4,67
"C12orf73",0,0,2,0,1,6,2,0,0,2,0,0,0,0,171,0,0,1
"TDG",0,0,2,0,2,10,15,1,1,16,1,1,1,2,236,0,2,7
"GLT8D2",0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,5
"HCFC2",0,0,1,0,0,5,3,0,0,6,1,1,1,0,20,0,0,2
"NFYB",0,0,3,1,0,12,13,0,0,5,1,1,1,1,127,0,3,1
"TXNRD1",0,0,2,0,0,5,5,3,0,8,0,0,0,2,311,0,1,1
"EID3",0,0,0,0,0,4,1,0,0,2,0,0,0,0,2,0,0,1
"CHST11",0,0,4,0,0,12,9,0,0,6,2,0,2,2,0,1,1,6
"SLC41A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0
"C12orf45",0,3,9,0,0,5,10,2,0,12,4,1,3,0,423,4,1,5
"ALDH1L2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"KIAA1033",0,0,2,0,1,8,1,0,0,3,0,0,0,0,82,0,0,1
"APPL2",0,0,0,1,0,3,3,0,0,4,0,0,0,0,368,0,0,0
"C12orf75",0,3,0,0,0,4,4,0,0,11,6,0,2,2,683,0,1,0
"NUAK1",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11
"CKAP4",0,0,1,0,0,15,0,0,0,1,0,0,0,0,389,2,0,1
"TCP11L2",0,0,0,1,0,3,0,0,0,0,1,0,0,0,28,0,0,0
"POLR3B",0,0,0,0,0,0,2,0,0,0,0,0,0,0,35,0,0,0
"RIC8B",0,0,0,0,0,1,2,0,0,3,0,0,0,0,55,0,1,0
"RP11-412D9.4",0,2,0,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0
"CRY1",0,0,0,0,0,0,1,0,0,3,0,0,0,1,34,0,1,0
"PWP1",0,0,10,0,3,21,12,3,0,20,3,0,0,1,317,0,2,18
"PRDM4",0,0,0,0,0,1,3,0,0,1,0,0,0,0,130,0,0,1
"FICD",0,0,0,0,0,2,0,0,0,2,0,0,0,0,19,1,0,0
"SART3",0,0,0,1,0,4,4,0,0,1,1,1,0,0,90,0,0,4
"ISCU",2,4,9,6,7,296,50,4,5,86,19,11,2,12,2555,15,13,49
"TMEM119",0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
"SELPLG",0,0,4,1,0,0,16,0,0,16,2,0,0,1,0,0,0,0
"CORO1C",0,0,4,0,0,15,6,0,1,1,0,1,0,0,160,0,3,3
"SSH1",0,0,0,0,0,7,6,0,0,0,1,1,0,1,56,0,0,2
"DAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"USP30",0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0
"USP30-AS1",0,0,1,1,0,0,5,0,0,2,0,2,0,0,152,0,0,0
"ALKBH2",0,0,1,1,1,15,4,1,0,4,0,0,0,0,247,0,0,4
"UNG",0,0,1,0,1,4,7,1,0,5,3,0,0,0,416,0,0,2
"ACACB",0,0,1,0,0,5,1,0,0,0,1,2,0,0,177,0,0,1
"KCTD10",0,4,0,0,0,11,2,0,0,1,0,0,1,0,168,0,0,3
"UBE3B",0,0,0,0,0,8,1,0,1,2,1,0,0,0,182,0,0,1
"MMAB",0,0,3,1,2,17,9,1,1,8,3,0,0,1,1036,2,1,5
"MVK",0,0,2,0,1,9,1,0,0,1,1,0,0,2,219,0,0,1
"GLTP",0,2,5,1,3,15,13,0,0,16,5,1,3,2,587,0,0,6
"TCHP",0,0,0,0,0,1,2,0,0,2,0,0,0,0,89,0,1,2
"GIT2",0,1,1,0,0,2,13,0,0,6,1,0,1,1,82,0,0,2
"ANKRD13A",0,0,0,0,0,1,8,0,1,0,1,1,0,1,112,0,0,1
"C12orf76",0,1,1,0,1,14,2,0,2,7,2,0,1,0,106,1,0,2
"IFT81",0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,0,0,1
"ATP2A2",1,0,1,0,0,13,2,0,0,3,0,0,1,2,546,3,0,2
"ANAPC7",0,0,0,0,0,10,6,1,0,4,0,0,0,0,194,0,0,2
"ARPC3",16,19,171,4,6,128,213,30,15,183,52,17,17,27,7042,12,9,81
"GPN3",0,0,8,0,3,23,16,2,3,10,0,1,0,1,274,0,0,7
"FAM216A",0,0,3,0,1,8,1,0,0,3,0,2,0,0,7,0,0,1
"VPS29",4,5,17,1,0,53,20,6,1,50,8,7,4,7,2245,3,6,14
"PPTC7",0,0,4,0,0,1,1,0,0,3,0,0,0,0,103,0,0,1
"TCTN1",1,0,0,0,2,25,2,0,0,2,0,0,0,1,61,0,0,2
"HVCN1",1,0,9,0,0,10,5,1,1,0,1,0,1,2,1,0,0,5
"PPP1CC",0,8,10,2,0,56,42,6,2,15,3,3,1,3,1162,3,3,6
"FAM109A",0,0,0,0,1,0,0,0,0,0,0,0,0,1,122,0,0,1
"SH2B3",0,0,1,0,0,6,2,0,0,2,0,0,1,0,15,0,0,4
"ATXN2",1,1,2,0,2,22,4,0,0,2,0,0,0,2,269,0,0,4
"BRAP",0,2,0,0,0,4,3,0,0,6,1,0,0,0,101,0,1,1
"ACAD10",0,0,2,0,0,1,0,1,0,0,1,0,0,0,193,0,0,0
"ALDH2",2,0,18,0,0,120,3,0,0,1,0,0,0,0,4584,0,0,22
"MAPKAPK5-AS1",0,0,1,0,0,6,10,0,0,9,2,1,0,3,520,2,2,8
"MAPKAPK5",0,1,1,0,0,10,3,0,0,7,2,0,0,1,325,0,1,6
"TMEM116",0,0,1,0,0,1,1,0,0,1,3,1,0,1,79,1,0,0
"ERP29",6,8,30,7,20,140,70,6,2,81,21,9,4,11,3866,8,12,33
"NAA25",0,0,0,0,0,1,0,18,0,2,0,1,1,0,71,0,0,2
"TRAFD1",0,1,2,0,0,14,6,0,0,5,2,1,0,2,115,0,0,1
"HECTD4",0,0,1,0,0,1,2,0,0,0,0,1,0,0,114,0,2,2
"RPL6",30,105,554,33,19,2048,934,127,83,1452,282,184,78,192,43841,72,84,306
"PTPN11",0,0,0,0,0,5,1,0,0,3,0,0,1,0,93,0,0,1
"OAS1",3,0,6,0,0,14,4,0,0,4,1,0,0,0,838,0,0,0
"OAS3",0,0,0,0,0,2,0,0,0,2,0,0,0,0,39,0,0,1
"OAS2",0,2,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
"RASAL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"DDX54",0,0,1,0,0,12,7,0,0,11,1,0,1,0,410,0,0,2
"IQCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
"TPCN1",0,0,2,0,0,11,0,0,0,0,1,1,0,0,321,2,0,5
"SLC8B1",0,0,4,0,0,10,1,0,0,2,0,2,0,0,141,0,0,4
"PLBD2",0,0,0,0,0,6,5,0,0,1,0,0,0,0,17,0,0,0
"SDS",8,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SDSL",0,0,1,0,0,2,0,0,0,0,0,0,0,0,375,0,0,0
"RBM19",0,0,0,0,0,2,2,1,0,2,0,2,0,0,74,0,1,0
"TBX3",0,0,0,0,6,11,0,0,0,0,0,0,0,0,63,0,0,1
"MED13L",0,0,3,0,0,5,1,0,0,0,0,0,0,1,76,0,0,3
"MAP1LC3B2",0,2,8,1,2,9,3,2,1,14,2,3,3,1,287,2,1,3
"C12orf49",0,2,0,0,1,3,4,0,0,8,0,10,0,1,227,1,0,4
"HRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"FBXW8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0
"TESC",0,0,2,0,0,1,4,1,0,8,4,0,1,1,3,0,0,11
"FBXO21",0,1,0,1,1,16,1,0,1,7,0,0,1,0,93,0,0,11
"KSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"RFC5",0,0,1,0,0,7,1,0,0,1,1,0,0,0,130,0,0,3
"WSB2",0,0,1,0,0,2,2,0,0,0,0,1,0,0,193,0,0,0
"VSIG10",0,0,0,0,0,2,0,0,0,0,0,0,0,0,239,0,1,0
"PEBP1",10,11,33,1,52,247,49,26,7,114,20,9,2,16,10658,6,8,51
"TAOK3",0,1,6,1,0,12,14,4,0,14,1,2,2,2,493,0,2,2
"SUDS3",0,1,0,0,0,7,3,0,1,5,0,0,0,0,352,0,0,4
"PRKAB1",0,0,0,0,0,11,7,1,0,2,1,0,0,0,364,0,0,2
"CIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"CCDC64",0,0,0,0,0,0,0,0,0,4,0,1,1,0,16,0,0,0
"RAB35",0,1,0,1,0,10,4,0,0,2,2,0,2,2,214,0,1,6
"RPLP0",27,96,401,22,16,1820,713,34,56,1250,257,152,72,121,62735,54,74,191
"PXN-AS1",0,0,0,0,0,9,5,1,0,3,1,0,0,0,149,2,0,3
"PXN",0,0,0,0,1,5,1,0,0,0,0,1,0,0,428,1,1,15
"SIRT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"MSI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
"COX6A1",4,11,36,3,15,228,109,15,6,93,19,11,11,21,17145,12,5,71
"TRIAP1",0,3,7,0,3,20,23,3,1,11,5,0,1,2,477,1,0,3
"GATC",0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,1
"SRSF9",0,1,37,5,2,104,32,7,4,49,7,3,3,4,1733,10,5,25
"DYNLL1",10,22,68,7,28,365,109,53,1,158,27,13,16,28,8163,19,13,163
"COQ5",0,1,3,0,1,23,13,0,0,16,3,1,1,0,557,2,1,5
"RNF10",1,5,3,0,1,15,7,0,0,7,0,2,2,2,578,1,0,3
"POP5",0,3,12,1,5,29,26,2,0,18,4,5,1,1,1071,4,1,1
"CABP1",0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,6
"MLEC",3,3,29,0,0,40,15,1,0,18,11,2,2,4,3964,5,0,37
"UNC119B",0,1,0,0,0,0,1,0,0,0,0,0,0,1,87,0,0,4
"ACADS",0,1,2,0,0,9,7,0,0,5,2,0,0,1,3265,0,0,2
"SPPL3",0,0,2,1,0,4,3,0,0,6,0,1,2,0,262,0,0,0
"HNF1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0
"C12orf43",0,0,2,1,0,3,7,0,0,7,0,0,1,1,86,0,0,2
"OASL",0,2,0,0,0,0,2,0,0,0,2,2,0,0,125,0,0,0
"P2RX4",1,1,5,0,1,16,32,0,0,12,2,0,0,2,814,0,0,1
"CAMKK2",0,0,0,0,0,3,0,0,0,3,0,0,0,0,136,0,0,2
"ANAPC5",1,0,2,0,1,22,21,16,0,11,2,1,0,5,791,0,1,7
"RNF34",0,3,1,1,0,6,9,2,1,16,0,1,2,5,244,0,2,2
"KDM2B",0,0,6,0,0,2,3,0,0,2,0,0,0,0,47,0,1,0
"ORAI1",0,0,7,0,0,9,4,0,0,23,1,2,0,2,139,0,3,16
"TMEM120B",0,0,0,0,1,10,0,0,0,3,2,0,0,0,97,0,1,4
"RHOF",0,2,2,2,0,0,44,0,0,39,7,2,1,8,395,0,9,0
"SETD1B",0,0,0,0,0,3,3,1,0,1,0,0,0,0,108,0,0,1
"PSMD9",0,2,7,1,4,47,15,1,5,18,2,4,2,1,909,2,1,15
"RP11-87C12.2",0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0
"WDR66",0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0
"BCL7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0
"MLXIP",0,1,0,0,4,46,3,0,0,3,1,1,1,1,1216,0,1,6
"B3GNT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"DIABLO",1,0,5,0,1,3,1,0,0,0,2,0,0,2,97,1,0,0
"VPS33A",1,2,0,0,2,2,3,0,0,3,1,0,1,0,118,0,2,0
"CLIP1",0,2,1,2,3,11,5,0,0,7,0,0,0,0,109,0,0,1
"ZCCHC8",0,0,1,0,0,4,0,0,1,5,1,0,0,0,55,0,0,1
"RSRC2",1,3,6,0,2,47,17,12,4,40,7,5,1,3,783,2,2,20
"KNTC1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"DENR",0,5,2,2,0,12,8,1,0,10,1,0,1,0,270,1,0,1
"HIP1R",0,0,0,0,0,1,4,0,0,3,0,0,0,0,251,0,0,7
"VPS37B",0,2,1,1,1,7,7,1,0,23,1,2,9,0,639,0,0,19
"ABCB9",0,0,1,0,0,0,1,0,0,2,0,0,0,0,32,4,0,0
"OGFOD2",0,0,0,0,0,5,0,0,0,1,0,0,0,0,28,0,0,0
"ARL6IP4",1,3,27,3,4,122,34,9,5,56,9,5,4,5,2138,3,2,33
"PITPNM2",0,0,0,1,0,2,2,0,0,0,0,0,0,0,39,0,0,1
"MPHOSPH9",0,0,0,1,0,5,4,2,1,2,1,0,0,1,47,0,0,1
"C12orf65",2,0,3,0,0,18,19,0,2,7,5,1,0,2,318,0,3,1
"SBNO1",0,0,4,0,2,12,11,0,1,14,3,0,0,5,212,0,0,0
"RILPL2",0,5,23,0,2,17,8,0,2,33,3,6,1,0,49,0,3,31
"SNRNP35",0,2,2,1,2,30,7,1,0,8,2,1,2,1,468,2,1,9
"TMED2",1,4,11,1,2,98,51,5,0,53,9,5,4,5,1555,8,3,14
"DDX55",0,1,0,1,0,7,5,4,0,3,2,1,0,0,96,1,0,2
"EIF2B1",0,1,3,0,0,14,21,3,0,8,3,4,3,2,333,1,0,10
"GTF2H3",0,0,1,0,0,3,6,0,0,4,0,0,0,0,87,0,0,1
"ATP6V0A2",0,0,1,0,0,0,3,1,0,5,0,0,0,1,79,1,1,0
"CCDC92",0,2,0,0,1,4,3,0,0,4,0,0,0,2,71,1,0,2
"ZNF664",0,0,0,0,1,1,1,2,0,1,0,3,0,0,262,0,0,0
"FAM101A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0
"RP11-214K3.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"NCOR2",3,1,2,0,1,8,0,1,0,6,1,0,0,0,146,1,0,0
"SCARB1",0,0,1,0,0,3,0,0,0,0,0,0,0,0,128,0,0,3
"UBC",26,83,289,21,46,720,307,79,27,688,100,52,34,102,12667,109,69,250
"DHX37",0,0,0,0,0,2,0,0,0,0,0,0,0,0,88,0,0,1
"BRI3BP",1,0,1,0,0,0,2,0,0,5,0,0,0,2,357,0,0,37
"AACS",0,0,0,0,0,2,1,0,0,1,0,0,1,0,192,0,0,0
"TMEM132B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"LINC00944",0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0
"RP11-349K16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0
"SLC15A4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,29,0,0,0
"STX2",0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,3
"RAN",4,17,58,4,4,143,102,12,6,129,23,19,12,23,5272,6,16,37
"SFSWAP",0,0,4,0,0,7,2,0,0,6,0,0,0,0,204,0,0,0
"ULK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1
"PUS1",0,0,1,0,0,0,4,0,0,3,0,1,1,1,238,1,0,0
"EP400",0,1,0,0,0,2,0,0,0,4,0,0,0,1,79,0,0,1
"EP400NL",0,0,0,0,0,1,4,0,0,0,0,0,0,3,24,0,0,0
"DDX51",0,1,0,1,0,3,3,0,0,2,0,1,0,0,104,0,0,1
"NOC4L",0,1,4,0,0,11,7,0,0,8,0,1,0,1,295,0,0,8
