"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"RP11-446N19.1",1,0,0,0,0,0,6,3,0,0,0,2,0,0,0,0,0,0,0,40,3,0,0,0
"SLC38A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"PCED1B",0,1,0,0,2,0,1,0,1,0,9,7,2,0,11,1,2,0,1,16,0,1,1,0
"RP11-493L12.4",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"RPAP3",0,0,0,0,0,0,5,0,0,0,0,3,0,1,2,1,1,0,0,61,2,6,1,0
"RP1-197B17.3",1,0,0,0,0,0,3,0,1,0,0,0,1,1,0,4,0,0,0,38,0,0,0,0
"RAPGEF3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
"SLC48A1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,1,1,0,0
"HDAC7",1,0,0,0,2,0,13,1,0,0,2,5,0,1,1,4,0,1,0,49,2,4,0,2
"VDR",0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,515,1,0,0,0
"TMEM106C",0,3,3,0,0,0,8,6,1,1,2,15,2,0,2,8,0,1,1,2384,11,9,1,1
"SENP1",0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0
"PFKM",1,0,1,0,0,0,11,1,1,0,0,3,0,0,0,0,0,0,0,109,1,1,0,0
"ASB8",1,1,1,0,1,0,8,1,0,0,0,6,2,1,1,3,1,0,0,213,1,2,0,0
"ZNF641",0,0,5,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,17,0,0,1,0
"C12orf54",2,0,3,1,0,0,2,1,0,1,2,5,0,0,1,1,2,0,0,91,0,1,1,0
"KANSL2",0,0,1,0,0,0,15,0,0,0,6,22,1,0,2,4,0,0,1,87,2,0,2,1
"CCNT1",0,0,4,0,0,0,4,0,1,0,0,4,3,0,2,0,0,0,0,53,1,0,1,2
"ADCY6",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0
"RP11-579D7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
"CACNB3",0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0
"DDX23",1,0,3,0,1,0,10,3,2,1,0,3,0,0,0,2,0,0,0,264,1,0,3,0
"RND1",0,1,0,0,0,0,4,0,2,0,1,3,0,0,2,0,0,0,0,30,3,1,0,23
"RP11-302B13.5",0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,12,2,0,0,0
"FKBP11",3,6,1,2,6,0,42,9,9,1,8,131,18,0,0,17,3,4,9,440,105,5,3,5
"ARF3",15,3,13,2,1,1,27,2,2,1,5,18,4,0,1,6,2,1,1,1012,4,10,2,1
"RP11-386G11.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"PRKAG1",6,3,3,1,1,0,18,7,0,2,3,18,1,0,2,9,0,0,0,346,0,5,2,2
"KMT2D",0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,1,88,0,0,0,0
"RHEBL1",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,2,0
"LMBR1L",2,0,2,0,1,0,8,0,0,2,1,6,1,0,0,3,2,0,0,114,0,0,0,0
"TUBA1B",209,18,359,8,21,26,337,61,35,65,79,304,45,14,34,52,8,6,21,10439,80,241,33,59
"RP11-386G11.10",0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,44,1,1,0,0
"TUBA1A",26,23,169,1,26,68,474,43,13,56,81,356,55,33,44,75,8,2,14,266,5,7,29,23
"TUBA1C",20,4,25,2,1,0,31,3,0,1,6,22,6,0,2,6,0,0,1,2522,3,15,2,3
"TROAP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,2,11,0,0
"DNAJC22",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0
"SPATS2",3,0,0,0,0,0,6,1,0,0,4,1,1,0,1,0,0,0,0,181,10,5,0,4
"MCRS1",1,2,3,0,1,0,18,3,0,0,3,14,4,0,5,5,1,0,1,456,1,4,7,3
"PRPF40B",0,0,0,0,0,0,4,1,0,1,0,1,0,1,0,1,0,0,0,43,0,0,0,0
"TMBIM6",80,30,94,7,17,3,257,57,14,10,72,296,48,4,28,65,11,8,21,6666,62,32,29,22
"NCKAP5L",3,0,3,0,0,0,3,0,0,1,1,0,0,0,2,0,0,0,0,8,0,0,0,2
"BCDIN3D",0,0,0,0,0,0,9,1,0,0,2,2,0,0,3,0,0,0,0,69,0,7,1,0
"RACGAP1",0,1,3,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,82,3,0,0,0
"SMARCD1",0,0,0,0,0,0,4,0,1,0,3,12,2,0,0,0,0,0,1,107,1,9,0,1
"GPD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"COX14",12,6,22,0,10,0,60,13,1,1,17,57,9,2,5,22,0,1,11,2776,9,10,13,4
"RP4-605O3.4",0,0,0,0,0,0,10,0,2,0,0,1,0,0,0,0,0,0,0,57,2,0,0,0
"CERS5",0,0,2,0,4,0,15,6,1,0,0,5,1,1,1,2,0,0,0,55,1,3,1,2
"LIMA1",2,0,4,0,0,0,19,1,0,0,0,4,1,0,0,1,0,0,0,1059,1,4,0,5
"LARP4",0,1,1,0,0,0,3,2,0,0,0,2,0,0,0,1,0,1,0,79,2,1,0,0
"DIP2B",0,0,0,1,0,0,6,1,2,0,2,0,0,0,0,1,1,0,0,96,1,1,0,0
"ATF1",1,1,3,1,1,0,30,10,4,2,5,32,2,2,0,13,1,4,0,255,0,4,6,1
"METTL7A",1,0,2,0,0,0,11,0,1,0,2,0,0,0,1,0,0,0,0,201,2,1,1,0
"SLC11A2",1,0,3,0,0,1,4,0,0,1,0,1,0,0,2,0,0,0,0,71,0,2,0,1
"LETMD1",2,2,10,1,0,0,37,5,3,0,9,10,2,0,3,8,1,0,2,443,5,3,3,1
"CSRNP2",0,0,0,0,0,0,3,1,1,1,0,2,0,0,0,2,0,0,0,55,0,0,0,0
"TFCP2",0,0,1,0,1,0,7,2,1,0,1,2,2,0,2,0,0,0,0,78,0,1,1,3
"DAZAP2",11,7,16,3,8,2,112,30,6,9,37,126,18,2,26,41,2,7,13,1206,6,17,28,10
"SMAGP",0,0,1,0,1,0,5,0,0,0,8,2,0,0,1,0,1,0,0,1793,0,0,0,5
"BIN2",8,4,8,3,5,0,0,19,2,2,3,57,9,0,3,16,2,2,8,149,5,1,10,0
"GALNT6",2,0,0,0,0,0,0,0,0,1,0,2,1,0,1,3,0,0,0,119,0,2,0,0
"SLC4A8",0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,9,0,0,0,0
"ACVRL1",8,0,0,0,0,0,78,0,0,0,0,1,1,0,0,0,1,0,0,591,0,0,0,19
"ACVR1B",1,1,1,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0,293,0,0,0,0
"GRASP",0,0,4,0,1,1,0,0,0,0,3,2,0,0,1,0,0,0,0,11,1,0,0,0
"NR4A1",18,5,44,1,4,5,42,8,19,24,43,60,10,0,19,5,4,7,7,1845,17,13,0,5
"RP11-1100L3.8",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"KRT7",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1
"KRT86",0,0,0,0,0,0,0,43,34,0,0,1,0,0,0,0,0,7,2,1,0,0,0,0
"KRT81",0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0
"KRT1",0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,1,0,0,3,0
"KRT8",6,0,10,0,0,0,34,11,4,2,5,12,1,0,5,5,1,1,6,47677,9,0,1,2
"KRT18",4,3,4,0,2,0,25,6,2,1,4,14,4,0,3,4,3,0,2,24676,4,1,3,3
"EIF4B",2,0,16,0,4,0,53,1,2,3,12,46,4,3,5,12,0,1,0,857,5,12,9,2
"RP11-983P16.4",0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1
"SPRYD3",0,0,0,0,0,0,10,2,0,1,1,9,0,0,0,0,0,0,0,39,1,0,0,2
"IGFBP6",0,2,0,0,0,6,401,0,0,0,1,2,0,0,0,0,0,0,0,4,1,0,0,6
"CSAD",0,0,0,0,0,0,11,1,3,0,2,9,0,2,0,3,0,1,1,151,1,0,1,1
"ZNF740",0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,1,0,77,0,14,0,1
"ITGB7",6,9,20,0,5,0,1,26,5,2,15,57,8,0,1,8,1,1,4,12,10,0,8,0
"RARG",0,1,0,0,0,1,8,2,0,1,0,3,0,0,0,0,0,0,0,54,1,0,1,1
"MFSD5",0,2,1,0,0,0,5,2,0,0,0,2,2,0,0,1,0,0,2,153,1,0,0,0
"ESPL1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0
"PFDN5",132,53,301,14,64,3,696,130,34,33,287,718,109,26,101,227,29,20,30,9548,66,41,109,32
"C12orf10",3,1,8,0,4,1,62,9,3,2,6,40,3,1,3,9,2,1,0,723,4,4,1,8
"AAAS",1,0,4,0,1,0,8,1,0,1,1,1,1,2,2,0,0,0,0,137,0,2,3,1
"SP1",0,0,2,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,159,1,0,0,0
"PRR13",27,12,68,5,22,1,113,63,20,8,65,198,33,2,28,83,5,5,10,7891,11,41,28,6
"PCBP2",27,21,57,4,20,1,185,38,9,4,50,176,20,8,22,48,1,3,11,2458,23,50,16,16
"MAP3K12",0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"RP11-793H13.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1
"TARBP2",0,0,3,1,0,0,6,0,0,0,2,8,2,0,1,2,1,0,0,169,0,3,1,1
"ATF7",2,1,3,0,1,0,11,5,0,0,0,10,0,0,0,2,0,0,1,226,0,0,0,0
"ATP5G2",113,41,261,11,33,6,544,93,25,25,144,426,86,33,68,117,22,12,41,17105,74,72,64,23
"CALCOCO1",0,0,2,0,2,0,18,3,0,1,0,4,2,1,0,1,0,0,0,157,2,1,3,2
"SMUG1",4,0,6,0,0,0,32,4,1,0,1,8,1,1,1,1,0,1,1,415,2,1,1,2
"RP11-834C11.4",1,0,4,0,0,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CBX5",0,1,6,1,1,0,10,5,0,0,1,4,2,0,0,2,0,2,0,340,1,9,0,2
"HNRNPA1",54,49,233,29,43,2,722,101,29,45,190,713,105,19,125,208,18,17,48,10406,52,203,97,40
"COPZ1",14,6,28,4,5,0,102,18,5,2,7,25,10,2,3,11,1,0,4,1044,19,9,2,6
"ZNF385A",5,0,12,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITGA5",0,0,2,0,1,0,9,0,2,0,0,3,2,1,0,0,0,0,0,1,0,0,0,3
"GTSF1",0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,180,0,0,0,0
"NCKAP1L",6,0,14,0,0,0,1,2,0,0,4,5,1,0,1,5,1,0,1,2,1,0,1,0
"TESPA1",0,0,1,0,0,0,1,1,0,3,1,13,2,0,0,4,0,0,0,1,0,1,0,0
"METTL7B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0
"BLOC1S1",37,13,49,4,12,0,88,36,7,2,18,104,15,3,11,25,3,4,7,6988,13,16,15,10
"RDH5",0,1,0,0,1,0,2,0,1,0,2,1,0,0,1,2,0,0,0,138,0,0,0,0
"CD63",438,22,224,8,6,14,2233,264,54,136,24,210,63,65,2,35,7,27,55,21657,65,3,8,66
"RP11-644F5.11",0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,28,2,1,0,0
"SARNP",1,0,4,1,1,1,20,0,0,0,5,5,0,1,3,2,0,0,0,167,3,2,2,2
"ORMDL2",12,4,20,3,3,2,19,10,4,0,12,42,4,1,5,17,1,0,6,1224,5,4,10,3
"DNAJC14",0,0,1,0,0,0,1,1,0,0,2,3,0,0,0,1,0,0,0,70,0,0,0,2
"MMP19",5,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGKA",0,0,1,0,1,0,1,0,0,1,1,9,1,0,0,3,0,0,1,179,0,1,1,0
"PMEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"CDK2",0,0,0,0,0,0,13,0,0,0,1,2,1,0,0,0,0,0,0,75,0,1,1,1
"RAB5B",2,2,2,0,3,0,16,1,0,0,1,10,4,2,2,4,1,0,0,455,1,0,1,0
"SUOX",0,0,0,1,0,0,3,0,0,0,0,2,1,0,2,1,0,0,0,124,0,0,0,0
"IKZF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"RPS26",82,72,216,19,85,9,525,155,52,41,317,884,126,24,130,282,39,14,50,27621,99,159,109,36
"ERBB3",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1362,0,0,0,0
"PA2G4",10,3,21,1,7,3,68,29,4,4,11,61,15,1,3,19,3,2,7,1707,11,27,12,7
"RPL41",418,422,1256,108,368,14,2695,691,214,176,1443,4379,601,97,618,1362,173,81,250,101380,526,512,599,167
"ZC3H10",0,0,0,0,0,0,5,0,0,0,0,2,0,1,1,0,0,0,0,28,1,0,0,0
"ESYT1",2,2,3,0,2,0,16,5,1,11,2,33,4,0,1,11,0,1,2,173,0,0,3,0
"MYL6B",3,0,3,0,0,0,41,3,0,3,3,5,0,0,2,0,0,0,0,269,5,6,2,1
"MYL6",341,88,423,38,70,10,1053,277,72,60,129,889,141,225,74,233,36,27,92,37138,76,113,134,83
"SMARCC2",0,0,2,1,0,0,17,3,0,0,1,9,1,0,0,0,0,0,6,236,1,1,2,1
"RNF41",2,0,0,0,0,0,4,6,0,2,14,4,2,1,1,1,0,0,0,91,2,2,2,3
"NABP2",0,2,7,1,0,0,27,2,3,0,1,8,3,2,3,1,0,0,2,537,3,7,4,1
"SLC39A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432,0,0,0,0
"ANKRD52",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,62,1,0,0,0
"COQ10A",0,2,0,0,1,0,14,2,1,0,2,16,1,2,1,1,0,1,1,40,1,2,0,1
"CS",1,0,7,0,0,0,5,1,1,0,2,7,0,0,1,5,0,0,0,343,1,4,0,3
"RP11-977G19.11",0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,108,0,0,0,0
"RP11-977G19.12",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0
"CNPY2",13,3,26,0,7,2,108,18,4,6,27,60,6,0,5,27,1,0,8,1968,15,10,9,9
"PAN2",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,113,0,0,0,0
"IL23A",0,2,1,0,1,1,0,0,1,0,7,49,4,0,2,6,2,0,3,9,3,0,2,0
"STAT2",5,0,4,0,3,0,24,0,0,0,0,4,0,0,0,0,0,0,0,118,0,0,0,0
"TIMELESS",0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,84,0,1,0,0
"SPRYD4",2,2,3,0,3,0,8,5,2,1,1,5,0,0,1,1,0,0,0,288,2,0,0,0
"RBMS2",1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1
"BAZ2A",0,0,3,0,0,0,14,0,0,0,3,3,0,0,0,4,0,0,0,303,3,2,1,0
"ATP5B",32,13,69,0,11,8,227,43,9,15,49,152,29,10,9,45,5,7,11,11731,28,43,17,18
"PTGES3",14,8,47,1,6,2,138,31,2,8,46,124,12,5,9,31,6,2,7,1891,15,32,22,7
"NACA",81,63,346,15,61,5,736,171,58,68,339,1009,133,29,140,350,38,26,48,18959,102,103,155,29
"PRIM1",0,0,1,0,0,0,4,0,0,0,1,7,0,0,0,3,0,1,1,66,0,7,2,0
"ZBTB39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"TAC3",0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"MYO1A",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1114,1,0,0,0
"NAB2",0,1,4,0,0,0,11,1,0,0,1,4,0,0,0,0,0,0,0,3,0,5,3,1
"STAT6",0,0,2,0,0,0,33,2,2,0,6,3,1,2,3,2,0,0,1,651,0,1,0,1
"LRP1",1,0,0,0,0,1,94,0,0,0,0,0,0,4,0,1,0,0,0,219,0,0,0,0
"SHMT2",3,0,9,0,1,0,26,6,0,0,14,17,1,0,5,1,1,0,0,373,17,13,2,0
"NDUFA4L2",0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"STAC3",2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"R3HDM2",0,0,2,0,0,0,1,2,0,0,2,5,0,0,0,1,0,0,0,78,1,0,0,0
"GLI1",0,0,0,0,0,0,11,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"ARHGAP9",7,6,11,0,3,0,0,18,2,0,10,48,3,0,9,9,1,2,3,4,1,2,7,0
"MARS",2,0,4,2,0,0,7,3,0,0,2,5,1,0,1,1,0,0,0,153,2,3,1,0
"DDIT3",7,1,20,0,4,4,67,5,3,5,29,46,10,3,9,12,2,0,4,577,30,21,4,13
"MBD6",0,0,2,0,2,1,6,1,0,0,0,2,0,0,0,0,0,0,0,182,1,0,0,0
"DCTN2",1,1,9,1,1,0,81,7,2,1,9,34,5,5,0,7,2,0,3,1366,5,7,5,6
"PIP4K2C",0,0,0,0,0,0,2,1,0,0,0,3,1,0,0,1,0,0,0,103,0,1,1,3
"DTX3",0,1,0,0,0,0,17,0,0,0,0,10,0,4,0,2,0,0,0,6,0,0,1,0
"ARHGEF25",0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"OS9",14,3,16,0,0,1,139,7,2,5,6,25,4,3,5,4,1,0,3,985,7,5,4,5
"AGAP2-AS1",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"TSPAN31",4,1,2,0,0,0,31,4,1,3,1,11,4,2,0,1,0,0,1,198,2,2,0,0
"CDK4",9,2,10,0,0,1,87,5,0,6,11,18,5,4,4,5,0,0,3,1172,8,13,0,2
"MARCH9",0,1,0,0,0,0,6,2,0,0,0,1,1,1,1,1,0,0,0,76,2,0,0,0
"METTL1",0,0,1,0,0,0,5,1,0,0,0,2,3,0,4,0,0,0,0,165,5,4,0,0
"METTL21B",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"TSFM",3,0,7,0,0,1,22,2,0,0,3,10,5,0,3,5,0,0,0,708,9,4,2,3
"AVIL",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,173,0,0,0,0
"CTDSP2",1,1,4,1,1,1,32,2,1,0,1,18,2,1,0,5,0,0,0,755,9,0,2,1
"RP11-620J15.3",1,0,4,0,0,0,8,2,0,1,3,11,2,0,1,1,0,1,0,31,4,10,2,0
"XRCC6BP1",1,0,3,0,0,0,5,2,1,2,3,8,4,0,0,3,0,2,1,472,2,5,1,0
"LRIG3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,85,0,0,0,1
"SLC16A7",0,0,0,0,0,0,1,0,0,0,2,7,0,0,2,2,0,0,2,1,0,0,0,0
"FAM19A2",0,0,0,0,0,0,9,0,0,0,0,1,0,2,0,0,0,0,0,4,0,1,0,0
"USP15",0,3,7,2,6,1,9,7,0,0,5,21,4,0,3,13,0,1,3,115,1,1,5,3
"MON2",0,1,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,56,0,0,0,0
"TMEM5",3,0,4,1,1,0,20,3,0,1,3,6,0,0,0,2,1,0,3,208,3,1,3,0
"SRGAP1",5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,2
"C12orf66",0,0,2,0,0,0,2,1,1,0,1,5,1,0,0,2,0,0,0,40,0,0,0,0
"C12orf56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
"XPOT",1,1,1,0,1,0,4,1,1,1,0,6,2,0,0,1,0,0,0,70,1,1,1,0
"TBK1",0,2,0,0,2,0,4,8,0,0,3,9,0,0,5,1,0,0,0,66,0,2,1,0
"RASSF3",1,0,3,0,1,0,2,1,0,0,1,10,1,0,1,0,0,0,0,49,1,1,3,1
"GNS",1,0,3,0,0,1,9,0,0,2,1,2,0,0,1,0,0,0,0,113,2,0,0,0
"TBC1D30",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
"LEMD3",0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,49,0,1,0,0
"MSRB3",0,0,0,0,1,0,9,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
"HMGA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"LLPH",4,4,5,1,6,0,25,12,4,3,8,19,2,0,2,9,2,0,0,362,5,3,3,0
"TMBIM4",22,7,30,0,9,1,142,36,3,6,31,65,9,2,11,16,3,1,9,1642,8,8,14,11
"HELB",0,1,0,0,1,0,5,0,0,0,0,3,0,0,0,3,0,0,1,5,1,0,0,0
"CAND1",0,3,5,0,4,0,18,5,1,1,12,30,3,0,4,5,0,0,0,191,3,2,2,0
"DYRK2",0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,2,0,0,243,1,1,0,0
"IFNG-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"IFNG",0,18,0,12,2,0,0,0,0,0,0,15,11,0,0,3,2,10,13,1,0,0,0,0
"MDM1",0,0,0,0,0,0,4,1,1,1,0,4,2,0,0,3,0,0,0,30,3,3,0,0
"RP11-81H14.2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0
"RAP1B",9,7,19,4,11,0,70,30,11,2,28,107,14,2,10,29,2,3,6,574,8,31,12,5
"RP11-637A17.2",0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0
"NUP107",0,1,0,0,0,0,6,1,0,0,4,5,1,2,1,0,0,0,0,69,1,2,1,0
"SLC35E3",2,0,0,0,1,0,7,2,0,0,2,4,0,0,0,3,0,0,1,79,2,2,0,1
"MDM2",0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0
"CPM",2,0,1,0,0,0,9,0,0,4,0,1,0,0,0,2,0,0,0,289,0,5,0,0
"CPSF6",2,1,7,3,1,2,14,5,1,3,9,16,2,2,5,6,0,3,3,377,2,18,5,0
"LYZ",600,0,1696,0,1,0,3,0,0,1,2,5,4,0,0,6,0,1,1,293,0,2,1,0
"RP11-1143G9.4",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,8,1,0,0,0
"YEATS4",1,0,2,0,3,0,7,5,2,0,12,16,6,0,1,4,0,1,2,284,1,9,1,1
"FRS2",0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,22,0,0,0,0
"CCT2",1,11,20,2,4,0,42,13,2,5,19,59,3,2,8,11,3,6,5,1256,6,23,5,3
"RAB3IP",0,0,1,0,1,0,0,1,0,0,2,12,1,0,0,1,1,0,0,223,0,1,0,0
"CNOT2",3,4,7,0,0,1,29,3,2,1,6,11,8,2,3,1,1,1,5,297,2,4,3,5
"PTPRB",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0,0,0,3
"PTPRR",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,157,0,0,0,0
"TSPAN8",0,0,1,0,0,0,2,5,1,1,1,1,1,0,0,0,0,0,0,8893,0,1,0,0
"LGR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"ZFC3H1",2,0,1,0,1,0,3,0,0,1,13,3,0,1,1,2,1,0,0,76,0,1,2,0
"THAP2",0,1,8,0,1,0,6,3,1,1,4,17,1,2,0,0,1,1,0,102,12,2,1,1
"TMEM19",1,2,4,0,0,0,5,4,0,0,9,4,1,0,2,4,0,0,0,115,3,3,3,1
"RAB21",0,1,1,0,0,0,4,2,0,0,3,5,2,0,1,2,0,0,1,135,0,1,0,0
"TBC1D15",1,0,1,1,0,0,7,5,0,1,5,8,0,0,2,2,0,0,0,96,3,4,1,2
"TRHDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"ATXN7L3B",0,1,0,0,1,0,7,0,0,0,1,1,1,0,1,4,0,0,1,230,1,1,0,0
"GLIPR1",26,8,57,4,6,0,13,19,6,0,27,122,11,0,9,29,3,0,13,7,1,4,14,0
"KRR1",2,0,1,1,5,0,11,1,3,3,5,14,8,0,2,8,0,1,6,190,2,3,3,3
"PHLDA1",6,4,26,3,11,2,135,8,9,14,1,178,16,0,0,20,14,1,18,128,0,0,23,22
"RP11-290L1.2",0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0
"NAP1L1",13,18,75,5,15,0,156,29,5,13,53,153,16,4,14,48,3,4,8,882,10,44,27,8
"BBS10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"OSBPL8",0,0,9,1,0,0,19,3,5,0,6,29,2,1,7,13,0,1,1,56,0,3,0,0
"ZDHHC17",0,1,0,0,0,1,4,1,0,1,2,1,0,1,1,2,0,0,0,24,0,0,0,0
"CSRP2",0,0,0,0,0,0,32,0,0,0,0,0,0,10,1,0,0,0,0,9,0,0,0,5
"PAWR",0,0,0,0,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,485,0,2,0,0
"PPP1R12A",1,1,4,2,4,0,34,13,0,6,6,25,2,3,6,8,0,2,2,261,2,0,4,5
"LIN7A",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"CCDC59",6,9,12,0,6,0,33,12,1,5,23,60,9,0,9,26,3,2,7,355,9,5,7,2
"METTL25",1,0,2,1,0,0,8,1,0,0,0,2,0,0,0,0,0,0,1,48,0,0,0,1
"TMTC2",0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0
"NTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
