"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"AC007566.10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERVW-1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PEX1",3,0,1,6,44,0,4,4,0,1,1,0,1,0,0,24,1,5,0,1,6,2
"RBM48",2,0,2,1,27,0,1,4,0,0,2,0,1,0,1,6,2,2,3,0,6,1
"FAM133B",30,9,11,31,254,3,3,36,13,17,17,8,6,5,6,139,8,6,26,5,52,22
"CDK6",9,4,5,7,70,4,2,6,2,10,6,0,2,3,2,77,2,8,3,2,21,15
"AC002454.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SAMD9",7,3,3,5,56,5,2,11,3,17,10,0,3,4,4,55,1,2,12,3,21,2
"SAMD9L",5,1,4,6,89,2,3,10,0,20,11,2,3,0,3,52,2,3,17,7,25,3
"HEPACAM2",0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,69,0,0,0,0,1,1
"VPS50",3,0,3,2,19,0,1,0,0,1,0,0,0,0,0,13,0,0,6,0,7,3
"GNGT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TFPI2",0,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"GNG11",3,0,0,26,765,0,201,0,1,2,1,3,0,0,1,12,23,2,4,1,704,13
"BET1",5,0,2,6,129,1,1,4,0,3,3,0,0,0,1,21,4,5,4,1,7,2
"AC003092.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL1A2",6,3,4,82,9376,0,4,8,1,6,5,57,1,0,1,27,77,3,9,0,37,22
"CASD1",2,0,1,0,34,0,1,3,1,1,0,0,0,0,0,29,2,0,1,1,7,0
"SGCE",0,1,0,42,241,0,6,0,0,0,0,2,0,0,0,0,6,0,0,0,5,8
"PEG10",0,0,0,10,25,1,2,0,1,0,0,0,0,0,0,3,2,0,0,0,1,3
"PPP1R9A",0,0,0,7,5,0,11,0,2,0,0,1,0,0,0,24,1,3,0,0,3,2
"AC002429.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PON1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PON3",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
"PON2",2,0,3,36,97,0,5,4,0,3,2,2,0,0,0,101,5,0,4,0,41,15
"AC004012.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDK4",39,0,7,54,209,1,7,1,0,0,0,4,0,0,0,70,7,0,17,0,38,67
"AC002451.3",1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"DYNC1I1",0,0,1,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
"SLC25A13",2,0,2,1,28,0,2,6,0,3,0,0,0,0,0,44,1,3,9,0,10,1
"SHFM1",51,3,20,50,845,8,26,42,14,28,20,10,6,5,7,379,28,28,60,6,184,58
"DLX6-AS1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLX5",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDHAF3",9,3,2,11,79,2,1,2,1,5,4,1,0,0,1,66,3,3,5,0,19,7
"TAC1",0,0,0,0,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASNS",0,2,2,1,33,0,0,3,2,1,7,0,0,0,0,19,2,10,0,1,1,2
"LMTK2",0,0,0,1,6,0,1,0,1,0,0,0,1,0,0,21,0,1,5,0,6,0
"TECPR1",5,0,3,3,23,0,2,2,0,4,0,0,1,0,0,20,0,3,5,1,19,2
"BRI3",21,0,5,7,132,1,3,4,3,3,1,1,0,0,0,78,1,1,27,0,29,3
"BAIAP2L1",1,1,0,0,6,0,1,0,0,1,0,0,0,0,0,63,0,0,1,0,7,1
"RP11-307C18.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NPTX2",0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM130",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRRAP",1,0,1,0,24,0,0,0,1,2,0,0,1,1,1,14,1,0,2,1,5,1
"AC004893.11",0,1,0,1,6,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
"SMURF1",1,0,0,2,22,0,1,1,0,2,1,0,2,0,0,9,3,0,4,1,4,9
"ARPC1A",9,3,1,39,298,1,22,5,4,8,5,4,1,0,2,186,20,13,18,0,54,117
"ARPC1B",156,15,124,165,749,16,26,73,45,79,62,1,17,8,21,222,18,12,331,40,270,38
"PDAP1",19,4,6,30,458,2,2,13,4,15,7,6,3,1,2,157,8,14,17,3,73,27
"BUD31",20,8,9,19,341,3,12,16,5,15,4,3,1,1,2,126,8,9,16,6,50,26
"PTCD1",1,0,0,0,16,1,1,2,3,1,3,0,0,1,0,10,2,4,1,0,5,1
"ATP5J2-PTCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CPSF4",6,2,3,1,37,0,0,5,2,1,0,2,1,1,0,17,2,1,2,0,5,6
"ATP5J2",73,11,40,52,755,8,20,43,8,29,26,9,6,1,8,527,19,22,78,10,91,41
"ZNF789",3,0,1,3,11,0,0,3,2,1,2,0,0,0,0,10,0,0,2,1,5,0
"ZNF394",6,3,2,2,40,0,0,6,3,8,5,1,0,1,2,19,1,4,10,2,12,5
"ZKSCAN5",0,0,1,1,17,0,0,2,0,0,0,1,0,0,1,1,0,1,1,0,3,1
"FAM200A",0,0,0,3,22,0,1,0,0,1,0,0,0,0,0,4,2,0,0,0,2,0
"ZNF655",6,4,2,3,98,3,1,6,5,8,10,2,2,0,3,44,3,5,16,2,12,9
"GS1-259H13.2",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZSCAN25",1,0,0,4,12,0,0,0,0,0,1,0,0,1,1,8,0,0,0,0,1,1
"CYP3A5",2,3,0,3,57,1,0,3,0,0,6,1,0,1,0,217,2,2,5,0,3,1
"CYP3A7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TRIM4",3,3,2,5,81,1,3,10,3,4,6,0,1,0,2,23,5,2,5,2,9,2
"GJC3",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZGP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ZKSCAN1",12,2,5,16,212,3,4,18,2,9,1,2,0,3,2,101,6,5,18,4,29,13
"ZSCAN21",2,0,0,1,19,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,3,1
"ZNF3",1,2,0,3,39,0,5,3,1,0,1,1,0,0,0,33,2,4,0,0,15,3
"COPS6",20,7,9,37,499,4,8,22,2,18,11,3,3,2,1,113,8,12,13,4,61,31
"MCM7",12,0,3,2,34,0,2,1,0,1,4,2,0,0,0,136,0,3,3,0,11,2
"AP4M1",1,1,1,6,61,0,2,2,0,0,1,1,0,0,0,31,6,4,1,0,6,6
"TAF6",1,0,0,2,101,1,1,5,1,2,3,0,1,0,0,23,1,2,1,0,10,8
"RP11-506M12.1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CNPY4",1,0,0,6,173,2,3,2,1,2,0,2,0,0,0,6,2,0,0,0,4,2
"MBLAC1",1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
"LAMTOR4",91,14,54,50,831,12,25,61,12,36,37,7,8,3,7,496,23,29,154,10,135,36
"C7orf43",0,0,1,1,7,0,0,0,1,1,0,0,0,0,0,14,1,1,3,0,2,0
"GAL3ST4",2,0,0,1,44,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,1,4
"GPC2",1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAG3",3,0,0,2,10,0,0,0,2,2,3,1,0,0,0,8,1,0,0,0,0,0
"GATS",1,0,0,2,6,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,4,0
"PVRIG",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPDYE3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILRB",5,6,1,8,79,3,5,4,2,7,14,4,1,3,0,65,1,6,6,1,20,5
"PILRA",19,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
"ZCWPW1",2,0,2,1,46,0,0,2,0,1,3,0,0,0,0,7,0,3,3,0,2,1
"MEPCE",5,0,2,1,53,0,3,9,2,1,4,1,3,0,0,37,1,6,12,0,5,3
"PPP1R35",0,0,0,0,12,1,0,2,0,0,2,0,1,1,0,25,0,1,0,0,6,0
"RP11-758P17.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"C7orf61",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TSC22D4",11,3,4,22,102,2,11,7,1,12,7,1,4,4,1,30,4,4,11,1,15,1
"NYAP1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGFG2",0,0,0,1,17,0,4,0,1,3,4,1,0,0,0,12,0,0,0,2,6,0
"SAP25",1,0,0,1,3,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0
"LRCH4",12,3,5,1,41,1,2,10,8,5,2,1,3,2,3,23,2,6,14,1,4,1
"FBXO24",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PCOLCE-AS1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCOLCE",3,1,1,3,1898,0,2,3,1,0,0,12,1,0,2,7,11,1,2,0,6,4
"MOSPD3",0,0,2,4,80,2,1,2,1,12,2,4,2,0,1,10,0,1,5,2,12,4
"TFR2",0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"GNB2",26,3,15,5,265,2,15,15,2,11,7,3,0,1,2,164,8,6,32,2,71,19
"GIGYF1",2,3,1,3,28,0,1,1,2,3,0,1,1,0,1,15,1,0,3,3,3,1
"POP7",11,1,3,6,190,1,6,6,3,7,3,0,2,1,3,79,7,5,10,1,19,10
"EPHB4",0,1,0,1,10,0,11,0,0,0,0,1,0,0,0,22,0,0,0,0,45,1
"SLC12A9",14,0,5,5,21,2,0,1,1,2,2,1,1,0,0,34,0,1,9,0,5,0
"RP11-126L15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"TRIP6",2,0,3,11,208,0,1,1,0,0,0,1,0,0,0,46,9,0,7,0,5,24
"SRRT",4,2,4,5,67,1,4,3,1,8,7,0,2,1,1,54,2,0,4,0,13,6
"UFSP1",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"ACHE",2,0,1,0,9,0,0,0,0,0,0,2,0,0,0,12,1,0,0,0,4,0
"MUC3A",0,0,0,0,8,0,1,2,1,3,0,1,1,0,0,76,0,0,1,0,0,0
"RP11-395B7.2",1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,33,0,0,1,0,0,1
"MUC12",15,3,5,7,146,1,3,8,1,5,2,3,1,1,0,361,3,7,9,0,11,5
"RP11-395B7.4",0,0,0,0,77,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
"MUC17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0
"TRIM56",12,4,10,14,302,10,15,14,13,22,20,3,3,4,1,72,11,10,19,5,73,18
"SERPINE1",1,0,0,0,73,0,0,1,0,2,0,1,0,0,0,2,2,0,1,0,44,1
"AP1S1",10,0,3,7,155,2,3,4,3,5,1,1,0,0,2,107,3,3,6,1,37,8
"VGF",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"MOGAT3",0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,1,0
"PLOD3",3,1,1,14,127,1,1,1,0,2,2,1,0,0,0,52,3,0,2,0,23,2
"ZNHIT1",27,6,18,32,644,2,25,22,6,19,17,5,1,3,2,240,14,17,56,5,105,34
"CLDN15",1,1,0,1,29,1,1,0,1,1,0,0,0,0,0,33,1,0,1,0,12,0
"FIS1",31,11,10,54,882,4,27,32,5,29,13,3,2,4,6,268,18,15,43,5,157,67
"RP11-132A1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"IFT22",1,0,0,7,125,0,2,2,0,1,2,2,0,0,1,17,0,0,0,0,18,6
"CUX1",9,4,10,5,145,0,5,11,2,2,2,6,3,0,2,93,6,8,25,1,25,20
"SH2B2",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRKRIP1",5,2,2,8,58,1,2,8,0,5,1,1,4,4,0,14,2,4,7,3,11,2
"ORAI2",7,2,6,11,71,2,4,11,21,21,12,2,3,0,1,4,4,19,10,2,37,2
"ALKBH4",4,1,1,3,60,0,1,3,0,2,0,0,0,0,0,8,2,1,3,0,11,1
"LRWD1",1,0,0,3,9,0,3,1,1,2,1,0,0,0,0,4,1,2,0,0,4,3
"POLR2J",22,6,12,17,456,2,14,11,8,22,17,6,3,1,7,204,13,20,42,5,46,50
"RASA4B",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"POLR2J3",50,15,18,47,482,12,15,26,29,47,36,5,10,4,14,205,24,33,61,9,180,69
"RASA4",1,1,7,2,18,0,1,1,1,3,3,0,0,0,0,4,0,2,7,0,110,4
"POLR2J2",1,1,1,3,42,0,2,0,0,3,3,0,0,2,2,8,2,1,2,1,14,4
"AC105052.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM185A",1,0,0,1,16,0,0,0,0,0,0,1,0,0,0,9,1,1,0,1,1,1
"FBXL13",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5
"LRRC17",0,0,0,0,356,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,6,0
"NFE4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARMC10",4,3,0,2,31,0,2,3,1,2,0,0,0,0,0,21,0,1,1,0,5,2
"NAPEPLD",1,0,0,3,34,0,0,0,0,0,1,0,1,0,0,35,2,2,2,0,2,2
"PMPCB",7,4,2,12,136,0,3,9,5,6,5,1,0,1,1,57,7,5,9,1,20,13
"DNAJC2",5,1,6,3,89,1,5,7,6,5,5,3,2,1,1,61,3,8,8,0,22,4
"PSMC2",7,2,3,15,185,3,2,11,0,9,4,2,0,0,1,54,10,9,9,1,36,8
"SLC26A5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RELN",0,0,0,8,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORC5",0,1,1,1,13,0,1,2,0,1,0,0,0,0,0,7,0,0,0,0,6,2
"RP11-325F22.2",1,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0
"LINC01004",1,1,1,0,5,0,1,2,1,2,0,0,0,0,1,3,0,4,1,0,0,0
"KMT2E-AS1",6,2,0,3,36,0,1,8,2,4,4,3,2,1,1,22,2,10,12,2,5,2
"KMT2E",19,26,16,28,378,7,13,46,18,39,36,3,5,6,9,160,14,13,41,7,82,27
"CTB-152G17.6",0,0,0,2,9,0,1,2,0,2,1,0,0,0,0,1,0,0,1,0,3,0
"SRPK2",7,2,4,7,181,0,2,5,0,12,5,1,0,3,1,40,0,1,19,3,32,5
"RP4-778K6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUS7",1,1,0,2,7,0,0,0,0,1,1,0,0,0,0,17,1,1,0,1,4,1
"RINT1",1,0,1,2,12,2,0,0,0,3,1,1,0,0,0,10,0,0,1,0,1,1
"EFCAB10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-251G23.5",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"ATXN7L1",1,0,1,1,21,0,0,2,0,4,3,2,3,0,0,7,0,0,6,0,2,0
"CDHR3",0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SYPL1",16,0,6,65,242,1,19,29,15,10,1,6,0,2,0,92,13,2,12,1,74,25
"NAMPT",218,3,94,9,503,2,10,17,10,11,10,6,5,1,1,117,9,4,594,11,117,30
"RP11-22N19.2",8,0,0,0,18,0,0,0,0,1,0,0,0,0,0,4,1,0,18,0,2,0
"CCDC71L",1,0,1,0,79,0,1,4,0,1,1,3,1,0,0,8,3,0,5,0,6,1
"PIK3CG",2,0,3,0,5,0,0,8,5,6,1,1,0,0,1,1,0,2,7,0,1,0
"PRKAR2B",1,1,0,1,96,2,0,2,0,0,0,2,0,0,0,12,0,0,2,0,0,1
"HBP1",9,6,4,14,149,2,3,3,3,4,3,1,2,0,0,5,2,0,18,0,22,6
"CTA-363E19.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"COG5",7,1,0,0,48,2,2,6,3,4,5,2,1,0,0,14,1,0,6,0,3,3
"DUS4L",1,0,1,1,14,0,0,1,0,1,1,0,0,0,0,6,1,0,0,0,6,1
"RP4-593H12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"BCAP29",12,0,5,14,194,2,19,18,1,4,6,2,0,1,1,80,5,1,17,0,90,23
"SLC26A4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC002467.7",1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,2,0
"CBLL1",3,1,2,3,17,1,2,2,0,2,4,0,2,1,1,22,0,1,3,0,6,4
"SLC26A3",4,2,1,1,37,1,0,8,2,3,1,2,1,1,0,360,0,2,7,0,6,1
"DLD",6,0,3,5,78,2,3,6,0,4,5,1,0,0,1,93,5,0,7,1,12,9
"LAMB1",0,1,0,3,170,0,3,0,0,2,0,4,0,0,1,22,4,0,1,0,49,0
"CTB-13F3.1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LAMB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NRCAM",0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1
"PNPLA8",8,3,7,16,110,3,1,12,1,6,6,2,0,1,6,25,1,6,40,5,25,13
"THAP5",6,2,2,8,78,1,2,3,2,1,6,0,0,0,0,20,4,6,5,0,11,5
"DNAJB9",2,2,3,11,127,3,1,14,6,7,6,3,1,2,4,19,2,68,13,0,20,6
"IMMP2L",3,1,1,3,62,0,3,4,0,0,0,0,0,0,0,16,4,0,3,0,13,1
"LRRN3",0,1,0,0,14,0,0,0,0,6,11,0,4,0,2,0,0,0,0,0,0,0
"DOCK4",10,0,2,4,40,0,1,0,0,0,0,0,0,0,0,8,0,1,2,0,25,0
"ZNF277",8,2,6,5,82,1,1,4,2,6,5,1,0,1,1,31,1,4,12,0,8,9
"IFRD1",9,5,8,8,216,4,4,18,4,15,13,4,1,0,2,183,5,9,34,3,56,14
"LSMEM1",1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0
"TMEM168",2,0,2,2,61,1,1,6,0,0,0,1,0,0,0,47,2,2,4,0,5,1
"C7orf60",1,0,0,0,13,0,0,1,1,1,0,0,1,0,0,1,0,0,3,0,4,0
"GPR85",2,0,1,2,13,1,1,0,0,0,0,0,0,0,0,5,0,1,2,0,6,3
"LINC00998",28,6,10,18,237,3,6,22,6,13,7,3,0,0,1,59,14,5,18,1,57,22
"FOXP2",0,0,0,1,80,0,3,0,0,0,0,2,0,0,0,12,3,0,0,0,1,1
"MDFIC",3,1,2,0,32,2,8,1,0,4,3,1,0,1,1,6,0,1,5,2,11,0
"TFEC",14,0,4,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0
"TES",12,1,2,1,63,2,3,3,3,5,9,7,0,0,2,86,6,9,17,2,51,20
"CAV2",0,0,0,1,100,0,31,0,0,1,0,5,0,0,0,2,41,0,2,0,175,118
"CAV1",0,1,0,2,1074,0,95,1,0,1,0,33,0,0,0,4,140,0,0,0,1061,274
"LINC01510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MET",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0
"CAPZA2",49,2,21,34,330,4,12,17,4,10,6,4,0,0,0,100,4,3,72,3,89,42
"ST7-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ST7",1,0,1,0,30,0,1,8,0,1,2,0,0,0,0,11,1,0,0,1,2,0
"WNT2",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFTR",0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,73,0,0,1,0,1,0
"CTTNBP2",1,0,2,0,30,0,5,60,0,0,0,0,0,0,0,5,0,0,1,0,3,9
"LSM8",27,10,16,10,311,5,5,33,12,22,21,3,3,2,6,143,10,18,43,14,64,20
"KCND2",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPAN12",0,0,0,0,22,0,1,0,0,0,0,1,0,0,0,20,2,0,0,0,33,7
"ING3",5,1,3,6,53,1,4,4,3,4,2,3,2,1,2,11,2,2,11,1,21,6
"CPED1",3,0,4,1,127,0,0,0,0,0,1,8,0,0,0,0,4,1,7,0,1,26
"FAM3C",8,0,3,40,475,4,9,2,3,2,8,1,0,1,1,95,9,29,4,0,29,10
"PTPRZ1",0,0,0,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AASS",0,0,0,5,27,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,2,2
"CADPS2",0,0,0,3,59,0,1,0,0,0,0,2,0,0,0,7,1,7,0,0,18,2
"IQUB",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"NDUFA5",8,5,5,28,296,2,9,27,10,19,11,8,0,1,4,129,18,8,24,4,52,30
"WASL",3,2,1,9,168,1,1,2,1,1,1,2,0,0,0,98,3,1,5,0,27,10
"RP11-390E23.6",0,0,0,3,15,0,0,0,0,0,0,2,0,0,0,14,0,0,2,0,1,3
"TMEM229A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP5-921G16.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR37",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"POT1",1,0,1,0,19,0,0,1,0,1,1,0,0,1,0,9,0,0,1,0,5,1
"GRM8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
"ZNF800",4,3,2,7,59,1,4,8,1,4,12,1,1,0,1,48,5,3,11,1,29,4
"GCC1",3,0,0,1,8,0,0,0,1,0,0,0,1,0,0,12,1,0,2,0,2,1
"ARF5",16,2,18,20,276,3,9,8,5,12,11,3,1,2,2,141,9,3,38,1,60,17
"FSCN3",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"SND1",13,0,8,10,165,1,1,7,4,1,2,1,0,0,0,53,1,11,15,3,20,8
"SND1-IT1",4,0,2,5,23,1,1,3,2,4,2,0,2,0,1,15,1,7,10,2,2,3
"LRRC4",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0
"RBM28",4,1,2,4,78,1,2,3,0,6,2,3,0,0,0,35,4,4,6,1,18,4
"IMPDH1",8,0,7,1,49,0,3,0,0,2,1,1,0,1,1,18,5,1,17,0,7,0
"HILPDA",0,0,1,3,89,0,1,0,0,1,0,4,0,0,0,25,2,0,3,0,7,2
"METTL2B",3,0,0,5,43,0,2,2,1,1,4,0,2,0,1,35,2,4,3,0,13,3
"RP11-212P7.2",1,0,2,4,28,1,2,2,0,1,0,0,0,1,0,19,2,2,1,0,7,3
"RP11-274B21.10",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAM71F2",0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-274B21.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CALU",15,1,2,46,865,1,12,15,3,3,4,15,1,0,0,59,16,19,6,1,74,14
"CCDC136",0,0,0,1,19,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0
"FLNC",0,1,0,5,84,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,5,8
"KCP",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0
"ATP6V1F",78,7,30,21,500,3,22,100,9,20,12,3,1,0,9,112,11,8,99,3,95,32
"RP11-309L24.4",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"IRF5",6,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,9,0,0,0
"TNPO3",7,1,1,5,78,3,2,6,1,3,5,1,0,0,0,42,2,3,6,0,20,6
"TSPAN33",14,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"SMO",1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"AHCYL2",0,1,0,6,13,0,0,0,3,1,0,0,0,0,0,53,0,0,1,0,4,0
"STRIP2",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SMKR1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-448A19.1",2,2,0,2,32,0,1,1,0,1,0,0,0,0,0,6,2,2,3,0,1,0
"NRF1",2,0,0,2,14,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,3,1
"UBE2H",15,3,4,9,156,0,4,4,1,4,4,4,3,0,1,32,3,7,12,1,29,14
"RP11-306G20.1",0,0,0,1,6,0,0,4,1,2,2,0,1,0,0,1,0,0,1,1,2,2
"ZC3HC1",1,0,0,4,19,0,0,1,2,1,0,0,0,0,0,7,0,2,0,0,3,1
"KLHDC10",2,1,3,1,56,0,1,3,1,1,0,0,0,0,0,23,1,1,9,0,16,4
"RP11-775D22.2",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"TMEM209",1,0,1,2,9,2,0,1,1,3,2,0,1,0,1,10,0,0,2,1,7,1
"SSMEM1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
