"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CARD11",2,1,3,1,2,0,0,2,0,0,0,5,6,6,1,1,1,2,0,0,2,4,3,2,0
"SDK1",0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"FOXK1",8,10,0,3,1,0,9,1,0,0,3,2,2,7,2,1,0,21,0,0,1,2,1,56,47
"AP5Z1",10,7,0,0,1,0,5,0,0,0,2,1,0,3,1,1,0,11,3,1,0,1,2,19,18
"RADIL",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"RBAK-RBAKDN",10,4,0,1,2,0,11,1,2,0,2,1,1,0,0,0,2,10,1,0,0,0,2,10,18
"RBAK",4,3,0,0,0,0,4,0,0,0,4,1,0,3,0,0,2,10,0,2,2,1,0,9,6
"WIPI2",24,14,1,3,5,0,9,1,2,0,5,2,2,8,0,0,2,29,4,3,2,1,5,75,54
"SLC29A4",0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"TNRC18",14,7,1,3,2,0,14,0,1,0,3,0,3,3,0,0,2,16,1,1,3,0,0,91,27
"RP11-1275H24.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RP11-1275H24.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0
"FBXL18",2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,1,0,3,6
"ACTB",5003,1266,184,760,976,33,1091,252,216,33,424,363,720,1143,121,126,152,3881,81,612,729,861,523,4385,5449
"CTB-161C1.1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FSCN1",9,19,0,2,1,0,18,0,0,8,2,0,0,0,1,0,0,17,1,0,0,0,1,8,238
"RNF216",19,12,1,1,7,0,21,1,3,1,11,0,7,6,2,3,3,30,2,2,2,2,2,25,44
"CCZ1",15,27,6,1,6,1,22,2,2,2,4,5,12,20,2,1,1,43,7,8,5,7,3,94,76
"PMS2",7,2,2,0,1,0,9,0,0,1,1,0,1,5,1,0,0,10,1,0,2,2,1,28,19
"AIMP2",19,15,1,3,1,0,8,0,1,0,0,0,1,4,1,1,0,21,0,0,0,1,1,89,28
"EIF2AK1",25,21,1,6,6,2,42,1,3,0,13,4,4,11,2,3,1,23,5,4,7,9,12,143,59
"ANKRD61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC004895.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP42",5,5,1,1,7,0,6,0,2,0,2,1,3,8,1,1,1,15,2,3,4,1,2,38,16
"CYTH3",1,5,1,0,1,1,16,0,1,0,4,0,0,0,0,0,0,26,0,0,0,2,0,8,14
"FAM220A",7,4,0,0,1,0,6,0,1,1,2,0,0,1,1,0,0,7,2,0,0,0,0,9,7
"RAC1",232,92,4,8,28,0,92,1,6,1,31,3,7,24,3,7,2,257,8,27,4,10,6,674,473
"DAGLB",12,3,0,4,2,1,3,0,1,0,0,1,1,1,0,1,0,6,0,0,0,0,2,14,21
"KDELR2",153,168,8,12,14,0,132,1,5,0,26,5,15,19,2,0,4,306,54,17,4,7,11,649,247
"GRID2IP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZDHHC4",29,23,2,4,4,0,23,0,0,0,11,1,7,3,0,0,0,22,4,1,1,2,1,74,20
"C7orf26",5,1,0,0,1,0,3,0,0,0,2,1,0,2,0,0,0,11,3,0,5,4,0,21,17
"ZNF853",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF316",4,3,1,0,1,0,4,0,0,0,1,1,1,3,0,0,0,8,1,0,0,0,2,20,7
"ZNF12",3,4,0,0,0,0,6,1,1,1,3,3,3,8,1,2,0,13,1,1,1,2,1,27,19
"CCZ1B",11,3,1,0,5,0,7,3,0,0,3,0,0,5,0,0,2,14,1,2,2,3,0,17,14
"C1GALT1",23,7,4,0,9,0,20,2,3,1,8,1,8,11,1,1,2,12,3,4,2,5,4,78,19
"COL28A1",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1159O4.2",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RP5-1159O4.1",0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,2
"MIOS",19,0,0,1,3,0,0,0,1,0,1,1,2,5,0,1,2,7,1,1,3,0,2,25,10
"RPA3",55,22,7,14,32,1,46,16,6,0,15,12,15,25,1,8,2,75,5,4,28,29,6,220,68
"UMAD1",7,4,1,0,4,1,14,1,1,0,6,0,0,4,2,0,0,12,0,1,3,0,4,32,6
"AC007161.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AC009473.1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"GLCCI1",6,4,4,0,11,2,15,1,4,0,3,1,2,14,3,2,4,8,21,0,13,9,11,23,6
"ICA1",15,3,1,0,2,0,2,5,0,2,4,0,2,3,0,1,0,3,0,1,0,0,1,164,78
"AC007009.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"NDUFA4",520,335,23,58,70,3,464,12,26,7,166,34,56,110,12,10,16,420,58,37,39,53,62,2006,764
"PHF14",47,62,6,1,22,1,94,5,4,3,28,7,20,26,6,6,4,99,2,5,11,6,26,192,166
"THSD7A",0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,103
"AC004160.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TMEM106B",18,34,5,0,13,0,37,1,0,1,6,4,11,16,1,2,1,36,6,3,2,1,4,148,46
"VWDE",0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SCIN",1,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,33,3
"ARL4A",34,31,7,3,18,0,10,6,1,3,36,5,15,24,3,0,1,50,6,16,4,12,12,234,113
"ETV1",0,12,1,0,6,0,21,0,0,0,0,0,0,6,0,0,2,19,0,0,0,2,0,1,10
"DGKB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AGMO",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MEOX2",0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
"AC005550.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
"ISPD",0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,18
"SOSTDC1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"GS1-166A23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANKMY2",1,5,2,0,2,0,10,1,1,0,2,0,0,3,0,0,2,5,1,0,0,0,1,12,6
"BZW2",26,16,2,7,4,0,19,1,0,0,6,1,7,7,0,0,1,38,1,6,4,2,2,162,46
"TSPAN13",7,2,1,1,6,0,1,1,0,0,3,4,0,6,1,1,1,8,4,0,2,1,8,245,116
"AGR2",23,14,1,2,15,2,16,5,3,0,11,2,6,11,1,6,3,19,5,4,2,6,4,5125,29
"AGR3",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,471,1
"AC003075.4",4,0,0,0,1,0,2,0,0,1,3,0,0,1,0,0,0,7,0,2,0,1,0,9,0
"AHR",97,38,5,10,13,0,73,1,5,0,85,1,20,17,2,1,2,109,2,9,8,15,6,44,123
"AC019117.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNX13",17,6,0,0,1,0,7,1,1,2,0,2,3,3,0,1,0,18,3,4,1,3,2,54,33
"HDAC9",0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,17,0,1,0,0,1,15,16
"TWIST1",1,17,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"TWISTNB",20,32,2,0,11,1,30,2,1,0,15,1,2,12,1,1,4,132,1,1,6,4,5,101,35
"MACC1",14,1,1,0,2,0,2,3,0,0,0,3,5,2,0,0,0,0,5,1,2,0,4,103,6
"CTA-293F17.1",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,0
"ITGB8",14,2,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,30,1
"ABCB5",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SP8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0
"SP4",5,0,1,0,4,0,2,1,1,0,2,2,1,4,0,3,0,6,1,0,0,1,4,4,6
"DNAH11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"CDCA7L",3,1,0,2,5,0,5,2,0,0,0,2,0,4,1,1,0,9,2,1,3,4,3,28,0
"RAPGEF5",0,1,0,0,0,0,2,0,0,1,3,0,0,2,0,0,0,17,0,0,0,0,0,37,189
"STEAP1B",6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,3
"AC002480.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC002480.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IL6",234,132,0,0,1,0,104,0,0,0,0,1,0,2,0,0,0,21,0,5,0,1,0,11,25
"TOMM7",379,260,40,51,120,12,453,27,24,8,175,63,123,195,42,37,41,418,41,48,53,55,53,1324,519
"FAM126A",12,13,4,2,8,1,26,3,0,0,2,1,2,8,0,1,2,29,1,1,4,4,1,4,34
"KLHL7-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL7",10,12,1,1,2,0,7,0,0,0,2,0,3,2,1,0,0,23,2,0,2,2,2,19,23
"NUPL2",12,7,1,2,4,0,9,0,1,0,5,1,4,5,0,0,1,10,2,0,5,2,3,34,18
"AC005082.12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPNMB",355,99,0,0,4,0,198,1,0,0,1,1,0,1,0,0,1,10,1,1,0,1,1,1,3
"MALSU1",30,18,0,9,5,1,37,2,3,0,9,2,7,7,2,2,1,60,0,3,2,5,1,117,58
"IGF2BP3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2
"TRA2A",35,30,7,3,23,1,42,3,7,0,21,8,23,30,5,5,8,67,10,11,7,13,7,156,121
"CCDC126",4,3,0,0,0,0,5,0,0,1,3,0,2,0,0,0,0,10,1,0,0,2,0,15,19
"FAM221A",7,2,0,0,0,0,0,1,0,0,6,0,1,3,0,0,1,2,2,0,0,3,1,49,9
"MPP6",0,9,0,0,3,0,6,0,0,0,0,4,3,2,0,2,1,2,0,0,0,0,0,11,7
"DFNA5",6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10
"OSBPL3",11,3,2,1,7,0,0,2,1,0,1,1,1,7,0,1,4,12,3,0,3,1,2,15,43
"CYCS",278,75,10,31,49,5,83,7,15,2,52,18,33,61,11,11,15,309,27,17,19,21,29,1248,225
"C7orf31",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0
"AC003090.1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2227E11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NFE2L3",9,13,0,2,1,0,4,0,2,0,22,0,1,2,1,0,0,1,2,1,1,0,3,57,19
"CTB-119C2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"HNRNPA2B1",398,273,34,35,126,5,396,26,25,13,185,31,67,150,20,28,27,444,53,45,91,105,57,1326,843
"CBX3",117,109,10,17,36,2,81,11,8,4,54,10,22,41,5,7,3,164,9,5,28,29,23,375,286
"SNX10",258,17,3,11,15,0,10,1,1,0,18,5,7,7,0,0,1,0,0,15,6,9,8,13,13
"AC004540.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"AC004540.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8
"AC004947.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SKAP2",129,49,1,19,0,0,77,1,0,4,22,14,4,9,0,2,1,61,1,10,0,2,3,160,156
"HOXA1",1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4
"HOTAIRM1",5,34,2,1,4,0,37,0,0,2,5,1,5,5,0,1,1,40,2,5,0,0,3,74,126
"HOXA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"HOXA3",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,42,6
"HOXA-AS2",0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,10
"HOXA4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8
"HOXA-AS3",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0
"HOXA5",0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,28,17
"HOXA6",0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,17,2
"HOXA7",0,5,0,0,1,0,24,0,0,2,1,0,0,0,0,0,0,15,0,0,0,0,0,69,17
"HOXA9",1,7,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,80,28
"HOXA10-AS",0,6,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,42,2
"HOXA10",1,19,1,0,0,0,38,0,0,0,5,0,1,0,0,0,0,28,1,0,0,0,0,84,24
"HOXA11",0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2
"HOXA11-AS",0,6,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,20,3
"RP1-170O19.14",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HOXA13",0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"HOTTIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"EVX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HIBADH",14,31,1,2,6,0,23,1,0,1,0,0,1,3,0,1,2,19,1,0,1,3,0,75,24
"TAX1BP1",114,90,7,9,32,0,133,11,14,1,35,4,29,47,11,10,9,154,19,19,17,20,36,472,157
"JAZF1",9,6,2,0,1,1,16,0,0,0,8,2,4,3,3,2,1,15,0,1,1,2,2,2,41
"CREB5",39,8,0,1,0,0,27,0,0,3,6,0,0,0,0,0,0,40,0,5,0,0,0,1,55
"TRIL",0,4,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,2,12
"CTB-113D17.1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"CPVL",72,1,0,22,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,2
"CHN2",8,0,0,2,4,0,2,1,0,0,18,0,0,4,1,1,1,0,0,1,0,0,0,27,4
"AC007255.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PRR15",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,2,118,3
"WIPF3",1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"SCRN1",20,6,0,1,0,0,10,0,1,0,4,3,0,1,0,0,0,29,5,3,0,0,0,21,4
"AC007285.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FKBP14",3,41,0,0,0,0,35,0,0,1,4,1,1,1,1,1,0,44,8,1,1,0,0,26,27
"PLEKHA8",4,3,0,0,1,0,13,0,0,0,1,0,0,2,1,0,0,16,0,1,0,0,1,28,14
"MTURN",3,5,1,0,1,0,6,0,0,0,2,0,0,0,0,0,0,9,1,0,1,2,0,9,7
"ZNRF2",20,3,1,2,1,0,1,0,0,0,3,0,0,3,0,0,0,9,2,2,0,2,1,61,10
"LINC01176",5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1
"NOD1",2,2,0,0,1,0,2,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,1,8,7
"GGCT",51,33,3,10,14,0,33,4,0,1,13,1,11,8,1,1,0,44,3,4,7,8,3,271,86
"RP4-777O23.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-777O23.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GARS",32,28,1,4,8,1,22,0,1,0,6,0,4,7,0,1,0,47,9,2,6,4,5,161,71
"INMT",0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15
"FAM188B",0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,11,7
"AQP1",2,1,0,0,0,0,2,0,0,1,0,0,2,1,0,0,1,4,1,0,0,0,0,29,374
"ADCYAP1R1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PDE1C",0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,2,52
"LSM5",112,43,6,17,28,2,63,7,9,2,30,12,15,34,2,6,7,102,14,11,34,44,21,439,116
"AVL9",12,9,2,2,3,0,11,1,2,0,2,3,5,5,1,0,2,16,1,0,0,2,2,99,26
"RP11-225B17.2",0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3
"LINC00997",0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,2
"KBTBD2",15,9,1,1,4,0,9,2,0,0,3,1,4,5,0,0,2,26,3,1,4,6,3,44,69
"FKBP9",8,38,1,0,1,0,39,0,0,1,2,1,0,0,0,0,0,47,0,0,0,0,1,65,121
"NT5C3A",18,8,3,1,15,0,19,2,2,1,8,3,12,13,4,3,3,25,9,0,3,5,5,244,71
"RP9",12,10,2,1,3,0,5,2,1,0,3,0,2,2,0,1,0,18,0,3,3,3,0,49,19
"BBS9",1,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,1,0,0,1,0,13,10
"BMPER",0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2
"NPSR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1
"DPY19L1",11,9,0,1,3,0,5,0,0,1,6,0,0,1,1,1,0,11,1,0,1,6,2,31,35
"TBX20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HERPUD2",14,18,6,0,17,0,15,3,3,0,3,5,4,18,1,4,2,30,1,2,3,6,2,36,37
"RP11-379H18.1",2,1,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0,7,0,0,0,0,0,8,9
"AC018647.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
"SEPT7",161,186,27,19,88,3,254,7,23,4,78,25,49,121,15,22,18,632,7,20,54,75,39,322,465
"EEPD1",7,4,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,16,6
"KIAA0895",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ANLN",6,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,4,5,0,21,16
"AOAH",47,0,1,2,0,0,0,0,2,0,0,2,4,5,0,2,0,0,0,4,0,1,0,13,4
"AC007349.7",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELMO1",26,6,3,8,7,0,9,5,2,0,18,3,7,7,0,2,0,2,6,3,3,5,4,6,103
"GPR141",4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"EPDR1",3,20,0,0,1,0,12,0,0,0,4,1,0,0,0,0,0,6,0,0,0,1,0,38,0
"NME8",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"SFRP4",1,358,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1
"STARD3NL",57,16,4,5,7,2,23,2,3,1,9,4,3,16,0,1,0,58,1,2,2,5,5,49,73
"TRGC2",1,0,3,0,68,0,1,4,5,0,0,0,16,141,0,23,15,2,1,0,3,25,1,4,0
"TRGC1",4,0,2,0,3,0,0,0,4,0,0,0,8,5,1,5,2,0,0,0,1,1,0,0,1
"TRGV10",0,0,3,0,4,0,0,0,2,0,0,0,1,13,0,0,1,0,0,0,0,0,0,1,0
"TRGV9",0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"RP11-121A8.1",3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRGV8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"TRGV7",0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"TRG-AS1",15,0,3,0,15,0,0,1,4,0,0,1,11,28,0,6,5,3,4,0,4,4,3,6,6
"TRGV5",27,0,4,1,8,0,1,0,1,0,1,0,2,10,0,4,1,0,1,1,0,1,0,0,7
"TRGV4",1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,0,0
"TRGV3",1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0
"TRGV2",0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0
"AMPH",1,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"VPS41",27,15,0,6,6,0,17,0,2,1,10,0,3,3,0,1,1,14,3,1,0,0,0,42,33
"POU6F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0
"AC011290.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"YAE1D1",9,7,1,0,2,0,10,0,1,0,2,0,1,1,1,0,0,12,3,0,1,0,0,60,11
"RALA",65,54,3,10,10,1,37,5,0,1,11,4,4,15,2,2,1,87,4,10,6,9,1,281,274
"AC004837.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LINC00265",0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"RP11-467D6.1",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7,2
"CDK13",12,12,0,0,5,0,13,0,0,0,4,4,2,5,0,3,1,19,1,0,0,2,4,59,30
"MPLKIP",37,49,3,6,9,2,35,1,4,0,13,1,7,10,0,3,4,55,5,5,9,8,7,215,73
"SUGCT",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1
"AC004988.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INHBA",79,332,0,0,0,0,47,0,0,0,2,0,2,1,0,1,1,105,0,1,0,0,0,2,1
"INHBA-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLI3",0,13,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12
"PSMA2",98,63,9,16,11,1,59,6,4,4,34,7,9,25,2,3,4,101,12,13,16,16,10,290,169
"MRPL32",20,29,1,3,7,0,32,1,0,0,11,3,4,11,1,0,2,93,2,2,4,1,1,211,92
"AC005537.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"STK17A",19,32,27,9,64,4,34,15,14,0,8,30,63,117,10,14,22,39,6,4,33,34,14,55,88
"COA1",46,25,2,5,13,0,27,6,2,1,8,5,15,14,5,6,5,63,4,3,5,11,5,89,78
"BLVRA",112,28,1,7,4,0,24,2,1,0,36,1,3,2,0,1,0,32,0,6,5,6,1,4,28
"MRPS24",2,4,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,10,0,1,0,0,0,11,2
"URGCP",3,3,0,1,2,0,6,0,0,0,1,0,0,0,1,1,0,6,0,0,1,0,0,31,14
"UBE2D4",8,5,0,0,1,1,10,0,0,0,8,0,0,2,0,0,0,8,1,0,1,0,0,19,15
"SPDYE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"AC004951.6",15,10,3,3,12,3,22,0,0,0,3,4,5,17,5,4,2,19,1,0,3,3,2,67,71
"LINC00957",3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DBNL",89,31,3,24,17,0,30,4,0,1,15,8,11,16,1,2,4,72,2,5,7,10,7,92,66
"PGAM2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLM",8,9,5,3,3,0,6,0,1,0,3,1,2,3,3,0,2,9,3,2,3,1,3,41,18
"AEBP1",0,356,0,0,1,0,325,0,0,0,5,1,0,2,0,0,1,162,1,3,0,1,0,4,47
"POLD2",10,16,1,5,7,1,15,2,1,1,5,2,2,5,0,4,1,31,4,3,4,6,1,99,37
"GCK",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YKT6",14,11,0,2,3,0,6,1,2,0,0,0,5,3,1,3,0,36,2,1,2,1,5,75,28
